sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,pdf_url,download_status,pdf_file,txt_file,section_status,section_file,section_start_char,section_end_char,full_text_chars,tech_text_chars,tech_text_compact_chars,chunk_count,source_section_file,normalization_mode,tokenizer,max_tokens,tech_text_glm4_tokens,tech_text_token_proxy,lnN_tech_glm4,token_mode
688019,安集科技,1206447918,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-16/1206447918.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-16_688019_安集科技_1206447918_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-16_688019_安集科技_1206447918_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688019_1206447918_business_technology.txt,88909,173248,620866,77045,71359,12,results/star_first_batch_missing_20260706/business_technology_text/688019_1206447918_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,44886,44886,10.71188122110046,glm4_dewrap_join
688333,铂力特,1206447901,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-16/1206447901.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-16_688333_铂力特_1206447901_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-16_688333_铂力特_1206447901_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688333_1206447901_business_technology.txt,105661,278718,834539,157955,146255,24,results/star_first_batch_missing_20260706/business_technology_text/688333_1206447901_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,93843,93843,11.449378452125812,glm4_dewrap_join
688016,心脉医疗,1206452544,首次公开发行股票并在科创板上市招股说明书,2019-07-17,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-17/1206452544.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-17_688016_心脉医疗_1206452544_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-17_688016_心脉医疗_1206452544_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688016_1206452544_business_technology.txt,108408,211290,668288,97975,88069,15,results/star_first_batch_missing_20260706/business_technology_text/688016_1206452544_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,56016,56016,10.933392643194447,glm4_dewrap_join
688029,南微医学,1206452542,首次公开发行股票并在科创板上市招股说明书,2019-07-17,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-17/1206452542.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-17_688029_南微医学_1206452542_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-17_688029_南微医学_1206452542_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688029_1206452542_business_technology.txt,85706,275740,987379,171025,156245,26,results/star_first_batch_missing_20260706/business_technology_text/688029_1206452542_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,101151,101151,11.524369728854486,glm4_dewrap_join
688088,虹软科技,1206452540,首次公开发行股票并在科创板上市招股说明书,2019-07-17,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-17/1206452540.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-17_688088_虹软科技_1206452540_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-17_688088_虹软科技_1206452540_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688088_1206452540_business_technology.txt,143925,268143,856743,113864,105176,16,results/star_first_batch_missing_20260706/business_technology_text/688088_1206452540_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,61729,61729,11.030509115677916,glm4_dewrap_join
688122,西部超导,1206452543,首次公开发行股票并在科创板上市招股说明书,2019-07-17,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-17/1206452543.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-17_688122_西部超导_1206452543_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-17_688122_西部超导_1206452543_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688122_1206452543_business_technology.txt,116298,229641,797347,104156,96140,17,results/star_first_batch_missing_20260706/business_technology_text/688122_1206452543_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,63248,63248,11.054818785536467,glm4_dewrap_join
688015,交控科技,1206456398,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456398.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688015_交控科技_1206456398_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688015_交控科技_1206456398_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688015_1206456398_business_technology.txt,87762,196860,677562,101291,93821,15,results/star_first_batch_missing_20260706/business_technology_text/688015_1206456398_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,56857,56857,10.94829462264529,glm4_dewrap_join
688020,方邦股份,1206456394,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456394.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688020_方邦股份_1206456394_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688020_方邦股份_1206456394_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688020_1206456394_business_technology.txt,66307,132586,423661,60516,54965,10,results/star_first_batch_missing_20260706/business_technology_text/688020_1206456394_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,37065,37065,10.52042840709082,glm4_dewrap_join
688022,瀚川智能,1206456541,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456541.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688022_瀚川智能_1206456541_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688022_瀚川智能_1206456541_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688022_1206456541_business_technology.txt,99599,227979,670137,117353,109705,18,results/star_first_batch_missing_20260706/business_technology_text/688022_1206456541_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,68765,68765,11.138450173548808,glm4_dewrap_join
688028,沃尔德,1206456405,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456405.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688028_沃尔德_1206456405_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688028_沃尔德_1206456405_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688028_1206456405_business_technology.txt,78789,192785,614583,105060,95240,16,results/star_first_batch_missing_20260706/business_technology_text/688028_1206456405_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,63168,63168,11.053553122793154,glm4_dewrap_join
688033,天宜上佳,1206456407,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456407.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688033_天宜上佳_1206456407_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688033_天宜上佳_1206456407_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688033_1206456407_business_technology.txt,109430,299393,889357,171393,157765,27,results/star_first_batch_missing_20260706/business_technology_text/688033_1206456407_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,104710,104710,11.558949903281508,glm4_dewrap_join
688066,航天宏图,1206456395,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456395.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688066_航天宏图_1206456395_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688066_航天宏图_1206456395_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688066_1206456395_business_technology.txt,97940,212401,815660,102825,96575,16,results/star_first_batch_missing_20260706/business_technology_text/688066_1206456395_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,60361,60361,11.008098480007638,glm4_dewrap_join
688388,嘉元科技,1206456409,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-07-18/1206456409.PDF,ok,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/raw_pdf/2019-07-18_688388_嘉元科技_1206456409_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_first_batch_missing_20260706/text/2019-07-18_688388_嘉元科技_1206456409_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_first_batch25_20260706/business_technology_text/688388_1206456409_business_technology.txt,68353,193787,635554,115121,104910,19,results/star_first_batch_missing_20260706/business_technology_text/688388_1206456409_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,71423,71423,11.176375225306858,glm4_dewrap_join
