name,unit,process,threshold,floor,chunk_n,firm_n,floor_applied_n,loss_all,loss_chunk_num,loss_text,loss_summary,loss_red_chunk,loss_lnn,loss_red_firm,panel_b_n,panel_b_rho,panel_b_p,panel_b_cluster_coef,panel_b_cluster_p,low_score_red_median,high_score_red_median,panel_c_rho,panel_c_p,panel_d_rho,panel_d_p,Chunk_num_n,Chunk_num_mean,Chunk_num_std,Chunk_num_p25,Chunk_num_median,Chunk_num_p75,Chunk_num_min,Chunk_num_max,Text_len_n,Text_len_mean,Text_len_std,Text_len_p25,Text_len_median,Text_len_p75,Text_len_min,Text_len_max,Summary_len_n,Summary_len_mean,Summary_len_std,Summary_len_p25,Summary_len_median,Summary_len_p75,Summary_len_min,Summary_len_max,Redundancy_chunk_n,Redundancy_chunk_mean,Redundancy_chunk_std,Redundancy_chunk_p25,Redundancy_chunk_median,Redundancy_chunk_p75,Redundancy_chunk_min,Redundancy_chunk_max,lnN_tech_n,lnN_tech_mean,lnN_tech_std,lnN_tech_p25,lnN_tech_median,lnN_tech_p75,lnN_tech_min,lnN_tech_max,Redundancy_n,Redundancy_mean,Redundancy_std,Redundancy_p25,Redundancy_median,Redundancy_p75,Redundancy_min,Redundancy_max
proxy_tailmerge1500_floor50,Summary_len_proxy,merge_tail,1500,50,871,50,13,0.058142569562348194,0.1307230731135512,0.004817065877033279,0.047408134113613595,0.06250803772140358,0.042415251952219075,0.06098385459626841,861,-0.12131062704643834,0.0003602577946667365,-0.526241803780144,0.3601382656760185,32.20161290322581,31.157738095238095,0.05496869067048536,0.10498095429630354,-0.23478887765652634,2.256630348796612e-12,871,18.82089552238806,4.925194400911809,15.0,18.0,23.0,8.0,28.0,871,3885.2227324913893,340.94331748182634,3906.5,3974.0,3989.0,1558.0,5303.0,871,126.84156142365097,37.98039626633271,105.0,122.0,144.0,50.0,422.0,871,33.20385131024756,10.44956141577051,26.751677852348994,31.74590163934426,37.24409275260095,9.462085308056873,79.9,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.621457471492487,2.43176367675601,28.942551174395224,30.99268218327562,32.27497277415422,22.03476482617587,34.633389261744966
proxy_tailmerge2000_floor50,Summary_len_proxy,merge_tail,2000,50,861,50,13,0.05821417223369487,0.11260282758715343,0.020551168564293648,0.0466261556027496,0.06610577509948505,0.042415251952219075,0.06098385459626841,851,-0.13266044284568174,0.00010384114032748719,-0.6077727840871592,0.29975827815472933,32.3801652892562,31.157738095238095,0.056329627277465426,0.09857951758325671,-0.23861775901854515,1.3003990192689935e-12,861,18.632984901277585,4.94857546201532,14.0,18.0,23.0,8.0,28.0,861,3930.3472706155635,318.47512984950345,3911.0,3975.0,3990.0,2126.0,5935.0,861,128.31475029036005,41.29313393389901,106.0,122.0,144.0,50.0,422.0,861,33.33782039092164,10.360016135719874,26.818791946308725,31.826446280991735,37.271028037383175,9.462085308056873,79.9,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.621457471492487,2.43176367675601,28.942551174395224,30.99268218327562,32.27497277415422,22.03476482617587,34.633389261744966
proxy_tailmerge1600_floor50,Summary_len_proxy,merge_tail,1600,50,870,50,13,0.058314455477623206,0.13018238123707282,0.007695691283786954,0.046076918165584395,0.06253263563080755,0.042415251952219075,0.06098385459626841,860,-0.1209771554189601,0.00037704078388436143,-0.5309242599037421,0.35587112459501113,32.23901783372672,31.157738095238095,0.05614941249726355,0.09790533928882778,-0.23469468188137152,2.371392538124443e-12,870,18.806896551724137,4.938698856880466,15.0,18.0,23.0,8.0,28.0,870,3889.6885057471263,336.4353353179016,3907.0,3974.0,3989.0,1621.0,5519.0,870,126.98735632183909,38.20092331226711,105.0,122.0,144.0,50.0,422.0,870,33.21633717026664,10.439401424016049,26.751677852348994,31.708950819672133,37.24821460059954,9.462085308056873,79.9,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.621457471492487,2.43176367675601,28.942551174395224,30.99268218327562,32.27497277415422,22.03476482617587,34.633389261744966
proxy_tailmerge1700_floor50,Summary_len_proxy,merge_tail,1700,50,867,50,13,0.05891898620786538,0.1291295244301921,0.01466824921778678,0.042730693828763405,0.06358634322196247,0.042415251952219075,0.06098385459626841,857,-0.12406168317085545,0.0002719782377077033,-0.5569252075611535,0.3371690488980217,32.27642276422764,31.157738095238095,0.05623998337968265,0.09794489188155767,-0.2375676053067645,1.3729568294930234e-12,867,18.76239907727797,4.958378055824255,15.0,18.0,23.0,8.0,28.0,867,3903.1476355247983,325.6882517085699,3907.5,3974.0,3989.0,1713.0,5663.0,867,127.42675893886967,38.922409035987044,105.5,122.0,144.0,50.0,422.0,867,33.24523996337555,10.401407339348442,26.751677852348994,31.74590163934426,37.24409275260095,9.462085308056873,79.9,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.621457471492487,2.43176367675601,28.942551174395224,30.99268218327562,32.27497277415422,22.03476482617587,34.633389261744966
proxy_tailmerge2000_floor60,Summary_len_proxy,merge_tail,2000,60,861,50,19,0.06031117085197704,0.11260282758715343,0.020551168564293648,0.04466893174072462,0.07939560113946054,0.042415251952219075,0.062233244128010956,851,-0.132636297936896,0.00010414595449918416,-0.5932744698218027,0.24814404989126937,32.3801652892562,31.157738095238095,0.05628580266488477,0.09884228125750698,-0.2383997949677851,1.3646536782643776e-12,861,18.632984901277585,4.94857546201532,14.0,18.0,23.0,8.0,28.0,861,3930.3472706155635,318.47512984950345,3911.0,3975.0,3990.0,2126.0,5935.0,861,128.50174216027875,40.96071923461748,106.0,122.0,144.0,60.0,422.0,861,33.102959782267966,9.494947657610457,26.818791946308725,31.826446280991735,37.271028037383175,9.462085308056873,66.65,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.584052649675986,2.4112221146827997,28.93632101859518,30.99268218327562,32.27344434706398,22.03476482617587,34.633389261744966
proxy_tailmerge2000_floor80,Summary_len_proxy,merge_tail,2000,80,861,50,61,0.06323722380615639,0.11260282758715343,0.020551168564293648,0.03756642571273419,0.10132895500532846,0.042415251952219075,0.06495871401520961,851,-0.13154054575561147,0.00011890080990638019,-0.4572457817415255,0.2165295765807067,32.3801652892562,31.157738095238095,0.0531355676704865,0.11923750488948301,-0.23458916510282996,3.146818068439411e-12,861,18.632984901277585,4.94857546201532,14.0,18.0,23.0,8.0,28.0,861,3930.3472706155635,318.47512984950345,3911.0,3975.0,3990.0,2126.0,5935.0,861,129.32636469221836,39.798113948555326,106.0,122.0,144.0,80.0,422.0,861,32.48561370991705,7.9834983532816945,26.818791946308725,31.826446280991735,37.271028037383175,9.462085308056873,49.9875,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.39722026616083,2.318010590306815,28.88937615331599,30.912547351559056,31.937682371319735,22.03476482617587,34.146401985111666
proxy_tailmerge2000_floor100,Summary_len_proxy,merge_tail,2000,100,861,50,172,0.06997376529383373,0.11260282758715343,0.020551168564293648,0.04550114871597981,0.1348869121783095,0.042415251952219075,0.06388528276504689,851,-0.12403808213321427,0.000286595419605334,-0.4253854154758539,0.08630223546458954,32.27642276422764,31.118499999999997,0.051402702114816304,0.1317838815927076,-0.2118657432594269,3.4049892721168805e-10,861,18.632984901277585,4.94857546201532,14.0,18.0,23.0,8.0,28.0,861,3930.3472706155635,318.47512984950345,3911.0,3975.0,3990.0,2126.0,5935.0,861,131.87456445993033,37.23137044622815,106.0,122.0,144.0,100.0,422.0,861,31.312998297962825,6.247586118208755,26.818791946308725,31.76,36.62385321100918,9.462085308056873,39.99,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,29.798569592862286,2.1146213499495805,28.304701770903154,30.368787508223054,31.261262557830104,21.974847042828006,33.05284227381905
glm4token_tailmerge1500_floor0,Summary_len_glm4,merge_tail,1500,0,871,50,0,0.07386688732032642,0.1307230731135512,0.004817065877033279,0.09815799995944498,0.07896624130967776,0.042415251952219075,0.08812169171003223,861,-0.1251637246115537,0.0002315872393099423,-0.934522690391807,0.1680751175639571,28.26950354609929,27.562478900409936,0.04967862466731965,0.14293459014601365,-0.196137879279602,5.313833202577816e-09,871,18.82089552238806,4.925194400911809,15.0,18.0,23.0,8.0,28.0,871,3885.2227324913893,340.94331748182634,3906.5,3974.0,3989.0,1558.0,5303.0,871,144.77497129735934,45.0612596358606,120.0,140.0,165.0,25.0,512.0,871,29.709895488164676,12.782845194985699,23.34221158958001,27.895104895104897,32.41463414634146,7.798828125,159.8,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,26.83550965881828,2.2440225736364297,25.579295061503288,26.90487607809982,28.301176277226563,19.29850746268657,31.07319737800437
glm4token_tailmerge2000_floor0,Summary_len_glm4,merge_tail,2000,0,861,50,0,0.07680811846179365,0.11260282758715343,0.020551168564293648,0.12013744441929183,0.07702032653777176,0.042415251952219075,0.08812169171003223,851,-0.13738753250679403,5.7940031963594854e-05,-1.0130937521420544,0.14219572772631262,28.535714285714285,27.552134072823726,0.048238992085245506,0.15729315249361356,-0.19931710173669132,3.650114475900478e-09,861,18.632984901277585,4.94857546201532,14.0,18.0,23.0,8.0,28.0,861,3930.3472706155635,318.47512984950345,3911.0,3975.0,3990.0,2126.0,5935.0,861,146.45644599303137,48.66823634311908,120.0,140.0,166.0,25.0,518.0,861,29.831076718977073,12.758765309777994,23.35672514619883,27.958041958041957,32.459016393442624,7.798828125,159.8,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,26.83550965881828,2.2440225736364297,25.579295061503288,26.90487607809982,28.301176277226563,19.29850746268657,31.07319737800437
raw_proxy,Summary_len_proxy,keep,0,0,885,50,0,0.08246638919064238,0.14741197313707105,0.0927547302334775,0.05992189608151218,0.09324716342725639,0.042415251952219075,0.059047320312318095,875,-0.10417090056127905,0.002032719285070162,-0.8113715029105062,0.3003037670791142,32.0655737704918,31.243294783464567,0.05335280842588531,0.112721956887004,-0.21934784433156382,4.205721139047565e-11,885,19.038418079096044,4.862439589513039,15.0,19.0,23.0,9.0,28.0,885,3823.761581920904,496.98641456275055,3895.0,3972.0,3989.0,358.0,3999.0,885,124.5954802259887,37.04951410458224,104.0,122.0,142.0,21.0,422.0,885,33.63337044057865,14.683242189740398,26.751677852348994,31.672,37.25233644859813,2.9827586206896552,190.23809523809524,50,11.080894059517375,0.29623160925519854,10.893068160549333,11.108967209661508,11.326553469179764,10.383596203640058,11.59294663395027,50,30.671707199058414,2.471527281875255,28.99680155650154,30.99268218327562,32.328199919085414,22.03476482617587,34.710349247036206
