sec_code,sec_name,chunk_n,chunk_glm4_tokens_sum,summary_proxy_sum,summary_glm4_sum,relevant_score_mean,red_chunk_proxy_mean,red_chunk_glm4_mean,announcement_date,chunk_count,tech_text_glm4_tokens,lnN_tech,Redundancy_proxy,Redundancy_glm4,source_run
688172,燕东微,13,50643,1682,2077,2.2155733922895156,30.61440003696026,24.982063683909608,2022-12-13,13,50646,10.832615533211776,30.10879904875149,24.3827636013481,full543
688772,珠海冠宇,16,60577,2014,2467,2.8228233655287336,31.682594445657458,25.639798577429687,2021-10-11,16,60585,11.011802616665625,30.07795431976167,24.554925010133765,full543
688275,万润新能,17,64482,2144,2633,2.395632475795522,30.771465702814947,25.319061759123684,2022-09-23,17,64489,11.074249945604157,30.075559701492537,24.489935434865178,full543
688031,星环科技,19,71790,2389,2778,2.360343253407158,30.851608218593025,27.001743983795965,2022-10-13,19,71792,11.181528328215764,30.050230221850143,25.84233261339093,full543
688562,航天软件,14,52386,1745,1955,2.47807265786485,30.847439607064256,27.32925039527947,2023-05-17,14,52392,10.86650918689789,30.020630372492835,26.795907928388747,full543
688169,石头科技,17,67275,2241,2672,2.477928555496879,32.01824470122965,26.82621497139103,2020-02-17,17,67282,11.116648020721058,30.02008032128514,25.177769461077844,full543
688089,嘉必优,16,62300,2076,2508,2.047552224078928,30.86601042337232,25.88667383294098,2019-12-16,16,62305,11.039796958376968,30.009633911368017,24.840510366826155,full543
688281,华秦科技,13,48249,1608,1908,2.2490449002643125,31.02346451062712,26.100543601735744,2022-03-02,13,48252,10.784192556685277,30.005597014925375,25.2877358490566,full543
688582,芯动联科,11,42556,1419,1671,2.222753459204266,30.445862223151156,25.940128647989948,2023-06-27,11,42559,10.658646627498884,29.99013389711064,25.467384799521245,full543
688059,华锐精密,11,42706,1425,1786,2.261137866869206,30.75662336277328,24.68322752489836,2021-02-03,11,42710,10.662188363835511,29.969122807017545,23.911534154535275,full543
688779,长远锂科,17,63447,2118,2647,2.215840589722335,32.47806830087256,26.039025818557203,2021-08-05,17,63451,11.058023233459632,29.956090651558075,23.969399319984888,full543
688525,佰维存储,15,54985,1836,2192,2.4414221247955425,29.67215581053752,24.98934874603882,2022-12-27,15,54992,10.914942999089616,29.948257080610023,25.084397810218977,full543
688819,天能股份,11,42489,1419,1689,2.1746926323615225,30.88338838692183,25.892978830244825,2021-01-11,11,42494,10.657118168475584,29.94291754756871,25.156305506216697,full543
688553,汇宇制药,18,68144,2276,2909,2.3597659960991217,30.48754507804398,23.829469296559537,2021-10-18,18,68150,11.12946643712468,29.9402460456942,23.425232038501203,full543
688515,裕太微,11,41087,1373,1732,2.274869915318148,33.43625616973939,27.441526040191857,2023-02-03,11,41090,10.623520061877455,29.924981791697014,23.72228637413395,full543
688379,华光新材,16,60103,2009,2573,2.298037162408486,30.594216311966697,24.03282601290175,2020-08-13,16,60106,11.003864949150904,29.91687406669985,23.359113874854255,full543
688101,三达膜,19,73296,2451,2966,2.405795840517732,31.274445719152876,26.328681640652015,2019-11-12,19,73300,11.202315887874745,29.90452876376989,24.71207012811868,full543
688305,科德数控,20,76467,2558,3106,2.386800196027783,30.22956355676458,24.90358082428267,2021-07-06,20,76473,11.24469301633976,29.893275996872557,24.61912427559562,full543
688210,统联精密,12,46749,1564,1848,2.160970769664664,30.33180966123864,25.81008993821368,2021-12-22,12,46752,10.752612314550426,29.89066496163683,25.29707792207792,full543
688372,伟测科技,11,40436,1354,1572,2.2619656822057728,32.227173250000966,28.133728692017883,2022-10-21,11,40439,10.60754994483658,29.86410635155096,25.72264631043257,full543
688475,萤石网络,15,58878,1972,2326,2.353326441267958,31.149527381799015,26.579530230713104,2022-12-22,15,58883,10.983307703191752,29.856997971602436,25.31298366294067,full543
688079,美迪凯,12,46106,1545,1893,2.304183858565824,31.566209230581652,26.071171781702645,2021-02-25,12,46112,10.738828498799249,29.842071197411,24.35604860010565,full543
688146,中船特气,16,59083,1980,2500,2.423848504203209,31.643013458699368,24.848258382070576,2023-04-17,16,59088,10.986783137092344,29.83989898989899,23.6332,full543
688523,航天环宇,14,52021,1745,2106,2.2603860936980884,31.081038057305147,26.369845818742416,2023-05-30,14,52026,10.859498872605217,29.811461318051578,24.701329534662868,full543
688246,嘉和美康,19,72619,2436,2739,2.3293897746776424,31.358493169815507,28.370700927968,2021-12-09,19,72621,11.193009415184726,29.810755336617405,26.512960934647683,full543
688300,联瑞新材,23,89199,2993,3785,2.408099443827225,30.772952797647587,24.462874377705248,2019-11-11,23,89210,11.398748419907829,29.802539258269295,23.5664464993395,full543
688348,昱能科技,12,44479,1493,1723,2.0478593061847277,31.37732629512166,27.149616998629792,2022-06-02,12,44483,10.702862372693248,29.79169457468185,25.81485780615206,full543
688085,三友医疗,24,91293,3068,3670,2.2547608316558705,31.39345958555407,26.19954386211438,2020-04-01,24,91301,11.421917019425596,29.756518904823988,24.875476839237056,full543
688480,赛恩斯,17,64531,2169,2642,2.3524850427680195,30.527951411755993,25.310369871643395,2022-11-22,17,64538,11.075009476591555,29.75149838635316,24.42505677517033,full543
688182,灿勤科技,14,51840,1743,2142,2.320151587186222,32.17584806946898,25.97444812065857,2021-11-11,14,51846,10.856033065069454,29.74182444061962,24.201680672268907,full543
688272,富吉瑞,21,80806,2718,3275,2.366800745698477,31.543488430338453,26.224754904703634,2021-10-12,21,80815,11.29991787084391,29.729948491537897,24.673587786259542,full543
688501,青达环保,18,66829,2248,2758,2.437998773702801,29.86440805909922,24.34914046096743,2021-07-13,18,66835,11.109982174405571,29.72820284697509,24.230964467005077,full543
688509,正元地信,18,70202,2362,2635,2.4708855120287656,31.753682802905473,29.06284873674592,2021-07-26,18,70208,11.159217543634902,29.72142252328535,26.64212523719165,full543
688329,艾隆科技,9,33694,1134,1309,2.210975848845317,31.217901091658284,26.91604237095275,2021-03-18,9,33699,10.42522344230968,29.71252204585538,25.74025974025974,full543
688382,益方生物,22,83860,2825,3588,2.01144367323306,31.275104115285593,24.934864009079845,2022-07-20,22,83868,11.33699941326513,29.68495575221239,23.372352285395763,full543
688425,铁建重工,26,99614,3358,4206,2.291615921627467,30.839422634960407,24.892063797216476,2021-06-16,26,99621,11.509128264721843,29.66468135795116,23.68378506894912,full543
688107,安路科技,10,36455,1229,1511,2.1347218035695903,31.462935155602366,25.73262998941495,2021-11-09,10,36456,10.503861332943718,29.66232709519935,24.12640635340834,full543
688092,爱科科技,17,63026,2125,2523,2.4142851841146724,30.58816655846053,25.724288786488287,2021-03-16,17,63032,11.051397812925524,29.659294117647057,24.980578676179153,full543
688602,康鹏科技,17,62965,2123,2562,2.1791637292689647,32.34280281246979,26.372632062695736,2023-07-17,17,62972,11.05044546213452,29.658502119642016,24.57650273224044,full543
688256,寒武纪,12,44986,1517,1751,2.275728144582003,34.113158939056575,30.464846721660212,2020-07-14,12,44988,10.714151066523913,29.654581410678972,25.69160479725871,full543
688522,纳睿雷达,11,39261,1324,1619,1.9277280435302315,29.170762640176314,24.009040018712135,2023-02-24,11,39265,10.578088815808975,29.65332326283988,24.25015441630636,full543
688361,中科飞测,8,31037,1047,1264,2.136474617702475,30.663587724579777,25.374587893490663,2023-05-16,8,31038,10.34296753923157,29.64374403056351,24.554588607594937,full543
688222,成都先导,15,55842,1884,2200,2.1423927887656715,30.93363486405516,26.6001476194576,2020-04-08,15,55850,10.930424804497347,29.64012738853503,25.382727272727273,full543
688152,麒麟信安,14,53025,1790,2053,2.270465957871813,30.238659437294128,26.405958599572205,2022-10-20,14,53027,10.878556496779096,29.62290502793296,25.828056502679008,full543
688155,先惠技术,15,58023,1959,2342,2.260978045993728,30.80498680633106,26.026019768403422,2020-07-22,15,58030,10.968715397184654,29.61868300153139,24.77497865072587,full543
688486,龙迅股份,18,65780,2223,2656,2.384970650793639,31.28409944832497,26.125103679695425,2023-02-14,18,65785,11.09414712779994,29.5906432748538,24.76656626506024,full543
688456,有研粉材,15,57539,1945,2443,2.344790533481782,31.047738789003823,24.623896560032144,2021-03-12,15,57543,10.960287773389798,29.583033419023135,23.55259926320098,full543
688655,迅捷兴,17,65133,2206,2853,2.6048860964304112,29.96865153796904,23.29968409052621,2021-04-30,17,65141,11.084309430262897,29.525385312783317,22.829652996845425,full543
688163,赛伦生物,15,57466,1950,2449,2.2280589620487534,31.067503977074956,24.642623785249825,2022-03-04,15,57469,10.95900095096759,29.46974358974359,23.465087790935076,full543
688466,金科环境,15,58052,1970,2375,2.3689990556367406,31.068966389100908,25.71455027840668,2020-04-29,15,58059,10.96921501386846,29.46802030456853,24.442947368421052,full543
688636,智明达,20,77638,2635,3084,2.3370708658011785,32.31498184322128,27.902585452184233,2021-04-01,20,77644,11.259889555790982,29.464136622390892,25.174448767833983,full543
688596,正帆科技,14,52978,1799,2237,2.487394482601632,31.779330350795583,25.837003310324217,2020-08-14,14,52985,10.877764133608936,29.44858254585881,23.682610639248995,full543
688113,联测科技,15,57477,1952,2357,2.4021535896509905,30.317411333202404,25.18421348401989,2021-04-28,15,57482,10.959227134298844,29.44518442622951,24.385659736953755,full543
688323,瑞华泰,10,36121,1227,1491,2.283246885279581,29.728364081786104,24.56227343138707,2021-04-23,10,36121,10.494629692640489,29.438467807660963,24.22602280348759,full543
688288,鸿泉物联,20,75718,2574,3132,2.533146749199377,29.77497341143789,24.698998251462537,2019-10-31,20,75723,11.234837224189768,29.416472416472416,24.17560664112388,full543
688623,双元科技,16,62513,2127,2534,2.2264075759279476,30.460623088047864,25.842795499109357,2023-06-02,16,62518,11.043209794260454,29.39022096850023,24.669692186266772,full543
688109,品茗股份,15,58262,1983,2299,2.200137298495357,31.666852723881153,27.45196760825508,2021-03-24,15,58269,10.972825498500242,29.380736258194656,25.342322749021314,full543
688093,世华科技,17,63993,2180,2598,2.2671764525319538,29.681257382687654,25.09251226225186,2020-09-24,17,63998,11.066607111853518,29.3545871559633,24.631639722863746,full543
688459,哈铁科技,18,67445,2298,2709,2.675318782749158,30.27883796705851,25.490178815945185,2022-09-30,18,67451,11.119156687322889,29.34943429068755,24.896640826873384,full543
688661,和林微纳,13,50397,1718,2153,2.3040994107710477,30.30125022757978,24.336062709272117,2021-03-23,13,50400,10.82774645405946,29.334691501746217,23.407803065490015,full543
688506,百利天恒,30,113720,3877,4800,2.091554783471382,31.040059429570228,25.256068497964357,2022-12-30,30,113728,11.641564911514322,29.331957699252,23.691666666666663,full543
688251,井松智能,10,38913,1327,1587,2.2611817055747605,29.87793424776053,25.10179722682833,2022-05-31,10,38914,10.56910936203132,29.324039186134137,24.519848771266545,full543
688683,莱尔科技,16,62313,2125,2687,2.2982445092085655,30.522123793024328,24.09265065361196,2021-04-06,16,62322,11.040069772455867,29.32376470588235,23.190547078526237,full543
688558,国盛智科,22,82662,2819,3527,2.4954664593397116,30.72870815959552,24.56652622687223,2020-06-23,22,82673,11.322648346447616,29.323164242639233,23.436915225404025,full543
688426,康为世纪,15,57963,1977,2345,2.1070760402876387,31.06741207075421,26.730841448956205,2022-10-20,15,57970,10.967680914333778,29.31866464339909,24.71769722814499,full543
688216,气派科技,19,72672,2480,3053,2.315928640981216,29.89357794846145,24.31525724648966,2021-06-17,19,72681,11.193835281358767,29.303225806451614,23.803471994759253,full543
688102,斯瑞新材,16,60634,2071,2684,2.4578523411463395,31.014193429891534,23.992601540455837,2022-03-11,16,60641,11.012726510945454,29.27764365041043,22.59090909090909,full543
688017,绿的谐波,11,39815,1360,1547,2.2375129907840168,29.573726172590636,26.029913358267432,2020-08-25,11,39817,10.592049235754445,29.27573529411765,25.736910148674855,full543
688047,龙芯中科,8,31169,1065,1219,2.5160269492323604,29.6207405720445,25.987354924256913,2022-06-21,8,31171,10.347243454377017,29.266666666666666,25.56931911402789,full543
688410,山外山,13,48710,1665,1994,2.316547093530166,29.829811330894533,25.03554705876232,2022-12-21,13,48717,10.793783324133198,29.255255255255257,24.428284854563692,full543
688526,科前生物,24,91267,3121,3879,2.237791979152159,30.346717721832416,24.46296834719162,2020-09-17,24,91277,11.421654118088762,29.24287087471964,23.528486723382315,full543
688616,西力科技,14,54162,1857,2195,2.6395628636711583,30.14362445637429,25.730310212384182,2021-03-12,14,54167,10.899827145911038,29.166397415185784,24.675170842824603,full543
688309,恒誉环保,26,99301,3405,4224,2.2901907898705387,29.77454014054185,24.0542779540243,2020-07-09,26,99305,11.505951201232891,29.163289280469897,23.50875946969697,full543
688690,纳微科技,11,41697,1430,1746,2.0823986253063578,30.123440743001257,24.605028744413804,2021-06-18,11,41702,10.638304368267466,29.15874125874126,23.88144329896907,full543
688366,昊海生科,28,108331,3718,4504,2.2818420504986197,31.68945255524946,26.239005054116813,2019-10-25,28,108343,11.593057399432167,29.136901559978483,24.052175843694492,full543
688455,科捷智能,18,68081,2337,2845,2.727256306550655,30.88483818589729,25.30881076596214,2022-09-09,18,68088,11.128556265156798,29.131792896876338,23.930052724077328,full543
688148,芳源股份,13,48440,1663,2117,2.1761841316109756,29.96666594894779,23.502681514359686,2021-08-03,13,48443,10.788143128036667,29.128081779915817,22.8814359943316,full543
688383,新益昌,15,56674,1946,2361,2.528394616847717,29.81303371650584,24.73610485494955,2021-04-23,15,56682,10.94521197899719,29.12332990750257,24.004235493434987,full543
688229,博睿数据,18,69379,2383,2720,2.331328005110969,30.496928424479783,26.58445111895919,2020-08-11,18,69387,11.147454809063609,29.114141838019304,25.506985294117648,full543
688799,华纳药厂,31,118409,4070,5307,2.3114613769859567,30.31779433463029,23.481449793007283,2021-07-07,31,118421,11.68200135056962,29.09312039312039,22.31185227058602,full543
688193,仁度生物,18,70104,2413,2860,2.3029590191186298,30.22153896647052,25.53873873367955,2022-03-25,18,70114,11.157877767775652,29.05263157894737,24.511888111888112,full543
688314,康拓医疗,12,45003,1550,1874,2.391386716005321,31.30517633558536,26.04372743992468,2021-05-13,12,45005,10.714528873691185,29.034193548387098,24.014407684098185,full543
688165,埃夫特,16,60303,2077,2481,2.451083568636854,30.939024323930443,25.78281452457795,2020-07-09,16,60309,11.00723662530939,29.033702455464613,24.305925030229748,full543
688385,复旦微电,19,74043,2551,2989,1.9781487912165645,30.47125052457722,26.18826240300732,2021-07-29,19,74050,11.212495819695944,29.025088200705607,24.771830043492805,full543
688498,源杰科技,11,42456,1463,1829,2.082216919778449,30.758621578059863,24.85615514121423,2022-12-16,11,42458,10.656270630991948,29.01982228298018,23.21268452706397,full543
688981,中芯国际,8,30954,1067,1241,2.215831230301722,32.13760197418398,27.458332343152204,2020-07-13,8,30957,10.340354423783824,29.010309278350515,24.94278807413376,full543
688345,博力威,17,64869,2237,2739,2.245668117606349,32.00875257152464,26.190291807425204,2021-06-07,17,64877,11.080248448509378,28.998211890925347,23.683461117196057,full543
688401,路维光电,13,47375,1635,2046,2.42473088157423,28.30102883646205,22.635173545276743,2022-08-12,13,47380,10.765955477712776,28.97553516819572,23.154936461388075,full543
688538,和辉光电,19,74445,2570,3158,2.1424761507106065,30.33850935729726,24.509405559916775,2021-05-24,19,74450,11.217883038112156,28.96692607003891,23.573464217859403,full543
688479,友车科技,8,31233,1079,1256,2.3036569278482757,29.709364168071556,25.571951952535848,2023-05-08,8,31235,10.349294539927673,28.94624652455978,24.86703821656051,full543
688073,毕得医药,18,68729,2375,3011,2.301159596873524,29.821748238706505,23.840238502037508,2022-09-29,18,68735,11.13801380990552,28.93852631578947,22.82597143806045,full543
688083,中望软件,21,80901,2800,3374,2.5935319542963153,30.266901483261087,25.123907720426917,2021-03-08,21,80907,11.301055625879394,28.893214285714286,23.977771191464136,full543
688090,瑞松科技,24,90269,3126,3736,2.4413146630141043,29.26731065133397,24.31189248094407,2020-02-11,24,90277,11.410638000428085,28.876839411388357,24.16193790149893,full543
688622,禾信仪器,19,70999,2459,2898,2.521434238762682,28.65665520155647,24.372335061400825,2021-09-07,19,71008,11.17054782573232,28.873119154127693,24.499309868875088,full543
688369,致远互联,14,54337,1883,2173,2.222405575266754,30.236587460554443,26.39264827775426,2019-10-25,14,54342,10.903052687603005,28.85661178969729,25.005522319374137,full543
688188,柏楚电子,18,69869,2422,2853,2.220087449080353,30.48766751419104,26.241980278074553,2019-08-02,18,69875,11.1544632104574,28.847646573080095,24.48966000701017,full543
688103,国力股份,17,64270,2228,2701,2.460318022736092,29.386489287939412,24.291569377573698,2021-09-06,17,64273,11.070894915352808,28.846499102333933,23.79489078119215,full543
688600,皖仪科技,17,63297,2195,2609,2.355895709429741,32.20404867756847,27.80955050532034,2020-06-29,17,63304,11.055703797289029,28.836902050113896,24.26101954771943,full543
688065,凯赛生物,14,51415,1783,2260,2.123692980484807,29.83108055748827,23.46003672443315,2020-08-07,14,51422,10.847821375434926,28.836231071228266,22.75,full543
688656,浩欧博,15,56562,1962,2360,2.2869056005022856,30.817446303822457,25.835079906355205,2021-01-08,15,56569,10.943216410966889,28.828746177370032,23.966949152542373,full543
688377,迪威尔,21,79213,2748,3233,2.2392831246363376,29.503977496301495,25.033403049310728,2020-07-01,21,79220,11.279984071175909,28.825691411935953,24.50139189607176,full543
688334,西高院,21,82009,2846,3483,2.2583368700570836,30.11147422318013,24.911127965420405,2023-06-13,21,82014,11.314645243380708,28.81553056921996,23.545506747057136,full543
688201,信安世纪,16,61578,2137,2502,2.4748139973265793,29.87819894198843,25.52131994824995,2021-04-15,16,61587,11.028206088288718,28.815161441272817,24.611510791366907,full543
688728,格科微,16,58918,2045,2416,2.148508311595424,31.104304334696337,26.562773136240217,2021-08-13,16,58926,10.98403769838583,28.81075794621027,24.38658940397351,full543
688237,超卓航科,10,38402,1333,1637,2.296224822045851,29.727814461589496,24.195736128219828,2022-06-28,10,38407,10.555995013629378,28.808702175543885,23.458766035430667,full543
688030,山石网科,22,84483,2933,3400,2.3414284768272133,31.378038572594825,27.220500654732582,2019-09-24,22,84491,11.344400298797051,28.804295942720763,24.847941176470588,full543
688119,中钢洛耐,17,63072,2190,2595,2.391410621988285,28.850809552178273,24.25001368350981,2022-05-31,17,63080,11.052159041076974,28.8,24.30520231213873,full543
688697,纽威数控,15,54312,1886,2249,2.531081341590581,28.73241917538744,23.963556988244186,2021-09-13,15,54318,10.902610942703497,28.79745493107105,24.14939973321476,full543
688062,迈威生物,19,72938,2533,3156,2.123262097127085,30.92150063829957,25.20098634590124,2022-01-10,19,72945,11.197461011505997,28.79510461902882,23.11089987325729,full543
688409,富创精密,8,29512,1025,1222,2.432124680271014,28.959627212855196,24.32586783343127,2022-09-28,8,29518,10.292755525741722,28.79219512195122,24.150572831423897,full543
688308,欧科亿,14,51879,1802,2298,2.5043700166886316,30.05113812595126,23.574961407099423,2020-12-07,14,51885,10.85678501003938,28.789678135405104,22.575718015665796,full543
688141,杰华特,10,38855,1350,1640,2.2397858796234713,31.362636911287456,26.0838216573362,2022-12-20,10,38858,10.56766925480306,28.78148148148148,23.692073170731707,full543
688232,新点软件,20,76119,2645,3091,2.2894354188166615,29.88445804352627,25.68771706870111,2021-11-12,20,76128,11.240171413102685,28.77844990548204,24.62601099967648,full543
688499,利元亨,13,48963,1703,2049,2.3690828270511135,29.8785631520125,25.053509462163134,2021-06-25,13,48966,10.7988814586973,28.751027598355844,23.896046852122986,full543
688209,英集芯,13,49026,1707,2151,2.3598544190800257,31.13643338140055,25.1744125600866,2022-04-14,13,49031,10.800208030113406,28.72056239015817,22.792189679218968,full543
688428,诺诚健华,20,76244,2655,3300,2.229997726444761,31.632956503831657,25.93679426361939,2022-09-16,20,76250,11.241772694469658,28.71713747645951,23.104242424242425,full543
688189,南新制药,23,90334,3146,4062,1.894393905783261,30.686260486308154,24.24823514561825,2020-03-20,23,90339,11.41132453985355,28.71392244119517,22.238798621368783,full543
688310,迈得医疗,11,41283,1438,1733,2.600327390449919,29.162318450431567,24.244438167570173,2019-11-26,11,41287,10.62830295942287,28.708623087621696,23.821696480092324,full543
688244,永信至诚,18,68151,2374,2752,2.300233782695742,29.79870001250356,25.68740435765115,2022-10-14,18,68160,11.129613161503196,28.707245155855095,24.764171511627907,full543
688315,诺禾致源,16,59147,2061,2359,2.5062343492516033,32.231010641795805,28.019846405048103,2021-04-07,16,59158,10.98796710962718,28.698204754973315,25.072912250953795,full543
688096,京源环保,20,75301,2625,3193,2.3253512519779003,28.637128801603694,23.614962872241772,2020-04-02,20,75305,11.229301812645948,28.68609523809524,23.58315064202944,full543
688129,东来技术,15,55446,1933,2336,2.2541443843301345,28.721528564350223,23.812984154819677,2020-10-19,15,55448,10.92320092359782,28.68391101914123,23.73544520547945,full543
688686,奥普特,14,51153,1784,2107,2.1713683847602145,29.32950206534943,24.73309517739931,2020-12-28,14,51156,10.84263506655321,28.673206278026907,24.27764594209777,full543
688176,亚虹医药,19,72532,2530,3154,2.0164117469938576,34.24300601235602,28.23039852396483,2021-12-31,19,72539,11.191879627244216,28.66877470355731,22.996829422954978,full543
688063,派能科技,15,57212,1997,2422,2.085696771954529,31.70273043997199,26.617450860398105,2020-12-24,15,57214,10.954553902664966,28.648973460190284,23.621800165152766,full543
688238,和元生物,12,46164,1612,1911,2.1488260698831545,29.11625758340698,24.79285007863548,2022-03-17,12,46166,10.739998875403945,28.63771712158809,24.156985871271587,full543
688328,深科达,16,59532,2079,2519,2.4623291982779874,30.49599161116225,25.334626067521334,2021-03-03,16,59541,10.994420429860368,28.634920634920636,23.63318777292577,full543
688420,美腾科技,15,57211,1998,2534,2.292582456520516,30.02155074838727,23.84975053324793,2022-12-05,15,57217,10.954606336009087,28.634134134134133,22.57734806629834,full543
688518,联赢激光,25,96809,3381,4053,2.534736547516122,29.962208626237633,25.18845820009507,2020-06-16,25,96818,11.480588206391255,28.6332446021887,23.885763631877623,full543
688531,日联科技,14,52457,1833,2264,2.381592212710366,29.641716042268698,23.99077666453863,2023-03-28,14,52460,10.867806253420865,28.618112384069832,23.170053003533567,full543
688651,盛邦安全,11,40068,1401,1579,2.420789494420354,28.137315446595856,25.05777932718814,2023-07-21,11,40068,10.598333289731654,28.599571734475376,25.37555414819506,full543
688391,钜泉科技,17,63337,2215,2738,2.418294025158247,29.238229404791923,23.874013539843617,2022-09-07,17,63341,11.056288107779814,28.594582392776523,23.132578524470414,full543
688593,新相微,9,34020,1190,1378,2.2768840671323938,30.245172238467863,26.206707884138837,2023-05-29,9,34021,10.434733259991685,28.58823529411765,24.687953555878085,full543
688228,开普云,24,91280,3193,3629,2.4611993463138435,31.733320355012808,28.65612295395869,2020-03-23,24,91288,11.421774623114516,28.587535233322892,25.152934692752822,full543
688776,国光电气,12,43503,1522,1846,1.9435119426598224,29.092887078280196,23.85447203103265,2021-08-26,12,43507,10.680677123670844,28.582785808147175,23.56608884073673,full543
688625,呈和科技,13,48955,1713,2119,2.2645284291294376,29.328364075837005,23.94730453859949,2021-06-02,13,48959,10.798738492141016,28.57851722124927,23.10287871637565,full543
688167,炬光科技,14,52066,1823,2172,2.5738464900526545,28.34271062815344,23.916571696112175,2021-12-21,14,52070,10.860344246156943,28.560614371914426,23.971454880294655,full543
688207,格灵深瞳,9,34328,1202,1381,2.1437924825940473,29.75411484549672,26.245788064076866,2022-03-11,9,34328,10.44371662667136,28.559068219633943,24.857349746560462,full543
688186,广大特材,21,81237,2845,3549,2.294691488896439,29.327040421429203,23.47554342515762,2020-01-13,21,81251,11.305298407808552,28.554305799648507,22.89010989010989,full543
688098,申联生物,14,52823,1850,2308,2.3035005860943736,30.1623388246286,24.192411301406963,2019-10-22,14,52829,10.87481556134018,28.552972972972977,22.8869150779896,full543
688132,邦彦技术,14,53677,1880,2272,2.2702477799166556,29.508715711221296,24.3577089601422,2022-09-20,14,53680,10.890795771645564,28.551595744680853,23.625440140845072,full543
688677,海泰新光,14,53443,1872,2255,2.350257243303131,29.987154166453568,25.07207148272836,2021-02-22,14,53447,10.886445787656298,28.54861111111111,23.699778270509977,full543
688123,聚辰股份,19,72690,2547,3089,2.340315114345462,29.365453763950995,24.82784457594381,2019-12-18,19,72696,11.194041641375184,28.539458186101296,23.531887342181935,full543
688607,康众医疗,15,56730,1988,2449,2.101803676377268,29.99602876956542,25.02095659728229,2021-01-27,15,56733,10.946111330995382,28.536217303822937,23.164556962025316,full543
688318,财富趋势,16,61702,2163,2491,2.0133442722153405,29.121402023721107,25.300412282913385,2020-04-21,16,61706,11.030136449898094,28.526121128062876,24.76997189883581,full543
688190,云路股份,14,52923,1857,2333,2.2929864206406347,31.112772709306014,25.10572973295567,2021-11-22,14,52928,10.876687778383364,28.49919224555735,22.684526360908706,full543
688025,杰普特,19,73532,2582,3166,2.4598550125490894,31.20847830526181,25.71356122626601,2019-10-28,19,73539,11.205571156720929,28.478698683191325,23.225521162349967,full543
688569,铁科轨道,17,65585,2303,2890,2.454173665387915,29.564852473905596,23.540409351304735,2020-08-25,17,65595,11.09125475251513,28.47807207989579,22.69377162629758,full543
688056,莱伯泰科,18,69939,2458,2928,2.34464734812718,29.33907821479316,24.908710338541816,2020-08-27,18,69948,11.15550738783355,28.453620829943045,23.88627049180328,full543
688271,联影医疗,21,81111,2851,3421,2.5039711038761188,32.143789444159545,27.415278805750372,2022-08-16,21,81121,11.303697146165202,28.450017537706067,23.70973399590763,full543
688359,三孚新科,15,55970,1968,2480,2.265535890485596,29.34485420727897,23.39908753517924,2021-05-18,15,55977,10.93269617106536,28.440040650406505,22.568548387096776,full543
688335,复洁环保,16,61206,2153,2570,2.200993193657726,29.92610503977906,25.02128840144584,2020-08-11,16,61210,11.022065853845117,28.428239665582907,23.81556420233463,full543
688051,佳华科技,20,75270,2648,3117,2.3862716851833223,28.44934818889959,24.339142180922707,2020-03-16,20,75275,11.228903353349937,28.42522658610272,24.148219441770937,full543
688510,航亚科技,15,54402,1915,2349,2.3805009760686087,27.768471952702125,22.556401025400156,2020-12-09,15,54407,10.904248101036517,28.40835509138381,23.15964240102171,full543
688500,慧辰资讯,16,61305,2158,2483,2.226567390370099,30.21652932670729,26.487147068283782,2020-07-13,16,61310,11.023698240756731,28.408248378127897,24.68989126057189,full543
688733,壹石通,14,51941,1829,2296,2.024037527440304,28.47138114180704,22.794224573564623,2021-08-12,14,51944,10.857921494188323,28.398578458173866,22.62238675958188,full543
688162,巨一科技,16,61524,2168,2501,2.3782405247173823,29.622014552797346,26.15529720243753,2021-11-05,16,61527,11.027231381841842,28.378228782287824,24.599760095961617,full543
688239,航宇科技,19,73297,2583,3151,2.1802714877398985,29.078098272931214,23.97694671335903,2021-06-29,19,73304,11.202370456645047,28.37669376693767,23.261504284354174,full543
688579,山大地纬,15,55072,1942,2236,2.525724573603762,27.645559403138996,24.189145119549853,2020-07-10,15,55075,10.916451171670545,28.35839340885685,24.62969588550984,full543
688231,隆达股份,17,63146,2229,2762,2.289299078071393,29.427331227845755,23.77488713591637,2022-07-15,17,63151,11.053283962966008,28.32929564827277,22.862418537291816,full543
688070,纵横股份,20,78149,2764,3285,2.2276451427976927,29.15717653263799,24.799343766820954,2021-02-04,20,78154,11.266436518161028,28.273878437047756,23.789649923896494,full543
688502,茂莱光学,17,65707,2324,2888,2.386793585267467,29.187982669229427,23.82077439953457,2023-03-02,17,65713,11.093052054001172,28.273235800344235,22.75173130193906,full543
688589,力合微,13,47664,1686,2031,2.273174150290338,27.048502332958385,22.46752924583408,2020-07-17,13,47668,10.772015592210696,28.270462633451956,23.46824224519941,full543
688358,祥生医疗,17,61669,2182,2574,2.6664643969566693,30.25958346944928,25.99247857627185,2019-11-27,17,61677,11.029666368922044,28.262603116406964,23.95843045843046,full543
688215,瑞晟智能,13,50392,1784,2141,2.468618805261044,29.642185158296375,24.90259046324636,2020-08-24,13,50398,10.827706770732403,28.246636771300448,23.536665109761792,full543
688432,有研硅,12,43410,1537,1965,2.194278849486507,29.816329360701072,22.959630225709635,2022-11-07,12,43415,10.678560282494743,28.243331164606374,22.091603053435115,full543
