scope,metric,current_N,current_mean,current_std,current_p25,current_median,current_p75,paper_N,paper_mean,paper_std,paper_p25,paper_median,paper_p75,mean_gap,N_gap
chunk,Chunk_num,8906,17.591735908376375,5.11890674480123,14.0,17.0,20.0,8683,18.191,6.983,13.0,16.0,22.0,-0.599264091623624,223
chunk,Text_len,8906,3793.363575117898,558.1419879305323,3884.25,3967.0,3987.0,8683,3866.817,343.868,3888.0,3954.0,3985.0,-73.4534248821019,223
chunk,Summary_len_proxy,8906,130.41545025825286,28.61558578874574,113.0,131.0,149.0,8683,132.678,39.683,105.0,130.0,158.0,-2.2625497417471365,223
chunk,Redundancy_chunk_proxy,8906,30.587017339212807,9.413987599412266,25.625806451612902,29.41110623353819,34.0853289791969,8683,32.176,11.73,24.356,29.739,37.037,-1.5889826607871953,223
chunk,Summary_len_glm4,8906,157.3433640242533,36.23512026748163,135.0,158.0,181.0,8683,132.678,39.683,105.0,130.0,158.0,24.665364024253307,223
chunk,Redundancy_chunk_glm4,8906,25.491638900958794,8.262753881794495,21.060227854582692,24.386517615176153,28.47142857142857,8683,32.176,11.73,24.356,29.739,37.037,-6.684361099041208,223
firm,lnN_tech,552,10.972255523434576,0.3293335834362411,10.78042912888643,10.986706975701562,11.180692114504431,552,10.962,0.35,10.714,10.91,11.185,0.010255523434576475,0
firm,Redundancy_proxy,552,29.089823721294763,2.265208557371326,27.64026232495684,28.874979282758026,30.617753662481746,552,29.074,2.63,27.402,28.91,30.795,0.01582372129476184,0
firm,Redundancy_glm4,552,24.157047232105857,1.993186857129541,22.82070656742393,24.02959305051029,25.343400305520824,552,29.074,2.63,27.402,28.91,30.795,-4.916952767894145,0
