code,sec_code,sec_name,source_run,chunk_n,chunk_glm4_tokens_sum,summary_proxy_sum,summary_glm4_sum,relevant_score_mean,red_chunk_proxy_mean,red_chunk_glm4_mean,announcement_date,chunk_count,tech_text_glm4_tokens,lnN_tech,Redundancy_proxy,Redundancy_glm4,Redundancy,first_trade_date,last_trade_date,daily_obs,listing_year,short_name_patent,listing_year_patent,industry_code_patent,industry_name_patent,invention_grant_count,patent_application_total,patent_grant_total,FInvention_ln1p_auth,FInvention_ln_auth,FInvention_ln1p_total_app,revenue_listing_year,operating_revenue_listing_year,total_operating_revenue_listing_year,revenue_target_year_x,operating_revenue_target_year,total_operating_revenue_target_year,FSales_Growth_raw,incl_first_n_stock_days,incl_first_n_market_days,incl_first_window_start,incl_first_window_end,incl_first_stock_bhr,incl_first_market_bhr_vw,incl_first_market_bhr_ew,incl_first_BHAR_vw,incl_first_BHAR_ew,excl_first_n_stock_days,excl_first_n_market_days,excl_first_window_start,excl_first_window_end,excl_first_stock_bhr,excl_first_market_bhr_vw,excl_first_market_bhr_ew,excl_first_BHAR_vw,excl_first_BHAR_ew,FSales_Growth_w1p,incl_first_BHAR_vw_w1p,excl_first_BHAR_vw_w1p,incl_first_BHAR_ew_w1p,excl_first_BHAR_ew_w1p,csmar_patents_obtained,csmar_invention_obtained,csmar_utility_obtained,csmar_design_obtained,old_invention_grant_count,old_FInvention_ln1p_auth,old_FInvention_ln_auth,FInvention,BHAR,FSales_Growth,balance_accper,A001000000,A002000000,A001219000,income_accper,B001101000,B001100000,B002000000,B001216000,Size,Lev,ROA,RD_Asset,Dev_Asset,IndustryCode,IndustryCodeC,IndustryCodeD,EstablishDate,PROVINCE,CITY,Age,industry_fe,listing_year_fe,Fltcst,Tludwfe,Grsprc,Listdt,Offerfee,scope_year,BusinessScope,MAINBUSSINESS,BusinessScope_char_len,BusinessScope_utf8_bytes,BusinessScope_gb18030_bytes,ScopeLen,ScopeLen_char,ScopeLen_utf8,ScopeLen_gb18030,ScopeLen_log1p_char,segment_target_year,NumIndSeg_count,NumIndSeg_count_main,NumIndSeg_count_operating,NumIndSeg_source,NumIndSeg,NumIndSeg_ln_count,NumProdSeg_count,NumProdSeg_count_main,NumProdSeg_count_operating,NumProdSeg_source,NumProdSeg,NumProdSeg_ln_count,rd_target_year,Source,RDPerson,RDPersonRatio,RD_Staff,Udwnm_clean,Underwriter_ipocsne_pool_count,Underwriter_ipocsne_pool_grsprc_full,Underwriter_ipocsne_pool_grsprc_weighted,Underwriter_ipocsne_annual_count,Underwriter_ipocsne_annual_grsprc_full,Underwriter_ipocsne_annual_grsprc_weighted,Underwriter_ipo,employee_total_range,employee_total,employee_rd_contains,employee_rd_exact_core,employee_professional_rows,RD_Staff_ipo,RD_Staff_ipo_exact_core,ipo_pre_fin_year,ipo_pre_year_gap,ipo_pre_asset,ipo_pre_liability,ipo_pre_dev_expenditure,ipo_pre_sales,ipo_pre_total_sales,ipo_pre_sales_cost,ipo_pre_net_profit,Size_ipo_pre,Lev_ipo_pre,ROA_ipo_pre,RD_Asset_ipo_pre,ipo_lag1_fin_year,ipo_lag1_year_gap,ipo_lag1_asset,ipo_lag1_liability,ipo_lag1_dev_expenditure,ipo_lag1_sales,ipo_lag1_total_sales,ipo_lag1_sales_cost,ipo_lag1_net_profit,Size_ipo_lag1,Lev_ipo_lag1,ROA_ipo_lag1,RD_Asset_ipo_lag1,revenue_target_year_y,FSales_Growth_ipo_pre_to_Lp1_raw,FSales_Growth_ipo_pre_to_Lp1_w1p,FSales_Growth_ipo_lag1_to_Lp1_raw,FSales_Growth_ipo_lag1_to_Lp1_w1p
688793,688793,倍轻松,full543,19,69819,1833,2167,2.697136759051537,39.80839247407377,33.284591670263744,2021-07-09,19,69831,11.153833316230168,38.09001636661211,32.219197046608215,38.09001636661211,2021-07-15,2026-02-13,1114,2021,倍轻松,2021.0,C38,电气机械及器材制造业,13.0,127.0,140.0,2.6390573296152584,2.5649493574615367,4.852030263919617,1189539638.54,1189539638.54,1189539638.54,895858907.0,895858907.0,895858907.0,-0.2468860406370767,252,252,2021-07-15,2022-07-28,0.818020329110279,0.0643689129076321,-0.092206514869903,0.7536514162026469,0.910226843980182,252,252,2021-07-16,2022-07-29,-0.7191511438984588,0.0496897602383314,-0.0877307656269666,-0.7688409041367903,-0.6314203782714921,-0.2468860406370767,0.7536514162026469,-0.7688409041367903,0.910226843980182,-0.6314203782714921,148.0,13.0,81.0,54.0,10.0,2.3978952727983707,2.302585092994046,2.6390573296152584,-0.6314203782714921,-0.2468860406370767,2021-01-01,476199455.46,242331780.84,,2021-01-01,826484571.04,826484571.04,70458133.67,36891231.76,19.981347348505253,0.5088871439508723,0.1479592907176652,0.07747012588320527,,C38,C38,C38,2000-07-05,广东省,深圳市,3.045792775510909,C38,2021,6332.36,3155.64,42223.4,2021-07-15,17.963768645435497,2021,智能便携按摩器的设计、研发、生产、销售及服务。销售主要产品为头部智能按摩器、眼部智能按摩器、颈部智能按摩器、头皮智能按摩器以及其他智能按摩器。,智能便携按摩器的设计、研发、生产、销售及服务。,71.0,213.0,142.0,5.3612921657094255,4.2626798770413155,5.3612921657094255,4.955827057601261,4.276666119016055,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055,2020,1.0,98.0,11.1,0.111,安信证券股份有限公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,883.0,98.0,98.0,4.0,0.11098527746319366,0.11098527746319366,2020,0,476199455.46,242331780.84,,826484571.04,826484571.04,344137971.81,70458133.67,19.981347348505253,0.5088871439508723,0.1479592907176652,,2020.0,0.0,476199455.46,242331780.84,,826484571.04,826484571.04,344137971.81,70458133.67,19.981347348505253,0.5088871439508723,0.1479592907176652,,895858907.0,0.08393905753461728,0.08393905753461728,0.08393905753461728,0.08393905753461728
688280,688280,精进电动,full543,21,77977,2109,2557,2.1736014738647578,40.7705995822126,34.44256622031818,2021-10-21,21,77988,11.26431024768235,36.97344713134187,30.495502542041457,36.97344713134187,2021-10-27,2026-02-13,1047,2021,精进电动,2021.0,C36,汽车制造业,11.0,90.0,77.0,2.4849066497880004,2.3978952727983707,4.51085950651685,736318212.03,736318212.03,736318212.03,1020682920.26,1020682920.26,1020682920.26,0.386198118672113,252,252,2021-10-27,2022-11-08,-0.327286694216078,0.0774783338637989,-0.0201821401216394,-0.404765028079877,-0.3071045540944386,252,252,2021-10-28,2022-11-09,-0.4847461351506588,0.0815544614863807,-0.0029988219520528,-0.5663005966370396,-0.481747313198606,0.386198118672113,-0.404765028079877,-0.5663005966370396,-0.3071045540944386,-0.481747313198606,105.0,11.0,52.0,8.0,8.0,2.1972245773362196,2.0794415416798357,2.4849066497880004,-0.481747313198606,0.386198118672113,2021-01-01,1556500358.12,1006633007.05,,2021-01-01,578224774.59,578224774.59,-379155451.91,127865383.18,21.16570577792622,0.6467284133913399,-0.24359483756750197,0.08214927964066816,,C36,C36,C36,2008-02-25,北京市,北京市,2.6152101598698003,C36,2021,17857.1,15716.8,203330.79,2021-10-27,19.000496839202427,2021,"研究开发汽车及工业用清洁能源技术、高效节能电驱动技术;批发、零售自行开发的产品、汽车、汽车配件;提供技术咨询;技术培训;技术服务;技术开发;转让自有技术;货物进出口;汽车租赁(不含九座以上客车);小客车代驾服务;异地生产汽车电机及控制器。(市场主体依法自主选择经营项目,开展经营活动;依法须经批注的项目,须经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",电驱动系统的研发、生产、销售及服务。,202.0,570.0,386.0,6.345636360828596,5.308267697401205,6.345636360828596,5.955837369464831,5.313205979041787,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,2020,1.0,451.0,54.87,0.5487,中信证券股份有限公司;华泰联合证券有限责任公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,822.0,451.0,451.0,4.0,0.5486618004866181,0.5486618004866181,2020,0,1556500358.12,1006633007.05,,578224774.59,578224774.59,565294775.7,-379155451.91,21.16570577792622,0.6467284133913399,-0.24359483756750197,,2020.0,0.0,1556500358.12,1006633007.05,,578224774.59,578224774.59,565294775.7,-379155451.91,21.16570577792622,0.6467284133913399,-0.24359483756750197,,1020682920.26,0.7652009479941988,0.7652009479941988,0.7652009479941988,0.7652009479941988
688373,688373,盟科药业,full543,17,63158,1734,2258,1.891218043236916,37.26125044594904,28.769178382158294,2022-08-02,17,63164,11.053489797586534,36.42329873125721,27.97077059344553,36.42329873125721,2022-08-05,2026-02-13,857,2022,盟科药业,2022.0,C27,医药制造业,2.0,3.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,48206746.85,48206746.85,48206746.85,90776385.24,90776385.24,90776385.24,0.8830639105862003,252,252,2022-08-05,2023-08-17,-0.1899506942214179,0.0539508195503617,-0.0670140695741969,-0.2439015137717797,-0.122936624647221,252,252,2022-08-08,2023-08-18,-0.4053305052209828,0.0080031317270858,-0.0992320989925316,-0.4133336369480687,-0.3060984062284512,0.8830639105862003,-0.2439015137717797,-0.4133336369480687,-0.122936624647221,-0.3060984062284512,2.0,2.0,0.0,0.0,0.0,0.0,,1.0986122886681098,-0.3060984062284512,0.8830639105862003,2022-01-01,648539320.38,210166885.46,,2022-01-01,7660011.8,7660011.8,-226270200.17,151757742.59,20.290233192696864,0.3240619016544078,-0.34889203022789894,0.23399929321337104,,C27,C27,C27,2012-08-07,上海市,上海市,2.3019003959457285,C27,2022,10107.21,7902.96,106080.0,2022-08-05,18.431344681513828,2022,"药品进出口、药品生产、药品委托生产、药品批发、药品零售、技术推广服务、会议服务、承办展览展示。医药科技领域内(投资人体干细胞、基因诊断与治疗技术开发和应用除外)的技术开发、技术服务、技术咨询、技术转让、技术推广、技术交流(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。",发现、开发和商业化针对未满足临床需求的创新药物。,140.0,410.0,275.0,6.016157159698354,4.941642422609304,6.016157159698354,5.616771097666572,4.948759890378168,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2021,1.0,50.0,31.65,0.3165,中国国际金融股份有限公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,158.0,50.0,50.0,3.0,0.31645569620253167,0.31645569620253167,2021,0,648539320.38,210166885.46,,7660011.8,7660011.8,578377.42,-226270200.17,20.290233192696864,0.3240619016544078,-0.34889203022789894,,2021.0,0.0,648539320.38,210166885.46,,7660011.8,7660011.8,578377.42,-226270200.17,20.290233192696864,0.3240619016544078,-0.34889203022789894,,90776385.24,10.850684778318488,10.850684778318488,10.850684778318488,10.850684778318488
688343,688343,云天励飞,full543,25,96271,2822,3274,2.30192235826634,41.47649467814461,34.426006602320406,2023-03-30,25,96284,11.475057436526331,34.1144578313253,29.40470372632865,34.1144578313253,2023-04-04,2026-02-13,697,2023,云天励飞,2023.0,I65,软件和信息技术服务业,239.0,95.0,277.0,5.480638923341991,5.476463551931511,4.564348191467836,506008643.32,506008643.32,506008643.32,917371920.91,917371920.91,917371920.91,0.8129570176726284,252,252,2023-04-04,2024-04-18,-0.3636168938209163,-0.1856331010485818,-0.3401553499014236,-0.1779837927723344,-0.0234615439194927,252,252,2023-04-06,2024-04-19,-0.7414279355234533,-0.200403536365708,-0.3479410926210785,-0.5410243991577453,-0.3934868429023748,0.8129570176726284,-0.1779837927723344,-0.5410243991577453,-0.0234615439194927,-0.3934868429023748,279.0,239.0,3.0,37.0,239.0,5.480638923341991,5.476463551931511,5.480638923341991,-0.3934868429023748,0.8129570176726284,2023-01-01,1626966193.42,534473499.22,,2023-01-01,546217591.67,546217591.67,-447713345.35,346528436.73,21.209982886491716,0.3285092839553711,-0.2751829430511241,0.21299055759823277,,I65,I65,I65,2014-08-27,广东省,深圳市,2.1520327681847577,I65,2023,31583.06,28052.07,389936.82,2023-04-04,19.570716551861736,2023,"以人工智能算法、芯片技术为核心,为客户提供算法软件、芯片等自研核心产品,并可根据客户需求,将自身核心产品、外购的定制化或标准化硬件产品、安装施工服务等打包以解决方案的形式交付客户",算法软件、芯片等自研核心产品。,89.0,261.0,175.0,5.564520407322694,4.48863636973214,5.564520407322694,5.1647859739235145,4.499809670330265,2023,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,,,,,,,2022,1.0,511.0,59.98,0.5998,中信建投证券股份有限公司;中信证券股份有限公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,852.0,511.0,511.0,5.0,0.5997652582159625,0.5997652582159625,2021,1,1902703604.13,497637960.67,,565700909.49,565700909.49,346104620.71,-389902866.61,21.366541661227576,0.26154255428424544,-0.20492044360649686,,,,,,,,,,,,,,,917371920.91,0.6216553756949837,0.6216553756949837,,
688549,688549,中巨芯,full543,13,51182,1503,1927,2.328958727854741,34.49033145675105,26.92518516308585,2023-09-01,13,51186,10.84322133613675,34.05322687957418,26.560456668396473,34.05322687957418,2023-09-08,2026-02-13,590,2023,中巨芯,2023.0,,,3.0,7.0,3.0,1.3862943611198906,1.0986122886681098,2.0794415416798357,894015891.56,894015891.56,894015891.56,1029504485.0,1029504485.0,1029504485.0,0.1515505425788139,252,252,2023-09-08,2024-09-24,0.016816753536093,-0.1722353972258218,-0.3407277256414103,0.1890521507619148,0.3575444791775033,252,252,2023-09-11,2024-09-25,-0.6353734893016927,-0.1759145420226007,-0.3439536230950036,-0.459458947279092,-0.291419866206689,0.1515505425788139,0.1890521507619148,-0.459458947279092,0.3575444791775033,-0.291419866206689,3.0,3.0,0.0,0.0,3.0,1.3862943611198906,1.0986122886681098,1.3862943611198906,-0.291419866206689,0.1515505425788139,2023-01-01,2196982619.19,921710253.75,,2023-01-01,798995814.03,798995814.03,3473096.61,59646874.42,21.51035071916147,0.41953461338252324,0.0015808484690154204,0.027149452116280764,,C39,,C39,2017-12-25,浙江省,衢州市,1.7409823906301631,C39,2023,10632.2102,8972.75,191307.242,2023-09-08,18.48198374267797,2023,电子湿化学品、电子特种气体和前驱体材料的研发、生产和销售。,电子湿化学品、电子特种气体和前驱体材料的研发、生产和销售。,29.0,87.0,58.0,4.465908118654584,3.367295829986474,4.465908118654584,4.060443010546419,3.4011973816621555,2023,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,2022,1.0,84.0,15.36,0.1536,海通证券股份有限公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,547.0,84.0,84.0,4.0,0.15356489945155394,0.15356489945155394,2022,0,2196982619.19,921710253.75,,798995814.03,798995814.03,625904206.67,3473096.61,21.51035071916147,0.41953461338252324,0.0015808484690154204,,2022.0,0.0,2196982619.19,921710253.75,,798995814.03,798995814.03,625904206.67,3473096.61,21.51035071916147,0.41953461338252324,0.0015808484690154204,,1029504485.0,0.28849797073072664,0.28849797073072664,0.28849797073072664,0.28849797073072664
688370,688370,丛麟科技,full543,17,65835,1939,2436,2.307016612220769,36.434377207980454,29.235927330566447,2022-08-19,17,65842,11.095013211560309,33.95306859205776,27.025862068965516,33.95306859205776,2022-08-25,2026-02-13,843,2022,丛麟科技,2022.0,N77,生态保护和环境治理业,5.0,18.0,14.0,1.791759469228055,1.6094379124341005,2.9444389791664403,733150033.41,733150033.41,733150033.41,634797614.45,634797614.45,634797614.45,-0.1341504664502937,252,252,2022-08-25,2023-09-06,-0.3569714720674186,0.0901843213362925,-0.0304513113674604,-0.4471557934037111,-0.3265201606999581,252,252,2022-08-26,2023-09-07,-0.1735998019628021,0.0764163325521483,-0.0389538687409087,-0.2500161345149504,-0.1346459332218933,-0.1341504664502937,-0.4471557934037111,-0.2500161345149504,-0.3265201606999581,-0.1346459332218933,14.0,5.0,9.0,0.0,5.0,1.791759469228055,1.6094379124341005,1.791759469228055,-0.1346459332218933,-0.1341504664502937,2022-01-01,2172602632.68,892668391.68,,2022-01-01,666683567.79,666683567.79,182504221.85,35781117.39,21.499191655727895,0.4108751311687654,0.08400257787816132,0.016469241476460166,,N77,N77,N77,2017-07-31,上海市,上海市,1.6228992619426887,N77,2022,15309.6,12719.88,158998.56,2022-08-25,18.84657573357204,2022,"环保科技领域内的技术服务、技术咨询、技术开发、技术转让,环保建设工程专业施工(工程类项目凭许可资质经营),环保设备、机械设备、金属制品、塑料制品的销售,从事货物及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",危险废物的资源化利用和无害化处置。,119.0,341.0,230.0,5.831882477283517,4.77912349311153,5.831882477283517,5.438079308923196,4.787491742782046,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,2021,1.0,93.0,11.44,0.1144,中信证券股份有限公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,813.0,93.0,93.0,7.0,0.11439114391143912,0.11439114391143912,2021,0,2172602632.68,892668391.68,,666683567.79,666683567.79,339972983.15,182504221.85,21.499191655727895,0.4108751311687654,0.08400257787816132,,2021.0,0.0,2172602632.68,892668391.68,,666683567.79,666683567.79,339972983.15,182504221.85,21.499191655727895,0.4108751311687654,0.08400257787816132,,634797614.45,-0.04782771749677163,-0.04782771749677163,-0.04782771749677163,-0.04782771749677163
688161,688161,威高骨科,full543,22,81726,2414,2930,2.4940499377444016,36.82060422967919,30.351019466349644,2021-06-25,22,81734,11.31122535094967,33.85501242750621,27.89283276450512,33.85501242750621,2021-06-30,2026-02-13,1125,2021,威高骨科,2021.0,C35,专用设备制造业,6.0,44.0,53.0,1.9459101490553132,1.791759469228055,3.80666248977032,2153547035.04,2153547035.04,2153547035.04,1848116496.02,1848116496.02,1848116496.02,-0.1418267323863334,252,252,2021-06-30,2022-07-13,0.2881443282137503,-0.0098456979803066,-0.157225795620153,0.297990026194057,0.4453701238339034,252,252,2021-07-01,2022-07-14,-0.5357204812950556,0.0018751986611638,-0.148619478779909,-0.5375956799562194,-0.3871010025151465,-0.1418267323863334,0.297990026194057,-0.5375956799562194,0.4453701238339034,-0.3871010025151465,49.0,6.0,39.0,4.0,7.0,2.0794415416798357,1.9459101490553132,1.9459101490553132,-0.3871010025151465,-0.1418267323863334,2021-01-01,3174596918.79,710440679.27,,2021-01-01,1823776334.04,1823776334.04,561720997.95,82463200.84,21.878446506519822,0.2237892549649374,0.17694246303373232,0.02597595945233605,,C35,C35,C35,2005-04-06,山东省,威海市,2.787028793076559,C35,2021,11773.74,9773.58,150002.23,2021-06-30,18.583967278765783,2021,"骨科医疗器械的研发、生产和销售,主要产品包括脊柱、创伤、关节类等骨科植入耗材及手术器械。",骨科医疗器械的研发、生产和销售。,44.0,130.0,87.0,4.867534450455582,3.784189633918261,4.867534450455582,4.465908118654584,3.8066624897703196,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,2020,1.0,233.0,11.71,0.11710000000000001,华泰联合证券有限责任公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,1989.0,233.0,233.0,4.0,0.11714429361488185,0.11714429361488185,2020,0,3174596918.79,710440679.27,,1823776334.04,1823776334.04,321729034.17,561720997.95,21.878446506519822,0.2237892549649374,0.17694246303373232,,2020.0,0.0,3174596918.79,710440679.27,,1823776334.04,1823776334.04,321729034.17,561720997.95,21.878446506519822,0.2237892549649374,0.17694246303373232,,1848116496.02,0.01334602359165506,0.01334602359165506,0.01334602359165506,0.01334602359165506
688105,688105,诺唯赞,full543,18,66099,1958,2336,2.3955596981867875,37.294835502624146,31.282848784352463,2021-11-09,18,66108,11.099045047260717,33.758426966292134,28.29580479452055,33.758426966292134,2021-11-15,2026-02-13,1034,2021,诺唯赞,2021.0,M73,研究和试验发展,17.0,74.0,34.0,2.8903717578961645,2.833213344056216,4.31748811353631,1868627293.06,1868627293.06,1868627293.06,3568984515.62,3568984515.62,3568984515.62,0.909949902195613,252,252,2021-11-15,2022-11-25,0.1690210841016204,-0.038946337707411,-0.1409972125172937,0.2079674218090315,0.3100182966189141,252,252,2021-11-16,2022-11-28,-0.2576146829328785,-0.0435480136247925,-0.1582701644611145,-0.2140666693080859,-0.0993445184717639,0.909949902195613,0.2079674218090315,-0.2140666693080859,0.3100182966189141,-0.0993445184717639,36.0,17.0,16.0,3.0,18.0,2.9444389791664403,2.8903717578961645,2.8903717578961645,-0.0993445184717639,0.909949902195613,2021-01-01,1611636455.69,279275770.06,,2021-01-01,1564454261.72,1564454261.72,821725047.61,125533433.26,21.20051593183103,0.1732870766691809,0.5098699801117305,0.07789190472627686,,M73,M73,M73,2012-03-16,江苏省,南京市,2.2687543452975776,M73,2021,9137.98,7157.92,220055.0,2021-11-15,18.330535005434278,2021,"生物试剂、酶制试剂研发、生产、销售、技术咨询及技术服务;生化试剂及耗材、机电设备、电子产品销售;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口商品和技术的除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)一般项目:实验分析仪器销售;实验分析仪器制造;机械设备研发;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)主要产品包括生物试剂、POCT诊断试剂和仪器,以及技术服务。",酶、抗原、抗体等功能性蛋白及高分子有机材料进行技术研发和产品开发。,237.0,673.0,455.0,6.511745329644728,5.4680601411351315,6.511745329644728,6.12029741895095,5.472270673671475,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,2020,1.0,,,,华泰联合证券有限责任公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,1409.0,436.0,436.0,5.0,0.3094393186657204,0.3094393186657204,2020,0,1611636455.69,279275770.06,,1564454261.72,1564454261.72,133632482.13,821725047.61,21.20051593183103,0.1732870766691809,0.5098699801117305,,2020.0,0.0,1611636455.69,279275770.06,,1564454261.72,1564454261.72,133632482.13,821725047.61,21.20051593183103,0.1732870766691809,0.5098699801117305,,3568984515.62,1.2812968093398711,1.2812968093398711,1.2812968093398711,1.2812968093398711
688631,688631,莱斯信息,full543,19,72916,2160,2402,2.025161982215277,37.616936373634104,34.38820398000723,2023-06-21,19,72922,11.197145655734086,33.757407407407406,30.3563696919234,33.757407407407406,2023-06-28,2026-02-13,642,2023,莱斯信息,2023.0,,,17.0,35.0,23.0,2.8903717578961645,2.833213344056216,3.58351893845611,1675898337.1,1675898337.1,1675898337.1,1609829935.51,1609829935.51,1609829935.51,-0.0394226786478741,252,252,2023-06-28,2024-07-10,1.2249833769582734,-0.2070388864000599,-0.3522034452430622,1.4320222633583333,1.5771868222013357,252,252,2023-06-29,2024-07-11,0.6861531006840405,-0.1839669474497813,-0.3266349621241358,0.8701200481338218,1.0127880628081762,-0.0394226786478741,1.4320222633583333,0.8701200481338218,1.5771868222013357,1.0127880628081762,19.0,17.0,1.0,1.0,21.0,3.091042453358316,3.044522437723423,2.8903717578961645,1.0127880628081762,-0.0394226786478741,2023-01-01,2589989460.96,1813700699.26,,2023-01-01,1575876149.12,1575876149.12,94874581.04,118721679.15,21.674919643522166,0.7002733897564731,0.03663126142792643,0.04583867268170075,,I65,,I65,1988-07-16,江苏省,南京市,3.553880279044775,I65,2023,6339.77,4571.39,103319.36,2023-06-28,17.96493814114688,2023,"民航空中交通管理、城市道路交通管理以及城市治理等行业的信息化需求,提供以指挥控制技术为核心的指挥信息系统整体解决方案和系列产品。","面向民航空中交通管理、城市道路交通管理以及城市治理等行业的信息化需求,提供以指挥控制技术为核心的指挥信息系统整体解决方案和系列产品。",64.0,190.0,127.0,5.247024072160486,4.1588830833596715,5.247024072160486,4.844187086458591,4.174387269895637,2023,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,2022,1.0,310.0,34.64,0.3464,中信证券股份有限公司,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,895.0,310.0,310.0,4.0,0.3463687150837989,0.3463687150837989,2022,0,2589989460.96,1813700699.26,,1575876149.12,1575876149.12,1140425301.78,94874581.04,21.674919643522166,0.7002733897564731,0.03663126142792643,,2022.0,0.0,2589989460.96,1813700699.26,,1575876149.12,1575876149.12,1140425301.78,94874581.04,21.674919643522166,0.7002733897564731,0.03663126142792643,,1609829935.51,0.021545973907251888,0.021545973907251888,0.021545973907251888,0.021545973907251888
688612,688612,威迈斯,full543,23,87380,2589,3076,2.571669196178088,35.15878058144785,29.662938328354684,2023-07-21,23,87391,11.37814758151298,33.75048281189648,28.407022106631988,33.75048281189648,2023-07-26,2026-02-13,622,2023,威迈斯,2023.0,,,16.0,61.0,42.0,2.833213344056216,2.772588722239781,4.127134385045092,5522663044.06,5522663044.06,5522663044.06,6372419581.56,6372419581.56,6372419581.56,0.1538671707327809,252,252,2023-07-26,2024-08-07,-0.549371779249662,-0.1789362591691514,-0.3388601482420896,-0.3704355200805105,-0.2105116310075723,252,252,2023-07-27,2024-08-08,-0.5747314836997961,-0.1758396813034007,-0.3388718104773343,-0.3988918023963953,-0.2358596732224618,0.1538671707327809,-0.3704355200805105,-0.3988918023963953,-0.2105116310075723,-0.2358596732224618,27.0,16.0,11.0,0.0,17.0,2.8903717578961645,2.833213344056216,2.833213344056216,-0.2358596732224618,0.1538671707327809,2023-01-01,4058466611.98,3009973504.95,,2023-01-01,3832765501.06,3832765501.06,293723660.92,191409555.24,22.124071057442002,0.7416528932540675,0.07237306327788202,0.04716302326474413,,C36,,C36,2005-08-18,广东省,深圳市,2.8867909381010675,C36,2023,15509.36,11547.27,199090.9,2023-07-26,18.85953936359456,2023,"新能源汽车动力域产品的研发、生产、销售和技术服务。产品主要有:车载电源的车载充电机、车载DC/DC变换器、车载电源集成产品,电驱系统的电机控制器、电驱总成,电动汽车通信控制器以及液冷充电桩模块等。",新能源汽车相关电力电子产品的研发、生产、销售和技术服务。,98.0,278.0,188.0,5.627621113690637,4.584967478670572,5.627621113690637,5.236441962829949,4.59511985013459,2023,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,2022,1.0,524.0,20.02,0.2002,东方证券承销保荐有限公司,0.0,0.0,0.0,0.0,1.0,1.0,1.0,B,2617.0,524.0,524.0,4.0,0.20022927015666794,0.20022927015666794,2022,0,4058399007.97,3009861263.97,,3832765501.06,3832765501.06,3075501010.74,293819229.29,22.12405439977803,0.7416375910942093,0.07239781714735033,,2022.0,0.0,4058399007.97,3009861263.97,,3832765501.06,3832765501.06,3075501010.74,293819229.29,22.12405439977803,0.7416375910942093,0.07239781714735033,,6372419581.56,0.6626166092858086,0.6626166092858086,0.6626166092858086,0.6626166092858086
