threshold,summary_floor,chunk_n,merge_n,floor_applied_n,Chunk_num_mean,Text_len_mean,Text_len_std,Summary_len_mean,Summary_len_std,Red_mean,Red_std,FirmRed_mean,FirmRed_std,loss,chunk_n_diff
1500,100,8706,200,1029,17.262577532736046,3880.5072363886975,345.77513984407284,135.50390535263037,30.666961620038933,29.78049537053398,6.023399811677187,28.63455473206326,1.980241815424649,0.11343906868004758,23
1900,100,8641,265,1025,17.154843189445668,3909.697488716584,329.9156319683448,136.52054160398103,33.23337896301283,29.853399694667225,5.916280511645807,28.6350992255866,1.9805651860963858,0.11347928831388254,-42
1100,90,8761,145,616,17.359091427919186,3856.1461020431457,384.96632435733795,133.727314233535,29.376363377870074,30.098360993044786,6.822208465459676,28.8369316796196,2.099106321647987,0.11376075532499694,78
1800,100,8659,247,1025,17.183854948608385,3901.570158216884,331.2823569327018,136.2367478923663,32.55474389131536,29.83482557632512,5.943360602001023,28.6350992255866,1.9805651860963858,0.11382797363358013,-24
1700,100,8679,227,1025,17.220532319391634,3892.579329415831,335.40357529928326,135.9228021661482,31.621519896482614,29.81096981134651,5.978407305749582,28.6350992255866,1.9805651860963858,0.11385545190534174,-4
500,60,8842,64,84,17.482243836236147,3820.82062881701,472.81530278085455,131.41370730603936,29.081137365421604,30.662115977027934,8.865586926672334,29.078609149323935,2.255622972838801,0.11546050785868837,159
800,80,8801,105,393,17.421997500284057,3838.6201568003635,425.0109804977481,132.54789228496762,29.06507992146458,30.343938059546097,7.586432268256104,28.963423170147507,2.1727359394771795,0.11555280343879462,118
1400,100,8719,187,1030,17.279160454180527,3874.721413006079,352.8900839761363,135.3020988645487,30.058840117162262,29.762563131652154,6.04983609654114,28.634510986678215,1.9802091200984557,0.11662918864933318,36
600,70,8829,77,208,17.461207384754786,3826.446483180428,456.8994675709503,131.78185524974515,28.996550451078885,30.529279317708827,8.294800040931651,29.040144977514338,2.224382742314131,0.11715547090581709,146
1000,90,8772,134,618,17.37140902872777,3851.310533515732,395.10497806304,133.56190150478795,29.00897094581185,30.08141194202489,6.847744408630736,28.836189070697795,2.098209469775363,0.1175659736618058,89
1300,100,8732,174,1030,17.302565277141547,3868.952817224004,361.56125152600424,135.10066422354558,29.42153813083431,29.74394356649867,6.080193632383913,28.634510986678215,1.9802091200984557,0.12027594430318042,49
700,80,8817,89,397,17.44663717817852,3831.654304185097,442.7796854584837,132.31076329817398,28.682390140072815,30.317016799549094,7.627666633747401,28.962357461961183,2.172214212454082,0.12184780500208439,134
500,70,8842,64,210,17.482243836236147,3820.82062881701,472.81530278085455,131.58832843248135,28.68272931828972,30.50503615677602,8.33144198954214,29.040090823951118,2.2243438775141553,0.12266482307736451,159
900,90,8790,116,621,17.397042093287826,3843.423890784983,413.06415699108265,133.29249146757678,28.399653783345055,30.05228805080798,6.892928077231917,28.835226092964298,2.0972593514229274,0.12413617820730356,107
1200,100,8748,158,1033,17.33081847279378,3861.8765432098767,373.922188097229,134.85619570187473,28.63156778146174,29.720108718374725,6.119035340891012,28.633759713271193,1.979708255224499,0.12554312268943427,65
600,80,8829,77,399,17.461207384754786,3826.446483180428,456.8994675709503,132.131498470948,28.307654917805188,30.29306958318065,7.660774632562567,28.96222462118829,2.172311820143332,0.12701510880331693,146
800,90,8801,105,625,17.421997500284057,3838.6201568003635,425.0109804977481,133.13237132144076,28.094145272091435,30.034709668586334,6.924890196918609,28.83405202165072,2.0963732113185505,0.12819322483143597,118
1100,100,8761,145,1035,17.359091427919186,3856.1461020431457,384.96632435733795,134.66042689190732,28.118167906866674,29.70105132794839,6.151712649590159,28.632976821774513,1.980389789104041,0.1298009796314324,78
500,80,8842,64,402,17.482243836236147,3820.82062881701,472.81530278085455,131.94062429314636,27.983153405823746,30.268877236314502,7.701556016604472,28.96140196340813,2.17170139154421,0.1325383044155448,159
1000,100,8772,134,1038,17.37140902872777,3851.310533515732,395.10497806304,134.49680802553578,27.737155205387946,29.684254785574556,6.180867202476243,28.631285857750676,1.978514864617176,0.13365100046021827,89
700,90,8817,89,633,17.44663717817852,3831.654304185097,442.7796854584837,132.9004196438698,27.694262233679368,30.007702579322494,6.972067381131403,28.83103976539284,2.0950152330516496,0.13416609982113276,134
600,90,8829,77,638,17.461207384754786,3826.446483180428,456.8994675709503,132.72511043153244,27.302999205838955,29.98376006174408,7.009490371836105,28.829825851773474,2.0956053439226885,0.13905600061463905,146
900,100,8790,116,1043,17.397042093287826,3843.423890784983,413.06415699108265,134.22992036405006,27.10497229984117,29.655470360708673,6.231967071607481,28.629387821531232,1.9782927300866713,0.14020477175355386,107
800,100,8801,105,1049,17.421997500284057,3838.6201568003635,425.0109804977481,134.07340074991478,26.785071705394614,29.637913354001647,6.268432656680895,28.62728216613214,1.9766370671805695,0.1442948042010945,118
500,90,8842,64,645,17.482243836236147,3820.82062881701,472.81530278085455,132.53969690115358,26.961069778646756,29.959555269153203,7.055550146261764,28.8275347102802,2.09417714839818,0.1445391679276331,159
700,100,8817,89,1059,17.44663717817852,3831.654304185097,442.7796854584837,133.84994896223205,26.361171301140708,29.610779768952376,6.322991384551389,28.621316343120903,1.9748156698746249,0.15029985231797455,134
600,100,8829,77,1066,17.461207384754786,3826.446483180428,456.8994675709503,133.68037150300148,25.94775345617534,29.586873868331235,6.365476655322492,28.61862442358525,1.9763936704347997,0.15517415341057608,146
500,100,8842,64,1075,17.482243836236147,3820.82062881701,472.81530278085455,133.50260122144311,25.583224006082634,29.562710494270327,6.417684896490172,28.614323313353808,1.9746319481526329,0.1604786031376666,159
