threshold,summary_floor,chunk_n,merge_n,floor_applied_n,Chunk_num_mean,Text_len_mean,Text_len_std,Summary_len_mean,Summary_len_std,Red_mean,Red_std,FirmRed_mean,FirmRed_std,loss,chunk_n_diff
2100,70,8614,292,203,17.11585790573485,3921.9521708846064,331.6108099575002,135.0677966101695,36.90223622655951,30.84077034012319,7.951762690570743,29.040808110443027,2.2248328693617845,0.07238351888940323,-69
2000,70,8624,282,203,17.12708719851577,3917.404452690167,329.95161373925765,134.91117810760667,36.46070543731903,30.828683397148687,7.96068527632515,29.040808110443027,2.2248328693617845,0.07352762151877763,-59
1300,60,8732,174,84,17.302565277141547,3868.952817224004,361.56125152600424,133.06917086578105,32.53439405557803,30.848507553443042,8.648460334406401,29.078609149323935,2.255622972838801,0.07360497580466022,49
1600,70,8699,207,203,17.253822278422806,3883.6298425106334,342.09510780443804,133.7480170134498,33.56331920567158,30.73843797112557,8.045237472305844,29.040808110443027,2.2248328693617845,0.07391512512127821,16
1500,70,8706,200,203,17.262577532736046,3880.5072363886975,345.77513984407284,133.64047783138065,33.34479800171381,30.72951321938693,8.053371464782481,29.040808110443027,2.2248328693617845,0.07433390745086318,23
1900,70,8641,265,203,17.154843189445668,3909.697488716584,329.9156319683448,134.64575859275547,35.787504070213004,30.80871498193642,7.9773411463007085,29.040808110443027,2.2248328693617845,0.07440687538876854,-42
1800,70,8659,247,203,17.183854948608385,3901.570158216884,331.2823569327018,134.36586210878855,35.13798649992684,30.788154990494547,7.996055931481695,29.040808110443027,2.2248328693617845,0.07476261019648645,-24
1700,70,8679,227,203,17.220532319391634,3892.579329415831,335.40357529928326,134.05622767599954,34.25230154939266,30.762102360867544,8.020988683791654,29.040808110443027,2.2248328693617845,0.07476659150220269,-4
1200,0,8748,158,0,17.33081847279378,3861.8765432098767,373.922188097229,132.77091906721537,31.937844993297567,30.89550098118086,9.021020476998366,29.089823721294763,2.265208557371326,0.07493154772851039,65
1200,30,8748,158,0,17.33081847279378,3861.8765432098767,373.922188097229,132.77091906721537,31.937844993297567,30.89550098118086,9.021020476998366,29.089823721294763,2.265208557371326,0.07493154772851039,65
1200,50,8748,158,12,17.33081847279378,3861.8765432098767,373.922188097229,132.7782350251486,31.91786606986689,30.881317797021378,8.930033794131875,29.088519803420137,2.264135526772826,0.07584347797586441,65
1400,70,8719,187,203,17.279160454180527,3874.721413006079,352.8900839761363,133.4412203234316,32.771347037817385,30.710200499290686,8.072644617280108,29.040808110443027,2.2248328693617845,0.07750254340122067,36
2300,80,8584,322,388,17.06314072693383,3935.65890027959,341.7447238525019,135.8916589002796,37.645171630353744,30.632840411922484,7.247269429170268,28.9647397516008,2.1736110626435776,0.07803639867798925,-99
2400,80,8571,335,388,17.041302065103256,3941.628281414071,348.43114825798943,136.09777155524444,38.166028727465914,30.645665888768413,7.237477122558411,28.9647397516008,2.1736110626435776,0.07805650434792231,-112
1200,60,8748,158,84,17.33081847279378,3861.8765432098767,373.922188097229,132.82578875171467,31.804008708638207,30.823025476763316,8.674228347793994,29.078609149323935,2.255622972838801,0.07881776689445028,65
