custom_id,sec_code,chunk_index,chunk_count,chunk_token_proxy,glm4_tokens,compact_chars
688156_1208445081_tok_chunk_0013,688156,13,14,3892.0,5485,7783
688156_1208445081_tok_chunk_0014,688156,14,14,429.0,650,857
688157_1207885373_tok_chunk_0001,688157,1,14,3989.0,6454,7978
688157_1207885373_tok_chunk_0002,688157,2,14,3976.0,5438,7951
688157_1207885373_tok_chunk_0003,688157,3,14,3936.0,5411,7871
688157_1207885373_tok_chunk_0004,688157,4,14,3978.0,5249,7956
688157_1207885373_tok_chunk_0005,688157,5,14,3899.0,5242,7798
688157_1207885373_tok_chunk_0006,688157,6,14,3869.0,5828,7738
688157_1207885373_tok_chunk_0007,688157,7,14,3915.0,5558,7830
688157_1207885373_tok_chunk_0008,688157,8,14,3932.0,5860,7864
688157_1207885373_tok_chunk_0009,688157,9,14,3979.0,6694,7958
688157_1207885373_tok_chunk_0010,688157,10,14,3928.0,5775,7855
688157_1207885373_tok_chunk_0011,688157,11,14,3960.0,6355,7920
688157_1207885373_tok_chunk_0012,688157,12,14,3966.0,6388,7932
688157_1207885373_tok_chunk_0013,688157,13,14,3728.0,6027,7455
688157_1207885373_tok_chunk_0014,688157,14,14,2910.0,3916,5819
688158_1207247016_tok_chunk_0001,688158,1,17,3733.0,5234,7465
688158_1207247016_tok_chunk_0002,688158,2,17,3990.0,5106,7979
688158_1207247016_tok_chunk_0003,688158,3,17,3984.0,5112,7968
688158_1207247016_tok_chunk_0004,688158,4,17,3679.0,4404,7357
688158_1207247016_tok_chunk_0005,688158,5,17,3955.0,5196,7909
688158_1207247016_tok_chunk_0006,688158,6,17,3978.0,4526,7956
688158_1207247016_tok_chunk_0007,688158,7,17,3930.0,5099,7859
688158_1207247016_tok_chunk_0008,688158,8,17,3950.0,5834,7900
688158_1207247016_tok_chunk_0009,688158,9,17,3961.0,5360,7921
688158_1207247016_tok_chunk_0010,688158,10,17,3953.0,6159,7906
688158_1207247016_tok_chunk_0011,688158,11,17,3675.0,5978,7349
688158_1207247016_tok_chunk_0012,688158,12,17,3709.0,5959,7418
688158_1207247016_tok_chunk_0013,688158,13,17,3844.0,6489,7688
688158_1207247016_tok_chunk_0014,688158,14,17,3984.0,6929,7968
688158_1207247016_tok_chunk_0015,688158,15,17,3754.0,5456,7508
688158_1207247016_tok_chunk_0016,688158,16,17,3941.0,5392,7882
688158_1207247016_tok_chunk_0017,688158,17,17,2877.0,3821,5754
688159_1207265383_tok_chunk_0001,688159,1,19,4000.0,5374,8000
688159_1207265383_tok_chunk_0002,688159,2,19,3986.0,5117,7971
688159_1207265383_tok_chunk_0003,688159,3,19,3953.0,4819,7906
688159_1207265383_tok_chunk_0004,688159,4,19,3880.0,5026,7759
688159_1207265383_tok_chunk_0005,688159,5,19,3778.0,4944,7555
688159_1207265383_tok_chunk_0006,688159,6,19,3926.0,5069,7851
688159_1207265383_tok_chunk_0007,688159,7,19,3994.0,5747,7988
688159_1207265383_tok_chunk_0008,688159,8,19,3996.0,6071,7991
688159_1207265383_tok_chunk_0009,688159,9,19,3945.0,6123,7889
688159_1207265383_tok_chunk_0010,688159,10,19,3941.0,5515,7882
688159_1207265383_tok_chunk_0011,688159,11,19,3928.0,6332,7856
688159_1207265383_tok_chunk_0012,688159,12,19,3846.0,6111,7692
688159_1207265383_tok_chunk_0013,688159,13,19,3995.0,5744,7990
688159_1207265383_tok_chunk_0014,688159,14,19,3923.0,5591,7846
688159_1207265383_tok_chunk_0015,688159,15,19,3996.0,5662,7991
688159_1207265383_tok_chunk_0016,688159,16,19,3909.0,5555,7817
688159_1207265383_tok_chunk_0017,688159,17,19,3921.0,5606,7841
688159_1207265383_tok_chunk_0018,688159,18,19,3901.0,5360,7801
688159_1207265383_tok_chunk_0019,688159,19,19,1399.0,1621,2798
688160_1208699109_tok_chunk_0001,688160,1,10,3993.0,5139,7985
688160_1208699109_tok_chunk_0002,688160,2,10,3988.0,4783,7976
688160_1208699109_tok_chunk_0003,688160,3,10,3989.0,4749,7977
688160_1208699109_tok_chunk_0004,688160,4,10,3984.0,5032,7967
688160_1208699109_tok_chunk_0005,688160,5,10,3844.0,5184,7688
688160_1208699109_tok_chunk_0006,688160,6,10,3989.0,6107,7977
688160_1208699109_tok_chunk_0007,688160,7,10,3876.0,5701,7751
688160_1208699109_tok_chunk_0008,688160,8,10,3527.0,5523,7053
688160_1208699109_tok_chunk_0009,688160,9,10,3793.0,5153,7586
688160_1208699109_tok_chunk_0010,688160,10,10,1590.0,2135,3179
688161_1210330081_tok_chunk_0001,688161,1,17,3974.0,4971,7947
688161_1210330081_tok_chunk_0002,688161,2,17,3865.0,5003,7729
688161_1210330081_tok_chunk_0003,688161,3,17,3864.0,5712,7728
688161_1210330081_tok_chunk_0004,688161,4,17,3781.0,4773,7562
688161_1210330081_tok_chunk_0005,688161,5,17,3739.0,4726,7478
688161_1210330081_tok_chunk_0006,688161,6,17,3955.0,5322,7910
688161_1210330081_tok_chunk_0007,688161,7,17,3871.0,5293,7741
688161_1210330081_tok_chunk_0008,688161,8,17,3752.0,5774,7504
688161_1210330081_tok_chunk_0009,688161,9,17,3906.0,5930,7812
688161_1210330081_tok_chunk_0010,688161,10,17,3963.0,6803,7925
688161_1210330081_tok_chunk_0011,688161,11,17,3907.0,6811,7813
688161_1210330081_tok_chunk_0012,688161,12,17,3566.0,6543,7131
688161_1210330081_tok_chunk_0013,688161,13,17,3978.0,7427,7956
688161_1210330081_tok_chunk_0014,688161,14,17,3960.0,6448,7919
688161_1210330081_tok_chunk_0015,688161,15,17,3875.0,5967,7750
688161_1210330081_tok_chunk_0016,688161,16,17,3997.0,5934,7994
688161_1210330081_tok_chunk_0017,688161,17,17,694.0,829,1387
688162_1211492657_tok_chunk_0001,688162,1,14,3982.0,5488,7963
688162_1211492657_tok_chunk_0002,688162,2,14,3920.0,5186,7839
688162_1211492657_tok_chunk_0003,688162,3,14,3952.0,5011,7904
688162_1211492657_tok_chunk_0004,688162,4,14,3993.0,4575,7985
688162_1211492657_tok_chunk_0005,688162,5,14,3930.0,4642,7860
688162_1211492657_tok_chunk_0006,688162,6,14,3837.0,4944,7673
688162_1211492657_tok_chunk_0007,688162,7,14,3990.0,5570,7980
688162_1211492657_tok_chunk_0008,688162,8,14,3999.0,4847,7997
688162_1211492657_tok_chunk_0009,688162,9,14,3987.0,5967,7974
688162_1211492657_tok_chunk_0010,688162,10,14,3985.0,6033,7970
688162_1211492657_tok_chunk_0011,688162,11,14,3869.0,5647,7737
688162_1211492657_tok_chunk_0012,688162,12,14,3999.0,6208,7998
688162_1211492657_tok_chunk_0013,688162,13,14,3975.0,5378,7950
688162_1211492657_tok_chunk_0014,688162,14,14,123.0,172,246
688163_1212503267_tok_chunk_0001,688163,1,12,3986.0,5516,7972
688163_1212503267_tok_chunk_0002,688163,2,12,3881.0,4904,7762
688163_1212503267_tok_chunk_0003,688163,3,12,3995.0,5894,7990
688163_1212503267_tok_chunk_0004,688163,4,12,3940.0,5286,7879
688163_1212503267_tok_chunk_0005,688163,5,12,3966.0,5130,7932
688163_1212503267_tok_chunk_0006,688163,6,12,3892.0,5032,7783
688163_1212503267_tok_chunk_0007,688163,7,12,4000.0,5427,7999
688163_1212503267_tok_chunk_0008,688163,8,12,3952.0,5616,7904
688163_1212503267_tok_chunk_0009,688163,9,12,3958.0,5800,7915
688163_1212503267_tok_chunk_0010,688163,10,12,3974.0,6458,7948
688163_1212503267_tok_chunk_0011,688163,11,12,3930.0,5666,7859
688163_1212503267_tok_chunk_0012,688163,12,12,2320.0,3154,4640
688165_1208016410_tok_chunk_0001,688165,1,13,3978.0,5485,7956
688165_1208016410_tok_chunk_0002,688165,2,13,3957.0,5385,7914
688165_1208016410_tok_chunk_0003,688165,3,13,3977.0,5363,7953
688165_1208016410_tok_chunk_0004,688165,4,13,3939.0,5414,7878
688165_1208016410_tok_chunk_0005,688165,5,13,3903.0,5006,7805
688165_1208016410_tok_chunk_0006,688165,6,13,3923.0,5773,7846
688165_1208016410_tok_chunk_0007,688165,7,13,3997.0,5520,7994
688165_1208016410_tok_chunk_0008,688165,8,13,3593.0,5518,7185
688165_1208016410_tok_chunk_0009,688165,9,13,3743.0,5609,7486
688165_1208016410_tok_chunk_0010,688165,10,13,3933.0,6095,7865
688165_1208016410_tok_chunk_0011,688165,11,13,4000.0,5751,7999
688165_1208016410_tok_chunk_0012,688165,12,13,3989.0,6130,7977
688165_1208016410_tok_chunk_0013,688165,13,13,1599.0,2135,3198
688166_1207048063_tok_chunk_0001,688166,1,19,3800.0,5274,7599
688166_1207048063_tok_chunk_0002,688166,2,19,3976.0,5079,7952
688166_1207048063_tok_chunk_0003,688166,3,19,3976.0,5488,7952
688166_1207048063_tok_chunk_0004,688166,4,19,3923.0,5003,7845
688166_1207048063_tok_chunk_0005,688166,5,19,3996.0,5812,7991
688166_1207048063_tok_chunk_0006,688166,6,19,3960.0,4971,7919
688166_1207048063_tok_chunk_0007,688166,7,19,3984.0,4937,7967
688166_1207048063_tok_chunk_0008,688166,8,19,3957.0,4745,7913
688166_1207048063_tok_chunk_0009,688166,9,19,3992.0,6364,7984
688166_1207048063_tok_chunk_0010,688166,10,19,3920.0,5795,7839
688166_1207048063_tok_chunk_0011,688166,11,19,3689.0,5330,7378
688166_1207048063_tok_chunk_0012,688166,12,19,3970.0,5566,7939
688166_1207048063_tok_chunk_0013,688166,13,19,3719.0,5977,7437
688166_1207048063_tok_chunk_0014,688166,14,19,3953.0,6646,7906
688166_1207048063_tok_chunk_0015,688166,15,19,3994.0,5970,7987
688166_1207048063_tok_chunk_0016,688166,16,19,3897.0,5724,7794
688166_1207048063_tok_chunk_0017,688166,17,19,3939.0,6333,7877
688166_1207048063_tok_chunk_0018,688166,18,19,3957.0,6541,7913
688166_1207048063_tok_chunk_0019,688166,19,19,3236.0,4537,6471
688167_1211971166_tok_chunk_0001,688167,1,11,3654.0,5141,7308
688167_1211971166_tok_chunk_0002,688167,2,11,3911.0,5657,7822
688167_1211971166_tok_chunk_0003,688167,3,11,3965.0,4904,7930
688167_1211971166_tok_chunk_0004,688167,4,11,3832.0,5145,7664
688167_1211971166_tok_chunk_0005,688167,5,11,3955.0,4950,7909
688167_1211971166_tok_chunk_0006,688167,6,11,3898.0,5867,7796
688167_1211971166_tok_chunk_0007,688167,7,11,3999.0,5567,7997
688167_1211971166_tok_chunk_0008,688167,8,11,3983.0,5850,7966
688167_1211971166_tok_chunk_0009,688167,9,11,3983.0,6291,7966
688167_1211971166_tok_chunk_0010,688167,10,11,3915.0,5833,7830
688167_1211971166_tok_chunk_0011,688167,11,11,2664.0,3267,5327
688168_1206873448_tok_chunk_0001,688168,1,9,3893.0,4878,7785
688168_1206873448_tok_chunk_0002,688168,2,9,3751.0,4748,7501
688168_1206873448_tok_chunk_0003,688168,3,9,3952.0,4807,7904
688168_1206873448_tok_chunk_0004,688168,4,9,3992.0,5059,7984
688168_1206873448_tok_chunk_0005,688168,5,9,3812.0,5062,7624
688168_1206873448_tok_chunk_0006,688168,6,9,3567.0,5196,7134
688168_1206873448_tok_chunk_0007,688168,7,9,3843.0,5702,7685
688168_1206873448_tok_chunk_0008,688168,8,9,3633.0,6039,7266
688168_1206873448_tok_chunk_0009,688168,9,9,3844.0,5544,7687
688169_1207308744_tok_chunk_0001,688169,1,14,3980.0,5051,7959
688169_1207308744_tok_chunk_0002,688169,2,14,3989.0,5442,7977
688169_1207308744_tok_chunk_0003,688169,3,14,3989.0,5135,7977
688169_1207308744_tok_chunk_0004,688169,4,14,3835.0,4715,7670
688169_1207308744_tok_chunk_0005,688169,5,14,4000.0,5065,8000
688169_1207308744_tok_chunk_0006,688169,6,14,3855.0,5144,7710
688169_1207308744_tok_chunk_0007,688169,7,14,3992.0,5869,7984
688169_1207308744_tok_chunk_0008,688169,8,14,3994.0,5771,7987
688169_1207308744_tok_chunk_0009,688169,9,14,3908.0,6457,7816
688169_1207308744_tok_chunk_0010,688169,10,14,3805.0,6809,7609
688169_1207308744_tok_chunk_0011,688169,11,14,3974.0,5100,7948
688169_1207308744_tok_chunk_0012,688169,12,14,3965.0,4869,7929
688169_1207308744_tok_chunk_0013,688169,13,14,3940.0,5143,7880
688169_1207308744_tok_chunk_0014,688169,14,14,3598.0,4671,7195
688170_1213106687_tok_chunk_0001,688170,1,12,4000.0,5464,8000
688170_1213106687_tok_chunk_0002,688170,2,12,3997.0,5360,7993
688170_1213106687_tok_chunk_0003,688170,3,12,3999.0,4991,7997
688170_1213106687_tok_chunk_0004,688170,4,12,3987.0,5070,7973
688170_1213106687_tok_chunk_0005,688170,5,12,3865.0,4654,7729
688170_1213106687_tok_chunk_0006,688170,6,12,3999.0,5809,7997
688170_1213106687_tok_chunk_0007,688170,7,12,3843.0,6146,7686
688170_1213106687_tok_chunk_0008,688170,8,12,3898.0,7323,7795
688170_1213106687_tok_chunk_0009,688170,9,12,3997.0,6815,7993
688170_1213106687_tok_chunk_0010,688170,10,12,3991.0,5697,7982
688170_1213106687_tok_chunk_0011,688170,11,12,3998.0,5539,7996
688170_1213106687_tok_chunk_0012,688170,12,12,2065.0,2915,4129
688171_1212251255_tok_chunk_0001,688171,1,11,3890.0,5309,7779
688171_1212251255_tok_chunk_0002,688171,2,11,3986.0,5074,7971
688171_1212251255_tok_chunk_0003,688171,3,11,3993.0,5080,7985
688171_1212251255_tok_chunk_0004,688171,4,11,3934.0,4878,7868
688171_1212251255_tok_chunk_0005,688171,5,11,3977.0,4993,7953
688171_1212251255_tok_chunk_0006,688171,6,11,3954.0,4975,7908
688171_1212251255_tok_chunk_0007,688171,7,11,3980.0,5810,7960
688171_1212251255_tok_chunk_0008,688171,8,11,3748.0,6826,7495
688171_1212251255_tok_chunk_0009,688171,9,11,3972.0,5909,7943
688171_1212251255_tok_chunk_0010,688171,10,11,3999.0,6029,7998
688171_1212251255_tok_chunk_0011,688171,11,11,845.0,955,1690
688172_1215333346_tok_chunk_0001,688172,1,11,3932.0,5455,7863
688172_1215333346_tok_chunk_0002,688172,2,11,3992.0,5141,7984
688172_1215333346_tok_chunk_0003,688172,3,11,3977.0,5376,7953
688172_1215333346_tok_chunk_0004,688172,4,11,3998.0,5160,7995
688172_1215333346_tok_chunk_0005,688172,5,11,3709.0,4747,7418
688172_1215333346_tok_chunk_0006,688172,6,11,3986.0,5820,7972
688172_1215333346_tok_chunk_0007,688172,7,11,3674.0,5870,7347
688172_1215333346_tok_chunk_0008,688172,8,11,3915.0,6428,7830
688172_1215333346_tok_chunk_0009,688172,9,11,3679.0,5959,7357
688172_1215333346_tok_chunk_0010,688172,10,11,3907.0,5914,7814
688172_1215333346_tok_chunk_0011,688172,11,11,341.0,452,681
688173_1212196347_tok_chunk_0001,688173,1,12,3923.0,5199,7845
688173_1212196347_tok_chunk_0002,688173,2,12,3999.0,5294,7997
688173_1212196347_tok_chunk_0003,688173,3,12,3909.0,5439,7818
688173_1212196347_tok_chunk_0004,688173,4,12,3937.0,4813,7873
688173_1212196347_tok_chunk_0005,688173,5,12,3972.0,5565,7943
688173_1212196347_tok_chunk_0006,688173,6,12,3902.0,5925,7803
688173_1212196347_tok_chunk_0007,688173,7,12,3585.0,4964,7169
688173_1212196347_tok_chunk_0008,688173,8,12,3984.0,5382,7967
688173_1212196347_tok_chunk_0009,688173,9,12,3998.0,5595,7996
688173_1212196347_tok_chunk_0010,688173,10,12,3990.0,5422,7980
688173_1212196347_tok_chunk_0011,688173,11,12,3771.0,5432,7542
688173_1212196347_tok_chunk_0012,688173,12,12,2054.0,2630,4107
688175_1212535107_tok_chunk_0001,688175,1,16,3972.0,5550,7944
688175_1212535107_tok_chunk_0002,688175,2,16,3962.0,5015,7924
688175_1212535107_tok_chunk_0003,688175,3,16,3933.0,5146,7866
688175_1212535107_tok_chunk_0004,688175,4,16,3928.0,4967,7856
688175_1212535107_tok_chunk_0005,688175,5,16,3932.0,4907,7863
688175_1212535107_tok_chunk_0006,688175,6,16,3985.0,4675,7970
688175_1212535107_tok_chunk_0007,688175,7,16,3903.0,4920,7806
688175_1212535107_tok_chunk_0008,688175,8,16,3891.0,5366,7781
688175_1212535107_tok_chunk_0009,688175,9,16,3984.0,5278,7967
688175_1212535107_tok_chunk_0010,688175,10,16,3961.0,5217,7922
688175_1212535107_tok_chunk_0011,688175,11,16,3995.0,5438,7990
688175_1212535107_tok_chunk_0012,688175,12,16,3982.0,5674,7963
688175_1212535107_tok_chunk_0013,688175,13,16,3900.0,5785,7799
688175_1212535107_tok_chunk_0014,688175,14,16,3921.0,5909,7842
688175_1212535107_tok_chunk_0015,688175,15,16,3984.0,6053,7968
688175_1212535107_tok_chunk_0016,688175,16,16,783.0,857,1565
688176_1212063905_tok_chunk_0001,688176,1,15,3887.0,5025,7773
688176_1212063905_tok_chunk_0002,688176,2,15,3950.0,5480,7900
688176_1212063905_tok_chunk_0003,688176,3,15,3988.0,5402,7975
688176_1212063905_tok_chunk_0004,688176,4,15,3836.0,4950,7671
688176_1212063905_tok_chunk_0005,688176,5,15,3957.0,5757,7913
688176_1212063905_tok_chunk_0006,688176,6,15,3720.0,4998,7439
688176_1212063905_tok_chunk_0007,688176,7,15,3930.0,5242,7859
688176_1212063905_tok_chunk_0008,688176,8,15,3950.0,4733,7899
688176_1212063905_tok_chunk_0009,688176,9,15,3884.0,6066,7768
688176_1212063905_tok_chunk_0010,688176,10,15,3845.0,5838,7690
688176_1212063905_tok_chunk_0011,688176,11,15,3919.0,5763,7838
688176_1212063905_tok_chunk_0012,688176,12,15,3875.0,4908,7749
688176_1212063905_tok_chunk_0013,688176,13,15,3929.0,6405,7858
688176_1212063905_tok_chunk_0014,688176,14,15,3990.0,5255,7979
688176_1212063905_tok_chunk_0015,688176,15,15,3715.0,4894,7429
688177_1207308742_tok_chunk_0001,688177,1,19,3940.0,5599,7880
688177_1207308742_tok_chunk_0002,688177,2,19,3966.0,5338,7931
688177_1207308742_tok_chunk_0003,688177,3,19,3984.0,5488,7967
688177_1207308742_tok_chunk_0004,688177,4,19,3838.0,5447,7675
688177_1207308742_tok_chunk_0005,688177,5,19,3972.0,5751,7943
688177_1207308742_tok_chunk_0006,688177,6,19,3922.0,5013,7843
688177_1207308742_tok_chunk_0007,688177,7,19,3848.0,5545,7695
688177_1207308742_tok_chunk_0008,688177,8,19,3897.0,4952,7794
688177_1207308742_tok_chunk_0009,688177,9,19,3963.0,5876,7926
688177_1207308742_tok_chunk_0010,688177,10,19,3972.0,5210,7943
688177_1207308742_tok_chunk_0011,688177,11,19,3960.0,5714,7919
688177_1207308742_tok_chunk_0012,688177,12,19,3755.0,5189,7509
688177_1207308742_tok_chunk_0013,688177,13,19,3972.0,5480,7943
688177_1207308742_tok_chunk_0014,688177,14,19,3968.0,5508,7935
688177_1207308742_tok_chunk_0015,688177,15,19,3990.0,5131,7979
688177_1207308742_tok_chunk_0016,688177,16,19,3941.0,5481,7881
688177_1207308742_tok_chunk_0017,688177,17,19,3941.0,5926,7881
688177_1207308742_tok_chunk_0018,688177,18,19,3983.0,5362,7965
688177_1207308742_tok_chunk_0019,688177,19,19,3309.0,4316,6618
688178_1207233188_tok_chunk_0001,688178,1,12,3854.0,6000,7708
688178_1207233188_tok_chunk_0002,688178,2,12,3921.0,5671,7841
688178_1207233188_tok_chunk_0003,688178,3,12,3955.0,4978,7910
688178_1207233188_tok_chunk_0004,688178,4,12,3913.0,5034,7825
688178_1207233188_tok_chunk_0005,688178,5,12,3739.0,4639,7478
688178_1207233188_tok_chunk_0006,688178,6,12,3749.0,4969,7497
688178_1207233188_tok_chunk_0007,688178,7,12,3951.0,6018,7901
688178_1207233188_tok_chunk_0008,688178,8,12,3814.0,5612,7628
688178_1207233188_tok_chunk_0009,688178,9,12,3952.0,5933,7903
688178_1207233188_tok_chunk_0010,688178,10,12,3975.0,5301,7950
688178_1207233188_tok_chunk_0011,688178,11,12,3879.0,5544,7757
688178_1207233188_tok_chunk_0012,688178,12,12,3911.0,5246,7822
688179_1208585708_tok_chunk_0001,688179,1,17,3958.0,5552,7915
688179_1208585708_tok_chunk_0002,688179,2,17,3951.0,5309,7901
688179_1208585708_tok_chunk_0003,688179,3,17,3737.0,4427,7474
688179_1208585708_tok_chunk_0004,688179,4,17,3997.0,5204,7993
688179_1208585708_tok_chunk_0005,688179,5,17,3954.0,4756,7908
688179_1208585708_tok_chunk_0006,688179,6,17,3986.0,4715,7972
688179_1208585708_tok_chunk_0007,688179,7,17,3236.0,4002,6471
688179_1208585708_tok_chunk_0008,688179,8,17,3920.0,4799,7840
688179_1208585708_tok_chunk_0009,688179,9,17,3983.0,4979,7965
688179_1208585708_tok_chunk_0010,688179,10,17,3883.0,5538,7766
688179_1208585708_tok_chunk_0011,688179,11,17,3998.0,6133,7995
688179_1208585708_tok_chunk_0012,688179,12,17,3941.0,6655,7881
688179_1208585708_tok_chunk_0013,688179,13,17,3876.0,5447,7752
688179_1208585708_tok_chunk_0014,688179,14,17,3954.0,5036,7908
688179_1208585708_tok_chunk_0015,688179,15,17,3686.0,5210,7371
688179_1208585708_tok_chunk_0016,688179,16,17,3967.0,5858,7933
688179_1208585708_tok_chunk_0017,688179,17,17,631.0,705,1262
688180_1208012472_tok_chunk_0001,688180,1,19,3962.0,5390,7924
688180_1208012472_tok_chunk_0002,688180,2,19,3876.0,5595,7751
688180_1208012472_tok_chunk_0003,688180,3,19,3968.0,5636,7936
688180_1208012472_tok_chunk_0004,688180,4,19,3999.0,6182,7997
688180_1208012472_tok_chunk_0005,688180,5,19,3989.0,5309,7977
688180_1208012472_tok_chunk_0006,688180,6,19,3874.0,5372,7747
688180_1208012472_tok_chunk_0007,688180,7,19,3996.0,5160,7991
688180_1208012472_tok_chunk_0008,688180,8,19,3960.0,5083,7920
688180_1208012472_tok_chunk_0009,688180,9,19,3948.0,5164,7895
688180_1208012472_tok_chunk_0010,688180,10,19,3958.0,5127,7915
688180_1208012472_tok_chunk_0011,688180,11,19,3884.0,5539,7767
688180_1208012472_tok_chunk_0012,688180,12,19,3972.0,5938,7944
688180_1208012472_tok_chunk_0013,688180,13,19,3970.0,6488,7939
688180_1208012472_tok_chunk_0014,688180,14,19,3843.0,5977,7686
688180_1208012472_tok_chunk_0015,688180,15,19,3978.0,5421,7956
688180_1208012472_tok_chunk_0016,688180,16,19,3586.0,5139,7171
688180_1208012472_tok_chunk_0017,688180,17,19,3992.0,5814,7983
688180_1208012472_tok_chunk_0018,688180,18,19,3998.0,5754,7996
688180_1208012472_tok_chunk_0019,688180,19,19,140.0,177,279
688181_1207208602_tok_chunk_0001,688181,1,13,3981.0,5616,7962
688181_1207208602_tok_chunk_0002,688181,2,13,3941.0,5412,7882
688181_1207208602_tok_chunk_0003,688181,3,13,3966.0,5528,7932
688181_1207208602_tok_chunk_0004,688181,4,13,3952.0,5034,7903
688181_1207208602_tok_chunk_0005,688181,5,13,3982.0,5700,7964
688181_1207208602_tok_chunk_0006,688181,6,13,3933.0,5087,7865
688181_1207208602_tok_chunk_0007,688181,7,13,3966.0,6111,7931
688181_1207208602_tok_chunk_0008,688181,8,13,3705.0,5825,7409
688181_1207208602_tok_chunk_0009,688181,9,13,3599.0,5251,7198
688181_1207208602_tok_chunk_0010,688181,10,13,3943.0,6246,7886
688181_1207208602_tok_chunk_0011,688181,11,13,3611.0,4889,7222
688181_1207208602_tok_chunk_0012,688181,12,13,3992.0,6087,7984
688181_1207208602_tok_chunk_0013,688181,13,13,3751.0,5252,7501
688182_1211553275_tok_chunk_0001,688182,1,10,3922.0,5285,7844
688182_1211553275_tok_chunk_0002,688182,2,10,3952.0,5490,7903
688182_1211553275_tok_chunk_0003,688182,3,10,3885.0,5368,7769
688182_1211553275_tok_chunk_0004,688182,4,10,3892.0,5672,7784
688182_1211553275_tok_chunk_0005,688182,5,10,3896.0,4982,7791
688182_1211553275_tok_chunk_0006,688182,6,10,3993.0,6339,7986
688182_1211553275_tok_chunk_0007,688182,7,10,3958.0,5966,7915
688182_1211553275_tok_chunk_0008,688182,8,10,3988.0,6492,7976
688182_1211553275_tok_chunk_0009,688182,9,10,3880.0,5460,7760
688182_1211553275_tok_chunk_0010,688182,10,10,3807.0,5861,7613
688183_1209280522_tok_chunk_0001,688183,1,18,3990.0,5375,7980
688183_1209280522_tok_chunk_0002,688183,2,18,3980.0,5519,7959
688183_1209280522_tok_chunk_0003,688183,3,18,3991.0,5493,7982
688183_1209280522_tok_chunk_0004,688183,4,18,3984.0,5281,7967
688183_1209280522_tok_chunk_0005,688183,5,18,3991.0,4843,7982
688183_1209280522_tok_chunk_0006,688183,6,18,3816.0,4945,7632
688183_1209280522_tok_chunk_0007,688183,7,18,3767.0,4582,7533
688183_1209280522_tok_chunk_0008,688183,8,18,3993.0,5812,7985
688183_1209280522_tok_chunk_0009,688183,9,18,3983.0,5783,7966
688183_1209280522_tok_chunk_0010,688183,10,18,3995.0,5048,7990
688183_1209280522_tok_chunk_0011,688183,11,18,3986.0,5824,7972
688183_1209280522_tok_chunk_0012,688183,12,18,3998.0,6214,7995
688183_1209280522_tok_chunk_0013,688183,13,18,3940.0,5680,7879
688183_1209280522_tok_chunk_0014,688183,14,18,3625.0,5670,7250
688183_1209280522_tok_chunk_0015,688183,15,18,3997.0,5658,7993
688183_1209280522_tok_chunk_0016,688183,16,18,3992.0,5872,7983
688183_1209280522_tok_chunk_0017,688183,17,18,3952.0,6148,7903
688183_1209280522_tok_chunk_0018,688183,18,18,2495.0,3085,4990
688184_1214586539_tok_chunk_0001,688184,1,7,3963.0,5353,7925
688184_1214586539_tok_chunk_0002,688184,2,7,3898.0,5490,7795
688184_1214586539_tok_chunk_0003,688184,3,7,3875.0,4960,7749
688184_1214586539_tok_chunk_0004,688184,4,7,3943.0,5447,7885
688184_1214586539_tok_chunk_0005,688184,5,7,3818.0,6460,7636
688184_1214586539_tok_chunk_0006,688184,6,7,3821.0,6037,7642
688184_1214586539_tok_chunk_0007,688184,7,7,1005.0,1358,2009
688185_1208130918_tok_chunk_0001,688185,1,15,3999.0,6045,7997
688185_1208130918_tok_chunk_0002,688185,2,15,3885.0,5789,7770
688185_1208130918_tok_chunk_0003,688185,3,15,3968.0,6359,7936
688185_1208130918_tok_chunk_0004,688185,4,15,3999.0,5370,7998
688185_1208130918_tok_chunk_0005,688185,5,15,3960.0,6092,7919
688185_1208130918_tok_chunk_0006,688185,6,15,3991.0,5022,7981
688185_1208130918_tok_chunk_0007,688185,7,15,3998.0,5178,7995
688185_1208130918_tok_chunk_0008,688185,8,15,3986.0,5967,7972
688185_1208130918_tok_chunk_0009,688185,9,15,3993.0,5477,7985
688185_1208130918_tok_chunk_0010,688185,10,15,3989.0,5569,7977
688185_1208130918_tok_chunk_0011,688185,11,15,3981.0,5987,7962
688185_1208130918_tok_chunk_0012,688185,12,15,3786.0,5741,7572
688185_1208130918_tok_chunk_0013,688185,13,15,3962.0,5886,7923
688185_1208130918_tok_chunk_0014,688185,14,15,3973.0,5417,7946
688185_1208130918_tok_chunk_0015,688185,15,15,1830.0,2281,3660
688186_1207242846_tok_chunk_0001,688186,1,16,3980.0,5256,7960
688186_1207242846_tok_chunk_0002,688186,2,16,3980.0,5297,7959
688186_1207242846_tok_chunk_0003,688186,3,16,4000.0,5375,8000
688186_1207242846_tok_chunk_0004,688186,4,16,3954.0,5901,7907
688186_1207242846_tok_chunk_0005,688186,5,16,3972.0,5708,7944
688186_1207242846_tok_chunk_0006,688186,6,16,3873.0,5820,7746
688186_1207242846_tok_chunk_0007,688186,7,16,3774.0,5265,7547
688186_1207242846_tok_chunk_0008,688186,8,16,3978.0,5885,7956
688186_1207242846_tok_chunk_0009,688186,9,16,3857.0,5790,7713
688186_1207242846_tok_chunk_0010,688186,10,16,3733.0,5999,7465
