sec_code,sec_name,section_file,compact_chars,char2_proxy,glm4_tokens,current_chunk_count
688371,菲沃泰,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688371_1214148416_business_technology.txt,81283,40642,59648,11
688373,盟科药业,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688373_1214190799_business_technology.txt,102521,51261,70887,14
688380,中微半导,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688380_1214190801_business_technology.txt,57251,28626,40213,8
688205,德科立,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688205_1214214007_business_technology.txt,70401,35201,52660,10
688273,麦澜德,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688273_1214240799_business_technology.txt,54118,27059,37899,7
688041,海光信息,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688041_1214251824_business_technology.txt,59214,29607,38905,8
688203,海正生材,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688203_1214267813_business_technology.txt,125126,62563,88078,16
688292,浩瀚深度,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688292_1214267815_business_technology.txt,90032,45016,60972,12
688401,路维光电,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688401_1214276793_business_technology.txt,72608,36304,51898,10
688403,汇成股份,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688403_1214276795_business_technology.txt,62531,31266,43828,8
688271,联影医疗,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688271_1214298793_business_technology.txt,129958,64979,94284,17
688381,帝奥微,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688381_1214310361_business_technology.txt,75507,37754,54268,10
688370,丛麟科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688370_1214332350_business_technology.txt,103999,52000,75224,14
688247,宣泰医药,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688247_1214346784_business_technology.txt,110853,55427,80497,15
688439,振华风光,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688439_1214357109_business_technology.txt,52340,26170,36462,7
688416,恒烁股份,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688416_1214372490_business_technology.txt,87155,43578,60980,12
688351,微电生理,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688351_1214389512_business_technology.txt,80544,40272,56768,11
688293,奥浦迈,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688293_1214449566_business_technology.txt,68673,34337,49447,9
688114,华大智造,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688114_1214541077_business_technology.txt,63444,31722,41899,9
688391,钜泉科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688391_1214548765_business_technology.txt,101135,50568,71322,13
688455,科捷智能,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688455_1214569631_business_technology.txt,103527,51764,77453,14
688035,德邦科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688035_1214586526_business_technology.txt,71883,35942,52674,10
688184,帕瓦股份,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688184_1214586539_business_technology.txt,48641,24321,35396,7
688448,磁谷科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688448_1214594848_business_technology.txt,63603,31802,46616,9
688428,诺诚健华,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688428_1214602715_business_technology.txt,124304,62152,86411,16
688132,邦彦技术,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688132_1214629804_business_technology.txt,87755,43878,61806,12
688387,信科移动,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688387_1215652190_business_technology.txt,128327,64164,93536,17
688392,骄成超声,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688392_1214636269_business_technology.txt,95162,47581,64386,12
688252,天德钰,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688252_1214641592_business_technology.txt,62759,31380,44560,9
688275,万润新能,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688275_1214651552_business_technology.txt,98488,49244,73791,13
688137,近岸蛋白,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688137_1214675210_business_technology.txt,105848,52924,72269,14
688409,富创精密,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688409_1214696476_business_technology.txt,46305,23153,33865,6
688073,毕得医药,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688073_1214704181_business_technology.txt,112343,56172,77024,15
688459,哈铁科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688459_1214711941_business_technology.txt,107495,53748,76649,15
688031,星环科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688031_1214758691_business_technology.txt,126740,63370,81322,17
688061,灿瑞科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688061_1214757954_business_technology.txt,70264,35132,50840,9
688244,永信至诚,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688244_1214774536_business_technology.txt,109875,54938,77693,14
688291,金橙子,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688291_1214825183_business_technology.txt,74616,37308,52500,10
688152,麒麟信安,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688152_1214842435_business_technology.txt,90161,45081,60978,12
688426,康为世纪,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688426_1214842439_business_technology.txt,95365,47683,66974,13
688372,伟测科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688372_1214853897_business_technology.txt,66114,33057,46590,9
688419,耐科装备,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688419_1215002412_business_technology.txt,91299,45650,65094,12
688432,有研硅,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688432_1215037429_business_technology.txt,65686,32843,49656,9
688362,甬矽电子,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688362_1215071646_business_technology.txt,70132,35066,51491,9
688376,美埃科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688376_1215099200_business_technology.txt,11591,5796,7913,2
688480,赛恩斯,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688480_1215168308_business_technology.txt,103984,51992,74303,14
688489,三未信安,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688489_1215222558_business_technology.txt,72035,36018,50608,10
688084,晶品特装,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688084_1215276237_business_technology.txt,91776,45888,67357,12
688143,长盈通,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688143_1215276238_business_technology.txt,108908,54454,75052,15
688420,美腾科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688420_1215276249_business_technology.txt,89397,44699,64776,12
688503,聚和材料,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688503_1215283900_business_technology.txt,52798,26399,37645,7
688172,燕东微,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688172_1215333346_business_technology.txt,78214,39107,56829,11
688498,源杰科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688498_1215368028_business_technology.txt,65807,32904,48180,9
688141,杰华特,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688141_1215398751_business_technology.txt,64096,32048,44280,9
688147,微导纳米,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688147_1215398754_business_technology.txt,63222,31611,44915,8
688410,山外山,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688410_1215409271_business_technology.txt,80104,40052,54703,11
688475,萤石网络,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688475_1215417858_business_technology.txt,98055,49028,66807,13
688496,清越科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688496_1215430371_business_technology.txt,69333,34667,48392,9
688525,佰维存储,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688525_1215456727_business_technology.txt,89852,44926,64110,12
688506,百利天恒,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688506_1215485053_business_technology.txt,175796,87898,129054,23
688562,航天软件,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688562_1216831258_business_technology.txt,86997,43499,60218,12
688593,新相微,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688593_1216926351_business_technology.txt,57560,28780,38574,8
688523,航天环宇,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688523_1216934822_business_technology.txt,82485,41243,58895,11
688570,天玛智控,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688570_1216945571_business_technology.txt,138118,69059,97435,18
688576,西山科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688576_1216958561_business_technology.txt,121070,60535,89052,16
688623,双元科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688623_1216967574_business_technology.txt,98705,49353,71593,13
688472,阿特斯,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688472_1216994275_business_technology.txt,86218,43109,60866,12
688334,西高院,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688334_1217044754_business_technology.txt,136244,68122,92744,18
688443,智翔金泰,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688443_1217067129_business_technology.txt,97417,48709,70256,13
688543,国科军工,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688543_1217075582_business_technology.txt,55960,27980,39974,8
688620,安凯微,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688620_1217090148_business_technology.txt,53632,26816,36682,7
688629,华丰科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688629_1217100343_business_technology.txt,85737,42869,61385,12
688631,莱斯信息,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688631_1217107918_business_technology.txt,122635,61318,85022,16
688429,时创能源,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688429_1217133012_business_technology.txt,52922,26461,38519,7
688582,芯动联科,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688582_1217140982_business_technology.txt,69526,34763,48485,9
688603,天承科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688603_1217203607_business_technology.txt,82864,41432,60149,11
688638,誉辰智能,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688638_1217218983_business_technology.txt,76085,38043,54636,10
688610,埃科光电,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688610_1217274650_business_technology.txt,92901,46451,64332,13
688627,精智达,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688627_1217284214_business_technology.txt,58547,29274,41239,8
688563,航材股份,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688563_1217293347_business_technology.txt,71776,35888,54610,10
688602,康鹏科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688602_1217309097_business_technology.txt,98748,49374,71273,13
688450,光格科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688450_1217323906_business_technology.txt,15773,7887,10123,2
688612,威迈斯,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688612_1217347548_business_technology.txt,136318,68159,104991,18
688651,盛邦安全,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688651_1217347553_business_technology.txt,69095,34548,46336,9
688646,逸飞激光,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688646_1217376797_business_technology.txt,68995,34498,49544,9
688347,华虹公司,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688347_1217423536_business_technology.txt,36731,18366,24967,5
688671,碧兴物联,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688671_1217460813_business_technology.txt,83892,41946,59703,11
688592,司南导航,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688592_1217491807_business_technology.txt,79430,39715,54527,11
688548,广钢气体,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688548_1217501793_business_technology.txt,55204,27602,39024,7
688573,信宇人,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688573_1217512606_business_technology.txt,69988,34994,51751,9
688693,锴威特,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688693_1217524556_business_technology.txt,78087,39044,56510,10
688591,泰凌微,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688591_1217597420_business_technology.txt,80381,40191,54045,11
688549,中巨芯,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688549_1217736410_business_technology.txt,79306,39653,57729,11
688702,盛科通信,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688702_1217805493_business_technology.txt,77557,38779,51485,10
688716,中研股份,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688716_1217859708_business_technology.txt,110275,55138,79754,15
688719,爱科赛博,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688719_1217918490_business_technology.txt,101139,50570,69898,14
688657,浩辰软件,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688657_1217961178_business_technology.txt,89161,44581,61606,12
688648,中邮科技,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688648_1218274715_business_technology.txt,71579,35790,48039,10
688653,康希通信,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688653_1218325965_business_technology.txt,58056,29028,40543,8
688652,京仪装备,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688652_1218421098_business_technology.txt,65212,32606,45363,9
688720,艾森股份,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688720_1218484952_business_technology.txt,76977,38489,57188,10
688717,艾罗能源,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688717_1218746774_business_technology.txt,103473,51737,73639,14
