sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688002,睿创微纳,1206430547,首次公开发行股票并在科创板上市招股说明书,2019-07-08,final_prospectus,ok,85900,15,15,15,85900,4091,56427,2049,946,77,212,0.2093966766009777,-9.0,1.859542097135424,237,214,165,118,188,24,True,token_proxy,27.538799414348464,27.538799414348464
688006,杭可科技,1206433065,首次公开发行股票并在科创板上市招股说明书,2019-07-09,final_prospectus,ok,82688,14,14,14,82688,3163,51366,1584,737,75,166,0.21412517454145172,-6.5,1.9682629453755247,149,185,130,107,118,48,True,token_proxy,32.428030303030305,32.428030303030305
688009,中国通号,1206447900,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,158698,26,26,26,158698,6203,100149,3110,1449,125,207,0.15242453437141204,-3.1538461538461537,1.6627718477783708,373,452,226,191,161,46,True,token_proxy,32.20225080385852,32.20225080385852
688012,中微公司,1206447929,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,50787,9,9,9,50787,2930,32325,1467,536,48,81,0.14601171757979978,-3.6666666666666665,1.7336818855205298,119,145,104,87,61,20,True,token_proxy,22.03476482617587,22.03476482617587
688018,乐鑫科技,1206447930,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,73108,12,12,12,73108,3053,43794,1529,634,64,94,0.14196826128632667,-2.5,1.7059377130863724,147,178,121,94,76,18,True,token_proxy,28.64224983649444,28.64224983649444
688022,瀚川智能,1206456541,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,109705,18,18,18,109705,4486,68761,2247,1044,96,171,0.16789662142614226,-4.166666666666667,1.8478749644710188,224,293,179,177,134,37,True,token_proxy,30.601246105919003,30.601246105919003
688033,天宜上佳,1206456407,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,157765,27,27,27,157765,6703,104701,3360,1530,146,408,0.2612642804462246,-9.703703703703704,2.0124852785960994,366,332,221,203,329,79,True,token_proxy,31.161011904761907,31.161011904761907
688122,西部超导,1206452543,首次公开发行股票并在科创板上市招股说明书,2019-07-17,final_prospectus,ok,96140,17,17,17,96140,4632,63240,2321,959,92,246,0.2516914651165126,-9.058823529411764,2.0762854155999317,177,218,145,113,168,78,True,token_proxy,27.246876346402413,27.246876346402413
688188,柏楚电子,1206491567,首次公开发行股票并在科创板上市招股说明书,2019-08-02,final_prospectus,ok,110636,18,18,18,110636,4151,69869,2081,1018,93,136,0.1322019667187614,-2.388888888888889,1.6425235498931872,262,268,168,130,104,32,True,token_proxy,33.574723690533396,33.574723690533396
688116,天奈科技,1206936843,首次公开发行股票并在科创板上市招股说明书,2019-09-20,final_prospectus,ok,82083,14,14,14,82083,3509,53625,1758,758,80,178,0.27420585686714716,-7.0,2.2108235850171334,136,181,122,141,141,37,True,token_proxy,30.503412969283275,30.503412969283275
688139,海尔生物,1206999086,首次公开发行股票并在科创板上市招股说明书,2019-10-22,final_prospectus,ok,73772,12,12,12,73772,2991,46766,1499,661,65,103,0.15044613003776508,-3.1666666666666665,1.7822990007070494,143,177,134,104,74,29,True,token_proxy,31.198132088058706,31.198132088058706
688025,杰普特,1207024684,首次公开发行股票并在科创板上市招股说明书,2019-10-28,final_prospectus,ok,110503,19,19,19,110503,4556,73532,2282,1091,101,396,0.3410446521791998,-15.526315789473685,2.388789599062025,168,209,163,155,354,42,True,token_proxy,32.22261174408413,32.22261174408413
688023,安恒信息,1207049164,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,121567,20,20,20,121567,5253,75560,2632,1168,103,640,0.5430247680726324,-26.85,2.936249425918571,142,160,107,119,511,129,True,token_proxy,28.70820668693009,28.70820668693009
688389,普门科技,1207048356,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,102010,18,18,18,102010,4691,67824,2349,1164,94,315,0.2719224129769962,-12.277777777777779,2.12462748329952,212,278,192,167,275,40,True,token_proxy,28.873563218390803,28.873563218390803
688363,华熙生物,1207038615,首次公开发行股票并在科创板上市招股说明书,2019-10-30,final_prospectus,ok,146647,24,24,24,146647,5945,92253,2978,1338,126,281,0.2405011207430562,-6.458333333333333,2.0493935978646998,257,379,215,206,207,74,True,token_proxy,30.978173270651443,30.978173270651443
688111,金山办公,1207085616,首次公开发行股票并在科创板上市招股说明书,2019-11-13,final_prospectus,ok,133379,23,23,23,133379,5004,85327,2509,1737,95,877,0.42556805728178837,-34.0,2.514217997267761,209,345,127,117,837,40,True,token_proxy,34.008369868473494,34.008369868473494
688310,迈得医疗,1207113528,首次公开发行股票并在科创板上市招股说明书,2019-11-26,final_prospectus,ok,63283,11,11,11,63283,2379,41283,1192,674,59,286,0.35521747471915677,-20.636363636363637,2.2895356201285555,152,102,70,64,237,49,True,token_proxy,34.633389261744966,34.633389261744966
