metric,glm_mean,codex_mean,paper_mean,glm_median,codex_median
Summary_len_proxy,128.08516483516485,128.62912087912088,132.678,119.0,132.0
Redundancy_chunk_proxy,34.098506443201266,31.467702057922885,32.176,31.888,
Relevant_score,2.095535575135606,2.345369695466394,,1.803225806451613,2.3640215716486903
