sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688317,之江生物,1209084097,首次公开发行股票并在科创板上市招股说明书,2021-01-12,final_prospectus,ok,159406,26,26,26,159406,6062,100907,3038,1622,109,148,0.09922770626018948,-1.5,1.62912828098914,292,627,203,294,109,39,True,token_proxy,33.214944042132984,33.214944042132984
688819,天能股份,1209078953,首次公开发行股票并在科创板上市招股说明书,2021-01-11,final_prospectus,ok,67304,11,11,11,67304,2935,42489,1470,641,62,98,0.15235595816960731,-3.272727272727273,1.7706535777758707,137,193,114,99,69,29,True,token_proxy,28.90408163265306,28.90408163265306
688680,海优新材,1209135684,首次公开发行股票并在科创板上市招股说明书,2021-01-19,final_prospectus,ok,67284,12,12,12,67284,2673,45606,1339,686,62,180,0.23175260994481425,-9.833333333333334,1.943822182397451,145,166,109,86,151,29,True,token_proxy,34.05974607916355,34.05974607916355
688669,聚石化学,1209135619,首次公开发行股票并在科创板上市招股说明书,2021-01-19,final_prospectus,ok,87951,16,16,16,87951,3619,60633,1814,970,73,248,0.25854689390920416,-10.9375,2.122983870967742,176,176,114,112,220,28,True,token_proxy,33.42502756339581,33.42502756339581
688689,银河微电,1209135763,首次公开发行股票并在科创板上市招股说明书,2021-01-19,final_prospectus,ok,99023,18,18,18,99023,3936,68391,1974,1172,91,583,0.4010352707110192,-27.333333333333332,2.575225318576799,126,181,139,143,518,65,True,token_proxy,34.64589665653495,34.64589665653495
688350,富淼科技,1209178371,首次公开发行股票并在科创板上市招股说明书,2021-01-25,final_prospectus,ok,100556,17,17,17,100556,6962,64830,3485,965,76,172,0.20268370527342433,-5.647058823529412,1.8566262663348205,197,241,135,90,149,23,True,token_proxy,18.6025824964132,18.6025824964132
688607,康众医疗,1209195030,首次公开发行股票并在科创板上市招股说明书,2021-01-27,final_prospectus,ok,90986,15,15,15,90986,3819,56730,1915,798,78,177,0.24196594730162996,-6.6,2.06774865262712,161,213,128,119,109,68,True,token_proxy,29.62402088772846,29.62402088772846
688628,优利德,1209188011,首次公开发行股票并在科创板上市招股说明书,2021-01-26,final_prospectus,ok,155437,27,27,27,155437,7639,104663,3827,1577,143,515,0.3191361048372637,-13.777777777777779,2.237667012233072,291,326,234,211,463,52,True,token_proxy,27.34857590802195,27.34857590802195
688059,华锐精密,1209233825,华锐精密首次公开发行股票并在科创板上市招股说明书,2021-02-03,final_prospectus,ok,63133,11,11,11,63133,2692,42706,1349,634,60,92,0.14592501304757347,-2.909090909090909,1.7387069797728107,151,171,121,99,68,24,True,token_proxy,31.657524091919942,31.657524091919942
688687,凯因科技,1209225161,凯因科技首次公开发行股票并在科创板上市招股说明书,2021-02-02,final_prospectus,ok,114964,20,20,20,114964,4706,75390,2357,1027,112,170,0.1993255299674744,-2.9,1.9158290819516686,222,286,192,157,124,46,True,token_proxy,31.98557488332626,31.98557488332626
