sample,model,dep_var,target_var,N,coef,se_HC1,t_HC1,p_HC1,adj_r2,formula,error
full_by_y_available,simple,FInvention,Redundancy,531,-0.04550333735871364,0.023997813556774307,-1.8961451321830347,0.057940856086427656,0.005031254516525641,FInvention ~ Redundancy,
full_by_y_available,fe_text,FInvention,Redundancy,531,-0.027593156130046783,0.02610517175100264,-1.0569996011992142,0.2905117694400601,0.10834889448192642,FInvention ~ Redundancy + lnN_tech + C(listing_year_fe) + C(industry_fe),
full_by_y_available,controls_fe_current,FInvention,Redundancy,531,-0.04445524660280615,0.023592188523389485,-1.8843205902128521,0.05952162392337856,0.3335971268920471,FInvention ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),
full_by_y_available,controls_fe_paper_full,FInvention,Redundancy,0,,,,,,missing NumIndSeg + NumProdSeg + ScopeLen,missing_paper_controls
full_by_y_available,simple,BHAR,Redundancy,541,-0.004112283946300277,0.008975837893204521,-0.458150425088852,0.6468443736190848,-0.001519646184462653,BHAR ~ Redundancy,
full_by_y_available,fe_text,BHAR,Redundancy,541,0.004800114322272987,0.010439706033884655,0.45979401208166454,0.6456640816327104,-0.007783652858948331,BHAR ~ Redundancy + lnN_tech + C(listing_year_fe) + C(industry_fe),
full_by_y_available,controls_fe_current,BHAR,Redundancy,541,0.004074997323736958,0.010546364726232445,0.38638881069616665,0.6992087357039238,-0.017494938966273077,BHAR ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),
full_by_y_available,controls_fe_paper_full,BHAR,Redundancy,0,,,,,,missing NumIndSeg + NumProdSeg + ScopeLen,missing_paper_controls
full_by_y_available,simple,FSales_Growth,Redundancy,538,0.0732587071418486,0.036681822483045884,1.9971392418058924,0.04581005907811697,0.00724894135480425,FSales_Growth ~ Redundancy,
full_by_y_available,fe_text,FSales_Growth,Redundancy,538,0.03420252109495336,0.037713382379648594,0.9069067513130349,0.36445611065762074,0.12634249678372267,FSales_Growth ~ Redundancy + lnN_tech + C(listing_year_fe) + C(industry_fe),
full_by_y_available,controls_fe_current,FSales_Growth,Redundancy,538,0.021626054554709825,0.03675119475972578,0.588444938895129,0.5562336815138624,0.2035509186488258,FSales_Growth ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),
full_by_y_available,controls_fe_paper_full,FSales_Growth,Redundancy,0,,,,,,missing NumIndSeg + NumProdSeg + ScopeLen,missing_paper_controls
common_3y_current_controls,simple,FInvention,Redundancy,528,-0.047506232801615256,0.024072071335362745,-1.9735000008838823,0.04843862446297956,0.005644138780376173,FInvention ~ Redundancy,
