code,sec_name,listing_year,first_trade_date,BHAR_current,td252_incl_stock_days,td252_incl_start,td252_incl_end,td252_incl_stock_bhr,BHAR_td252_incl_star_exipo_vw,BHAR_td252_incl_star_exipo_ew,BHAR_td252_incl_star_all_vw,BHAR_td252_incl_cnd_m33_os,BHAR_td252_incl_cnd_m53_tl,BHAR_td252_incl_cnd_m117_tl,td252_excl_stock_days,td252_excl_start,td252_excl_end,td252_excl_stock_bhr,BHAR_td252_excl_star_exipo_vw,BHAR_td252_excl_star_exipo_ew,BHAR_td252_excl_star_all_vw,BHAR_td252_excl_cnd_m33_os,BHAR_td252_excl_cnd_m53_tl,BHAR_td252_excl_cnd_m117_tl,cal365_incl_stock_days,cal365_incl_start,cal365_incl_end,cal365_incl_stock_bhr,BHAR_cal365_incl_star_exipo_vw,BHAR_cal365_incl_star_exipo_ew,BHAR_cal365_incl_star_all_vw,BHAR_cal365_incl_cnd_m33_os,BHAR_cal365_incl_cnd_m53_tl,BHAR_cal365_incl_cnd_m117_tl,cal365_excl_stock_days,cal365_excl_start,cal365_excl_end,cal365_excl_stock_bhr,BHAR_cal365_excl_star_exipo_vw,BHAR_cal365_excl_star_exipo_ew,BHAR_cal365_excl_star_all_vw,BHAR_cal365_excl_cnd_m33_os,BHAR_cal365_excl_cnd_m53_tl,BHAR_cal365_excl_cnd_m117_tl
688089,嘉必优,2019.0,2019-12-19,-0.2461116692379746,252.0,2019-12-19,2020-12-31,0.6728867673462973,-0.09766548092760718,0.5941756661564972,-15.989818786153132,0.4825863472397409,0.41573973715893553,0.41571686755667336,252.0,2019-12-20,2021-01-04,-0.12506019677233438,-0.9809256355565621,-0.24611166923797523,-17.46468225750411,-0.32429229005977733,-0.4013279692348761,-0.40135872505110615,243.0,2019-12-19,2020-12-18,0.892558579461487,0.18355283413407286,0.7888219717142269,-14.49678164765184,0.7289900532683167,0.6655762250096033,0.6655683451782524,242.0,2019-12-20,2020-12-18,-0.020312889973808312,-0.7628368017028426,-0.1398743118253698,-15.573899676310855,-0.18337199627841705,-0.24653988859454157,-0.2465477635749047
688098,申联生物,2019.0,2019-10-28,-0.5344719017196377,252.0,2019-10-28,2020-11-09,1.3113389492706284,0.5381416952318234,1.1812392226635038,-22.66338879937934,1.1348783512727776,1.0298475806661136,1.0298248189615165,252.0,2019-10-29,2020-11-10,-0.4580755292616898,-1.1309821586120181,-0.5344719017196373,-21.623121969981323,-0.6212058699472709,-0.715439414218159,-0.7154554139228404,243.0,2019-10-28,2020-10-27,1.242892126865038,0.6221995768650284,1.1553750567998482,-20.37051376350986,1.10757807108179,1.015065345541309,1.0149586765603513,242.0,2019-10-29,2020-10-27,-0.46380199479434103,-1.0240932342086944,-0.5138822631814481,-19.94353277004226,-0.5906444490068197,-0.6774257374576809,-0.6775311725319642
688099,晶晨股份,2019.0,2019-08-08,-0.4219741225140395,252.0,2019-08-08,2020-08-20,0.35875822163778404,0.25697542572757004,0.6135630364494632,-27.8949996189767,0.11929754080744148,0.00739548819130742,0.007330267064719509,252.0,2019-08-09,2020-08-21,-0.6280386067627843,-0.7936117496314647,-0.42197412251403954,-22.508146890287907,-0.8624727031973207,-0.9776292360029923,-0.9776809763660297,243.0,2019-08-08,2020-08-07,0.3587582979240691,0.175354321224384,0.5645338266845388,-27.05256781361572,0.12314903624087359,-0.00595324815877718,-0.006034992723010557,242.0,2019-08-09,2020-08-07,-0.6350990542781119,-0.8857400122581456,-0.48041280059270264,-21.8336178298014,-0.8590768549217904,-0.9877892426568362,-0.9878702671563426
688101,三达膜,2019.0,2019-11-15,-0.5055510142349601,252.0,2019-11-15,2020-11-27,0.11728079201054875,-0.7015749695979889,-0.12430952734253742,-20.104759563124823,-0.09124506785773057,-0.16552001331148714,-0.16553166334180358,252.0,2019-11-18,2020-11-30,-0.24399304473124017,-1.0935312242423307,-0.5055510142349628,-20.450402723950827,-0.45268181540657904,-0.5335829423750937,-0.5336334640123406,242.0,2019-11-15,2020-11-13,0.16602674706410858,-0.6865927536092964,-0.10636840236755374,-20.093998237140358,-0.005534390712690351,-0.10038085809958974,-0.10040085994371029,241.0,2019-11-18,2020-11-13,-0.21721894403236552,-1.0922955940405978,-0.5089364910044629,-20.36240620309029,-0.3957854813067234,-0.49434032042260156,-0.4943604914817372
688108,赛诺医疗,2019.0,2019-10-30,-0.4359376188346577,252.0,2019-10-30,2020-11-11,1.1831050942929906,0.5101112270819237,1.0868899251601467,-20.186310369027034,1.0160001224602495,0.9294686027294572,0.9294475739269237,252.0,2019-10-31,2020-11-12,-0.30163291175293105,-1.0256561298710904,-0.43593761883465887,-21.482167498499834,-0.4729054788677667,-0.5651044301758612,-0.5651205750870756,243.0,2019-10-30,2020-10-29,1.922290568363834,1.270298368635155,1.8302006319239137,-18.792492241492454,1.7809972705745485,1.6879444099990575,1.68785932364565,242.0,2019-10-31,2020-10-29,-0.08028757877084458,-0.7769906345333433,-0.21400742451658705,-20.489331855462463,-0.22732524117344233,-0.32306098359372526,-0.3231466508568437
688111,金山办公,2019.0,2019-11-18,1.2781136401455002,252.0,2019-11-18,2020-11-30,6.00878618677434,5.159248007263249,5.747228217270617,-14.197623492445246,5.800097416099001,5.719196289130486,5.71914576749324,252.0,2019-11-19,2020-12-01,1.5749681166178608,0.6646053288366554,1.2781136401454984,-16.39928599920437,1.3536997379216038,1.271598826841644,1.2715592988444233,243.0,2019-11-18,2020-11-17,5.540998634810127,4.684665741460974,5.253430252220765,-14.392815801439347,5.351093902388288,5.257658909450369,5.257647513132586,242.0,2019-11-19,2020-11-17,1.3741213226011344,0.49060389520470427,1.0680162282869101,-16.025427307891334,1.1927695768187598,1.0988857194990902,1.0988743951475606
688116,天奈科技,2019.0,2019-09-25,0.0828408442138082,252.0,2019-09-25,2020-10-14,2.2446388839696847,1.8621673254278415,2.3345186103844737,-20.165863142377024,2.0893601332463323,2.000910755795192,2.000783238169943,252.0,2019-09-26,2020-10-15,0.008055192365871378,-0.4007880772987704,0.0828408442138091,-21.115185410067213,-0.1553337276687854,-0.24550766166252802,-0.24561980943588302,244.0,2019-09-25,2020-09-24,1.5963419065635542,1.28892680932289,1.7176198980061006,-19.298664602633128,1.481691899232791,1.4112980673674218,1.4112688939781726,243.0,2019-09-26,2020-09-24,-0.1916429168122813,-0.5417426646622217,-0.09877560160745957,-20.141242406037048,-0.316725817884689,-0.3919352700641252,-0.3919648188410365
688118,普元信息,2019.0,2019-12-04,-0.6750632412053871,252.0,2019-12-04,2020-12-16,0.02043260543713732,-0.9954395855037612,-0.2791806382800357,-19.173537914260226,-0.18253516021389493,-0.26504971097259467,-0.2650026051443555,252.0,2019-12-05,2020-12-17,-0.3637016676087016,-1.3865879229316862,-0.6750632412053902,-19.518045227930525,-0.5830860289469216,-0.6634539900557516,-0.6634127907433761,243.0,2019-12-04,2020-12-03,0.12419274301441896,-0.9034515765470046,-0.2575471672966734,-18.696835200089655,-0.10455558198183135,-0.1888109394143962,-0.1888048186464526,242.0,2019-12-05,2020-12-03,-0.30079123737213553,-1.3093561991523073,-0.679823014589692,-18.828835494406356,-0.5323141835661611,-0.6142559459136487,-0.6142498229965612
688123,聚辰股份,2019.0,2019-12-23,-0.4083898778407697,252.0,2019-12-23,2021-01-05,0.8517081237763298,-0.015997074965978797,0.717709305908014,-16.604914188365502,0.6391038390857078,0.555089419235407,0.5550876864095864,252.0,2019-12-24,2021-01-06,-0.24842348451891094,-1.1823021802707916,-0.4083898778407712,-17.833827768744463,-0.4845646568771006,-0.5701644400864331,-0.5701556614272468,243.0,2019-12-23,2020-12-22,0.7521079977167984,-0.006721436789032698,0.6294090654239708,-14.974649907309107,0.5967850213194925,0.5266453188171032,0.5265694031706085,242.0,2019-12-24,2020-12-22,-0.26747663021690127,-1.109363438297844,-0.44071305418081075,-16.302779906066526,-0.43800832492353037,-0.5132706678101177,-0.5133478429549764
688128,中国电器,2019.0,2019-11-05,-0.54203730240313,252.0,2019-11-05,2020-11-17,0.005540080612729481,-0.7745667689449862,-0.19164886673824366,-21.43100393227333,-0.15100104888813304,-0.24321825868323432,-0.24322934791127615,252.0,2019-11-06,2020-11-18,-0.2909730212491821,-1.1239237830359614,-0.54203730240313,-21.780737031789453,-0.4440668519580582,-0.5333723284765755,-0.5333783912558006,243.0,2019-11-05,2020-11-04,0.0384983943888868,-0.750657462037501,-0.15526118774718745,-21.09291423838161,-0.09589183352195785,-0.19518537747312714,-0.19523146516603984,242.0,2019-11-06,2020-11-04,-0.27513431541869726,-1.1215235958051153,-0.5180777766287362,-21.35524833796205,-0.40373033138357817,-0.5026192881683255,-0.5026651442878348
688138,清溢光电,2019.0,2019-11-20,0.0382420150852427,252.0,2019-11-20,2020-12-02,2.027321042909101,1.1475291101093101,1.7536739336949285,-15.710887445315766,1.8165436094423637,1.739643663031913,1.7396445079186427,252.0,2019-11-21,2020-12-03,0.3277760366528928,-0.5646492288794638,0.03824201508524161,-17.26363727596669,0.11121958826938094,0.03209194902093415,0.03209798905093164,243.0,2019-11-20,2020-11-19,2.1267032119330254,1.2714423324837407,1.8387569479509738,-15.122740978191247,1.9467715050642194,1.8612166231086793,1.861216743173748,242.0,2019-11-21,2020-11-19,0.4042179092875471,-0.46446213600602904,0.0931109654218667,-16.711476499640234,0.21532432256200384,0.1291042120490502,0.12910433302750657
688139,海尔生物,2019.0,2019-10-25,1.4699728801226069,252.0,2019-10-25,2020-11-06,3.9138626828066583,3.251491880095207,3.8562044782067435,-19.017992289513586,3.7522681515624443,3.6508659327825788,3.650817529671067,252.0,2019-10-28,2020-11-09,1.6000726067297317,0.8268753526909267,1.469972880122607,-22.374655141920236,1.4236120087318809,1.3185812381252169,1.3185584764206197,242.0,2019-10-25,2020-10-23,2.8140672521259287,2.2747708483994487,2.776791937229876,-18.258772399222046,2.6645781022336745,2.57969798953516,2.5795796265453177,241.0,2019-10-28,2020-10-23,0.9439601205325399,0.36964947348891375,0.8781858125635786,-19.98210624631421,0.8001033215186304,0.7176769690426952,0.7175593814256
688166,博瑞医药,2019.0,2019-11-08,0.4244718298602208,252.0,2019-11-08,2020-11-20,3.0492340544623255,2.2344813410893107,2.818239269673987,-17.283451353750248,2.881121313260731,2.789907821762588,2.7899016769489045,252.0,2019-11-11,2020-11-23,0.656467851021334,-0.14587322609613218,0.4244718298602208,-19.170289104286457,0.4681818812521661,0.3821837908883816,0.38218768319384266,242.0,2019-11-08,2020-11-06,3.5016010632505123,2.696950374874901,3.286598378000113,-16.17433440830176,3.3568979504685483,3.2575317709774474,3.2574840932421862,241.0,2019-11-11,2020-11-06,0.8691717378985166,0.07140458428417507,0.6469319754563352,-18.377892070239533,0.7181414114118558,0.6207253927393233,0.6206775472578046
688168,安博通,2019.0,2019-09-06,-0.4079737098829777,252.0,2019-09-06,2020-09-18,0.512370119653329,0.23908412050819505,0.6572881783385282,-20.778221882616446,0.3596319328462896,0.28291309447428237,0.2828719503822448,252.0,2019-09-09,2020-09-21,-0.5240950236195238,-0.8358911235804091,-0.4079737098829782,-21.33877078290447,-0.6636289244029915,-0.7417215246697576,-0.7417610478637525,242.0,2019-09-06,2020-09-04,0.5159056383339313,0.2361143938097774,0.6506176534252768,-20.728591945892145,0.360333201226698,0.26577299844794133,0.2657375266513755,241.0,2019-09-09,2020-09-04,-0.5210802151058896,-0.8473602633249443,-0.42311560778130297,-21.277564111957048,-0.6716018621824568,-0.7666255116646538,-0.7666608532979838
688188,柏楚电子,2019.0,2019-08-08,0.1797944539923772,252.0,2019-08-08,2020-08-20,2.2678228955600477,2.166040099649834,2.5226277103717267,-25.98593494505444,2.028362214729705,1.916460162113571,1.9163949409869832,252.0,2019-08-09,2020-08-21,-0.026270030256369092,-0.1918431731250495,0.1797944539923757,-21.90637831378149,-0.2607041266909055,-0.3758606594965771,-0.37591239985961444,243.0,2019-08-08,2020-08-07,1.999655775706806,1.816251799007121,2.2054313044672758,-25.411670335832984,1.7640465140236106,1.6349442296239598,1.6348624850597264,242.0,2019-08-09,2020-08-07,-0.15648522858448244,-0.40712618656451616,-0.0017989748990732135,-21.355004004107773,-0.380463029228161,-0.5091754169632068,-0.5092564414627132
688196,卓越新能,2019.0,2019-11-21,-0.2234614131944967,252.0,2019-11-21,2020-12-03,0.2938524104096709,-0.5985728551226857,0.004318388842019738,-17.297560902209913,0.07729596202615907,-0.0018316772222877198,-0.0018256371922902304,252.0,2019-11-22,2020-12-04,0.09210371327546274,-0.8329897806969355,-0.2234614131944983,-17.76516575322518,-0.12973343747106458,-0.2100722084803328,-0.21006743732791167,243.0,2019-11-21,2020-11-20,0.3634762948203658,-0.5046450452711284,0.045962327672157466,-16.74680181358498,0.16894021913222312,0.08178046067672384,0.08177420671178948,242.0,2019-11-22,2020-11-20,0.15065951601445948,-0.7542212915876321,-0.1934353693388513,-17.262196481672408,-0.04738082767898644,-0.1344611647434022,-0.13446743541968886
688198,佰仁医疗,2019.0,2019-12-09,1.2640000765845925,252.0,2019-12-09,2020-12-21,2.747860976121486,1.708682267470178,2.431160568819796,-16.60338278828946,2.53683424976877,2.4554924160718885,2.4554215709848846,252.0,2019-12-10,2020-12-22,1.5061955237308973,0.5722437155863602,1.2640000765845918,-16.54364434670374,1.3175781409164482,1.238873986775384,1.2387954780329706,243.0,2019-12-09,2020-12-08,2.5156337442839143,1.514488854596034,2.149318176008872,-15.9485237293508,2.3077291784319787,2.2273505866771504,2.2273617495069518,242.0,2019-12-10,2020-12-08,1.3530299047204144,0.42933713117995786,1.038989678595847,-16.114244496215083,1.1459461558177326,1.0662265709474892,1.0662377209547824
688199,久日新材,2019.0,2019-11-05,-0.5869988645493464,252.0,2019-11-05,2020-11-17,-0.2952946667183205,-1.0754015162760362,-0.49248361406929364,-21.73183867960438,-0.451835796219183,-0.5440530060142843,-0.5440640952423261,252.0,2019-11-06,2020-11-18,-0.33593458339539883,-1.1688853451821781,-0.5869988645493467,-21.82569859393567,-0.4890284141042749,-0.5783338906227922,-0.5783399534020173,243.0,2019-11-05,2020-11-04,-0.20201550992048567,-0.9911713663468735,-0.3957750920565599,-21.333428142690984,-0.3364057378313303,-0.4356992817824996,-0.4357453694754123,242.0,2019-11-06,2020-11-04,-0.25014636517875666,-1.096535645565175,-0.4930898263887956,-21.33026038772211,-0.37874238114363756,-0.47763133792838486,-0.4776771940478942
688202,美迪西,2019.0,2019-11-05,0.7390819881006967,252.0,2019-11-05,2020-11-17,2.5397672822989454,1.7596604327412297,2.342578334947972,-18.896776730587113,2.383226152798083,2.2910089430029816,2.2909978537749396,252.0,2019-11-06,2020-11-18,0.9901462692546461,0.1571955074678668,0.7390819881006983,-20.499617741285626,0.83705243854577,0.7477469620272528,0.7477408992480277,243.0,2019-11-05,2020-11-04,3.1915774323224646,2.402421575896077,2.99781785018639,-17.939835200448034,3.05718720441162,2.9578936604604507,2.957847572767538,242.0,2019-11-06,2020-11-04,1.4500070622041088,0.6036177818176907,1.2070636009940698,-19.630106960339244,1.321411046239228,1.2225220894544806,1.2224762333349712
688218,江苏北人,2019.0,2019-12-11,-0.5831676390912188,252.0,2019-12-11,2020-12-23,0.054968602898913366,-0.7875027931894198,-0.10992232885208031,-17.10517140270544,-0.140552028709507,-0.218041877856348,-0.218120739020629,252.0,2019-12-12,2020-12-24,-0.427675178508525,-1.2614746046708585,-0.5831676390912205,-17.316967968295295,-0.6135919130239565,-0.6902908724132143,-0.6903538041104352,243.0,2019-12-11,2020-12-10,0.2194096162314283,-0.5777071250489489,0.019892429444828164,-16.046570522522735,0.026469821663412718,-0.04573203297128625,-0.04571854255769825,242.0,2019-12-12,2020-12-10,-0.33991413850573615,-1.1719282921531744,-0.5666195568685807,-16.720526267300528,-0.529778134643735,-0.6057557981462317,-0.6057423002683172
688258,卓易信息,2019.0,2019-12-09,-0.1690613438672819,252.0,2019-12-09,2020-12-21,1.1613461476071159,0.12216743895580784,0.8446457403054257,-18.18989761680383,0.9503194212543995,0.8689775875575183,0.8689067424705144,252.0,2019-12-10,2020-12-22,0.07313410327902159,-0.8608177048655155,-0.1690613438672839,-17.976705767155618,-0.11548327953542747,-0.19418743367649172,-0.19426594241890505,243.0,2019-12-09,2020-12-08,1.2664479566824696,0.2653030669945893,0.9001323884074273,-17.197709516952244,1.058543390830534,0.9781647990757056,0.9781759619055073,242.0,2019-12-10,2020-12-08,0.08764877552480699,-0.8360439980156495,-0.2263914505997604,-17.37962562541069,-0.11943497337787479,-0.19915455824811823,-0.199143408240825
688268,华特气体,2019.0,2019-12-26,0.0908932148432775,252.0,2019-12-26,2021-01-08,1.6523533426156405,0.8765579991983312,1.6022148423608233,-14.571621794124663,1.4161397032680128,1.344172749547052,1.3442153957697989,252.0,2019-12-27,2021-01-11,0.11410889502660826,-0.6478456346140142,0.09089321484327906,-15.722952951520753,-0.09853948313134442,-0.16526117805665996,-0.16521298240231452,243.0,2019-12-26,2020-12-25,1.6134280525274227,0.875675648919007,1.521638717157719,-13.511508267833966,1.4363850848526074,1.3725063188561906,1.3724555366782454,242.0,2019-12-27,2020-12-25,0.11372260470705053,-0.6106153560282255,0.02803670806084857,-14.650176012007377,-0.05379343210735921,-0.11732489695336334,-0.11737527504860656
688288,鸿泉物联,2019.0,2019-11-06,0.1987449548146549,252.0,2019-11-06,2020-11-18,0.856691318917109,0.023740557130329742,0.6056270377631612,-20.633072691623163,0.703597488208233,0.6142920116897157,0.6142859489104906,252.0,2019-11-07,2020-11-19,0.47137703350212323,-0.39917863656533203,0.19874495481465182,-20.51728034887438,0.30836110906558956,0.21487850350822146,0.21487862272053393,243.0,2019-11-06,2020-11-05,0.7178416469712725,-0.1552730497969228,0.45795697160766746,-20.681869248928106,0.5744079791845011,0.47217762177522227,0.47212863146492534,242.0,2019-11-07,2020-11-05,0.3732845526990747,-0.5156415961185468,0.0948078428621173,-20.26819732246374,0.2254811975392097,0.11984670597765823,0.11979740993329413
688299,长阳科技,2019.0,2019-11-06,0.0603916700541962,252.0,2019-11-06,2020-11-18,0.7651775358691781,-0.06777322591760115,0.5141132547152303,-20.724586474671092,0.6120837051603021,0.5227782286417848,0.5227721658625597,252.0,2019-11-07,2020-11-19,0.3330237487416676,-0.5375319213257876,0.06039167005419621,-20.655633633634835,0.17000782430513395,0.07652521874776586,0.07652533796007832,243.0,2019-11-06,2020-11-05,1.0230164511520985,0.14990175438390319,0.7631317757884934,-20.37669444474728,0.8795827833653271,0.7773524259560483,0.7773034356457513,242.0,2019-11-07,2020-11-05,0.5529423536458526,-0.3359837951717688,0.27446564380889527,-20.088539521516964,0.40513899848598767,0.2995045069244362,0.2994552108800721
