code,sec_name,listing_year,first_trade_date,FSales_current,FSales_L_to_L1_raw,FSales_L_to_L1_start_year,FSales_L_to_L1_end_year,FSales_L_to_L1_start_revenue,FSales_L_to_L1_end_revenue,FSales_L1_to_L2_raw,FSales_L1_to_L2_start_year,FSales_L1_to_L2_end_year,FSales_L1_to_L2_start_revenue,FSales_L1_to_L2_end_revenue,FSales_Lm1_to_L1_raw,FSales_Lm1_to_L1_start_year,FSales_Lm1_to_L1_end_year,FSales_Lm1_to_L1_start_revenue,FSales_Lm1_to_L1_end_revenue,FSales_month_cutoff_3_raw,FSales_month_cutoff_3_start_year,FSales_month_cutoff_3_end_year,FSales_month_cutoff_3_start_revenue,FSales_month_cutoff_3_end_revenue,FSales_month_cutoff_6_raw,FSales_month_cutoff_6_start_year,FSales_month_cutoff_6_end_year,FSales_month_cutoff_6_start_revenue,FSales_month_cutoff_6_end_revenue,FSales_month_cutoff_9_raw,FSales_month_cutoff_9_start_year,FSales_month_cutoff_9_end_year,FSales_month_cutoff_9_start_revenue,FSales_month_cutoff_9_end_revenue,FSales_L_to_L1_w1p,FSales_L1_to_L2_w1p,FSales_Lm1_to_L1_w1p,FSales_month_cutoff_3_w1p,FSales_month_cutoff_6_w1p,FSales_month_cutoff_9_w1p
688089,嘉必优,2019.0,2019-12-19,0.0382376517788086,0.03823765177880864,2019.0,2020.0,311547812.06,323460668.81,0.08547771734263238,2020.0,2021.0,323460668.81,351109348.43,,2018.0,2020.0,,323460668.81,0.08547771734263238,2020.0,2021.0,323460668.81,351109348.43,0.08547771734263238,2020.0,2021.0,323460668.81,351109348.43,0.08547771734263238,2020.0,2021.0,323460668.81,351109348.43,0.03823765177880864,0.08547771734263238,,0.08547771734263238,0.08547771734263238,0.08547771734263238
688098,申联生物,2019.0,2019-10-28,0.3306539989862162,0.3306539989862162,2019.0,2020.0,253809330.44,337732400.53,0.06128179714922432,2020.0,2021.0,337732400.53,358429248.99,,2018.0,2020.0,,337732400.53,0.06128179714922432,2020.0,2021.0,337732400.53,358429248.99,0.06128179714922432,2020.0,2021.0,337732400.53,358429248.99,0.06128179714922432,2020.0,2021.0,337732400.53,358429248.99,0.3306539989862162,0.06128179714922432,,0.06128179714922432,0.06128179714922432,0.06128179714922432
688099,晶晨股份,2019.0,2019-08-08,0.1613922673426674,0.16139226734266746,2019.0,2020.0,2357733386.83,2738253323.92,0.744570113710767,2020.0,2021.0,2738253323.92,4777074912.68,,2018.0,2020.0,,2738253323.92,0.744570113710767,2020.0,2021.0,2738253323.92,4777074912.68,0.744570113710767,2020.0,2021.0,2738253323.92,4777074912.68,0.16139226734266746,2019.0,2020.0,2357733386.83,2738253323.92,0.16139226734266746,0.744570113710767,,0.744570113710767,0.744570113710767,0.16139226734266746
688101,三达膜,2019.0,2019-11-15,0.1811816557706367,0.18118165577063675,2019.0,2020.0,742008730.62,876447101.03,0.31292472218538653,2020.0,2021.0,876447101.03,1150709066.63,,2018.0,2020.0,,876447101.03,0.31292472218538653,2020.0,2021.0,876447101.03,1150709066.63,0.31292472218538653,2020.0,2021.0,876447101.03,1150709066.63,0.31292472218538653,2020.0,2021.0,876447101.03,1150709066.63,0.18118165577063675,0.31292472218538653,,0.31292472218538653,0.31292472218538653,0.31292472218538653
688108,赛诺医疗,2019.0,2019-10-30,-0.248887640109464,-0.248887640109464,2019.0,2020.0,435913438.74,327419971.68,-0.4064012647342368,2020.0,2021.0,327419971.68,194356081.09,,2018.0,2020.0,,327419971.68,-0.4064012647342368,2020.0,2021.0,327419971.68,194356081.09,-0.4064012647342368,2020.0,2021.0,327419971.68,194356081.09,-0.4064012647342368,2020.0,2021.0,327419971.68,194356081.09,-0.248887640109464,-0.4064012647342368,,-0.4064012647342368,-0.4064012647342368,-0.4064012647342368
688111,金山办公,2019.0,2019-11-18,0.4314269649018023,0.4314269649018023,2019.0,2020.0,1579520610.25,2260968393.13,0.45073180500732674,2020.0,2021.0,2260968393.13,3280058758.03,,2018.0,2020.0,,2260968393.13,0.45073180500732674,2020.0,2021.0,2260968393.13,3280058758.03,0.45073180500732674,2020.0,2021.0,2260968393.13,3280058758.03,0.45073180500732674,2020.0,2021.0,2260968393.13,3280058758.03,0.4314269649018023,0.45073180500732674,,0.45073180500732674,0.45073180500732674,0.45073180500732674
688116,天奈科技,2019.0,2019-09-25,0.2212986578962451,0.2212986578962451,2019.0,2020.0,386429982.87,471946419.45,1.7968355662243598,2020.0,2021.0,471946419.45,1319956531.27,,2018.0,2020.0,,471946419.45,1.7968355662243598,2020.0,2021.0,471946419.45,1319956531.27,1.7968355662243598,2020.0,2021.0,471946419.45,1319956531.27,0.2212986578962451,2019.0,2020.0,386429982.87,471946419.45,0.2212986578962451,1.7968355662243598,,1.7968355662243598,1.7968355662243598,0.2212986578962451
688118,普元信息,2019.0,2019-12-04,-0.0890463581102455,-0.08904635811024551,2019.0,2020.0,395978625.16,360718170.7,0.20988986521825923,2020.0,2021.0,360718170.7,436429258.93,,2018.0,2020.0,,360718170.7,0.20988986521825923,2020.0,2021.0,360718170.7,436429258.93,0.20988986521825923,2020.0,2021.0,360718170.7,436429258.93,0.20988986521825923,2020.0,2021.0,360718170.7,436429258.93,-0.08904635811024551,0.20988986521825923,,0.20988986521825923,0.20988986521825923,0.20988986521825923
688123,聚辰股份,2019.0,2019-12-23,-0.0380227865158183,-0.03802278651581834,2019.0,2020.0,513371895.61,493852065.62,0.10165361794523387,2020.0,2021.0,493852065.62,544053914.82,,2018.0,2020.0,,493852065.62,0.10165361794523387,2020.0,2021.0,493852065.62,544053914.82,0.10165361794523387,2020.0,2021.0,493852065.62,544053914.82,0.10165361794523387,2020.0,2021.0,493852065.62,544053914.82,-0.03802278651581834,0.10165361794523387,,0.10165361794523387,0.10165361794523387,0.10165361794523387
688128,中国电器,2019.0,2019-11-05,-0.0845628036400658,-0.08456280364006588,2019.0,2020.0,2752397713.31,2519647245.94,0.35235380822079615,2020.0,2021.0,2519647245.94,3407454548.42,,2018.0,2020.0,,2519647245.94,0.35235380822079615,2020.0,2021.0,2519647245.94,3407454548.42,0.35235380822079615,2020.0,2021.0,2519647245.94,3407454548.42,0.35235380822079615,2020.0,2021.0,2519647245.94,3407454548.42,-0.08456280364006588,0.35235380822079615,,0.35235380822079615,0.35235380822079615,0.35235380822079615
688138,清溢光电,2019.0,2019-11-20,0.0157232104988585,0.015723210498858567,2019.0,2020.0,479650905.3,487192557.45,0.11642186384553108,2020.0,2021.0,487192557.45,543912423.04,,2018.0,2020.0,,487192557.45,0.11642186384553108,2020.0,2021.0,487192557.45,543912423.04,0.11642186384553108,2020.0,2021.0,487192557.45,543912423.04,0.11642186384553108,2020.0,2021.0,487192557.45,543912423.04,0.015723210498858567,0.11642186384553108,,0.11642186384553108,0.11642186384553108,0.11642186384553108
688139,海尔生物,2019.0,2019-10-25,0.3846921144627366,0.38469211446273666,2019.0,2020.0,1012520355.36,1402028951.8,0.5162759202801793,2020.0,2021.0,1402028951.8,2125862739.15,,2018.0,2020.0,,1402028951.8,0.5162759202801793,2020.0,2021.0,1402028951.8,2125862739.15,0.5162759202801793,2020.0,2021.0,1402028951.8,2125862739.15,0.5162759202801793,2020.0,2021.0,1402028951.8,2125862739.15,0.38469211446273666,0.5162759202801793,,0.5162759202801793,0.5162759202801793,0.5162759202801793
688166,博瑞医药,2019.0,2019-11-08,0.5609109360638851,0.5609109360638851,2019.0,2020.0,503156657.17,785382728.73,0.33999456872675704,2020.0,2021.0,785382728.73,1052408590.87,,2018.0,2020.0,,785382728.73,0.33999456872675704,2020.0,2021.0,785382728.73,1052408590.87,0.33999456872675704,2020.0,2021.0,785382728.73,1052408590.87,0.33999456872675704,2020.0,2021.0,785382728.73,1052408590.87,0.5609109360638851,0.33999456872675704,,0.33999456872675704,0.33999456872675704,0.33999456872675704
688168,安博通,2019.0,2019-09-06,0.0567032583275542,0.056703258327554296,2019.0,2020.0,248731759.62,262835660.84,0.48923059165200905,2020.0,2021.0,262835660.84,391422906.7,,2018.0,2020.0,,262835660.84,0.48923059165200905,2020.0,2021.0,262835660.84,391422906.7,0.48923059165200905,2020.0,2021.0,262835660.84,391422906.7,0.056703258327554296,2019.0,2020.0,248731759.62,262835660.84,0.056703258327554296,0.48923059165200905,,0.48923059165200905,0.48923059165200905,0.056703258327554296
688188,柏楚电子,2019.0,2019-08-08,0.517876457015315,0.517876457015315,2019.0,2020.0,376070956.02,570829250.31,0.6001977827939595,2020.0,2021.0,570829250.31,913439700.7,,2018.0,2020.0,,570829250.31,0.6001977827939595,2020.0,2021.0,570829250.31,913439700.7,0.6001977827939595,2020.0,2021.0,570829250.31,913439700.7,0.517876457015315,2019.0,2020.0,376070956.02,570829250.31,0.517876457015315,0.6001977827939595,,0.6001977827939595,0.6001977827939595,0.517876457015315
688196,卓越新能,2019.0,2019-11-21,0.2347341202602495,0.2347341202602495,2019.0,2020.0,1294528037.65,1598397937.72,0.9291140924758574,2020.0,2021.0,1598397937.72,3083491987.04,,2018.0,2020.0,,1598397937.72,0.9291140924758574,2020.0,2021.0,1598397937.72,3083491987.04,0.9291140924758574,2020.0,2021.0,1598397937.72,3083491987.04,0.9291140924758574,2020.0,2021.0,1598397937.72,3083491987.04,0.2347341202602495,0.9291140924758574,,0.9291140924758574,0.9291140924758574,0.9291140924758574
688198,佰仁医疗,2019.0,2019-12-09,0.2457289374256749,0.24572893742567498,2019.0,2020.0,146033296.55,181917903.34,0.3842373623301897,2020.0,2021.0,181917903.34,251817558.68,,2018.0,2020.0,,181917903.34,0.3842373623301897,2020.0,2021.0,181917903.34,251817558.68,0.3842373623301897,2020.0,2021.0,181917903.34,251817558.68,0.3842373623301897,2020.0,2021.0,181917903.34,251817558.68,0.24572893742567498,0.3842373623301897,,0.3842373623301897,0.3842373623301897,0.3842373623301897
688199,久日新材,2019.0,2019-11-05,-0.242307534412517,-0.242307534412517,2019.0,2020.0,1334866139.24,1011418016.27,0.23831999736264697,2020.0,2021.0,1011418016.27,1252459155.24,,2018.0,2020.0,,1011418016.27,0.23831999736264697,2020.0,2021.0,1011418016.27,1252459155.24,0.23831999736264697,2020.0,2021.0,1011418016.27,1252459155.24,0.23831999736264697,2020.0,2021.0,1011418016.27,1252459155.24,-0.242307534412517,0.23831999736264697,,0.23831999736264697,0.23831999736264697,0.23831999736264697
688202,美迪西,2019.0,2019-11-05,0.4819015646063856,0.4819015646063856,2019.0,2020.0,449392825.85,665955931.75,0.7527610945106653,2020.0,2021.0,665955931.75,1167261647.83,,2018.0,2020.0,,665955931.75,0.7527610945106653,2020.0,2021.0,665955931.75,1167261647.83,0.7527610945106653,2020.0,2021.0,665955931.75,1167261647.83,0.7527610945106653,2020.0,2021.0,665955931.75,1167261647.83,0.4819015646063856,0.7527610945106653,,0.7527610945106653,0.7527610945106653,0.7527610945106653
688218,江苏北人,2019.0,2019-12-11,-0.000546526578587,-0.0005465265785870659,2019.0,2020.0,473130749.96,472872171.43,0.24225412999791582,2020.0,2021.0,472872171.43,587427407.92,,2018.0,2020.0,,472872171.43,0.24225412999791582,2020.0,2021.0,472872171.43,587427407.92,0.24225412999791582,2020.0,2021.0,472872171.43,587427407.92,0.24225412999791582,2020.0,2021.0,472872171.43,587427407.92,-0.0005465265785870659,0.24225412999791582,,0.24225412999791582,0.24225412999791582,0.24225412999791582
688258,卓易信息,2019.0,2019-12-09,-0.0677397469828682,-0.06773974698286825,2019.0,2020.0,212833556.4,198416265.14,0.19246333849221053,2020.0,2021.0,198416265.14,236604121.94,,2018.0,2020.0,,198416265.14,0.19246333849221053,2020.0,2021.0,198416265.14,236604121.94,0.19246333849221053,2020.0,2021.0,198416265.14,236604121.94,0.19246333849221053,2020.0,2021.0,198416265.14,236604121.94,-0.06773974698286825,0.19246333849221053,,0.19246333849221053,0.19246333849221053,0.19246333849221053
688268,华特气体,2019.0,2019-12-26,0.1843604143975044,0.18436041439750447,2019.0,2020.0,843990066.84,999588425.31,0.3478180807487607,2020.0,2021.0,999588425.31,1347263352.94,,2018.0,2020.0,,999588425.31,0.3478180807487607,2020.0,2021.0,999588425.31,1347263352.94,0.3478180807487607,2020.0,2021.0,999588425.31,1347263352.94,0.3478180807487607,2020.0,2021.0,999588425.31,1347263352.94,0.18436041439750447,0.3478180807487607,,0.3478180807487607,0.3478180807487607,0.3478180807487607
688288,鸿泉物联,2019.0,2019-11-06,0.4564435490341317,0.45644354903413176,2019.0,2020.0,313201966.93,456160984.28,-0.1108504200985366,2020.0,2021.0,456160984.28,405595347.54,,2018.0,2020.0,,456160984.28,-0.1108504200985366,2020.0,2021.0,456160984.28,405595347.54,-0.1108504200985366,2020.0,2021.0,456160984.28,405595347.54,-0.1108504200985366,2020.0,2021.0,456160984.28,405595347.54,0.45644354903413176,-0.1108504200985366,,-0.1108504200985366,-0.1108504200985366,-0.1108504200985366
688299,长阳科技,2019.0,2019-11-06,0.1480712468317178,0.1480712468317178,2019.0,2020.0,910261053.81,1045044542.99,0.2407969347794662,2020.0,2021.0,1045044542.99,1296688065.65,,2018.0,2020.0,,1045044542.99,0.2407969347794662,2020.0,2021.0,1045044542.99,1296688065.65,0.2407969347794662,2020.0,2021.0,1045044542.99,1296688065.65,0.2407969347794662,2020.0,2021.0,1045044542.99,1296688065.65,0.1480712468317178,0.2407969347794662,,0.2407969347794662,0.2407969347794662,0.2407969347794662
688300,联瑞新材,2019.0,2019-11-15,0.2819600618117444,0.2819600618117444,2019.0,2020.0,315301090.76,404203405.8,0.5455327337818289,2020.0,2021.0,404203405.8,624709594.77,,2018.0,2020.0,,404203405.8,0.5455327337818289,2020.0,2021.0,404203405.8,624709594.77,0.5455327337818289,2020.0,2021.0,404203405.8,624709594.77,0.5455327337818289,2020.0,2021.0,404203405.8,624709594.77,0.2819600618117444,0.5455327337818289,,0.5455327337818289,0.5455327337818289,0.5455327337818289
688310,迈得医疗,2019.0,2019-12-03,0.2558769484581198,0.2558769484581198,2019.0,2020.0,209549529.62,263168423.81,0.19895011039698474,2020.0,2021.0,263168423.81,315525810.78,,2018.0,2020.0,,263168423.81,0.19895011039698474,2020.0,2021.0,263168423.81,315525810.78,0.19895011039698474,2020.0,2021.0,263168423.81,315525810.78,0.19895011039698474,2020.0,2021.0,263168423.81,315525810.78,0.2558769484581198,0.19895011039698474,,0.19895011039698474,0.19895011039698474,0.19895011039698474
688321,微芯生物,2019.0,2019-08-12,0.5504554867463919,0.5504554867463919,2019.0,2020.0,173800400.62,269469784.74,0.5973961273072711,2020.0,2021.0,269469784.74,430449990.57,,2018.0,2020.0,,269469784.74,0.5973961273072711,2020.0,2021.0,269469784.74,430449990.57,0.5973961273072711,2020.0,2021.0,269469784.74,430449990.57,0.5504554867463919,2019.0,2020.0,173800400.62,269469784.74,0.5504554867463919,0.5973961273072711,,0.5973961273072711,0.5973961273072711,0.5504554867463919
688357,建龙微纳,2019.0,2019-12-04,0.1122687935804807,0.1122687935804807,2019.0,2020.0,405971995.48,451549981.64,0.9436291952054745,2020.0,2021.0,451549981.64,877645727.41,,2018.0,2020.0,,451549981.64,0.9436291952054745,2020.0,2021.0,451549981.64,877645727.41,0.9436291952054745,2020.0,2021.0,451549981.64,877645727.41,0.9436291952054745,2020.0,2021.0,451549981.64,877645727.41,0.1122687935804807,0.9436291952054745,,0.9436291952054745,0.9436291952054745,0.9436291952054745
688358,祥生医疗,2019.0,2019-12-03,-0.0991544367512807,-0.09915443675128076,2019.0,2020.0,369755664.61,333092749.95,0.19429760974898094,2020.0,2021.0,333092749.95,397811875.09,,2018.0,2020.0,,333092749.95,0.19429760974898094,2020.0,2021.0,333092749.95,397811875.09,0.19429760974898094,2020.0,2021.0,333092749.95,397811875.09,0.19429760974898094,2020.0,2021.0,333092749.95,397811875.09,-0.09915443675128076,0.19429760974898094,,0.19429760974898094,0.19429760974898094,0.19429760974898094
688363,华熙生物,2019.0,2019-11-06,0.3962530950599838,0.39625309505998385,2019.0,2020.0,1885570721.73,2632733956.17,0.8793291833208361,2020.0,2021.0,2632733956.17,4947773755.75,,2018.0,2020.0,,2632733956.17,0.8793291833208361,2020.0,2021.0,2632733956.17,4947773755.75,0.8793291833208361,2020.0,2021.0,2632733956.17,4947773755.75,0.8793291833208361,2020.0,2021.0,2632733956.17,4947773755.75,0.39625309505998385,0.8793291833208361,,0.8793291833208361,0.8793291833208361,0.8793291833208361
688366,昊海生科,2019.0,2019-10-30,-0.1694827001167843,-0.16948270011678435,2019.0,2020.0,1604333866.54,1332427030.95,0.3261471533042677,2020.0,2021.0,1332427030.95,1766994314.08,,2018.0,2020.0,,1332427030.95,0.3261471533042677,2020.0,2021.0,1332427030.95,1766994314.08,0.3261471533042677,2020.0,2021.0,1332427030.95,1766994314.08,0.3261471533042677,2020.0,2021.0,1332427030.95,1766994314.08,-0.16948270011678435,0.3261471533042677,,0.3261471533042677,0.3261471533042677,0.3261471533042677
688368,晶丰明源,2019.0,2019-10-14,0.2624143516455716,0.2624143516455716,2019.0,2020.0,873676944.81,1102942313.83,1.0874602005113283,2020.0,2021.0,1102942313.83,2302348183.58,,2018.0,2020.0,,1102942313.83,1.0874602005113283,2020.0,2021.0,1102942313.83,2302348183.58,1.0874602005113283,2020.0,2021.0,1102942313.83,2302348183.58,1.0874602005113283,2020.0,2021.0,1102942313.83,2302348183.58,0.2624143516455716,1.0874602005113283,,1.0874602005113283,1.0874602005113283,1.0874602005113283
688369,致远互联,2019.0,2019-10-31,0.0906717171846829,0.09067171718468296,2019.0,2020.0,699836009.29,763291342.0,0.3510296831193455,2020.0,2021.0,763291342.0,1031229259.91,,2018.0,2020.0,,763291342.0,0.3510296831193455,2020.0,2021.0,763291342.0,1031229259.91,0.3510296831193455,2020.0,2021.0,763291342.0,1031229259.91,0.3510296831193455,2020.0,2021.0,763291342.0,1031229259.91,0.09067171718468296,0.3510296831193455,,0.3510296831193455,0.3510296831193455,0.3510296831193455
688389,普门科技,2019.0,2019-11-05,0.3103763091259278,0.31037630912592784,2019.0,2020.0,422644271.27,553823040.26,0.4049741470754029,2020.0,2021.0,553823040.26,778107053.62,,2018.0,2020.0,,553823040.26,0.4049741470754029,2020.0,2021.0,553823040.26,778107053.62,0.4049741470754029,2020.0,2021.0,553823040.26,778107053.62,0.4049741470754029,2020.0,2021.0,553823040.26,778107053.62,0.31037630912592784,0.4049741470754029,,0.4049741470754029,0.4049741470754029,0.4049741470754029
688399,硕世生物,2019.0,2019-12-05,5.023935488263187,5.023935488263187,2019.0,2020.0,288794709.93,1739680701.97,0.6319295490230469,2020.0,2021.0,1739680701.97,2839036343.41,,2018.0,2020.0,,1739680701.97,0.6319295490230469,2020.0,2021.0,1739680701.97,2839036343.41,0.6319295490230469,2020.0,2021.0,1739680701.97,2839036343.41,0.6319295490230469,2020.0,2021.0,1739680701.97,2839036343.41,5.023935488263187,0.6319295490230469,,0.6319295490230469,0.6319295490230469,0.6319295490230469
688004,博汇科技,2020.0,2020-06-12,-0.0142948268218865,-0.014294826821886592,2020.0,2021.0,287865320.18,283750335.28,-0.44681428039509447,2021.0,2022.0,283750335.28,156966633.41,,2019.0,2021.0,,283750335.28,-0.44681428039509447,2021.0,2022.0,283750335.28,156966633.41,-0.014294826821886592,2020.0,2021.0,287865320.18,283750335.28,-0.014294826821886592,2020.0,2021.0,287865320.18,283750335.28,-0.014294826821886592,-0.44681428039509447,,-0.44681428039509447,-0.014294826821886592,-0.014294826821886592
688013,天臣医疗,2020.0,2020-09-28,0.3085064257751919,0.30850642577519194,2020.0,2021.0,163344281.22,213737041.59,0.0856009517297259,2021.0,2022.0,213737041.59,232033135.77,,2019.0,2021.0,,213737041.59,0.0856009517297259,2021.0,2022.0,213737041.59,232033135.77,0.0856009517297259,2021.0,2022.0,213737041.59,232033135.77,0.30850642577519194,2020.0,2021.0,163344281.22,213737041.59,0.30850642577519194,0.0856009517297259,,0.0856009517297259,0.0856009517297259,0.30850642577519194
688017,绿的谐波,2020.0,2020-08-28,1.0476979329903622,1.0476979329903622,2020.0,2021.0,216512126.89,443351434.7,0.005399594639002149,2021.0,2022.0,443351434.7,445745352.73,,2019.0,2021.0,,443351434.7,0.005399594639002149,2021.0,2022.0,443351434.7,445745352.73,0.005399594639002149,2021.0,2022.0,443351434.7,445745352.73,1.0476979329903622,2020.0,2021.0,216512126.89,443351434.7,1.0476979329903622,0.005399594639002149,,0.005399594639002149,0.005399594639002149,1.0476979329903622
688026,洁特生物,2020.0,2020-01-22,0.6979574189495765,0.6979574189495765,2020.0,2021.0,503933836.45,855658196.26,-0.2873036453159867,2021.0,2022.0,855658196.26,609824477.33,2.4572614483697173,2019.0,2021.0,247495947.02,855658196.26,0.6979574189495765,2020.0,2021.0,503933836.45,855658196.26,0.6979574189495765,2020.0,2021.0,503933836.45,855658196.26,0.6979574189495765,2020.0,2021.0,503933836.45,855658196.26,0.6979574189495765,-0.2873036453159867,2.4572614483697173,0.6979574189495765,0.6979574189495765,0.6979574189495765
688027,国盾量子,2020.0,2020-07-09,0.335495750676765,0.335495750676765,2020.0,2021.0,134147621.51,179153578.49,-0.2479776080078679,2021.0,2022.0,179153578.49,134727502.63,,2019.0,2021.0,,179153578.49,-0.2479776080078679,2021.0,2022.0,179153578.49,134727502.63,-0.2479776080078679,2021.0,2022.0,179153578.49,134727502.63,0.335495750676765,2020.0,2021.0,134147621.51,179153578.49,0.335495750676765,-0.2479776080078679,,-0.2479776080078679,-0.2479776080078679,0.335495750676765
