code,sec_name,first_trade_date,listing_year,FInvention,BHAR,FSales_Growth
688001,华兴源创,2019-07-22,2019,2.70805020110221,-0.2817390583843144,0.3337414427853776
688002,睿创微纳,2019-07-22,2019,3.610917912644224,0.7920410868215568,1.2806222865486891
688003,天准科技,2019-07-22,2019,1.0986122886681098,-0.4617137662734328,0.7818609285610669
688005,容百科技,2019-07-22,2019,2.0794415416798357,-0.4728753189792984,-0.0943063400156276
688006,杭可科技,2019-07-22,2019,0.0,0.0437645206015062,0.1369677790253365
688007,光峰科技,2019-07-22,2019,4.736198448394496,-0.4408376396716844,-0.0152917962721946
688008,澜起科技,2019-07-22,2019,2.302585092994046,0.1008392794823,0.0494499187529835
688009,中国通号,2019-07-22,2019,5.54907608489522,-0.538501843977988,-0.0365413149409877
688010,福光股份,2019-07-22,2019,3.295836866004329,-0.185128866878937,0.0131790901977993
688011,新光光电,2019-07-22,2019,1.9459101490553132,-0.4629763392691501,-0.3525254890741974
688012,中微公司,2019-07-22,2019,4.07753744390572,1.745091625760946,0.1676174390186528
688015,交控科技,2019-07-22,2019,4.8283137373023015,0.0754344393764017,0.2266626159330391
688016,心脉医疗,2019-07-22,2019,1.0986122886681098,0.9350602115496696,0.4090694767023718
688018,乐鑫科技,2019-07-22,2019,2.772588722239781,0.38562568742017,0.0975113906955617
688019,安集科技,2019-07-22,2019,2.3978952727983707,1.1892667574308462,0.479904907285538
688020,方邦股份,2019-07-22,2019,1.9459101490553132,0.0549452832001882,-0.0113376434773202
688022,瀚川智能,2019-07-22,2019,1.3862943611198906,-0.2810986446410283,0.3183508155767069
688028,沃尔德,2019-07-22,2019,1.0986122886681098,-0.1970446558845563,-0.0516924534493946
688029,南微医学,2019-07-22,2019,1.9459101490553132,1.2676751259150796,0.0144793456150873
688033,天宜上佳,2019-07-22,2019,2.5649493574615367,-0.5394627779512579,-0.2864552085953871
688066,航天宏图,2019-07-22,2019,2.772588722239781,0.050008002204636,0.4084133882994576
688088,虹软科技,2019-07-22,2019,3.044522437723423,0.0186295937947122,0.2103000906099958
688122,西部超导,2019-07-22,2019,3.1354942159291497,-0.3769850701561023,0.4610484563286332
688333,铂力特,2019-07-22,2019,2.302585092994046,0.6082882521046804,0.281048137889251
688388,嘉元科技,2019-07-22,2019,3.295836866004329,-0.1584477234787173,-0.1686461798071301
688188,柏楚电子,2019-08-08,2019,2.5649493574615367,0.1797944539923772,0.517876457015315
688321,微芯生物,2019-08-12,2019,3.044522437723423,-0.3415103176078957,0.5504554867463919
688168,安博通,2019-09-06,2019,3.1354942159291497,-0.4079737098829777,0.0567032583275542
688116,天奈科技,2019-09-25,2019,1.9459101490553132,0.0828408442138082,0.2212986578962451
688030,山石网科,2019-09-30,2019,1.791759469228055,-0.1545662332049018,0.0753340672715904
688068,热景生物,2019-09-30,2019,1.0986122886681098,-0.3795946825525315,1.4406062428665285
688139,海尔生物,2019-10-25,2019,0.0,1.4699728801226069,0.3846921144627366
688108,赛诺医疗,2019-10-30,2019,2.0794415416798357,-0.4359376188346577,-0.248887640109464
688366,昊海生科,2019-10-30,2019,2.3978952727983707,-0.2478625556022008,-0.1694827001167843
688025,杰普特,2019-10-31,2019,2.0794415416798357,-0.3725316180568043,0.5037121974921628
688369,致远互联,2019-10-31,2019,0.6931471805599453,-0.304935814148547,0.0906717171846829
688058,宝兰德,2019-11-01,2019,1.3862943611198906,-0.1773744030660071,0.2718579433669868
688023,安恒信息,2019-11-05,2019,4.6913478822291435,1.9052241373521832,0.4014053088532215
688199,久日新材,2019-11-05,2019,2.4849066497880004,-0.5869988645493464,-0.242307534412517
688202,美迪西,2019-11-05,2019,1.3862943611198906,0.7390819881006967,0.4819015646063856
688389,普门科技,2019-11-05,2019,0.6931471805599453,-0.186773972848788,0.3103763091259278
688021,奥福环保,2019-11-06,2019,1.3862943611198906,0.4950123416085481,0.1718462208652068
688299,长阳科技,2019-11-06,2019,2.1972245773362196,0.0603916700541962,0.1480712468317178
688363,华熙生物,2019-11-06,2019,2.3978952727983707,0.6218835644124716,0.3962530950599838
688101,三达膜,2019-11-15,2019,1.0986122886681098,-0.5055510142349601,0.1811816557706367
688300,联瑞新材,2019-11-15,2019,0.6931471805599453,-0.136308142476798,0.2819600618117444
688111,金山办公,2019-11-18,2019,2.8903717578961645,1.2781136401455002,0.4314269649018023
688138,清溢光电,2019-11-20,2019,1.0986122886681098,0.0382420150852427,0.0157232104988585
688196,卓越新能,2019-11-21,2019,0.0,-0.2234614131944967,0.2347341202602495
688310,迈得医疗,2019-12-03,2019,0.0,-0.3522277685729463,0.2558769484581198
