metric,glm_mean,codex_mean,paper_mean,glm_median,codex_median
Summary_len_proxy,122.16890080428955,131.09383378016085,132.678,122.0,131.0
Redundancy_chunk_proxy,34.87260601629529,30.6654936575048,32.176,31.904,
Relevant_score,1.9827760558381649,2.300259222680258,,1.7592592592592593,2.3461538461538463
