chunk_n,firm_n,loss_all,chunk_Chunk_num,chunk_Text_len,chunk_Summary_len,chunk_Redundancy_chunk,firm_lnN_tech,firm_Redundancy,Chunk_num_mean,Chunk_num_std,Chunk_num_p25,Chunk_num_median,Chunk_num_p75,Chunk_num_min,Chunk_num_max,Text_len_mean,Text_len_std,Text_len_p25,Text_len_median,Text_len_p75,Text_len_min,Text_len_max,Summary_len_mean,Summary_len_std,Summary_len_p25,Summary_len_median,Summary_len_p75,Summary_len_min,Summary_len_max,Redundancy_chunk_mean,Redundancy_chunk_std,Redundancy_chunk_p25,Redundancy_chunk_median,Redundancy_chunk_p75,Redundancy_chunk_min,Redundancy_chunk_max,lnN_tech_mean,lnN_tech_std,lnN_tech_p25,lnN_tech_median,lnN_tech_p75,lnN_tech_min,lnN_tech_max,Redundancy_mean,Redundancy_std,Redundancy_p25,Redundancy_median,Redundancy_p75,Redundancy_min,Redundancy_max,key,unit,process,threshold,summary_floor,red_winsor,firm_len_mode
804,50,0.06132325919177899,0.056990060339389935,0.006590211969955515,0.06805006270541832,0.060092785527185576,0.11488056421741732,0.0613358703913072,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3877.7375621890546,352.31187295163966,3892.0,3967.0,3990.0,1511.0,5363.0,127.34203980099502,44.31868260355308,103.0,121.0,143.0,50.0,500.0,33.48248718298161,10.981213925853387,26.769449806949808,32.11290322580645,37.67067532224921,7.984,75.79338882722901,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,30.215033226938154,2.9739550197422977,28.244589554488424,30.729144158750998,32.11852463726993,22.355721393034827,36.13526301141108,proxy|merge_short_tail|1500|floor50|0.99|processed_text_sum,proxy,merge_short_tail,1500,50,0.99,processed_text_sum
804,50,0.06134412906274345,0.056990060339389935,0.006590211969955515,0.06805006270541832,0.060092785527185576,0.11489115280394317,0.06145050103056813,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3877.7375621890546,352.31187295163966,3892.0,3967.0,3990.0,1511.0,5363.0,127.34203980099502,44.31868260355308,103.0,121.0,143.0,50.0,500.0,33.48248718298161,10.981213925853387,26.769449806949808,32.11290322580645,37.67067532224921,7.984,75.79338882722901,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,30.21785443221641,2.9745368053902985,28.24715394400885,30.731327696797614,32.12116665572242,22.35820895522388,36.14110770943501,proxy|merge_short_tail|1500|floor50|0.99|original_section,proxy,merge_short_tail,1500,50,0.99,original_section
794,50,0.06197866812476701,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.10267468979159547,0.11488056421741732,0.03971124589521509,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.53175534860241,8.219664476787191,26.939564564564566,32.11290322580645,37.67240332523818,7.984,49.9875,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,29.955338612294035,2.762257334897055,28.020677573893288,30.666670163952773,31.86091965363017,22.355721393034827,34.9175911251981,proxy|merge_short_tail|2000|floor80|none|processed_text_sum,proxy,merge_short_tail,2000,80,none,processed_text_sum
794,50,0.06198646839593018,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.10272149141857448,0.11488056421741732,0.03971124589521509,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.53018481963517,8.216347013354374,26.939564564564566,32.11290322580645,37.67240332523818,7.984,49.778499999999994,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,29.955338612294035,2.762257334897055,28.020677573893288,30.666670163952773,31.86091965363017,22.355721393034827,34.9175911251981,proxy|merge_short_tail|2000|floor80|0.99|processed_text_sum,proxy,merge_short_tail,2000,80,0.99,processed_text_sum
794,50,0.06200132738063628,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.10267468979159547,0.11489115280394317,0.03983661284390492,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.53175534860241,8.219664476787191,26.939564564564566,32.11290322580645,37.67240332523818,7.984,49.9875,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,29.958129079040432,2.7627513359927485,28.022902066220425,30.670123296821664,31.865304842645763,22.35820895522388,34.92234548335975,proxy|merge_short_tail|2000|floor80|none|original_section,proxy,merge_short_tail,2000,80,none,original_section
794,50,0.06200912765179946,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.10272149141857448,0.11489115280394317,0.03983661284390492,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.53018481963517,8.216347013354374,26.939564564564566,32.11290322580645,37.67240332523818,7.984,49.778499999999994,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,29.958129079040432,2.7627513359927485,28.022902066220425,30.670123296821664,31.865304842645763,22.35820895522388,34.92234548335975,proxy|merge_short_tail|2000|floor80|0.99|original_section,proxy,merge_short_tail,2000,80,0.99,original_section
794,50,0.06202698395612433,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.1029645847797394,0.11488056421741732,0.03971124589521509,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.52185295565531,8.199052144768183,26.939564564564566,32.11290322580645,37.67240332523818,7.984,49.354375,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,29.955338612294035,2.762257334897055,28.020677573893288,30.666670163952773,31.86091965363017,22.355721393034827,34.9175911251981,proxy|merge_short_tail|2000|floor80|0.975|processed_text_sum,proxy,merge_short_tail,2000,80,0.975,processed_text_sum
804,50,0.06204013706541585,0.056990060339389935,0.012749121145752579,0.05943673115622818,0.0661478276368275,0.12046400250567549,0.05645307960862143,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3861.0037313432836,324.1853185803931,3891.75,3966.0,3989.0,1511.0,3999.0,125.5136815920398,41.41192471644379,102.75,120.0,142.0,50.0,500.0,33.6959513152625,11.053858382318992,27.18738077769626,32.457150473144075,37.711383268924756,7.984,79.92,10.920182927494151,0.5547335567631574,10.767869339170002,11.000570968633523,11.187490641631266,8.798152718107191,11.828969021222068,30.528174261715723,2.8004753240845215,28.804122716094547,31.028593831837057,32.11852463726993,24.98867924528302,36.797832905617334,proxy|drop_any_short|1500|floor50|none|processed_text_sum,proxy,drop_any_short,1500,50,none,processed_text_sum
804,50,0.06204013706541585,0.056990060339389935,0.012749121145752579,0.05943673115622818,0.0661478276368275,0.12046400250567549,0.05645307960862143,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3861.0037313432836,324.1853185803931,3891.75,3966.0,3989.0,1511.0,3999.0,125.5136815920398,41.41192471644379,102.75,120.0,142.0,50.0,500.0,33.6959513152625,11.053858382318992,27.18738077769626,32.457150473144075,37.711383268924756,7.984,79.92,10.920182927494151,0.5547335567631574,10.767869339170002,11.000570968633523,11.187490641631266,8.798152718107191,11.828969021222068,30.528174261715723,2.8004753240845215,28.804122716094547,31.028593831837057,32.11852463726993,24.98867924528302,36.797832905617334,proxy|drop_short_tail|1500|floor50|none|processed_text_sum,proxy,drop_short_tail,1500,50,none,processed_text_sum
794,50,0.062049643211993605,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.1029645847797394,0.11489115280394317,0.03983661284390492,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.52185295565531,8.199052144768183,26.939564564564566,32.11290322580645,37.67240332523818,7.984,49.354375,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,29.958129079040432,2.7627513359927485,28.022902066220425,30.670123296821664,31.865304842645763,22.35820895522388,34.92234548335975,proxy|merge_short_tail|2000|floor80|0.975|original_section,proxy,merge_short_tail,2000,80,0.975,original_section
794,50,0.062120267044927874,0.04350595542721959,0.008777963373777387,0.07316075801025732,0.07106049084958843,0.11488056421741732,0.0613358703913072,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,128.94584382871537,46.06356526035653,103.0,121.0,144.0,50.0,500.0,33.44732466283588,10.407614844684892,26.939564564564566,32.11290322580645,37.67240332523818,7.984,67.75499999999995,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,30.215033226938154,2.9739550197422977,28.244589554488424,30.729144158750998,32.11852463726993,22.355721393034827,36.13526301141108,proxy|merge_short_tail|2000|floor50|0.975|processed_text_sum,proxy,merge_short_tail,2000,50,0.975,processed_text_sum
794,50,0.06214113691589234,0.04350595542721959,0.008777963373777387,0.07316075801025732,0.07106049084958843,0.11489115280394317,0.06145050103056813,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,128.94584382871537,46.06356526035653,103.0,121.0,144.0,50.0,500.0,33.44732466283588,10.407614844684892,26.939564564564566,32.11290322580645,37.67240332523818,7.984,67.75499999999995,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,30.21785443221641,2.9745368053902985,28.24715394400885,30.731327696797614,32.12116665572242,22.35820895522388,36.14110770943501,proxy|merge_short_tail|2000|floor50|0.975|original_section,proxy,merge_short_tail,2000,50,0.975,original_section
794,50,0.06216652862817538,0.04350595542721959,0.008777963373777387,0.07059334083073428,0.07737935770134083,0.11488056421741732,0.057861990218562864,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,129.21284634760704,45.63400964219866,103.0,121.0,144.0,60.0,500.0,33.301901144280755,9.983998079045561,26.939564564564566,32.11290322580645,37.67240332523818,7.984,66.65,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,30.16495833798612,2.9328032112973537,28.244589554488424,30.729144158750998,32.11852463726993,22.355721393034827,35.85584092792046,proxy|merge_short_tail|2000|floor60|none|processed_text_sum,proxy,merge_short_tail,2000,60,none,processed_text_sum
794,50,0.06218714435073056,0.04350595542721959,0.008777963373777387,0.07059334083073428,0.07737935770134083,0.11489115280394317,0.05797509596736811,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,129.21284634760704,45.63400964219866,103.0,121.0,144.0,60.0,500.0,33.301901144280755,9.983998079045561,26.939564564564566,32.11290322580645,37.67240332523818,7.984,66.65,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,30.167773382158433,2.9333655019622924,28.24715394400885,30.731327696797614,32.12116665572242,22.35820895522388,35.861640430820216,proxy|merge_short_tail|2000|floor60|none|original_section,proxy,merge_short_tail,2000,60,none,original_section
794,50,0.062196593770725415,0.04350595542721959,0.008777963373777387,0.07059334083073428,0.07755974855664108,0.11488056421741732,0.057861990218562864,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,129.21284634760704,45.63400964219866,103.0,121.0,144.0,60.0,500.0,33.2983125632564,9.97210991149186,26.939564564564566,32.11290322580645,37.67240332523818,7.984,66.11049999999999,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,30.16495833798612,2.9328032112973537,28.244589554488424,30.729144158750998,32.11852463726993,22.355721393034827,35.85584092792046,proxy|merge_short_tail|2000|floor60|0.99|processed_text_sum,proxy,merge_short_tail,2000,60,0.99,processed_text_sum
794,50,0.0622172094932806,0.04350595542721959,0.008777963373777387,0.07059334083073428,0.07755974855664108,0.11489115280394317,0.05797509596736811,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,129.21284634760704,45.63400964219866,103.0,121.0,144.0,60.0,500.0,33.2983125632564,9.97210991149186,26.939564564564566,32.11290322580645,37.67240332523818,7.984,66.11049999999999,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,30.167773382158433,2.9333655019622924,28.24715394400885,30.731327696797614,32.12116665572242,22.35820895522388,35.861640430820216,proxy|merge_short_tail|2000|floor60|0.99|original_section,proxy,merge_short_tail,2000,60,0.99,original_section
794,50,0.06228150338662505,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.1044917013627437,0.11488056421741732,0.03971124589521509,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.46638661187508,8.089266089206864,26.939564564564566,32.11290322580645,37.67240332523818,7.984,47.967499999999994,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,29.955338612294035,2.762257334897055,28.020677573893288,30.666670163952773,31.86091965363017,22.355721393034827,34.9175911251981,proxy|merge_short_tail|2000|floor80|0.95|processed_text_sum,proxy,merge_short_tail,2000,80,0.95,processed_text_sum
794,50,0.062304162642494325,0.04350595542721959,0.008777963373777387,0.06232159004337721,0.1044917013627437,0.11489115280394317,0.03983661284390492,18.876574307304786,7.484991648455428,13.0,17.0,23.0,2.0,35.0,3926.5755667506296,336.97548746170946,3901.25,3968.0,3990.75,2025.0,5976.0,130.2418136020151,44.300526639251395,103.0,121.0,144.0,80.0,500.0,32.46638661187508,8.089266089206864,26.939564564564566,32.11290322580645,37.67240332523818,7.984,47.967499999999994,10.927058231808044,0.5451209233575225,10.76794748729387,11.002859972278742,11.187608205278961,8.798152718107191,11.83570437445944,29.958129079040432,2.7627513359927485,28.022902066220425,30.670123296821664,31.865304842645763,22.35820895522388,34.92234548335975,proxy|merge_short_tail|2000|floor80|0.95|original_section,proxy,merge_short_tail,2000,80,0.95,original_section
804,50,0.06239478601218466,0.056990060339389935,0.006590211969955515,0.057232968475981486,0.09896366517514853,0.11488056421741732,0.03971124589521509,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3877.7375621890546,352.31187295163966,3892.0,3967.0,3990.0,1511.0,5363.0,128.6218905472637,42.555202662328384,103.0,121.0,143.0,80.0,500.0,32.433654228171505,8.319076983682281,26.769449806949808,32.11290322580645,37.67067532224921,7.984,49.9875,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,29.955338612294035,2.762257334897055,28.020677573893288,30.666670163952773,31.86091965363017,22.355721393034827,34.9175911251981,proxy|merge_short_tail|1500|floor80|none|processed_text_sum,proxy,merge_short_tail,1500,80,none,processed_text_sum
804,50,0.062402600449472274,0.056990060339389935,0.006590211969955515,0.057232968475981486,0.09901055179887422,0.11488056421741732,0.03971124589521509,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3877.7375621890546,352.31187295163966,3892.0,3967.0,3990.0,1511.0,5363.0,128.6218905472637,42.555202662328384,103.0,121.0,143.0,80.0,500.0,32.43206840727598,8.315748960404134,26.769449806949808,32.11290322580645,37.67067532224921,7.984,49.775,10.92696576782062,0.5451088963306822,10.767869339170002,11.002759490042893,11.187490641631266,8.798152718107191,11.835595748469478,29.955338612294035,2.762257334897055,28.020677573893288,30.666670163952773,31.86091965363017,22.355721393034827,34.9175911251981,proxy|merge_short_tail|1500|floor80|0.99|processed_text_sum,proxy,merge_short_tail,1500,80,0.99,processed_text_sum
804,50,0.062402998626748404,0.056990060339389935,0.012749121145752579,0.05943673115622818,0.06832499700482289,0.12046400250567549,0.05645307960862143,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3861.0037313432836,324.1853185803931,3891.75,3966.0,3989.0,1511.0,3999.0,125.5136815920398,41.41192471644379,102.75,120.0,142.0,50.0,500.0,33.66087243202423,10.913379131221191,27.18738077769626,32.457150473144075,37.711383268924756,7.984,75.79338882722901,10.920182927494151,0.5547335567631574,10.767869339170002,11.000570968633523,11.187490641631266,8.798152718107191,11.828969021222068,30.528174261715723,2.8004753240845215,28.804122716094547,31.028593831837057,32.11852463726993,24.98867924528302,36.797832905617334,proxy|drop_short_tail|1500|floor50|0.99|processed_text_sum,proxy,drop_short_tail,1500,50,0.99,processed_text_sum
804,50,0.062402998626748404,0.056990060339389935,0.012749121145752579,0.05943673115622818,0.06832499700482289,0.12046400250567549,0.05645307960862143,18.987562189054728,7.376030280053572,14.0,17.0,23.0,2.0,35.0,3861.0037313432836,324.1853185803931,3891.75,3966.0,3989.0,1511.0,3999.0,125.5136815920398,41.41192471644379,102.75,120.0,142.0,50.0,500.0,33.66087243202423,10.913379131221191,27.18738077769626,32.457150473144075,37.711383268924756,7.984,75.79338882722901,10.920182927494151,0.5547335567631574,10.767869339170002,11.000570968633523,11.187490641631266,8.798152718107191,11.828969021222068,30.528174261715723,2.8004753240845215,28.804122716094547,31.028593831837057,32.11852463726993,24.98867924528302,36.797832905617334,proxy|drop_any_short|1500|floor50|0.99|processed_text_sum,proxy,drop_any_short,1500,50,0.99,processed_text_sum
