code,sec_code,sec_name,first_trade_date,listing_year,chunk_count,FInvention,BHAR,FSales_Growth
688348,688348,昱能科技,2022-06-08,2022,12,1.6094379124341005,-0.2365812012719222,0.0610796170602654
688047,688047,龙芯中科,2022-06-24,2022,8,4.454347296253507,0.1837224515752242,-0.3153875246823346
688297,688297,中无人机,2022-06-29,2022,12,1.3862943611198906,-0.2299479053148198,-0.0393568011961883
688237,688237,超卓航科,2022-07-01,2022,10,1.9459101490553132,-0.4646372922021627,0.9338249841703288
688400,688400,凌云光,2022-07-06,2022,17,4.0943445622221,-0.2315900516098215,-0.0392362404294318
688322,688322,奥比中光,2022-07-07,2022,4,4.48863636973214,-0.2256510071009039,0.0284468291278247
688053,688053,思科瑞,2022-07-08,2022,14,2.70805020110221,0.019742664819504,-0.1375173509869605
688353,688353,华盛锂电,2022-07-13,2022,12,2.6390573296152584,-0.6288807562321874,-0.3908942868640501
688332,688332,中科蓝讯,2022-07-15,2022,12,2.302585092994046,0.0174395509544063,0.3398333100044268
688231,688231,隆达股份,2022-07-22,2022,17,2.5649493574615367,-0.3329391121508418,0.2690905981328408
688130,688130,晶华微,2022-07-29,2022,10,1.3862943611198906,-0.220436022061202,0.1419463994659434
688371,688371,菲沃泰,2022-08-02,2022,14,4.127134385045092,-0.2893842830871305,-0.2190659218185838
688373,688373,盟科药业,2022-08-05,2022,17,1.0986122886681098,-0.3060984062284512,0.8830639105862003
688380,688380,中微半导,2022-08-05,2022,9,2.1972245773362196,-0.424519097216634,0.1205665145391237
688205,688205,德科立,2022-08-09,2022,12,2.4849066497880004,0.0268624298404076,0.1460829260479874
688273,688273,麦澜德,2022-08-11,2022,9,2.0794415416798357,-0.0872718465558993,-0.0956903563035195
688041,688041,海光信息,2022-08-12,2022,9,5.84354441703136,-0.0131443658939276,0.1730119345321268
688203,688203,海正生材,2022-08-16,2022,20,1.6094379124341005,-0.240137006754737,0.2442626778336093
688401,688401,路维光电,2022-08-17,2022,13,1.3862943611198906,-0.1461963052032663,0.0505938279047946
688292,688292,浩瀚深度,2022-08-18,2022,14,2.302585092994046,0.8400721414649196,0.1585139780151984
688403,688403,汇成股份,2022-08-18,2022,10,1.9459101490553132,-0.2789701849952971,0.31781975105342
688271,688271,联影医疗,2022-08-22,2022,21,6.593044534142437,-0.3224404206200514,0.2351822953598412
688381,688381,帝奥微,2022-08-23,2022,13,2.833213344056216,-0.3327944367606027,-0.2396168423487928
688247,688247,宣泰医药,2022-08-25,2022,19,0.6931471805599453,-0.1733504438883202,0.2112956121732756
688370,688370,丛麟科技,2022-08-25,2022,17,1.791759469228055,-0.1346459332218933,-0.1341504664502937
688439,688439,振华风光,2022-08-26,2022,8,2.772588722239781,-0.0190465748736524,0.6653841210479737
688416,688416,恒烁股份,2022-08-29,2022,14,2.0794415416798357,0.3000709704247879,-0.2941276389562112
688351,688351,微电生理,2022-08-31,2022,13,2.9444389791664403,0.50678375294545,0.2645536252648318
688114,688114,华大智造,2022-09-09,2022,10,4.77912349311153,-0.2887503406270111,-0.3118980140309661
688391,688391,钜泉科技,2022-09-13,2022,17,1.9459101490553132,-0.4330362890016105,-0.150525978885961
688035,688035,德邦科技,2022-09-19,2022,13,3.1780538303479458,-0.3510459252488105,0.003720787561921
