code,sec_name_csmar,company_name_csmar,list_date_csmar,list_year_csmar,prospectus_publish_date_csmar,prospectus_sign_date_csmar,issue_price,gross_proceeds,issue_fee,sponsor,Listexg,Nindcd,Nindnme,IndustryCodeC,IndustryNameC,sec_name,first_trade_date,listing_year,Redundancy,BHAR,FSales_Growth,FInvention,_merge,in_csmar_star_ipo_2019_2023,in_current_x_master,valid_overlap,list_year_compare
688688,,,,,,,,,,,,,,,,蚂蚁集团,,,26.700404858299596,,,,right_only,False,True,False,
688717,,,,,,,,,,,,,,,,艾罗能源,,,29.86850574712644,,,,right_only,False,True,False,
