sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,pdf_url,download_status,pdf_file,txt_file,section_status,section_file,section_start_char,section_end_char,full_text_chars,tech_text_chars,tech_text_compact_chars,chunk_count,source_run_name,section_extraction_method,ocr_pdf_start_page,ocr_pdf_end_page,ocr_dpi,source_chunk_count,token_mode,max_units,tech_text_token_proxy,chunk_count_token_proxy,source_section_file,normalization_mode,tokenizer,max_tokens,tech_text_glm4_tokens,lnN_tech_glm4,year
688206,概伦电子,1211981251,概伦电子首次公开发行股票并在科创板上市招股说明书,2021-12-22,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-12-22/1211981251.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-12-22_688206_概伦电子_1211981251_概伦电子首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-12-22_688206_概伦电子_1211981251_概伦电子首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688206_1211981251_business_technology.txt,85309.0,150654.0,617392,60291,56345,9,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,33551,8,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688206_1211981251_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,33551,10.420821948214943,2021
688685,迈信林,1209935660,迈信林首次公开发行股票并在科创板上市招股说明书,2021-05-07,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-05-07/1209935660.PDF,ok,data/raw/cninfo_ipo_prospectus_star_batch005_20260702/raw_pdf/2021-05-07_688685_迈信林_1209935660_迈信林首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_batch005_20260702/text/2021-05-07_688685_迈信林_1209935660_迈信林首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688685_1209935660_business_technology.txt,78675.0,160177.0,507159,74677,69770,12,star_batch005_20260702,,,,,21.0,glm4_dewrap_join,4000,44859,10,results/star_token_proxy_250_late50_20260702/business_technology_text/688685_1209935660_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,44859,10.711279516251953,2021
688621,阳光诺和,1210239031,阳光诺和首次公开发行股票并在科创板上市招股说明书,2021-06-16,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-06-16/1210239031.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-06-16_688621_阳光诺和_1210239031_阳光诺和首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-06-16_688621_阳光诺和_1210239031_阳光诺和首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688621_1210239031_business_technology.txt,123900.0,221890.0,628602,89468,83713,14,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,51669,12,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688621_1210239031_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,51669,10.852613267503855,2021
688786,悦安新材,1210794328,悦安新材首次公开发行股票并在科创板上市招股说明书,2021-08-20,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-08-20/1210794328.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-08-20_688786_悦安新材_1210794328_悦安新材首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-08-20_688786_悦安新材_1210794328_悦安新材首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688786_1210794328_business_technology.txt,75860.0,176345.0,625966,90995,83723,15,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,56799,12,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688786_1210794328_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,56799,10.947273998920458,2021
688038,中科通达,1210429108,中科通达首次公开发行股票并在科创板上市招股说明书,2021-07-07,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-07-07/1210429108.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-07-07_688038_中科通达_1210429108_中科通达首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-07-07_688038_中科通达_1210429108_中科通达首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688038_1210429108_business_technology.txt,92055.0,207012.0,582759,105695,98758,16,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,61026,13,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688038_1210429108_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,61026,11.019055281853651,2021
688667,菱电电控,1209338347,菱电电控首次公开发行股票并在科创板上市招股说明书,2021-03-05,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-03-05/1209338347.PDF,ok,data/raw/cninfo_ipo_prospectus_star_batch005_20260702/raw_pdf/2021-03-05_688667_菱电电控_1209338347_菱电电控首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_batch005_20260702/text/2021-03-05_688667_菱电电控_1209338347_菱电电控首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688667_1209338347_business_technology.txt,73930.0,187969.0,622069,103057,95076,16,star_batch005_20260702,,,,,30.0,glm4_dewrap_join,4000,61276,13,results/star_token_proxy_250_late50_20260702/business_technology_text/688667_1209338347_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,61276,11.023143528132588,2021
688105,诺唯赞,1211530535,诺唯赞首次公开发行股票并在科创板上市招股说明书,2021-11-09,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-11-09/1211530535.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-11-09_688105_诺唯赞_1211530535_诺唯赞首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-11-09_688105_诺唯赞_1211530535_诺唯赞首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688105_1211530535_business_technology.txt,114687.0,236761.0,740837,109186,101219,18,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,66108,14,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688105_1211530535_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,66108,11.099045047260717,2021
688216,气派科技,1210253691,气派科技首次公开发行股票并在科创板上市招股说明书,2021-06-17,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-06-17/1210253691.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-06-17_688216_气派科技_1210253691_气派科技首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-06-17_688216_气派科技_1210253691_气派科技首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688216_1210253691_business_technology.txt,87431.0,216749.0,809716,117981,108284,19,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,72681,15,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688216_1210253691_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,72681,11.193835281358767,2021
688070,纵横股份,1209239096,纵横股份首次公开发行股票并在科创板上市招股说明书,2021-02-04,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-02-04/1209239096.PDF,ok,data/raw/cninfo_ipo_prospectus_star_batch005_20260702/raw_pdf/2021-02-04_688070_纵横股份_1209239096_纵横股份首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_batch005_20260702/text/2021-02-04_688070_纵横股份_1209239096_纵横股份首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688070_1209239096_business_technology.txt,80163.0,223111.0,729879,134042,124251,20,star_batch005_20260702,,,,,38.0,glm4_dewrap_join,4000,78154,17,results/star_token_proxy_250_late50_20260702/business_technology_text/688070_1209239096_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,78154,11.266436518161028,2021
688799,华纳药厂,1210429118,华纳药厂首次公开发行股票并在科创板上市招股说明书,2021-07-07,final_prospectus,https://static.cninfo.com.cn/finalpage/2021-07-07/1210429118.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2021-07-07_688799_华纳药厂_1210429118_华纳药厂首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2021-07-07_688799_华纳药厂_1210429118_华纳药厂首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688799_1210429118_business_technology.txt,90116.0,294936.0,959854,185601,169731,31,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,118421,23,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688799_1210429118_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,118421,11.68200135056962,2021
688376,美埃科技,1215099200,美埃科技首次公开发行股票并在科创板上市招股说明书,2022-11-14,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-11-14/1215099200.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-11-14_688376_美埃科技_1215099200_美埃科技首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-11-14_688376_美埃科技_1215099200_美埃科技首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688376_1215099200_business_technology.txt,122964.0,136097.0,784697,11606,11003,2,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,6622,2,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688376_1215099200_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6622,8.798152718107191,2022
688234,天岳先进,1212110958,天岳先进首次公开发行股票并在科创板上市招股说明书,2022-01-07,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-01-07/1212110958.PDF,ok,data/raw/cninfo_ipo_prospectus_star_late2022_batch006_20260702/raw_pdf/2022-01-07_688234_天岳先进_1212110958_天岳先进首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_late2022_batch006_20260702/text/2022-01-07_688234_天岳先进_1212110958_天岳先进首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688234_1212110958_business_technology.txt,102081.0,163581.0,506851,56603,52596,9,star_late2022_batch006_20260702,,,,,16.0,glm4_dewrap_join,4000,34806,7,results/star_token_proxy_250_late50_20260702/business_technology_text/688234_1212110958_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,34806,10.45754506469412,2022
688293,奥浦迈,1214449566,奥浦迈首次公开发行股票并在科创板上市招股说明书,2022-08-30,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-08-30/1214449566.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-08-30_688293_奥浦迈_1214449566_奥浦迈首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-08-30_688293_奥浦迈_1214449566_奥浦迈首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688293_1214449566_business_technology.txt,111242.0,191328.0,598991,72174,66142,11,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,42861,9,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688293_1214449566_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,42861,10.665717600533268,2022
688375,国博电子,1214044112,国博电子首次公开发行股票并在科创板上市招股说明书,2022-07-15,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-07-15/1214044112.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-07-15_688375_国博电子_1214044112_国博电子首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-07-15_688375_国博电子_1214044112_国博电子首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688375_1214044112_business_technology.txt,102754.0,189141.0,561578,78402,72131,12,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,46577,10,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688375_1214044112_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,46577,10.748862136040046,2022
688172,燕东微,1215333346,燕东微首次公开发行股票并在科创板上市招股说明书,2022-12-13,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-12-13/1215333346.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-12-13_688172_燕东微_1215333346_燕东微首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-12-13_688172_燕东微_1215333346_燕东微首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688172_1215333346_business_technology.txt,134985.0,226424.0,790368,83956,76063,13,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,50646,11,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688172_1215333346_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,50646,10.832615533211776,2022
688283,坤恒顺维,1212332787,坤恒顺维首次公开发行股票并在科创板上市招股说明书,2022-02-10,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-02-10/1212332787.PDF,ok,data/raw/cninfo_ipo_prospectus_star_late2022_batch006_20260702/raw_pdf/2022-02-10_688283_坤恒顺维_1212332787_坤恒顺维首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_late2022_batch006_20260702/text/2022-02-10_688283_坤恒顺维_1212332787_坤恒顺维首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688283_1212332787_business_technology.txt,78092.0,171261.0,562270,83955,78056,13,star_late2022_batch006_20260702,,,,,26.0,glm4_dewrap_join,4000,50750,11,results/star_token_proxy_250_late50_20260702/business_technology_text/688283_1212332787_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,50750,10.834666896904034,2022
688392,骄成超声,1214636269,骄成超声首次公开发行股票并在科创板上市招股说明书,2022-09-21,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-09-21/1214636269.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-09-21_688392_骄成超声_1214636269_骄成超声首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-09-21_688392_骄成超声_1214636269_骄成超声首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688392_1214636269_business_technology.txt,83888.0,189751.0,615462,97003,91924,15,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,56668,12,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688392_1214636269_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,56668,10.94496495649924,2022
688150,莱特光电,1212557851,莱特光电首次公开发行股票并在科创板上市招股说明书,2022-03-14,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-03-14/1212557851.PDF,ok,data/raw/cninfo_ipo_prospectus_star_late2022_batch006_20260702/raw_pdf/2022-03-14_688150_莱特光电_1212557851_莱特光电首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_late2022_batch006_20260702/text/2022-03-14_688150_莱特光电_1212557851_莱特光电首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688150_1212557851_business_technology.txt,138740.0,252678.0,840448,103699,94009,16,star_late2022_batch006_20260702,,,,,30.0,glm4_dewrap_join,4000,62032,13,results/star_token_proxy_250_late50_20260702/business_technology_text/688150_1212557851_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,62032,11.03540565991071,2022
688073,毕得医药,1214704181,毕得医药首次公开发行股票并在科创板上市招股说明书,2022-09-29,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-09-29/1214704181.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-09-29_688073_毕得医药_1214704181_毕得医药首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-09-29_688073_毕得医药_1214704181_毕得医药首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688073_1214704181_business_technology.txt,103090.0,228236.0,596698,115120,108764,18,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,68735,15,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688073_1214704181_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,68735,11.13801380990552,2022
688349,三一重能,1213733236,三一重能首次公开发行股票并在科创板上市招股说明书,2022-06-17,final_prospectus,https://static.cninfo.com.cn/finalpage/2022-06-17/1213733236.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2022-06-17_688349_三一重能_1213733236_三一重能首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2022-06-17_688349_三一重能_1213733236_三一重能首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688349_1213733236_business_technology.txt,137601.0,364466.0,1230462,207298,181382,35,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,129855,25,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688349_1213733236_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,129855,11.774173722317984,2022
688450,光格科技,1217323906,光格科技首次公开发行股票并在科创板上市招股说明书,2023-07-19,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-07-19/1217323906.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2023-07-19_688450_光格科技_1217323906_光格科技首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2023-07-19_688450_光格科技_1217323906_光格科技首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688450_1217323906_business_technology.txt,79784.0,96963.0,626444,15788,15287,3,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,8988,2,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688450_1217323906_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,8988,9.10364563330522,2023
688548,广钢气体,1217501793,广钢气体首次公开发行股票并在科创板上市招股说明书,2023-08-10,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-08-10/1217501793.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2023-08-10_688548_广钢气体_1217501793_广钢气体首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2023-08-10_688548_广钢气体_1217501793_广钢气体首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688548_1217501793_business_technology.txt,80492.0,143374.0,513816,57058,53128,9,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,34193,7,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688548_1217501793_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,34193,10.439776223738647,2023
688469,中芯集成,1216748225,中芯集成首次公开发行股票并在科创板上市招股说明书,2023-05-05,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-05-05/1216748225.PDF,ok,data/raw/cninfo_ipo_prospectus_star_late2023_batch007_20260702/raw_pdf/2023-05-05_688469_中芯集成_1216748225_中芯集成首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_late2023_batch007_20260702/text/2023-05-05_688469_中芯集成_1216748225_中芯集成首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688469_1216748225_business_technology.txt,115958.0,189997.0,505661,68264,62414,11,star_late2023_batch007_20260702,,,,,20.0,glm4_dewrap_join,4000,40759,9,results/star_token_proxy_250_late50_20260702/business_technology_text/688469_1216748225_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,40759,10.615431953178978,2023
688433,华曙高科,1216371320,华曙高科首次公开发行股票并在科创板上市招股说明书,2023-04-11,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-04-11/1216371320.PDF,ok,data/raw/cninfo_ipo_prospectus_star_late2023_batch007_20260702/raw_pdf/2023-04-11_688433_华曙高科_1216371320_华曙高科首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_late2023_batch007_20260702/text/2023-04-11_688433_华曙高科_1216371320_华曙高科首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688433_1216371320_business_technology.txt,88876.0,172346.0,647717,76210,69366,12,star_late2023_batch007_20260702,,,,,22.0,glm4_dewrap_join,4000,45362,10,results/star_token_proxy_250_late50_20260702/business_technology_text/688433_1216371320_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,45362,10.722430029140382,2023
688720,艾森股份,1218484952,艾森股份首次公开发行股票并在科创板上市招股说明书,2023-12-01,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-12-01/1218484952.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2023-12-01_688720_艾森股份_1218484952_艾森股份首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2023-12-01_688720_艾森股份_1218484952_艾森股份首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688720_1218484952_business_technology.txt,82121.0,170986.0,558080,80585,74471,13,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,50272,10,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688720_1218484952_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,50272,10.825203541055348,2023
688693,锴威特,1217524556,锴威特首次公开发行股票并在科创板上市招股说明书,2023-08-14,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-08-14/1217524556.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2023-08-14_688693_锴威特_1217524556_锴威特首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2023-08-14_688693_锴威特_1217524556_锴威特首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688693_1217524556_business_technology.txt,85715.0,176145.0,587530,82885,75503,13,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,50357,10,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688693_1217524556_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,50357,10.82689291529569,2023
688472,阿特斯,1216994275,阿特斯首次公开发行股票并在科创板上市招股说明书,2023-06-06,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-06-06/1216994275.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2023-06-06_688472_阿特斯_1216994275_阿特斯首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2023-06-06_688472_阿特斯_1216994275_阿特斯首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688472_1216994275_business_technology.txt,144636.0,245231.0,1885147,92071,83456,14,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,54002,12,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688472_1216994275_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,54002,10.896776361897594,2023
688719,爱科赛博,1217918490,爱科赛博首次公开发行股票并在科创板上市招股说明书,2023-09-22,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-09-22/1217918490.PDF,ok,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/raw_pdf/2023-09-22_688719_爱科赛博_1217918490_爱科赛博首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_remaining_251_543_20260702/text/2023-09-22_688719_爱科赛博_1217918490_爱科赛博首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688719_1217918490_business_technology.txt,95711.0,210066.0,783936,104191,97903,16,star_remaining_251_543_20260702,,,,,,glm4_dewrap_join,4000,61181,14,results/star_token_proxy_full_2019_2023_20260702/business_technology_text/688719_1217918490_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,61181,11.021591962782166,2023
688486,龙迅股份,1215857090,龙迅股份首次公开发行股票并在科创板上市招股说明书,2023-02-14,final_prospectus,https://static.cninfo.com.cn/finalpage/2023-02-14/1215857090.PDF,ok,data/raw/cninfo_ipo_prospectus_star_late2023_batch007_20260702/raw_pdf/2023-02-14_688486_龙迅股份_1215857090_龙迅股份首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_late2023_batch007_20260702/text/2023-02-14_688486_龙迅股份_1215857090_龙迅股份首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_join_pilot50_20260705/business_technology_text/688486_1215857090_business_technology.txt,95710.0,217646.0,661914,112298,100604,18,star_late2023_batch007_20260702,,,,,33.0,glm4_dewrap_join,4000,65785,14,results/star_token_proxy_250_late50_20260702/business_technology_text/688486_1215857090_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,65785,11.09414712779994,2023
