code,sec_name,first_trade_date,listing_year,FInvention,BHAR,FSales_Growth
688777,中控技术,2020-11-24,2020,4.143134726391533,-0.3281000233165445,0.4307627582342621
688557,兰剑智能,2020-12-02,2020,2.5649493574615367,-0.6750653926382223,0.3366238445320657
688578,艾力斯,2020-12-02,2020,2.3978952727983707,-0.3186092557264851,14.719926489337396
688590,新致软件,2020-12-07,2020,1.6094379124341005,-0.3959774133010142,0.1938040650475878
688308,欧科亿,2020-12-10,2020,1.6094379124341005,0.5919719222477435,0.4103900122616697
688571,杭华股份,2020-12-11,2020,1.0986122886681098,-0.5326624311239578,0.1637276819704461
688136,科兴制药,2020-12-14,2020,1.0986122886681098,-0.4063667536016855,0.053169115564331
688510,航亚科技,2020-12-16,2020,2.302585092994046,-0.354248117708567,0.0382422238568141
688608,恒玄科技,2020-12-16,2020,3.4657359027997265,-0.2994552082921793,0.6635754553735659
688699,明微电子,2020-12-18,2020,2.1972245773362196,1.0895286688746986,1.382056838303023
688668,鼎通科技,2020-12-21,2020,2.302585092994046,0.4620753318812023,0.5876226905372471
688560,明冠新材,2020-12-24,2020,1.3862943611198906,-0.1296964436520238,0.4032514276673579
688658,悦康药业,2020-12-24,2020,2.4849066497880004,-0.2248670203025989,0.1444536390617515
688679,通源环境,2020-12-25,2020,0.6931471805599453,-0.4584751456206636,0.1274655361121919
688698,伟创电气,2020-12-29,2020,2.3978952727983707,0.1323782808334315,0.4310235420006441
688063,派能科技,2020-12-30,2020,1.791759469228055,-0.513079369934294,0.8414161183193629
688618,三旺通信,2020-12-30,2020,2.1972245773362196,-0.4188741050740369,0.213480588410214
688686,奥普特,2020-12-31,2020,2.302585092994046,0.0088324626738474,0.3621042178733549
688617,惠泰医疗,2021-01-07,2021,1.3862943611198906,-0.2851543761384542,0.4674016565810547
688656,浩欧博,2021-01-13,2021,0.6931471805599453,-0.2713224658760309,0.0084489759319502
