custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir
688777_1208751864_glm4_dewrap_join_chunk_0001,688777,中控技术,1208751864,1,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7296,6882,3996,3996,14,3996,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0002,688777,中控技术,1208751864,2,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6825,6276,3977,3977,14,3977,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0003,688777,中控技术,1208751864,3,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7476,6914,3995,3995,14,3995,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0004,688777,中控技术,1208751864,4,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7433,6829,3991,3991,14,3991,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0005,688777,中控技术,1208751864,5,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7194,6416,3987,3987,14,3987,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0006,688777,中控技术,1208751864,6,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7360,6732,3990,3990,14,3990,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0007,688777,中控技术,1208751864,7,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6385,5731,3990,3990,14,3990,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0008,688777,中控技术,1208751864,8,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6217,5451,3983,3983,14,3983,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0009,688777,中控技术,1208751864,9,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7111,6606,3962,3962,14,3962,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0010,688777,中控技术,1208751864,10,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6923,6442,3999,3999,14,3999,glm4_dewrap_join_full543_20260705
