outcome,raw_N,winsor_N,raw_coef,winsor_coef,raw_t_HC1,winsor_t_HC1,raw_p_HC1,winsor_p_HC1,coef_delta_winsor_minus_raw
BHAR,288,288,-0.021082196819705894,-0.021258407495885156,-1.6238462362675008,-1.6421138226072043,0.10440862935821613,0.1005664175869005,-0.00017621067617926145
FSales_Growth,288,288,1.2803451589865467,0.015316190724481916,0.9883999762667133,0.6833143593116072,0.32295679913930986,0.4944082225447761,-1.2650289682620648
