outcome,raw_N,winsor_N,raw_coef,winsor_coef,raw_t_HC1,winsor_t_HC1,raw_p_HC1,winsor_p_HC1,coef_delta_winsor_minus_raw
BHAR,471,471,-0.010661135078912691,-0.012021547192721558,-1.079065850917542,-1.2653745561478789,0.280558373149444,0.20573709166771936,-0.001360412113808867
FSales_Growth,471,471,1.038962973864719,0.015557563144069309,1.229900959222837,0.9542111547592569,0.218734194993097,0.3399767693775274,-1.0234054107206498
