sec_code,sec_name,chunk_n,text_sum,summary_sum,floor_applied_n,relevant_score_mean,lnN_tech,Redundancy
688013,天臣医疗,17,66732.0,2512.0,0,2.136514280544027,11.108439876975565,26.56528662420382
688057,金达莱,28,108549.0,4033.0,0,2.1247891769409972,11.594956962919463,26.915199603273
688059,华锐精密,11,42706.0,1603.0,0,1.7387069797728107,10.66209470456786,26.64129756706176
688063,派能科技,15,57212.0,2186.0,0,2.1425659925567233,10.95451894557479,26.172003659652333
688076,诺泰生物,26,102800.0,3943.0,0,1.7855927118718602,11.540540632003202,26.07151914785696
688079,美迪凯,12,46106.0,1957.0,0,2.1101370952857263,10.738698372359542,23.559529892692897
688083,中望软件,21,80901.0,2691.0,0,1.9867291787853563,11.300981463909618,30.06354515050167
688092,爱科科技,16,63026.0,2212.0,0,2.3819006149530892,11.051302618649801,28.49276672694394
688093,世华科技,16,63993.0,2325.0,0,2.139869945279244,11.066528981359927,27.523870967741935
688097,博众精工,19,76433.0,2788.0,0,2.0267333838516732,11.244169819069379,27.41499282639885
688109,品茗股份,15,58262.0,1939.0,0,1.773132240448623,10.972705358794784,30.047447137699844
688113,联测科技,15,57477.0,2453.0,0,2.2013377162358485,10.959140146764103,23.43130860171219
688127,蓝特光学,14,53417.0,2020.0,0,1.9083863495342521,10.885884326344947,26.444059405940592
688129,东来技术,14,55446.0,2200.0,0,2.097102083148645,10.923164853116095,25.202727272727273
688135,利扬芯片,12,48241.0,1924.0,0,1.8665734888052128,10.78396456087112,25.073284823284823
688136,科兴制药,17,68097.0,2396.0,0,2.0710068366295467,11.128688438303811,28.421118530884808
688156,路德环境,16,64978.0,2568.0,0,2.2731592047780786,11.081804030048279,25.302959501557634
688160,步科股份,12,45475.0,1600.0,0,1.7110536720162388,10.724918003386323,28.421875
688179,阿拉丁,19,75995.0,2746.0,0,2.135325951256099,11.238422827630561,27.67479970866715
688183,生益电子,23,90286.0,3379.0,0,2.2995880168686047,11.410737688625636,26.719739567919504
688191,智洋创新,18,67656.0,2374.0,0,2.723664508309161,11.122191321462058,28.498736310025272
688195,腾景科技,13,50980.0,1950.0,0,1.9864708517815728,10.839188677930107,26.143589743589743
688201,信安世纪,16,61578.0,2051.0,0,2.7420905968285,11.02805994287377,30.023403217942466
688217,睿昂基因,15,59619.0,1959.0,0,1.5690843816618643,10.995729594196394,30.433384379785604
688219,会通股份,13,50498.0,2118.0,0,1.8865997841311664,10.829689010518798,23.842304060434373
688260,昀冢科技,17,64755.0,2522.0,0,2.041689528111801,11.078366196657688,25.67605075337034
688308,欧科亿,13,51879.0,2062.0,0,1.8726271278035291,10.856669362994031,25.159553831231815
688314,康拓医疗,11,45003.0,1855.0,0,2.1646931351877843,10.714484433197,24.260377358490565
688316,青云科技,19,75099.0,2354.0,0,1.8421542099079293,11.226562522084345,31.902718776550554
688317,之江生物,26,100907.0,3529.0,0,1.62912828098914,11.521954579554748,28.593652592802492
688323,瑞华泰,9,36121.0,1672.0,0,2.091732873248004,10.494629692640487,21.60346889952153
688328,深科达,15,59532.0,2230.0,0,2.2239699913841897,10.99426926208905,26.69596412556054
688329,艾隆科技,9,33694.0,1292.0,0,1.449131547361259,10.425075058946149,26.07894736842105
688330,宏力达,18,69208.0,2421.0,0,1.955546143647438,11.14487174186021,28.586534489880215
688350,富淼科技,17,64830.0,4197.0,0,1.8566262663348205,11.07952373816904,15.44674767691208
688355,明志科技,17,68013.0,2599.0,0,2.437119984351357,11.127454142356939,26.16891111966141
688359,三孚新科,14,55970.0,2259.0,0,2.4404831013503516,10.932571111885405,24.776449756529438
688383,新益昌,15,56674.0,2312.0,0,2.1005732185347257,10.945070830756015,24.512975778546714
688386,泛亚微透,15,58122.0,2180.0,0,2.3119975275701727,10.97029952865444,26.661467889908256
688395,正弦电气,10,38993.0,1303.0,0,1.8784646901647817,10.571137421822545,29.925556408288564
688456,有研粉材,15,57539.0,2095.0,0,1.8677719953387362,10.96021825774006,27.46491646778043
688468,科美诊断,16,64071.0,2315.0,0,2.1511042954643615,11.067747122440093,27.67645788336933
688510,航亚科技,14,54402.0,2070.0,0,2.4765122831006443,10.90415619687411,26.281159420289853
688526,科前生物,23,91267.0,3459.0,0,2.1209815321207266,11.421544555462656,26.385371494651633
