name,unit,process,threshold,floor,chunk_n,firm_n,floor_applied_n,loss_all,loss_chunk_num,loss_text,loss_summary,loss_red_chunk,loss_lnn,loss_red_firm,panel_b_n,panel_b_rho,panel_b_p,panel_b_cluster_coef,panel_b_cluster_p,low_score_red_median,high_score_red_median,panel_c_rho,panel_c_p,panel_d_rho,panel_d_p,Chunk_num_n,Chunk_num_mean,Chunk_num_std,Chunk_num_p25,Chunk_num_median,Chunk_num_p75,Chunk_num_min,Chunk_num_max,Text_len_n,Text_len_mean,Text_len_std,Text_len_p25,Text_len_median,Text_len_p75,Text_len_min,Text_len_max,Summary_len_n,Summary_len_mean,Summary_len_std,Summary_len_p25,Summary_len_median,Summary_len_p75,Summary_len_min,Summary_len_max,Redundancy_chunk_n,Redundancy_chunk_mean,Redundancy_chunk_std,Redundancy_chunk_p25,Redundancy_chunk_median,Redundancy_chunk_p75,Redundancy_chunk_min,Redundancy_chunk_max,lnN_tech_n,lnN_tech_mean,lnN_tech_std,lnN_tech_p25,lnN_tech_median,lnN_tech_p75,lnN_tech_min,lnN_tech_max,Redundancy_n,Redundancy_mean,Redundancy_std,Redundancy_p25,Redundancy_median,Redundancy_p75,Redundancy_min,Redundancy_max
proxy_tailmerge1500_floor50,Summary_len_proxy,merge_tail,1500,50,1613,100,19,0.07612302620044713,0.13688068794557212,0.008317877448387861,0.11636507577819366,0.07600148289490152,0.058300368059517736,0.06087266507610985,1586,-0.057827195795453944,0.021275610852949326,0.45758415179516865,0.2619632794230805,32.422764227642276,31.754545454545454,0.060012498143590304,0.01592907617281878,-0.23181938325664994,4.026397284951922e-21,1613,17.231866088034717,4.4978132323247175,14.0,17.0,19.0,9.0,28.0,1613,3884.486670799752,333.40536449505913,3894.0,3970.0,3989.0,1507.0,5455.0,1613,126.92684438933664,53.27860761649156,103.0,121.0,141.0,50.0,1459.0,1613,33.52461272842488,10.371451846181145,27.390625,32.07142857142857,37.75,2.6483893077450307,79.8,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.77587897040684,2.552521036356719,29.527091774957206,31.152218290691344,32.68139469789129,18.6025824964132,34.91352859135286
proxy_tailmerge2000_floor50,Summary_len_proxy,merge_tail,2000,50,1602,100,19,0.0763035585729027,0.12543353637100663,0.016533460830573842,0.11900523143810313,0.07767608966210511,0.058300368059517736,0.06087266507610985,1575,-0.062185661063628266,0.013573879170238522,0.44700942850097924,0.27634284192298586,32.431970349115254,31.72222222222222,0.0626799016728846,0.012098032353548546,-0.22805443461177585,2.4010481459557616e-20,1602,17.124843945068665,4.502135742119081,14.0,16.0,19.0,9.0,28.0,1602,3911.1591760299625,322.003534660121,3897.0,3970.0,3990.0,2056.0,5937.0,1602,127.79837702871411,54.31428124025962,103.0,121.0,142.0,50.0,1459.0,1602,33.59194089536959,10.326079232965151,27.431612318840582,32.06850117096019,37.78066841415465,2.6483893077450307,79.8,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.77587897040684,2.552521036356719,29.527091774957206,31.152218290691344,32.68139469789129,18.6025824964132,34.91352859135286
proxy_tailmerge1600_floor50,Summary_len_proxy,merge_tail,1600,50,1611,100,19,0.0768625273914952,0.1368812533770361,0.011764111236796564,0.1169789803605547,0.07637778623895627,0.058300368059517736,0.06087266507610985,1584,-0.058125484394710755,0.02069544241967484,0.4625910406473846,0.2590588601610466,32.422764227642276,31.754545454545454,0.0606675252451723,0.014876081188143823,-0.23211145876490208,3.7896563208097205e-21,1611,17.213531967721913,4.504831430043511,14.0,17.0,19.0,9.0,28.0,1611,3889.3091247672255,327.9531894106798,3894.5,3970.0,3989.0,1709.0,5488.0,1611,127.08441961514588,53.447545068702816,103.0,121.0,141.0,50.0,1459.0,1611,33.53685175607401,10.358513540569676,27.390517979452056,32.07142857142857,37.76490825688073,2.6483893077450307,79.8,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.77587897040684,2.552521036356719,29.527091774957206,31.152218290691344,32.68139469789129,18.6025824964132,34.91352859135286
proxy_tailmerge1700_floor50,Summary_len_proxy,merge_tail,1700,50,1611,100,19,0.0768625273914952,0.1368812533770361,0.011764111236796564,0.1169789803605547,0.07637778623895627,0.058300368059517736,0.06087266507610985,1584,-0.058125484394710755,0.02069544241967484,0.4625910406473846,0.2590588601610466,32.422764227642276,31.754545454545454,0.0606675252451723,0.014876081188143823,-0.23211145876490208,3.7896563208097205e-21,1611,17.213531967721913,4.504831430043511,14.0,17.0,19.0,9.0,28.0,1611,3889.3091247672255,327.9531894106798,3894.5,3970.0,3989.0,1709.0,5488.0,1611,127.08441961514588,53.447545068702816,103.0,121.0,141.0,50.0,1459.0,1611,33.53685175607401,10.358513540569676,27.390517979452056,32.07142857142857,37.76490825688073,2.6483893077450307,79.8,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.77587897040684,2.552521036356719,29.527091774957206,31.152218290691344,32.68139469789129,18.6025824964132,34.91352859135286
proxy_tailmerge2000_floor60,Summary_len_proxy,merge_tail,2000,60,1602,100,35,0.07796861339923944,0.12543353637100663,0.016533460830573842,0.11749980432700269,0.08931107432121055,0.058300368059517736,0.06073343648612521,1575,-0.0627420243159424,0.01275728608656265,0.29241535940262253,0.4126046432415429,32.431970349115254,31.72222222222222,0.06283352562582062,0.01188858983576331,-0.22820642635713195,2.263087784238078e-20,1602,17.124843945068665,4.502135742119081,14.0,16.0,19.0,9.0,28.0,1602,3911.1591760299625,322.003534660121,3897.0,3970.0,3990.0,2056.0,5937.0,1602,127.98064918851436,54.07009816322618,103.0,121.0,142.0,60.0,1459.0,1602,33.370569501779855,9.56298479547566,27.431612318840582,32.06850117096019,37.78066841415465,2.6483893077450307,66.53333333333333,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.732581462517874,2.531393895985258,29.527091774957206,31.143524730701852,32.46769748985965,18.554665140240413,34.71476323119777
proxy_tailmerge2000_floor80,Summary_len_proxy,merge_tail,2000,80,1602,100,114,0.08082310794304629,0.12543353637100663,0.016533460830573842,0.11128696301336298,0.11143859558577782,0.058300368059517736,0.061945723798038775,1575,-0.06796698428896364,0.006968724328944534,-0.059376535604084534,0.8148361610573754,32.431970349115254,31.706349206349206,0.06156056547385107,0.013725226903059698,-0.22861133101169223,1.9326240716858708e-20,1602,17.124843945068665,4.502135742119081,14.0,16.0,19.0,9.0,28.0,1602,3911.1591760299625,322.003534660121,3897.0,3970.0,3990.0,2056.0,5937.0,1602,128.88888888888889,53.10902497274279,103.0,121.0,142.0,80.0,1459.0,1602,32.70074160077556,8.016470790088551,27.431612318840582,32.056980433633,37.78066841415465,2.6483893077450307,49.9875,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.524451149380585,2.44720341745291,29.484982908060857,30.908192066922815,32.18701270856673,18.303218520609825,34.62890276538805
proxy_tailmerge2000_floor100,Summary_len_proxy,merge_tail,2000,100,1602,100,325,0.08171552678806011,0.12543353637100663,0.016533460830573842,0.0973913752854576,0.13697821973941,0.058300368059517736,0.05565620044239494,1575,-0.0787155850420756,0.0017702116232739353,-0.28097065153391076,0.1161674411351771,32.40159913995834,31.43,0.06311291503931159,0.011515905597007317,-0.21230280598388465,8.782502062716808e-18,1602,17.124843945068665,4.502135742119081,14.0,16.0,19.0,9.0,28.0,1602,3911.1591760299625,322.003534660121,3897.0,3970.0,3990.0,2056.0,5937.0,1602,131.54556803995007,51.146524848523455,103.0,121.0,142.0,100.0,1459.0,1602,31.491854525540894,6.34450751518977,27.395399305555557,31.98362972153295,36.88,2.6483893077450307,39.99,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,29.914644196926137,2.2956184438512532,28.878909131220055,30.261226245400785,31.459828818280915,17.83984589983489,33.82919389978213
glm4token_tailmerge1500_floor0,Summary_len_glm4,merge_tail,1500,0,1613,100,0,0.09152746871853785,0.13688068794557212,0.008317877448387861,0.19485423628884238,0.06747337681820056,0.058300368059517736,0.08333826575070656,1586,-0.0805411268849332,0.0013263955058470907,-0.16225586882095328,0.7632054910125088,28.161971830985916,27.406896551724138,0.054394995285097,0.028922229576121533,-0.1872255165516232,3.437434927916092e-14,1613,17.231866088034717,4.4978132323247175,14.0,17.0,19.0,9.0,28.0,1613,3884.486670799752,333.40536449505913,3894.0,3970.0,3989.0,1507.0,5455.0,1613,146.59640421574704,65.39267844346341,117.0,139.0,164.0,15.0,1784.0,1613,29.549667838089622,12.381688821664603,23.644970414201183,27.756944444444443,33.172413793103445,2.1659192825112106,256.0,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,26.686347408873583,2.349940611749744,25.531024838604793,26.673656130384593,28.256031641175646,15.44674767691208,31.902718776550554
glm4token_tailmerge2000_floor0,Summary_len_glm4,merge_tail,2000,0,1602,100,0,0.09197980678827043,0.12543353637100663,0.016533460830573842,0.20186239822096014,0.06641081149685768,0.058300368059517736,0.08333826575070656,1575,-0.08470651593046176,0.0007652537755352395,-0.17577833242846091,0.746298594997125,28.209763212079615,27.383561643835616,0.05689907633768318,0.022759211033894645,-0.1819338081724815,2.1756636302841604e-13,1602,17.124843945068665,4.502135742119081,14.0,16.0,19.0,9.0,28.0,1602,3911.1591760299625,322.003534660121,3897.0,3970.0,3990.0,2056.0,5937.0,1602,147.60299625468164,66.48213872372365,117.0,139.0,164.0,15.0,1784.0,1602,29.610510599799017,12.371933950310826,23.684541631023666,27.75347222222222,33.212500000000006,2.1659192825112106,256.0,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,26.686347408873583,2.349940611749744,25.531024838604793,26.673656130384593,28.256031641175646,15.44674767691208,31.902718776550554
raw_proxy,Summary_len_proxy,keep,0,0,1655,100,0,0.09878272976441738,0.12314730843782232,0.1455890959548806,0.11954127390488659,0.08651483892774459,0.058300368059517736,0.05960349330165239,1628,-0.04516437749104452,0.06847865314238061,0.3910042734107842,0.49258321672493965,32.34959349593496,31.417322834645667,0.06174910718604942,0.011985940672238222,-0.23421000500461978,4.660584930045604e-22,1655,17.63323262839879,4.505832053485672,14.0,17.0,20.0,9.0,28.0,1655,3785.9075528700905,584.8909027425517,3879.0,3967.0,3987.0,52.0,3999.0,1655,123.55649546827794,51.46410488584406,102.0,120.0,138.0,6.0,1459.0,1655,33.52501067185134,13.827869977755839,27.298960793575816,31.968,37.63027852650494,2.3636363636363638,256.0,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,30.813603717754894,2.5832446358484322,29.527091774957206,31.15415088190965,32.803704036913246,18.6025824964132,35.54141031708471
raw_glm4token,Summary_len_glm4,keep,0,0,1655,100,0,0.10918707263725352,0.12314730843782232,0.1455890959548806,0.16880980914778396,0.07593758847280997,0.058300368059517736,0.08333826575070656,1628,-0.06805085915210826,0.006017533442207133,-0.10659626576682119,0.834364693169234,28.127284986514834,27.36150684931507,0.053987675307993206,0.02807389014072031,-0.19134695880944466,4.12445951414399e-15,1655,17.63323262839879,4.505832053485672,14.0,17.0,20.0,9.0,28.0,1655,3785.9075528700905,584.8909027425517,3879.0,3967.0,3987.0,52.0,3999.0,1655,142.8761329305136,63.206469634510164,115.0,137.0,162.0,7.0,1784.0,1655,29.175604317061683,12.637259771255776,23.56419304248646,27.676056338028168,33.06607142857143,2.0,256.0,100,11.012456203615175,0.25683642746344665,10.842238969418734,10.99564572128044,11.195042820655079,10.425075058946149,11.594956962919463,100,26.686347408873583,2.349940611749744,25.531024838604793,26.673656130384593,28.256031641175646,15.44674767691208,31.902718776550554
