custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir
688360_1207863559_glm4_dewrap_join_chunk_0001,688360,德马科技,1207863559,1,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6069,5810,3498,3498,22,3498,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0002,688360,德马科技,1207863559,2,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6506,6148,3985,3985,22,3985,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0003,688360,德马科技,1207863559,3,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6643,6330,3943,3943,22,3943,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0004,688360,德马科技,1207863559,4,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6876,6650,3952,3952,22,3952,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0005,688360,德马科技,1207863559,5,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6184,5659,3988,3988,22,3988,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0006,688360,德马科技,1207863559,6,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7029,6710,3996,3996,22,3996,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0007,688360,德马科技,1207863559,7,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7361,7066,3984,3984,22,3984,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0008,688360,德马科技,1207863559,8,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6779,6432,3959,3959,22,3959,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0009,688360,德马科技,1207863559,9,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7577,7347,3979,3979,22,3979,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0010,688360,德马科技,1207863559,10,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6724,6370,3978,3978,22,3978,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0011,688360,德马科技,1207863559,11,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6237,5746,3939,3939,22,3939,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0012,688360,德马科技,1207863559,12,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5913,5242,3836,3836,22,3836,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0013,688360,德马科技,1207863559,13,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5886,5334,3827,3827,22,3827,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0014,688360,德马科技,1207863559,14,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5756,5008,3757,3757,22,3757,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0015,688360,德马科技,1207863559,15,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4855,4199,3203,3203,22,3203,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0016,688360,德马科技,1207863559,16,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6080,5245,3991,3991,22,3991,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0017,688360,德马科技,1207863559,17,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6568,6286,3996,3996,22,3996,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0018,688360,德马科技,1207863559,18,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6481,6142,3986,3986,22,3986,glm4_dewrap_join_full543_20260705
688360_1207863559_glm4_dewrap_join_chunk_0019,688360,德马科技,1207863559,19,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688360_1207863559_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6720,6336,3909,3909,22,3909,glm4_dewrap_join_full543_20260705
