name,unit,process,threshold,floor,chunk_n,firm_n,floor_applied_n,loss_all,loss_chunk_num,loss_text,loss_summary,loss_red_chunk,loss_lnn,loss_red_firm,panel_b_n,panel_b_rho,panel_b_p,panel_b_cluster_coef,panel_b_cluster_p,low_score_red_median,high_score_red_median,panel_c_rho,panel_c_p,panel_d_rho,panel_d_p,Chunk_num_n,Chunk_num_mean,Chunk_num_std,Chunk_num_p25,Chunk_num_median,Chunk_num_p75,Chunk_num_min,Chunk_num_max,Text_len_n,Text_len_mean,Text_len_std,Text_len_p25,Text_len_median,Text_len_p75,Text_len_min,Text_len_max,Summary_len_n,Summary_len_mean,Summary_len_std,Summary_len_p25,Summary_len_median,Summary_len_p75,Summary_len_min,Summary_len_max,Redundancy_chunk_n,Redundancy_chunk_mean,Redundancy_chunk_std,Redundancy_chunk_p25,Redundancy_chunk_median,Redundancy_chunk_p75,Redundancy_chunk_min,Redundancy_chunk_max,lnN_tech_n,lnN_tech_mean,lnN_tech_std,lnN_tech_p25,lnN_tech_median,lnN_tech_p75,lnN_tech_min,lnN_tech_max,Redundancy_n,Redundancy_mean,Redundancy_std,Redundancy_p25,Redundancy_median,Redundancy_p75,Redundancy_min,Redundancy_max
proxy_tailmerge1600_floor50,Summary_len_proxy,merge_tail,1600,50,5003,300,77,0.05060495503067064,0.08973810680406819,0.006240330411260357,0.0762825687070438,0.0679835868280008,0.012519227980217037,0.05086590945343369,4925,-0.08714718524086247,9.014417573758784e-10,-0.05239330004169748,0.828122511414113,32.522937386188545,31.291338582677167,0.05495765266758313,0.00010056421381790366,-0.24977331271648587,4.999766658444886e-72,5003,18.221267239656207,5.2714415670347945,14.0,18.0,22.0,2.0,35.0,5003,3884.758744753148,337.13571060633285,3896.5,3969.0,3989.0,1621.0,5519.0,5003,126.963022186688,45.96554904644619,104.0,121.0,142.0,50.0,1459.0,5003,33.44241416180623,10.546143083861425,27.170068027210885,31.991935483870968,37.345794392523366,2.6483893077450307,79.98,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.656820764707717,2.580563115312004,29.158420320486552,30.89702268218617,32.281214884454585,18.6025824964132,38.35775526110678
proxy_tailmerge2000_floor50,Summary_len_proxy,merge_tail,2000,50,4959,300,77,0.0510261409566661,0.07769195779483307,0.014950490181243628,0.07972361163810662,0.07040564869216252,0.012519227980217037,0.05086590945343369,4882,-0.09336175258267135,6.322113693338568e-11,-0.07835763778828624,0.7468448685027536,32.57377049180328,31.287401574803148,0.05528367912232116,9.816497009752381e-05,-0.24531184804572337,7.192527106470614e-69,4959,18.09094575519258,5.282384577270762,14.0,17.0,22.0,2.0,35.0,4959,3919.2272635612017,325.84282587012706,3902.5,3970.0,3989.0,2025.0,5976.0,4959,128.0895341802783,47.541646986930544,104.0,122.0,143.0,50.0,1459.0,4959,33.5281626986638,10.496911657659702,27.23972602739726,32.03225806451613,37.38403127246585,2.6483893077450307,79.98,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.656820764707717,2.580563115312004,29.158420320486552,30.89702268218617,32.281214884454585,18.6025824964132,38.35775526110678
proxy_tailmerge1700_floor50,Summary_len_proxy,merge_tail,1700,50,4994,300,77,0.05110814663521935,0.08945909864429606,0.009611263869737003,0.07584847673994781,0.06834490312368455,0.012519227980217037,0.05086590945343369,4916,-0.08826501151817626,5.676603935204068e-10,-0.055813872664901086,0.8172561463057734,32.52892561983471,31.291338582677167,0.05446773479089163,0.0001176201093913369,-0.24981360269532457,6.337104384811876e-72,4994,18.191029235082098,5.2695756394926905,14.0,18.0,22.0,2.0,35.0,4994,3891.7597116539846,332.1821435566548,3898.0,3970.0,3989.0,1709.0,5688.0,4994,127.19183019623549,46.253107303658446,104.0,122.0,142.0,50.0,1459.0,4994,33.45946549798047,10.531180798081975,27.170068027210885,31.991967741935483,37.345794392523366,2.6483893077450307,79.98,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.656820764707717,2.580563115312004,29.158420320486552,30.89702268218617,32.281214884454585,18.6025824964132,38.35775526110678
proxy_tailmerge1500_floor50,Summary_len_proxy,merge_tail,1500,50,5008,300,77,0.0526649595830101,0.105516169337588,0.0035409387317241136,0.0758145870386629,0.06773292495643489,0.012519227980217037,0.05086590945343369,4930,-0.08591274512121089,1.52293418625641e-09,-0.04589424074085142,0.8489557707410771,32.51639344262295,31.322834645669293,0.05480547069174946,0.00010429370300811338,-0.24822136451400556,3.3662444139315345e-71,5008,18.232827476038338,5.262142001008105,15.0,18.0,22.0,2.0,35.0,5008,3880.8801916932907,341.3877493253939,3896.0,3969.0,3989.0,1507.0,5455.0,5008,126.83626198083067,45.83478143179474,104.0,121.0,142.0,50.0,1459.0,5008,33.43299016294461,10.555188881658223,27.170068027210885,31.991935483870968,37.33878504672897,2.6483893077450307,79.98,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.656820764707717,2.580563115312004,29.158420320486552,30.89702268218617,32.281214884454585,18.6025824964132,38.35775526110678
proxy_tailmerge2000_floor60,Summary_len_proxy,merge_tail,2000,60,4959,300,129,0.05320736112296934,0.07769195779483307,0.014950490181243628,0.07773382789352559,0.08427278885191744,0.012519227980217037,0.05207587403607929,4882,-0.09365156410064186,5.516115391816337e-11,-0.09642771770869348,0.6463431008176692,32.57377049180328,31.287401574803148,0.05529861754687811,9.773892924440349e-05,-0.24517780058094216,8.55890757543471e-69,4959,18.09094575519258,5.282384577270762,14.0,17.0,22.0,2.0,35.0,4959,3919.2272635612017,325.84282587012706,3902.5,3970.0,3989.0,2025.0,5976.0,4959,128.30449687436985,47.21113778339475,104.0,122.0,143.0,60.0,1459.0,4959,33.26530813882091,9.587778303409014,27.23972602739726,32.03225806451613,37.38403127246585,2.6483893077450307,66.65,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.60892425994429,2.5498535797622583,29.13595036404107,30.826868579011407,32.25864962736513,18.554665140240413,37.76899462778204
proxy_tailmerge2000_floor80,Summary_len_proxy,merge_tail,2000,80,4959,300,376,0.056378247292224515,0.07769195779483307,0.014950490181243628,0.07052679980560626,0.10731693887092808,0.012519227980217037,0.055264069120519,4882,-0.09747678462850097,8.77141569248088e-12,-0.24802903417070873,0.10314694036371398,32.57377049180328,31.283464566929133,0.05324564757085607,0.00017593181897287394,-0.24236515752856233,3.211466865392453e-67,4959,18.09094575519258,5.282384577270762,14.0,17.0,22.0,2.0,35.0,4959,3919.2272635612017,325.84282587012706,3902.5,3970.0,3989.0,2025.0,5976.0,4959,129.24379915305505,46.06209360953338,104.0,122.0,143.0,80.0,1459.0,4959,32.57120715286631,7.971771649626331,27.222602739726028,32.024193548387096,37.38403127246585,2.6483893077450307,49.9875,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.398816423426165,2.4413655095873734,28.995065702442893,30.70766671134764,31.987099997042044,18.303218520609825,36.1063829787234
proxy_tailmerge2000_floor100,Summary_len_proxy,merge_tail,2000,100,4959,300,1001,0.05919150205654685,0.07769195779483307,0.014950490181243628,0.055064578702372205,0.1387771187151597,0.012519227980217037,0.05614563896545548,4882,-0.10906293869248018,2.151707900025609e-14,-0.44156225802811655,3.7633443572661414e-05,32.495000000000005,31.196800595238095,0.044110902982430596,0.0018897954111494568,-0.21556224979700295,3.1802703103341306e-53,4959,18.09094575519258,5.282384577270762,14.0,17.0,22.0,2.0,35.0,4959,3919.2272635612017,325.84282587012706,3902.5,3970.0,3989.0,2025.0,5976.0,4959,131.87719298245614,43.78178545815205,104.0,122.0,143.0,100.0,1459.0,4959,31.371204828991477,6.282339809517612,27.197954524275467,31.946902654867255,36.536055045871564,2.6483893077450307,45.44660194174757,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,29.805129939685756,2.2313671814645337,28.576013583351187,30.16613586197662,31.34055234907022,17.83984589983489,34.27721518987342
glm4token_tailmerge2000_floor0,Summary_len_glm4,merge_tail,2000,0,4959,300,0,0.09619781606249471,0.07769195779483307,0.014950490181243628,0.15849819533439105,0.22782791426686483,0.012519227980217037,0.08569911081741857,4882,-0.10774874955566423,4.399519860542083e-14,-1.3811771791460556,0.024100956740404904,28.444450154162382,27.297609924322252,0.04397046220226716,0.0019540772667115233,-0.19761260192969599,7.576113287418321e-45,4959,18.09094575519258,5.282384577270762,14.0,17.0,22.0,2.0,35.0,4959,3919.2272635612017,325.84282587012706,3902.5,3970.0,3989.0,2025.0,5976.0,4959,147.22746521476105,57.05600353316584,118.0,140.0,165.0,3.0,1784.0,4959,30.094446814577488,21.892238247598318,23.6361932938856,27.83916083916084,32.7902063312606,2.1659192825112106,1233.3333333333333,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,26.700167356733317,2.3359295769770667,25.380368283600134,26.679035451528215,28.20552073131111,15.44674767691208,33.316642120765835
glm4token_tailmerge1500_floor0,Summary_len_glm4,merge_tail,1500,0,5008,300,0,0.0965838845131624,0.105516169337588,0.0035409387317241136,0.14427080503822753,0.2279570551737991,0.012519227980217037,0.08569911081741857,4930,-0.10017310555530919,1.7955679717877392e-12,-1.3371078558453209,0.027252072591901967,28.335714285714285,27.301369863013697,0.043598733717891046,0.002028288904771428,-0.2017601521120939,3.708340807699109e-47,5008,18.232827476038338,5.262142001008105,15.0,18.0,22.0,2.0,35.0,5008,3880.8801916932907,341.3877493253939,3896.0,3969.0,3989.0,1507.0,5455.0,5008,145.7869408945687,55.220338039172454,118.0,139.0,164.0,3.0,1784.0,5008,30.006282101100116,21.828089302278777,23.590756679218217,27.80847210343613,32.77254098360656,2.1659192825112106,1233.3333333333333,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,26.700167356733317,2.3359295769770667,25.380368283600134,26.679035451528215,28.20552073131111,15.44674767691208,33.316642120765835
raw_proxy,Summary_len_proxy,keep,0,0,5117,300,0,0.10177627780287492,0.10781283539081313,0.12304653499375924,0.07872224950978166,0.23979514311509367,0.012519227980217037,0.04876167582758486,5039,-0.07290404904427121,2.2097015635642486e-07,-0.9370435674972606,0.12007184124788221,32.40650406504065,31.338582677165356,0.055971495025429675,6.176011874445865e-05,-0.2466519457258701,8.688353422312011e-72,5117,18.580613640805158,5.3154589790688975,15.0,18.0,22.0,2.0,36.0,5117,3798.2114520226696,547.4942192348383,3883.0,3967.0,3988.0,40.0,3999.0,5117,123.89642368575338,44.27423845626509,102.0,121.0,140.0,3.0,1459.0,5117,34.01027403620765,22.8783974870737,27.040816326530614,31.946902654867255,37.299065420560744,1.6,1233.3333333333333,300,11.028002947626467,0.3398822394352334,10.845692920649471,11.032884683657997,11.23099301980817,8.798152718107191,11.835595748469478,300,30.710327193132937,2.623951376310519,29.16892035003623,30.985069722006482,32.302992338399974,18.6025824964132,38.53797963978074
