sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy,source_shard
688329,艾隆科技,1209402606,艾隆科技首次公开发行股票并在科创板上市招股说明书,2021-03-18,final_prospectus,ok,50616,9,9,9,50616,2306,33694,1155,550,43,64,0.1116574402613263,-2.3333333333333335,1.449131547361259,163,147,101,75,48,16,True,token_proxy,29.172294372294377,29.172294372294377,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688661,和林微纳,1209427045,和林微纳首次公开发行股票并在科创板上市招股说明书,2021-03-23,final_prospectus,ok,79547,13,13,13,79547,3043,50397,1525,696,67,150,0.2440566256772297,-6.384615384615385,2.1127525990827265,119,164,105,80,91,59,True,token_proxy,33.0472131147541,33.0472131147541,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688109,品茗股份,1209438326,品茗股份首次公开发行股票并在科创板上市招股说明书,2021-03-24,final_prospectus,ok,92494,15,15,15,92494,3473,58262,1741,842,75,121,0.1983697247063088,-3.066666666666667,1.773132240448623,257,218,139,107,93,28,True,token_proxy,33.4646754738656,33.4646754738656,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688626,翔宇医疗,1209445016,翔宇医疗首次公开发行股票并在科创板上市招股说明书,2021-03-25,final_prospectus,ok,118811,20,20,20,118811,5000,78095,2505,1206,105,269,0.2676460630418459,-8.2,2.18482126662515,227,261,183,266,204,65,True,token_proxy,31.17564870259481,31.17564870259481,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688659,元琛科技,1209453856,元琛科技首次公开发行股票并在科创板上市招股说明书,2021-03-26,final_prospectus,ok,88421,16,16,16,88421,3537,58811,1772,888,86,186,0.2173891022102131,-6.25,2.123827193157416,156,234,160,152,135,51,True,token_proxy,33.18905191873589,33.18905191873589,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688630,芯碁微装,1209468294,芯碁微装首次公开发行股票并在科创板上市招股说明书,2021-03-29,final_prospectus,ok,81225,14,14,14,81225,3820,51686,1915,727,80,209,0.2948251115070631,-9.214285714285714,2.1587456032989487,139,173,111,95,166,43,True,token_proxy,26.990078328981724,26.990078328981724,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688662,富信科技,1209468297,富信科技首次公开发行股票并在科创板上市招股说明书,2021-03-29,final_prospectus,ok,105459,18,18,18,105459,5352,68972,2680,941,90,229,0.2970703456336874,-7.722222222222222,2.2363844533065755,191,185,129,145,196,33,True,token_proxy,25.735820895522387,25.735820895522387,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688260,昀冢科技,1209468286,昀冢科技首次公开发行股票并在科创板上市招股说明书,2021-03-29,final_prospectus,ok,99745,17,17,17,99745,4348,64755,2179,914,92,154,0.2121986966018506,-3.647058823529412,2.041689528111801,169,236,179,176,116,38,True,token_proxy,29.71776044056907,29.71776044056907,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688191,智洋创新,1209567481,智洋创新首次公开发行股票并在科创板上市招股说明书,2021-04-01,final_prospectus,ok,103151,18,18,18,103151,4245,67656,2126,1134,93,565,0.4822875802724931,-26.22222222222222,2.723664508309161,133,201,130,105,474,91,True,token_proxy,31.823142050799625,31.823142050799625,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688636,智明达,1209567497,智明达首次公开发行股票并在科创板上市招股说明书,2021-04-01,final_prospectus,ok,120027,20,20,20,120027,4469,77638,2242,1177,87,259,0.2213629522999411,-8.6,1.9680731253074704,235,266,162,137,230,29,True,token_proxy,34.62890276538805,34.62890276538805,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688468,科美诊断,1209626107,科美诊断首次公开发行股票并在科创板上市招股说明书,2021-04-02,final_prospectus,ok,95381,17,17,17,95381,4104,64071,2058,1197,82,397,0.3018027915951791,-18.529411764705884,2.147272567041793,164,386,144,106,363,34,True,token_proxy,31.132653061224488,31.132653061224488,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688611,杭州柯林,1209638964,杭州柯林首次公开发行股票并在科创板上市招股说明书,2021-04-06,final_prospectus,ok,71606,12,12,12,71606,2775,45545,1388,641,64,141,0.2794688066385455,-6.416666666666667,2.129247533380598,119,169,118,94,121,20,True,token_proxy,32.81340057636888,32.81340057636888,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688683,莱尔科技,1209638967,莱尔科技首次公开发行股票并在科创板上市招股说明书,2021-04-06,final_prospectus,ok,90376,16,16,16,90376,3580,62313,1795,999,77,396,0.3342825940860215,-19.9375,2.1973584976105136,176,194,134,99,374,22,True,token_proxy,34.71476323119777,34.71476323119777,siliconflow_glm4_32b_table2_next100_after200_shard4_20260708
688663,新风光,1209649781,新风光首次公开发行股票并在科创板上市招股说明书,2021-04-08,final_prospectus,ok,77485,13,13,13,77485,3397,50330,1701,722,71,282,0.436394554392194,-16.23076923076923,2.668746819808975,99,132,93,116,218,64,True,token_proxy,29.588477366255145,29.588477366255145,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688533,上声电子,1209678374,上声电子首次公开发行股票并在科创板上市招股说明书,2021-04-13,final_prospectus,ok,69272,12,12,12,69272,2810,45072,1408,622,64,176,0.3083317332309268,-9.333333333333334,2.291916993798714,92,140,119,95,150,26,True,token_proxy,32.01136363636363,32.01136363636363,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688682,霍莱沃,1209690954,霍莱沃首次公开发行股票并在科创板上市招股说明书,2021-04-15,final_prospectus,ok,68601,12,12,12,68601,2640,43902,1322,683,61,157,0.2051984515603685,-8.0,1.846924653190882,138,186,116,86,113,44,True,token_proxy,33.20877458396369,33.20877458396369,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688201,信安世纪,1209690672,信安世纪首次公开发行股票并在科创板上市招股说明书,2021-04-15,final_prospectus,ok,97840,16,16,16,97840,3697,61578,1853,1029,78,547,0.5070532271641143,-29.3125,2.7420905968285,140,144,99,99,516,31,True,token_proxy,33.231516459794925,33.231516459794925,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688639,华恒生物,1209701347,华恒生物首次公开发行股票并在科创板上市招股说明书,2021-04-16,final_prospectus,ok,79903,13,13,13,79903,3364,51084,1686,753,71,139,0.1957768279418403,-5.230769230769231,1.8699625638255557,176,207,123,108,93,46,True,token_proxy,30.298932384341636,30.298932384341636,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688323,瑞华泰,1209777027,瑞华泰首次公开发行股票并在科创板上市招股说明书,2021-04-23,final_prospectus,ok,53974,10,10,10,53974,2785,36121,1395,477,54,92,0.1966529622601728,-3.8,2.0382677981586896,77,120,96,92,68,24,True,token_proxy,25.893189964157703,25.893189964157703,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688383,新益昌,1209777031,新益昌首次公开发行股票并在科创板上市招股说明书,2021-04-23,final_prospectus,ok,85328,15,15,15,85328,3859,56674,1933,911,75,282,0.3001479397015675,-13.8,2.1005732185347257,218,186,117,108,235,47,True,token_proxy,29.31919296430419,29.31919296430419,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688395,正弦电气,1209777033,正弦电气首次公开发行股票并在科创板上市招股说明书,2021-04-23,final_prospectus,ok,60116,11,11,11,60116,2367,38993,1187,540,47,73,0.195378576144787,-2.363636363636364,1.858890110549225,121,140,85,67,55,18,True,token_proxy,32.850042122999156,32.850042122999156,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688113,联测科技,1209845039,联测科技首次公开发行股票并在科创板上市招股说明书,2021-04-28,final_prospectus,ok,89200,15,15,15,89200,4286,57477,2148,838,76,215,0.2574431496630138,-9.266666666666667,2.2013377162358485,134,186,123,118,166,49,True,token_proxy,26.758379888268156,26.758379888268156,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688655,迅捷兴,1209880526,迅捷兴首次公开发行股票并在科创板上市招股说明书,2021-04-30,final_prospectus,ok,95843,17,17,17,95843,4044,65133,2025,978,87,332,0.3953271470249851,-14.411764705882351,2.467201612933662,161,217,155,113,283,49,True,token_proxy,32.16444444444444,32.16444444444444,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688097,博众精工,1209925757,博众精工首次公开发行股票并在科创板上市招股说明书,2021-05-06,final_prospectus,ok,125427,20,20,20,125427,4790,76433,2401,1016,106,167,0.212893161328228,-3.05,1.9977341442545835,216,272,188,173,131,36,True,token_proxy,31.833819241982507,31.833819241982507,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688355,明志科技,1209936160,明志科技首次公开发行股票并在科创板上市招股说明书,2021-05-07,final_prospectus,ok,100973,18,18,18,100973,4285,68013,2146,976,96,325,0.3456597044804621,-12.72222222222222,2.4684800422305604,150,199,142,160,241,84,True,token_proxy,31.69291705498602,31.69291705498602,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688565,力源科技,1209944605,力源科技首次公开发行股票并在科创板上市招股说明书,2021-05-10,final_prospectus,ok,80064,14,14,14,80064,3443,51715,1725,767,74,129,0.1602080802442315,-3.928571428571429,1.8775620580959849,148,213,128,149,102,27,True,token_proxy,29.979710144927537,29.979710144927537,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688217,睿昂基因,1209949838,睿昂基因首次公开发行股票并在科创板上市招股说明书,2021-05-11,final_prospectus,ok_manual_page_anchor,89623,16,16,16,89623,3482,59619,1745,848,72,113,0.1460995150748471,-2.5625,1.5616416078079978,286,222,118,109,88,25,True,token_proxy,34.16561604584527,34.16561604584527,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688575,亚辉龙,1209953741,亚辉龙首次公开发行股票并在科创板上市招股说明书,2021-05-12,final_prospectus,ok,150030,26,26,26,150030,5924,97319,2967,1631,125,595,0.2901689997752616,-18.076923076923077,2.047425973197673,313,360,207,156,519,76,True,token_proxy,32.800471857094706,32.800471857094706,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688314,康拓医疗,1209958252,康拓医疗首次公开发行股票并在科创板上市招股说明书,2021-05-13,final_prospectus,ok,68637,12,12,12,68637,3200,45003,1603,669,67,175,0.260973499176766,-9.0,2.2245367166541765,131,131,89,143,129,46,True,token_proxy,28.074235807860266,28.074235807860266,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688660,电气风电,1209958256,电气风电首次公开发行股票并在科创板上市招股说明书,2021-05-13,final_prospectus,ok,120822,21,21,21,120822,5481,80215,2746,1221,104,344,0.2282100095394001,-11.428571428571429,2.032830088856426,192,284,185,156,307,37,True,token_proxy,29.211580480699197,29.211580480699197,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688076,诺泰生物,1209971356,诺泰生物首次公开发行股票并在科创板上市招股说明书,2021-05-14,final_prospectus,ok,158881,27,27,27,158881,6530,102800,3273,1426,135,179,0.1507076751693786,-1.6296296296296295,1.8071979065163648,312,392,269,212,135,44,True,token_proxy,31.40849373663306,31.40849373663306,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688359,三孚新科,1209996037,三孚新科首次公开发行股票并在科创板上市招股说明书,2021-05-18,final_prospectus,ok,82122,15,15,15,82122,3792,55970,1901,742,75,220,0.3655643430643431,-9.666666666666666,2.537294031848563,106,165,119,132,190,30,True,token_proxy,29.442398737506576,29.442398737506576,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
688613,奥精医疗,1209983435,奥精医疗首次公开发行股票并在科创板上市招股说明书,2021-05-17,final_prospectus,ok,95891,16,16,16,95891,3819,61488,1915,844,86,107,0.1744060423112515,-1.3125,1.7007570430996524,224,270,135,108,81,26,True,token_proxy,32.108616187989554,32.108616187989554,siliconflow_glm4_32b_table2_next100_after200_shard5_20260708
