code,segment_target_year,NumIndSeg_count,NumIndSeg_count_main,NumIndSeg_count_operating,NumIndSeg_source,NumIndSeg,NumIndSeg_ln_count,NumProdSeg_count,NumProdSeg_count_main,NumProdSeg_count_operating,NumProdSeg_source,NumProdSeg,NumProdSeg_ln_count
688686,2020,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688698,2020,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688699,2020,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688777,2020,10.0,10.0,,main_business_revenue,2.3978952727983707,2.302585092994046,9.0,9.0,,main_business_revenue,2.302585092994046,2.1972245773362196
688788,2020,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688981,2020,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688032,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688038,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688049,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688059,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688067,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688070,2021,6.0,,6.0,operating_revenue_fallback,1.9459101490553132,1.791759469228055,5.0,,5.0,operating_revenue_fallback,1.791759469228055,1.6094379124341003
688071,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688075,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,6.0,,6.0,operating_revenue_fallback,1.9459101490553132,1.791759469228055
688076,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688079,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688082,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688083,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688087,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,8.0,8.0,,main_business_revenue,2.1972245773362196,2.0794415416798357
688091,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0
688092,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688097,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688103,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,7.0,7.0,,main_business_revenue,2.0794415416798357,1.9459101490553132
688105,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688107,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688109,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,,2.0,operating_revenue_fallback,1.0986122886681098,0.6931471805599453
688110,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688112,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688113,2021,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688117,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688121,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688131,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688148,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688151,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688161,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688162,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688167,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688182,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688183,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688187,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688190,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688191,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,7.0,7.0,,main_business_revenue,2.0794415416798357,1.9459101490553132
688192,2021,,,,,,,,,,,,
688195,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688201,2021,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003,11.0,11.0,,main_business_revenue,2.4849066497880004,2.3978952727983707
688206,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688210,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688211,2021,,,,,,,8.0,8.0,,main_business_revenue,2.1972245773362196,2.0794415416798357
688212,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,3.0,,3.0,operating_revenue_fallback,1.3862943611198906,1.0986122886681098
688216,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688217,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688226,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688227,2021,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688230,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,6.0,,6.0,operating_revenue_fallback,1.9459101490553132,1.791759469228055
688232,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,8.0,8.0,,main_business_revenue,2.1972245773362196,2.0794415416798357
688235,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,,2.0,operating_revenue_fallback,1.0986122886681098,0.6931471805599453
688236,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688239,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688246,2021,3.0,,3.0,operating_revenue_fallback,1.3862943611198906,1.0986122886681098,5.0,,5.0,operating_revenue_fallback,1.791759469228055,1.6094379124341003
688248,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688255,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688257,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688260,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688265,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688269,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688272,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688276,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688280,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688285,2021,,,,,,,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688296,2021,3.0,,3.0,operating_revenue_fallback,1.3862943611198906,1.0986122886681098,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688303,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,,2.0,operating_revenue_fallback,1.0986122886681098,0.6931471805599453
688305,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688314,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688315,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688316,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688317,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688319,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688323,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688328,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688329,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688345,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688350,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688355,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688359,2021,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688367,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688383,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688385,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688395,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688425,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,10.0,10.0,,main_business_revenue,2.3978952727983707,2.302585092994046
688456,2021,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688468,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,3.0,,3.0,operating_revenue_fallback,1.3862943611198906,1.0986122886681098
688499,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688501,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688509,2021,,,,,,,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688511,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688517,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688533,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688538,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688553,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688565,2021,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688575,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,7.0,7.0,,main_business_revenue,2.0794415416798357,1.9459101490553132
688597,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688601,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688606,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688607,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688609,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688611,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688613,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688616,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688617,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688619,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688621,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688622,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,6.0,,6.0,operating_revenue_fallback,1.9459101490553132,1.791759469228055
688625,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688626,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688628,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688630,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688633,2021,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688636,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688639,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688655,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688656,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688659,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688660,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688661,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688662,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688663,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688665,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,3.0,3.0,3.0,main_business_revenue,1.3862943611198906,1.0986122886681098
688667,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,,2.0,operating_revenue_fallback,1.0986122886681098,0.6931471805599453
688669,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688670,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688676,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688677,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688680,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688681,2021,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688682,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688683,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688685,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,7.0,7.0,,main_business_revenue,2.0794415416798357,1.9459101490553132
688687,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688689,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688690,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688696,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688697,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688700,2021,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688701,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,6.0,,6.0,operating_revenue_fallback,1.9459101490553132,1.791759469228055
688707,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688711,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688718,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688722,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688728,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688733,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688737,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688739,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,,2.0,operating_revenue_fallback,1.0986122886681098,0.6931471805599453
688766,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688767,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688768,2021,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688772,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688776,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688778,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688779,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0
688786,2021,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688787,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688789,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688793,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,6.0,6.0,,main_business_revenue,1.9459101490553132,1.791759469228055
688798,2021,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,5.0,,5.0,operating_revenue_fallback,1.791759469228055,1.6094379124341003
688799,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688800,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688819,2021,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688031,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,6.0,,6.0,operating_revenue_fallback,1.9459101490553132,1.791759469228055
688035,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688041,2022,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453
688045,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688046,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688047,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688048,2022,,,,,,,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688052,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688053,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688061,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,,4.0,operating_revenue_fallback,1.6094379124341003,1.3862943611198906
688062,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,,,,,,
688072,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688073,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688084,2022,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688102,2022,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,5.0,5.0,,main_business_revenue,1.791759469228055,1.6094379124341003
688114,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688115,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,3.0,,3.0,operating_revenue_fallback,1.3862943611198906,1.0986122886681098
688119,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688120,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,2.0,,2.0,operating_revenue_fallback,1.0986122886681098,0.6931471805599453
688125,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688130,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,3.0,3.0,,main_business_revenue,1.3862943611198906,1.0986122886681098
688132,2022,2.0,2.0,,main_business_revenue,1.0986122886681098,0.6931471805599453,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688137,2022,,,,,,,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
688141,2022,1.0,1.0,,main_business_revenue,0.6931471805599453,0.0,8.0,8.0,,main_business_revenue,2.1972245773362196,2.0794415416798357
688143,2022,1.0,,1.0,operating_revenue_fallback,0.6931471805599453,0.0,4.0,4.0,,main_business_revenue,1.6094379124341003,1.3862943611198906
