Symbol,EndDate,Source,StateTypeCode,RDPerson,RDPersonRatio,RDSpendSum,RDSpendSumRatio,RDExpenses,RDInvest,RDInvestRatio,RDInvestNetprofitRatio,Currency,Explanation,code,rd_year,RD_Staff,rd_source_priority,rd_target_year
688350,2020-06-30,1.0,1.0,97.0,12.71,23197800.0,4.51,,,,,CNY,,688350,2020,0.12710000000000002,0,2020
688350,2020-12-31,0.0,1.0,102.0,13.23,48587200.57,4.28,48587200.57,,,,CNY,,688350,2020,0.1323,1,2020
688351,2021-12-31,1.0,1.0,138.0,32.86,90069000.0,47.4,63012300.0,27056700.0,,,CNY,,688351,2021,0.3286,0,2021
688352,2022-06-30,1.0,1.0,208.0,12.86,50898800.0,7.1,,,,,CNY,,688352,2022,0.1286,0,2022
688353,2021-12-31,1.0,1.0,70.0,11.13,49366700.0,4.87,,,,,CNY,,688353,2021,0.11130000000000001,0,2021
688355,2020-12-31,1.0,1.0,86.0,11.18,26571500.0,4.34,,,,,CNY,,688355,2020,0.1118,0,2020
688356,2019-12-31,1.0,1.0,26.0,18.71,20702000.0,15.41,20702000.0,,,,CNY,,688356,2019,0.18710000000000002,0,2019
688357,2018-12-31,1.0,1.0,,,12410200.0,3.2800000000000002,12410200.0,0.0,,,CNY,,688357,2018,,0,2018
688358,2018-12-31,1.0,1.0,186.0,,41345400.0,12.65,,,,,CNY,,688358,2018,,0,2018
688359,2020-12-31,1.0,1.0,43.0,17.06,15273700.0,5.33,,,,,CNY,,688359,2020,0.17059999999999997,0,2020
688360,2019-12-31,1.0,1.0,169.0,18.39,42358400.0,5.37,,,,,CNY,,688360,2019,0.1839,0,2019
688361,2022-12-31,1.0,1.0,324.0,43.03,205751800.0,40.4,,,,,CNY,,688361,2022,0.4303,0,2022
688362,2021-12-31,1.0,1.0,,14.62,97038600.0,4.72,,,,,CNY,,688362,2021,0.1462,0,2021
688363,2018-12-31,1.0,1.0,185.0,,52865900.0,4.19,52865900.0,,,,CNY,,688363,2018,,0,2018
688365,2019-09-30,1.0,1.0,283.0,32.12,66006900.0,19.61,,,,,CNY,,688365,2019,0.3212,0,2019
688366,2018-12-31,1.0,1.0,,,95369700.0,6.12,,,,,CNY,,688366,2018,,0,2018
688367,2020-12-31,1.0,1.0,104.0,59.43,10772000.0,5.11,,,,,CNY,,688367,2020,0.5943,0,2020
688368,2018-12-31,1.0,1.0,115.0,59.59,60817200.0,7.93,,,,,CNY,,688368,2018,0.5959,0,2018
688369,2018-12-31,1.0,1.0,278.0,,76823900.0,13.29,,,,,CNY,,688369,2018,,0,2018
688370,2021-12-31,1.0,1.0,93.0,11.44,35781100.0,5.37,,,,,CNY,,688370,2021,0.1144,0,2021
688371,2021-12-31,1.0,1.0,79.0,11.03,39796000.0,9.7,,,,,CNY,,688371,2021,0.1103,0,2021
688372,2021-12-31,1.0,1.0,176.0,18.99,47742800.0,9.68,,,,,CNY,,688372,2021,0.18989999999999999,0,2021
688373,2021-12-31,1.0,1.0,50.0,31.65,151757700.0,1981.17,,,,,CNY,,688373,2021,0.3165,0,2021
688375,2021-12-31,1.0,1.0,237.0,19.51,244083400.0,9.73,,,,,CNY,,688375,2021,0.19510000000000002,0,2021
688376,2021-12-31,1.0,1.0,115.0,,46868300.0,4.08,,,,,CNY,,688376,2021,,0,2021
688377,2019-12-31,1.0,1.0,102.0,14.66,28865100.0,4.16,,,,,CNY,,688377,2019,0.1466,0,2019
688378,2019-12-31,1.0,1.0,61.0,23.46,36175900.0,12.03,,,,,CNY,,688378,2019,0.2346,0,2019
688379,2019-12-31,1.0,1.0,62.0,13.05,35194300.0,4.59,,,,,CNY,,688379,2019,0.1305,0,2019
688380,2021-12-31,1.0,1.0,242.0,48.89,100651200.0,9.08,,,,,CNY,,688380,2021,0.4889,0,2021
688381,2021-12-31,1.0,1.0,79.0,52.67,45430800.0,8.95,,,,,CNY,公司研发费用主要由职工薪酬、材料费用以及测试开发费用等构成。,688381,2021,0.5267000000000001,0,2021
688382,2021-12-31,1.0,1.0,140.0,90.32,132592800.0,,,,,,CNY,,688382,2021,0.9031999999999999,0,2021
688383,2020-12-31,1.0,1.0,209.0,20.8,49293700.0,7.0,49293700.0,0.0,,,CNY,,688383,2020,0.20800000000000002,0,2020
688385,2020-12-31,1.0,1.0,847.0,58.45,529442400.0,31.31,490548100.0,,18.18,,CNY,,688385,2020,0.5845,0,2020
688386,2019-12-31,1.0,1.0,52.0,12.5,14473500.0,5.9,,,,,CNY,,688386,2019,0.125,0,2019
688387,2021-12-31,1.0,1.0,2276.0,46.3,1310357800.0,23.13,,,,,CNY,,688387,2021,0.46299999999999997,0,2021
688389,2018-12-31,1.0,1.0,,,66670700.0,20.61,,,,,CNY,,688389,2018,,0,2018
688390,2019-12-31,1.0,1.0,167.0,17.2,58161500.0,6.15,,,,,CNY,,688390,2019,0.172,0,2019
688391,2021-12-31,1.0,1.0,136.0,71.96,91557400.0,18.34,91557400.0,0.0,,,CNY,,688391,2021,0.7195999999999999,0,2021
688392,2021-12-31,1.0,1.0,129.0,28.67,45780300.0,12.35,,,,,CNY,,688392,2021,0.2867,0,2021
688393,2019-12-31,1.0,1.0,91.0,,21858900.0,6.15,,,,,CNY,,688393,2019,,0,2019
688395,2020-12-31,1.0,1.0,83.0,20.54,22350100.0,5.55,,,,,CNY,,688395,2020,0.2054,0,2020
688396,2019-06-30,1.0,1.0,2290.0,36.93,216886700.0,8.22,,,,,CNY,,688396,2019,0.3693,0,2019
688396,2019-12-31,0.0,1.0,653.0,8.3,482615725.08,8.4,482615725.08,0.0,0.0,,CNY,,688396,2019,0.083,1,2019
688398,2019-06-30,1.0,1.0,93.0,11.43,9350700.0,4.8100000000000005,,,,,CNY,,688398,2019,0.1143,0,2019
688398,2019-12-31,0.0,1.0,96.0,11.72,19740294.5,4.92,19740294.5,0.0,0.0,,CNY,"本期末母公司总人数578人,其中研发人员95人,占总人数的16.44%。公司及子公司总人数819人,其中研发人员96人,占总人数的11.72%。本期研发投入19,740,294.50元,占本期营业收入的4.92%。",688398,2019,0.11720000000000001,1,2019
688399,2018-12-31,1.0,1.0,,,26384000.0,11.44,,,,,CNY,,688399,2018,,0,2018
688400,2021-12-31,1.0,1.0,590.0,36.26,280614900.0,11.52,,,,,CNY,,688400,2021,0.3626,0,2021
688401,2021-12-31,1.0,1.0,38.0,12.79,22997400.0,4.66,,,,,CNY,,688401,2021,0.12789999999999999,0,2021
688403,2021-12-31,1.0,1.0,172.0,15.85,60603000.0,7.62,,,,,CNY,,688403,2021,0.1585,0,2021
688408,2019-12-31,1.0,1.0,107.0,13.74,81546700.0,3.5700000000000003,,,,,CNY,,688408,2019,0.1374,0,2019
688409,2021-12-31,1.0,1.0,225.0,20.68,,,74198600.0,,,,CNY,,688409,2021,0.20679999999999998,0,2021
688410,2021-12-31,1.0,1.0,,11.8,28034100.0,9.9,,,,,CNY,,688410,2021,0.11800000000000001,0,2021
688416,2021-12-31,1.0,1.0,67.0,60.36,47052200.0,8.17,170378500.0,,,,CNY,,688416,2021,0.6036,0,2021
688418,2019-12-31,1.0,1.0,262.0,50.19,67485200.0,15.91,,,,,CNY,,688418,2019,0.5019,0,2019
688419,2021-12-31,1.0,1.0,58.0,14.54,15217900.0,6.12,,,,,CNY,,688419,2021,0.1454,0,2021
688420,2021-12-31,1.0,1.0,,,5268130.0,13.74,,,,,CNY,,688420,2021,,0,2021
688425,2020-12-31,1.0,1.0,1176.0,24.32,552948700.0,7.27,552948700.0,0.0,,,CNY,,688425,2020,0.2432,0,2020
688426,2021-12-31,1.0,1.0,132.0,28.95,38583000.0,11.4,,,,,CNY,,688426,2021,0.2895,0,2021
688428,2021-12-31,1.0,1.0,346.0,49.29,732714000.0,70.25,,,,,CNY,,688428,2021,0.4929,0,2021
688429,2022-12-31,1.0,1.0,313.0,21.54,119928700.0,5.01,,,,,CNY,,688429,2022,0.21539999999999998,0,2022
688432,2021-12-31,1.0,1.0,81.0,11.39,76412900.0,7.64,,,,,CNY,,688432,2021,0.1139,0,2021
688433,2022-06-30,1.0,1.0,142.0,28.92,26679700.0,15.14,25097500.0,,,,CNY,,688433,2022,0.2892,0,2022
688435,2022-06-30,1.0,1.0,243.0,55.1,30925400.0,55.06,,,,,CNY,,688435,2022,0.551,0,2022
688435,2022-12-31,0.0,1.0,269.0,56.99,72405070.48,36.78,72405070.48,0.0,0.0,,CNY,"1.研发投入总额较上年发生重大变化的原因:企业加大研发投入,研发技术人员人数和薪酬增加,研发支出增长。2.在研项目情况:项目名称 	预计总投资规模 	本期投入金额 	累计投入金额大数据平台数据备份与恢复项目 	6000000.00 	2558533.58 	5994716.24 分布式集群备份存储一体化平台项目 	12000000.00 	6782150.14 	12431550.64 国产数据库数据实时复制项 目	21000000.00 	9886562.08 	17924034.15 国产虚拟化平台虚机的备份和恢复项目 	9500000.00 	4035389.47 	8361643.61 基于第三方云平台下整机复制和接管演练项目 	7000000.00 	3194582.42 	5585830.94 面向高可用集群的业务连续性保护系统项目 	9500000.00 	2530865.69 	5693669.55 面向企业的内容和文档管理平台改进和升级项目 	7000000.00 	2797230.30 	5798309.87 敏感字段发现和脱敏产品改进和升级项目 	2200000.00 	1065805.13 	3078284.04 数据库实时复制扩展和升级项目 	26000000.00 	11583047.15 	22148413.58 统一数据管理平台现有功能的改进和升级项",688435,2022,0.5699000000000001,1,2022
688439,2021-12-31,1.0,1.0,100.0,19.38,46737200.0,9.3,,,,,CNY,,688439,2021,0.1938,0,2021
688443,2022-12-31,1.0,1.0,344.0,87.76,454494300.0,95634.5,,,,,CNY,,688443,2022,0.8776,0,2022
688448,2021-12-31,1.0,1.0,54.0,19.57,24225900.0,7.77,,,,,CNY,,688448,2021,0.1957,0,2021
688450,2022-12-31,1.0,1.0,101.0,33.33,34084300.0,11.33,,,,,CNY,,688450,2022,0.3333,0,2022
688455,2021-12-31,1.0,1.0,227.0,34.71,56238100.0,4.4,,,,,CNY,,688455,2021,0.3471,0,2021
688456,2020-06-30,1.0,1.0,66.0,11.56,22363700.0,3.03,,,,,CNY,,688456,2020,0.11560000000000001,0,2020
688456,2020-12-31,0.0,1.0,60.0,11.4,64604431.85,3.72,64604431.85,,,,CNY,,688456,2020,0.114,1,2020
688458,2022-12-31,1.0,1.0,114.0,57.29,6572.76,14.9,6572.76,,,,CNY,"报告期内,公司的所有研发投入均费用化,",688458,2022,0.5729,0,2022
688459,2021-12-31,1.0,1.0,301.0,27.26,55178800.0,6.33,,,,,CNY,,688459,2021,0.2726,0,2021
688466,2019-12-31,1.0,1.0,55.0,21.0,17500900.0,3.47,,,,,CNY,,688466,2019,0.21,0,2019
688469,2022-12-31,1.0,1.0,412.0,11.27,839049500.0,18.22,,,,,CNY,,688469,2022,0.1127,0,2022
688472,2022-12-31,1.0,1.0,760.0,4.44,466845100.0,0.9800000000000001,466845100.0,,,,CNY,,688472,2022,0.0444,0,2022
688475,2021-12-31,1.0,1.0,1119.0,29.43,490490900.0,11.57,,,,,CNY,,688475,2021,0.2943,0,2021
688478,2022-06-30,1.0,1.0,46.0,33.09,9908200.0,15.23,,,,,CNY,,688478,2022,0.3309,0,2022
688479,2022-12-31,1.0,1.0,277.0,21.88,90556200.0,13.69,,,,,CNY,,688479,2022,0.2188,0,2022
688480,2021-12-31,1.0,1.0,107.0,15.83,25215200.0,6.5600000000000005,,,,,CNY,,688480,2021,0.1583,0,2021
688484,2022-06-30,1.0,1.0,214.0,55.73,70256500.0,9.06,,,,,CNY,,688484,2022,0.5573,0,2022
688485,2022-06-30,1.0,1.0,37.0,20.9,10509700.0,22.84,,,,,CNY,,688485,2022,0.209,0,2022
688485,2022-12-31,0.0,1.0,38.0,21.59,22411090.9,5.68,22411090.9,,,,CNY,项目名称	预计总投资规模	本期投入金额	累计投入金额城市轨道交通轨道智慧运维管理系统开发及示范应用	7676750	1088456	5583059城市轨道交通轨道减振设计与评价研究	5000000	1343391	3013011城市轨道交通减振降噪措施检测标准研究	5000000	1955509	5469953城市轨道交通道床结构病害整治与养护维修智能监测系统的研究	1000000	1269440	1713550城市轨道交通轮轨噪声系统性研究	1800000	1240716	1599173建筑隔振用聚氨酯减振垫产品研发	3040000	1276992	1474023城轨既有线不停运条件下减振改造综合技术研究	3200000	1899652	2085253绍兴地铁轨道智慧运维体系建设与关键技术研究	3262000	1501911	1570197160km/h市域铁路钢弹簧浮置板轨道技术应用研究	4490000	971798	971798车辆基地TOD上盖环境影响预测、控制及评价研究	2600000	1132262	1132262城市轨道交通橡胶浮置板产品研发	2000000	1187755	1187755市域(郊)铁路减振垫系列产品研发	1900000	924682	924682城轨车辆基地库外区聚氨酯道砟垫研发	1700000	1479849	1479849北京地铁19号线减振轨道,688485,2022,0.2159,1,2022
688486,2022-06-30,1.0,1.0,108.0,66.67,26800400.0,21.93,,,,,CNY,,688486,2022,0.6667000000000001,0,2022
688486,2022-12-31,0.0,1.0,114.0,67.85,55401406.48,22.99,55401406.48,,,,CNY,项目名称  预计总投资规模  本期投入金额  累计投入金额   车载摄像头延长芯片的开发及应用  20450000 1952100 17362100  HDMI2.0切换、分配、矩阵芯片组的开发及应用  9500000 570000 9175300  带USB3.0开关的Type-C/DP1.4 to HDMI2.0 的转换器芯片组的开发及应用 6900000 2529500 6092200  带音频的HDMI2.0转双端口MIPI DSI/CSI芯片的开发及应用  9000000 2976700 6957900  MIPI/TTL/2-Port LVDS to MIPI/TTL/2-Port LVDS 转换器芯片的开发及应用  4420000 3216100 6242500  16X16 Digital Crosspoint Switch(数字交叉开关)芯片的开发及应用  4290000 2114700 2114700  基于4K的高清显示控制器芯片的开发及应用  22270000 1870300 1870300  超高清音视频接口处理和转换芯片组的开发及应用  17550000 11082800 11082800  全硬件控制的HDMI信号延长芯片的开发及应用  8700000 2022300 2022300  车载音视频信号延长芯片组的开发及应用  14200000 2840,688486,2022,0.6785,1,2022
688488,2019-12-31,1.0,1.0,53.0,15.32,56963400.0,16.5,27860100.0,29103300.0,,,CNY,,688488,2019,0.1532,0,2019
688489,2021-12-31,1.0,1.0,139.0,44.27,50455100.0,18.66,,,,,CNY,,688489,2021,0.44270000000000004,0,2021
688496,2021-12-31,1.0,1.0,202.0,23.43,74376600.0,10.71,,,,,CNY,,688496,2021,0.2343,0,2021
688498,2021-12-31,1.0,1.0,62.0,13.14,18493900.0,7.97,,,,,CNY,,688498,2021,0.13140000000000002,0,2021
688499,2020-12-31,1.0,1.0,949.0,20.71,164120100.0,11.48,,,,,CNY,,688499,2020,0.2071,0,2020
688500,2019-12-31,1.0,1.0,75.0,16.34,26501300.0,6.9,,,,,CNY,,688500,2019,0.1634,0,2019
688501,2020-12-31,1.0,1.0,118.0,17.35,25407700.0,4.5600000000000005,,,,,CNY,,688501,2020,0.17350000000000002,0,2020
688502,2022-06-30,1.0,1.0,172.0,20.07,25115200.0,12.14,,,,,CNY,,688502,2022,0.2007,0,2022
688503,2021-12-31,1.0,1.0,112.0,44.8,160589000.0,3.16,,,,,CNY,,688503,2021,0.44799999999999995,0,2021
688505,2019-12-31,1.0,1.0,93.0,15.37,130498500.0,12.68,127821900.0,2676600.0,,,CNY,,688505,2019,0.1537,0,2019
688506,2022-06-30,1.0,1.0,476.0,24.17,173225800.0,56.84,173225800.0,,,,CNY,,688506,2022,0.24170000000000003,0,2022
688506,2022-12-31,0.0,1.0,574.0,27.68,375019951.73,53.32,375019951.73,0.0,0.0,,CNY,"研发投入总额较上年发生重大变化的原因:主要系报告期新药研发项目持续推进,试验检测费支出同比增长较大,以及研发人员增加导致职工薪酬支出增长。项目名称 	预计总投资规模	本期投入金额	累计投入金额SI-B001	160000000	66077600	150723400SI-B003	79200000	19768400	71371200SI-B001+SI-B003	245000000		SI-F019	80000000	12373300	55292100GNC-038	300000000	21801000	90611400GNC-039	300000000	15226900	75352500GNC-035	300000000	16665600	67853700GNC-077	245000000	4729900	14786200GNC-049	245000000	3975800	7155500GNC-P48	245000000	58682800	114842200BL-B01D1	100000000		BL-B01D1+SI-B003	245000000	15753900	40472600BL-M02D1	100000000	10255200	28266200BL-M07D1	100000000	26223400	27643100BL-M11D1	100000000	6175400	91",688506,2022,0.2768,1,2022
688507,2022-06-30,1.0,1.0,129.0,63.86,39488200.0,248.69,,,,,CNY,,688507,2022,0.6386,0,2022
688508,2019-12-31,1.0,1.0,110.0,72.37,47784300.0,14.26,,,,,CNY,,688508,2019,0.7237,0,2019
688509,2020-12-31,1.0,1.0,427.0,12.85,79613700.0,4.75,,,,,CNY,,688509,2020,0.1285,0,2020
688510,2019-12-31,1.0,1.0,,,30726800.0,11.93,,,,,CNY,,688510,2019,,0,2019
688511,2020-12-31,1.0,1.0,51.0,25.89,9973500.0,4.25,,,,,CNY,,688511,2020,0.2589,0,2020
688512,2022-12-31,1.0,1.0,212.0,70.9,260605700.0,73.06,,,,,CNY,,688512,2022,0.7090000000000001,0,2022
688513,2019-12-31,1.0,1.0,255.0,29.11,156571700.0,16.53,,,,,CNY,,688513,2019,0.29109999999999997,0,2019
688515,2022-06-30,1.0,1.0,102.0,61.08,54389600.0,28.36,,,,,CNY,,688515,2022,0.6108,0,2022
688515,2022-12-31,0.0,1.0,133.0,61.86,135237589.24,33.56,135237589.24,0.0,0.0,,CNY,"1.研发投入总额较上年发生重大变化的原因:2022年公司研发投入同比增加104.08%,主要系公司持续扩大研发投入,引进优秀技术人才,人力费用增加;随着新产品的量产流片,流片费用亦大幅增加。2.在研项目情况:项目名称 	预计总投资规模 	本期投入金额 	累计投入金额万兆以太网通讯芯片研发项目 	18,765,700.00	538,481.90	9,625,106.36车载网络通信关键技术研发项目 	79,960,000.00	1,088,660.97	1,088,660.97高速以太网通讯芯片研发项目 	104,856,500.00	21,209,000.22	60,087,115.56多口网络通讯芯片研发项目 	61,394,300.00	23,633,591.45	37,717,233.48多口交换芯片研发项目 	178,847,240.00	33,631,727.66	33,631,727.66车载以太网传输芯片研发项 片研发项 片研发项 片研发项目	200,271,000.00	16,566,519.32	16,566,519.32车载网络通讯芯片研发项目 	78,520,900.00	19,095,749.38	26,323,886.74",688515,2022,0.6186,1,2022
688516,2019-12-31,1.0,1.0,208.0,20.06,51903100.0,6.88,,,,,CNY,,688516,2019,0.2006,0,2019
688517,2020-12-31,1.0,1.0,46.0,9.79,29582200.0,5.6,,,,,CNY,,688517,2020,0.09789999999999999,0,2020
688518,2019-12-31,1.0,1.0,672.0,40.6,60801100.0,6.01,,,,,CNY,,688518,2019,0.406,0,2019
688519,2019-12-31,1.0,1.0,87.0,8.67,67067000.0,3.81,67067000.0,0.0,,,CNY,,688519,2019,0.0867,0,2019
688520,2019-12-31,1.0,1.0,657.0,75.43,516175700.0,,,,,,CNY,,688520,2019,0.7543000000000001,0,2019
688521,2019-12-31,1.0,1.0,789.0,84.29,425069000.0,31.72,,,,,CNY,,688521,2019,0.8429000000000001,0,2019
688522,2022-06-30,1.0,1.0,,,19750400.0,41.84,,,,,CNY,,688522,2022,,0,2022
688522,2022-12-31,0.0,1.0,111.0,54.41,42275325.67,20.13,42275325.67,,,,CNY,"﻿项目名称 	预计总投资规模 	本期投入金额 	累计投入金额	 舰载或岸基全极化相控阵船舶雷达系统的研发 	20,000,000.00 	12,463,842.93 	27,159,021.91 	 复杂背景下低可观测目标全极化探测技术研究 	20,000,000.00 	6,756,740.55 	15,571,682.63 	 多波束双极化相控阵雷达研制及龙卷风探测业务应用-龙卷风探测雷达的研制	28,600,000.00 	22,125,272.55 	26,742,029.91 	 ﻿77GHz车载毫米波雷达 	5,000,000.00 	929,469.64 	1,119,902.33",688522,2022,0.5440999999999999,1,2022
688523,2022-12-31,1.0,1.0,111.0,16.28,45153100.0,11.25,,,,,CNY,,688523,2022,0.1628,0,2022
688525,2021-12-31,1.0,1.0,,,106871000.0,4.1,,,,,CNY,,688525,2021,,0,2021
688526,2019-12-31,1.0,1.0,151.0,25.12,47365500.0,9.33,,,,,CNY,,688526,2019,0.25120000000000003,0,2019
688528,2019-12-31,1.0,1.0,105.0,19.34,23081500.0,9.42,,,,,CNY,,688528,2019,0.1934,0,2019
688529,2019-12-31,1.0,1.0,,,64546800.0,6.14,,,,,CNY,,688529,2019,,0,2019
688531,2022-06-30,1.0,1.0,154.0,24.72,25662900.0,12.51,,,,,CNY,,688531,2022,0.24719999999999998,0,2022
688533,2020-06-30,1.0,1.0,205.0,10.09,24651900.0,5.75,,,,,CNY,,688533,2020,0.1009,0,2020
688535,2022-06-30,1.0,1.0,57.0,15.53,18836300.0,5.43,,,,,CNY,,688535,2022,0.1553,0,2022
688536,2019-12-31,1.0,1.0,98.0,62.82,73421900.0,24.19,,,,,CNY,,688536,2019,0.6282,0,2019
688538,2020-12-31,1.0,1.0,,,353471800.0,14.13,179742200.0,173729600.0,,,CNY,,688538,2020,,0,2020
688539,2022-06-30,1.0,1.0,62.0,16.32,16998400.0,12.91,16998400.0,0.0,,,CNY,,688539,2022,0.1632,0,2022
688543,2022-12-31,1.0,1.0,140.0,16.85,64673900.0,7.72,,,,,CNY,,688543,2022,0.1685,0,2022
688548,2022-12-31,1.0,1.0,113.0,13.93,71704000.0,4.66,,,,,CNY,,688548,2022,0.1393,0,2022
688549,2022-12-31,1.0,1.0,84.0,15.36,59646900.0,7.47,,,,,CNY,,688549,2022,0.1536,0,2022
688550,2019-12-31,1.0,1.0,147.0,10.73,38901700.0,3.93,,,,,CNY,,688550,2019,0.1073,0,2019
688551,2019-12-31,1.0,1.0,79.0,29.37,16782100.0,9.9,,,,,CNY,,688551,2019,0.2937,0,2019
688552,2022-12-31,1.0,1.0,314.0,39.6,142716600.0,14.98,14271.66,,,,CNY,,688552,2022,0.396,0,2022
688553,2020-12-31,1.0,1.0,393.0,39.34,39149800.0,72.07,39149800.0,0.0,,,CNY,,688553,2020,0.3934,0,2020
688555,2019-12-31,1.0,1.0,184.0,81.42,18878500.0,8.53,,,,,CNY,,688555,2019,0.8142,0,2019
688556,2019-12-31,1.0,1.0,222.0,17.95,70811000.0,9.91,,,,,CNY,,688556,2019,0.1795,0,2019
688557,2019-12-31,1.0,1.0,,,31215700.0,7.89,,,,,CNY,,688557,2019,,0,2019
688558,2019-12-31,1.0,1.0,153.0,20.16,30549300.0,4.6,,,,,CNY,,688558,2019,0.2016,0,2019
688559,2019-12-31,1.0,1.0,323.0,15.57,88252200.0,8.56,,,,,CNY,,688559,2019,0.1557,0,2019
688560,2019-12-31,1.0,1.0,,,37323000.0,3.95,,,,,CNY,,688560,2019,,0,2019
688561,2019-12-31,1.0,1.0,2591.0,37.58,1047104000.0,33.2,,,,,CNY,,688561,2019,0.37579999999999997,0,2019
688562,2022-12-31,1.0,1.0,298.0,22.34,142140000.0,7.5,,,,,CNY,,688562,2022,0.2234,0,2022
688563,2022-12-31,1.0,1.0,165.0,17.24,,8.01,187104100.0,,,,CNY,,688563,2022,0.1724,0,2022
688565,2020-09-30,1.0,1.0,64.0,46.04,9731100.0,5.54,,,,,CNY,,688565,2020,0.4604,0,2020
688566,2019-09-30,1.0,1.0,100.0,10.88,22921000.0,5.69,,,,,CNY,,688566,2019,0.10880000000000001,0,2019
688567,2019-12-31,1.0,1.0,767.0,23.93,318089300.0,12.99,270823400.0,47265900.0,,,CNY,,688567,2019,0.23929999999999998,0,2019
688568,2019-12-31,1.0,1.0,401.0,62.36,63010300.0,12.87,63010300.0,0.0,,,CNY,,688568,2019,0.6236,0,2019
688569,2019-12-31,1.0,1.0,95.0,19.11,59896100.0,4.74,,,,,CNY,,688569,2019,0.1911,0,2019
688570,2022-12-31,1.0,1.0,202.0,36.33,166824400.0,8.48,166824400.0,0.0,,,CNY,"研发投入为企业研究开发活动形成的总支出,发行人的研究开发支出按照研发项目进行立项。公司的研发投入包括薪酬支出、材料费、设备费、测试化验加工费、差旅费、出版/文献/信息传播等费用、委托研发支出、劳务费及其他费用等。本期研发投入为本期费用化的研发费用与本期资本化的开发支出之和。报告期内,发行人研发投入分别为 8,998.11 万元、13,698.14 万元和 16,682.44 万元,最近三年累计研发投入占最近三年营业收入的比例为 8.41%,不存在资本化的开发支出。",688570,2022,0.36329999999999996,0,2022
688571,2019-12-31,1.0,1.0,,,41268500.0,4.1,,,,,CNY,,688571,2019,,0,2019
688573,2022-12-31,1.0,1.0,148.0,16.39,51029000.0,7.62,,,,,CNY,,688573,2022,0.16390000000000002,0,2022
688575,2020-12-31,1.0,1.0,290.0,25.17,103176800.0,10.33,,,,,CNY,,688575,2020,0.25170000000000003,0,2020
688576,2022-12-31,1.0,1.0,100.0,17.67,29944900.0,11.42,,,,,CNY,,688576,2022,0.17670000000000002,0,2022
688577,2019-12-31,1.0,1.0,72.0,13.9,19749800.0,5.13,,,,,CNY,,688577,2019,0.139,0,2019
688578,2019-12-31,1.0,1.0,,,161998900.0,25725.39,,,,,CNY,,688578,2019,,0,2019
688579,2019-12-31,1.0,1.0,793.0,57.71,7658.38,15.68,,,,,CNY,,688579,2019,0.5771000000000001,0,2019
688580,2019-12-31,1.0,1.0,85.0,17.67,27383500.0,8.59,,,,,CNY,,688580,2019,0.17670000000000002,0,2019
688581,2022-12-31,1.0,1.0,95.0,18.96,31457500.0,8.48,,,,,CNY,,688581,2022,0.18960000000000002,0,2022
688582,2022-12-31,1.0,1.0,50.0,50.0,55749600.0,24.57,55749600.0,,,,CNY,,688582,2022,0.5,0,2022
688585,2019-12-31,1.0,1.0,48.0,15.19,25439300.0,1.8900000000000001,,,,,CNY,,688585,2019,0.1519,0,2019
688586,2019-12-31,1.0,1.0,140.0,10.81,38362200.0,5.69,,,,,CNY,,688586,2019,0.1081,0,2019
688588,2019-12-31,1.0,1.0,221.0,13.09,54069800.0,9.06,,,,,CNY,,688588,2019,0.1309,0,2019
688589,2019-12-31,1.0,1.0,158.0,50.97,42721400.0,15.44,,,,,CNY,,688589,2019,0.5097,0,2019
688590,2019-12-31,1.0,1.0,342.0,7.58,91478100.0,8.18,,,,,CNY,,688590,2019,0.0758,0,2019
688591,2022-12-31,1.0,1.0,212.0,67.52,138063000.0,22.66,,,,,CNY,,688591,2022,0.6751999999999999,0,2022
688592,2022-12-31,1.0,1.0,164.0,31.6,68730800.0,20.48,,,,,CNY,,688592,2022,0.316,0,2022
688593,2022-12-31,1.0,1.0,87.0,57.24,51268800.0,12.01,,,,,CNY,,688593,2022,0.5724,0,2022
688595,2019-12-31,1.0,1.0,,,51086100.0,19.77,,,,,CNY,,688595,2019,,0,2019
688596,2019-12-31,1.0,1.0,142.0,17.73,45986700.0,3.88,,,,,CNY,,688596,2019,0.1773,0,2019
688597,2020-12-31,1.0,1.0,236.0,44.11,,,35517219.58,,,,CNY,,688597,2020,0.4411,0,2020
688598,2019-12-31,1.0,1.0,37.0,12.05,28953000.0,12.09,,,,,CNY,,688598,2019,0.12050000000000001,0,2019
688599,2019-12-31,1.0,1.0,588.0,4.61,1331623100.0,5.71,,,,,CNY,,688599,2019,0.0461,0,2019
688600,2019-12-31,1.0,1.0,198.0,24.63,51289700.0,12.54,,,,,CNY,,688600,2019,0.2463,0,2019
688601,2020-12-31,1.0,1.0,133.0,51.15,38981800.0,7.18,,,,,CNY,,688601,2020,0.5115,0,2020
688603,2022-12-31,1.0,1.0,48.0,27.91,22116900.0,5.91,,,,,CNY,,688603,2022,0.2791,0,2022
688606,2020-06-30,1.0,1.0,173.0,31.28,24604200.0,5.05,,,,,CNY,,688606,2020,0.3128,0,2020
688606,2020-12-31,0.0,1.0,237.0,38.47,55110800.0,4.85,55110800.0,0.0,0.0,,CNY,"报告期内,公司研发投入总额比2019年度增长53.38%。主要系报告期增加了新冠病毒检测等新产品研发投入;同时也加快了新技术平台的研发速度。",688606,2020,0.3847,1,2020
