sample,variable,N,mean,std,p25,median,p75,original_N,original_mean,original_std,original_p25,original_median,original_p75,distance_all,distance_q
w2_2019_2022,BHAR_year_Lp1_m101_tl,474,0.03822966551542868,0.5046254785739532,-0.2690718534883282,-0.10969380223934883,0.18094314651167182,471,-0.036,0.514,-0.385,-0.17,0.162,0.27878167772547024,0.19517749078399482
w2_2019_2022,BHAR_year_Lp1_m37_tl,474,0.03886906354618271,0.5048090208201481,-0.2687540888906861,-0.1081193207779273,0.18121616110931388,471,-0.036,0.514,-0.385,-0.17,0.162,0.28140279416673514,0.19734275144070051
w2_2019_2022,BHAR_year_Lp2_m33_tl,474,-0.07232217261932619,0.40657137693801676,-0.32703240726045457,-0.15895074011329074,0.08388750988670925,471,-0.036,0.514,-0.385,-0.17,0.162,0.2908801384208549,0.14712934273954548
w2_2019_2022,BHAR_year_Lp2_m117_tl,474,-0.04389673748617,0.40148162375456325,-0.2966500413753994,-0.1289945646494059,0.11838393535837066,471,-0.036,0.514,-0.385,-0.17,0.162,0.2933865723484308,0.17297145861682406
w2_2019_2022,BHAR_year_Lp2_m37_os,474,-0.062323068551802,0.4042578880584375,-0.3131503347046342,-0.14710233383971916,0.09930241616028081,471,-0.036,0.514,-0.385,-0.17,0.162,0.2935100957887304,0.15744491529536586
w2_2019_2022,BHAR_year_Lp2_m101_os,474,-0.062455726337181175,0.4040906232785597,-0.3133733236643981,-0.14696024573834868,0.09919094843619324,471,-0.036,0.514,-0.385,-0.17,0.162,0.29384058521968154,0.15747548216106005
w2_2019_2022,BHAR_year_Lp2_m63_os,474,-0.055827482595194725,0.4025919780401258,-0.30750728967885427,-0.1421774199498968,0.10460262711340473,471,-0.036,0.514,-0.385,-0.17,0.162,0.29394816781291316,0.16271266325784423
w2_2019_2022,BHAR_year_Lp2_m53_os,474,-0.055762145866646365,0.4025540218728815,-0.3075646522752606,-0.1420334405416488,0.10451399849198004,471,-0.036,0.514,-0.385,-0.17,0.162,0.2940960326848755,0.1628879086911106
w2_2019_2022,BHAR_year_Lp2_m101_tl,474,-0.05370345596031044,0.403036198610282,-0.3061593183274328,-0.13709246977940337,0.10829942805507928,471,-0.036,0.514,-0.385,-0.17,0.162,0.294116041188113,0.16544878383808456
w2_2019_2022,BHAR_year_Lp2_m63_tl,474,-0.043903250231617535,0.4016282529254954,-0.29592054601434076,-0.12932891109986563,0.11771261723095977,471,-0.036,0.514,-0.385,-0.17,0.162,0.294312922960956,0.17403792565483386
w2_2019_2022,BHAR_year_Lp2_m53_tl,474,-0.043509789390719686,0.40178332748498535,-0.29594931525821366,-0.1283678633375829,0.1180464382283021,471,-0.036,0.514,-0.385,-0.17,0.162,0.2943628450816357,0.17463638317590136
w2_2019_2022,BHAR_year_Lp2_m117_os,474,-0.05589737913791547,0.40241704163103587,-0.30759755672726785,-0.1418283018005429,0.1038825866537454,471,-0.036,0.514,-0.385,-0.17,0.162,0.2951718923253235,0.16369155481844389
w2_2019_2022,BHAR_cnd_excl_first_252_m63_tl,474,-0.10777985924843585,0.5498737959956344,-0.43721229287644137,-0.23713016435724252,0.09369710975336155,471,-0.036,0.514,-0.385,-0.17,0.162,0.2952990027243925,0.1876453474803223
w2_2019_2022,BHAR_year_Lp2_m37_tl,474,-0.05328980908810195,0.4034178821797499,-0.3040972376176888,-0.13612950828013515,0.10854973112899938,471,-0.036,0.514,-0.385,-0.17,0.162,0.29609544988152875,0.1682235229731767
w2_2019_2022,BHAR_cnd_excl_first_252_m37_tl,474,-0.10523054928725006,0.5467255178188535,-0.44174039510166097,-0.24154295864192127,0.09604725401356337,471,-0.036,0.514,-0.385,-0.17,0.162,0.2961921668361224,0.19423609973001885
w2_2019_2022,BHAR_cnd_excl_first_252_m101_tl,474,-0.10539990480053624,0.5467670343524246,-0.44189804413741374,-0.24233739421136594,0.0969277257347203,471,-0.036,0.514,-0.385,-0.17,0.162,0.29647465176702015,0.19430771261405935
w2_2019_2022,BHAR_year_Lp2_m33_os,474,-0.08408799600619733,0.4075297661365669,-0.33757712622601366,-0.1738959833482096,0.06924661857522424,471,-0.036,0.514,-0.385,-0.17,0.162,0.2986304684166022,0.1440722385469717
w2_2019_2022,BHAR_year_Lp1_m63_tl,474,0.041204913634788405,0.5028084319485908,-0.26592552618539045,-0.10071941109986565,0.18512497381460952,471,-0.036,0.514,-0.385,-0.17,0.162,0.29987651821555106,0.21148003652935343
w2_2019_2022,BHAR_year_Lp1_m53_tl,474,0.042589450457763744,0.5029101646556198,-0.26528184385942105,-0.10060803665700624,0.18546115614057895,471,-0.036,0.514,-0.385,-0.17,0.162,0.3022505614262957,0.21257127562415168
w2_2019_2022,BHAR_year_Lp1_m117_tl,474,0.042018152944738006,0.5027745821444809,-0.26466181464940586,-0.1010270491334016,0.1863886853505941,471,-0.036,0.514,-0.385,-0.17,0.162,0.3029433923680438,0.21369982156778666
w2_2019_2022,BHAR_cnd_excl_first_252_m33_tl,474,-0.10710928079344875,0.545394062312052,-0.4501665813539596,-0.24456477617113562,0.08625404992404659,471,-0.036,0.514,-0.385,-0.17,0.162,0.31798065070654935,0.2154773076010486
w2_2019_2022,BHAR_cnd_excl_first_252_m117_os,474,-0.11494026258952976,0.5494885259537016,-0.44558057781573257,-0.24677694268723413,0.09420058637733837,471,-0.036,0.514,-0.385,-0.17,0.162,0.31958572266885965,0.2051569341256283
w2_2019_2022,BHAR_cnd_excl_first_252_m53_os,474,-0.1149851579671079,0.549453214631844,-0.4455648346122384,-0.2470028221116601,0.0937975888089763,471,-0.036,0.514,-0.385,-0.17,0.162,0.3202084405138741,0.2057700679149222
