code,sec_name,first_trade_date,listing_year,FInvention,BHAR,FSales_Growth
688360,德马科技,2020-06-02,2020,0.6931471805599453,-0.5118616008459228,0.9332242017891804
688312,燕麦科技,2020-06-08,2020,1.6094379124341005,-0.4723387077117901,0.2203153460308042
688599,天合光能,2020-06-10,2020,2.5649493574615367,0.5980118483247469,0.5120140814165747
688004,博汇科技,2020-06-12,2020,2.1972245773362196,-0.6664341994759058,-0.0142948268218865
688106,金宏气体,2020-06-16,2020,1.791759469228055,-0.2472235440558124,0.400494344589425
688505,复旦张江,2020-06-19,2020,1.3862943611198906,-0.4789236668286531,0.3676054270071781
688518,联赢激光,2020-06-22,2020,1.0986122886681098,-0.1726922857996994,0.5943869337517828
688555,泽达易盛,2020-06-23,2020,1.3862943611198906,-0.5066033271055239,0.2867091617073299
688558,国盛智科,2020-06-30,2020,1.3862943611198906,0.0230413339714253,0.545430010772452
688528,秦川物联,2020-07-01,2020,2.0794415416798357,-0.4729494266710682,0.011891921887582
688600,皖仪科技,2020-07-03,2020,1.791759469228055,-0.4159826308468621,0.347923879522837
688277,天智航,2020-07-07,2020,2.3978952727983707,-0.5337012553529812,0.1479836438917031
688377,迪威尔,2020-07-08,2020,1.0986122886681098,-0.4116290771525815,-0.2544353570522131
688568,中科星图,2020-07-08,2020,2.772588722239781,-0.0292313500164291,0.4802646188908206
688027,国盾量子,2020-07-09,2020,3.6375861597263857,-0.2425745942332705,0.335495750676765
688060,云涌科技,2020-07-10,2020,1.791759469228055,-0.5324365445774216,0.1758174965244662
688309,恒誉环保,2020-07-14,2020,0.6931471805599453,-0.4477584903420312,-0.5156291935789228
688165,埃夫特,2020-07-15,2020,1.9459101490553132,-0.4210003018717789,0.0119142731886597
688180,君实生物,2020-07-15,2020,2.6390573296152584,-0.4050930759443997,1.5235748638253612
688500,慧辰资讯,2020-07-16,2020,1.6094379124341005,-0.556779820318194,0.3079741418698951
