sample,model,dep_var,target_var,N,coef,se_HC1,t_HC1,p_HC1,adj_r2,formula,error,spec_label,spec_name
primary_best,current_controls_fe,FInvention,Redundancy,188,-0.07548000235238728,0.0322708226873358,-2.338955008482268,0.019337762108470005,0.3366922660846646,FInvention ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),,primary_best,proxy_tailmerge1500_floor50
primary_best,current_controls_fe,BHAR,Redundancy,188,-0.0266588423804724,0.017596765099192297,-1.5149854095453066,0.1297760990948186,0.08845904634351598,BHAR ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),,primary_best,proxy_tailmerge1500_floor50
primary_best,current_controls_fe,FSales_Growth,Redundancy,188,0.006817036911132442,0.018008112782842027,0.3785536548631379,0.7050193430885281,0.31225190444784556,FSales_Growth ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),,primary_best,proxy_tailmerge1500_floor50
glm100_legacy,current_controls_fe,FInvention,Redundancy,188,-0.07548000235238728,0.0322708226873358,-2.338955008482268,0.019337762108470005,0.3366922660846646,FInvention ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),,glm100_legacy,proxy_tailmerge1700_floor50
glm100_legacy,current_controls_fe,BHAR,Redundancy,188,-0.0266588423804724,0.017596765099192297,-1.5149854095453066,0.1297760990948186,0.08845904634351598,BHAR ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),,glm100_legacy,proxy_tailmerge1700_floor50
glm100_legacy,current_controls_fe,FSales_Growth,Redundancy,188,0.006817036911132442,0.018008112782842027,0.3785536548631379,0.7050193430885281,0.31225190444784556,FSales_Growth ~ Redundancy + lnN_tech + Size + Lev + ROA + Offerfee + Underwriter + Age + C(listing_year_fe) + C(industry_fe),,glm100_legacy,proxy_tailmerge1700_floor50
