code,sec_code,sec_name,first_trade_date,listing_year,chunk_count,FInvention,BHAR,FSales_Growth
688071,688071,华依科技,2021-07-29,2021,18,1.3862943611198906,0.634635989557395,0.0502006056034072
688511,688511,天微电子,2021-07-30,2021,16,1.0986122886681098,-0.5415392691044149,-0.4594088294090801
688670,688670,金迪克,2021-08-02,2021,14,0.6931471805599453,-0.3344870446227881,-0.1880998919915329
688385,688385,复旦微电,2021-08-04,2021,19,2.6390573296152584,0.3071712859583422,0.3731271436745664
688778,688778,厦钨新能,2021-08-05,2021,16,3.912023005428146,0.2356329453801532,0.8470868530193046
688148,688148,芳源股份,2021-08-06,2021,13,2.302585092994046,-0.306932797772754,0.4182637549912953
688779,688779,长远锂科,2021-08-11,2021,17,3.091042453358316,-0.0952217781531938,1.6275337558452871
688787,688787,海天瑞声,2021-08-13,2021,24,1.791759469228055,-0.4314826484767123,0.2732094324204467
688798,688798,艾为电子,2021-08-16,2021,12,4.189654742026425,-0.3998875414499474,-0.1020539880112283
688733,688733,壹石通,2021-08-17,2021,14,2.1972245773362196,0.1616741575265942,0.4265022392878717
688728,688728,格科微,2021-08-18,2021,16,2.9444389791664403,-0.3539106590902243,-0.1509542696861112
688766,688766,普冉股份,2021-08-23,2021,15,1.6094379124341005,-0.3840006561074054,-0.1614759744433707
688776,688776,国光电气,2021-08-31,2021,12,1.3862943611198906,0.7629046875515981,0.5437873741672203
688711,688711,宏微科技,2021-09-01,2021,15,0.0,0.3018762783540714,0.6818436795516687
688121,688121,卓然股份,2021-09-06,2021,16,2.1972245773362196,-0.3663944737325985,-0.2474222874729924
688187,688187,时代电气,2021-09-07,2021,18,5.723585101952381,0.1864165394247776,0.1926181409673628
688767,688767,博拓生物,2021-09-08,2021,20,1.6094379124341005,-0.160051393451074,0.0456900792344336
688103,688103,国力股份,2021-09-10,2021,17,1.6094379124341005,0.0028515145320685,0.3753277853416626
688622,688622,禾信仪器,2021-09-13,2021,19,2.1972245773362196,-0.4393266287733949,-0.3963070654978666
688707,688707,振华新材,2021-09-14,2021,17,1.0986122886681098,0.324910785058628,1.5268985048625288
688701,688701,卓锦股份,2021-09-16,2021,18,0.6931471805599453,-0.2178332460879668,-0.4050448413976441
688697,688697,纽威数控,2021-09-17,2021,15,1.0986122886681098,-0.1874711277978638,0.0776366925501355
688772,688772,珠海冠宇,2021-10-15,2021,16,5.209486152841421,-0.2924691382574992,0.0613590564178493
688272,688272,富吉瑞,2021-10-18,2021,21,0.0,-0.4257739111748793,-0.5902465738445307
688722,688722,同益中,2021-10-19,2021,11,1.791759469228055,0.3190116597700287,0.8626338266646354
688737,688737,中自科技,2021-10-22,2021,15,2.4849066497880004,-0.4476439467061565,-0.534969998004582
688255,688255,凯尔达,2021-10-25,2021,18,1.791759469228055,-0.3304902042170601,-0.2737313593482444
688553,688553,汇宇制药,2021-10-26,2021,18,1.6094379124341005,-0.4900857242972573,-0.1812025999848714
688257,688257,新锐股份,2021-10-27,2021,15,1.0986122886681098,-0.3464623659785549,0.3234773058554311
688280,688280,精进电动,2021-10-27,2021,21,2.4849066497880004,-0.481747313198606,0.386198118672113
688739,688739,成大生物,2021-10-28,2021,15,1.0986122886681098,-0.5739566754198531,-0.1307658788534553
