sec_code,sec_name,chunk_n,text_sum,summary_sum,floor_applied_n,relevant_score_mean,lnN_tech,Redundancy
688004,博汇科技,18,68717.0,2510.0,3,2.132812496660354,11.13775190029194,27.377290836653387
688017,绿的谐波,10,39815.0,1434.0,2,2.115352897257005,10.591999004691544,27.7649930264993
688026,洁特生物,24,93604.0,3232.0,3,2.1418130065476393,11.446828396595302,28.961633663366335
688027,国盾量子,20,78084.0,2534.0,3,1.916099434805116,11.265540449282984,30.814522494080506
688037,芯源微,12,47650.0,1592.0,2,2.394287159462722,10.771637909082347,29.930904522613066
688039,当虹科技,14,56459.0,1984.0,2,2.0376278674441277,10.941269989996359,28.457157258064516
688050,爱博医疗,22,84393.0,2794.0,7,2.4127229430111417,11.343239738755845,30.20508231925555
688051,佳华科技,19,75270.0,2329.0,5,1.8033932855945414,11.228836928028578,32.31859167024474
688055,龙腾光电,14,57274.0,1918.0,0,2.037593567893107,10.955602047544657,29.861313868613138
688056,莱伯泰科,18,69939.0,2259.0,5,1.7849715889711708,11.155378712545462,30.9601593625498
688060,云涌科技,11,45219.0,1505.0,1,1.7864165698771501,10.719272631478638,30.045847176079736
688065,凯赛生物,13,51415.0,1647.0,4,2.3176990717514467,10.84768523766329,31.217364905889497
688069,德林海,19,75234.0,2350.0,6,1.9521930903097886,11.228358535418593,32.01446808510638
688077,大地熊,12,47357.0,1561.0,3,2.2741836203255406,10.765469922956939,30.337604099935938
688080,映翰通,14,56895.0,1977.0,0,1.9358439367927034,10.948962742791108,28.77845220030349
688085,三友医疗,23,91293.0,2984.0,5,1.9611907470140262,11.421829393326107,30.594168900804288
688086,紫晶存储,25,99312.0,3588.0,2,1.9398089390837139,11.506021688653433,27.678929765886288
688089,嘉必优,16,62300.0,2083.0,2,1.6299826351294673,11.039716704775545,29.908785405664908
688090,瑞松科技,23,90269.0,3194.0,4,2.492531303821626,11.410549380353363,28.26205385097057
688095,福昕软件,12,45244.0,1354.0,5,1.9614460658815498,10.719825343651271,33.41506646971935
688096,京源环保,19,75301.0,2404.0,3,1.8575736106679124,11.229248693912288,31.323211314475873
688100,威胜信息,22,87624.0,2783.0,4,2.04868965636142,11.380810212003583,31.485447358965146
688106,金宏气体,17,68111.0,2474.0,2,2.197237026019824,11.128894006259427,27.53071948261924
688126,沪硅产业,12,46090.0,1593.0,0,1.875413900885792,10.738351285714554,28.932831136220965
688155,先惠技术,15,58023.0,2031.0,3,2.1624663787029377,10.96859476264684,28.568685376661744
688158,优刻得,21,81983.0,2959.0,4,1.9265051989073423,11.314267187680064,27.70631970260223
688165,埃夫特,15,60303.0,2082.0,1,2.1675518336436554,11.007137132721505,28.96397694524496
688169,石头科技,17,67275.0,2173.0,4,2.050170370050419,11.116543975595107,30.95950299125633
688177,百奥泰,23,91507.0,3107.0,5,1.7736402148522643,11.424170751069669,29.451882845188283
688178,万德斯,15,57295.0,1957.0,4,2.325342536292497,10.955968638860549,29.2769545222279
688180,君实生物,23,89313.0,2917.0,5,1.7546615347018573,11.399902332977057,30.618100788481318
688181,八亿时空,17,64297.0,2088.0,3,2.56392164205328,11.07126825283867,30.793582375478927
688186,广大特材,21,81237.0,2370.0,9,2.153138888309,11.305126087390619,34.27721518987342
688189,南新制药,23,90334.0,2927.0,4,1.5102126847506767,11.411269191240297,30.862316364878716
688198,佰仁医疗,20,79244.0,2711.0,1,1.734960020775183,11.280286979094218,29.230542235337513
688200,华峰测控,12,46571.0,1745.0,3,2.261564330848012,10.7487333087972,26.688252148997133
688208,道通科技,14,52763.0,1781.0,4,1.8889861308508078,10.87356546647324,29.625491297024144
688215,瑞晟智能,13,50392.0,1546.0,3,2.423557590444409,10.827587711301765,32.59508408796895
688222,成都先导,14,55842.0,1777.0,1,1.7600741190274907,10.930281553413765,31.42487338210467
688228,开普云,23,91280.0,3034.0,7,2.035319885001035,11.421686984535958,30.08569545154911
688229,博睿数据,17,69379.0,2236.0,4,1.9187197102453637,11.147339507044254,31.028175313059034
688233,神工股份,8,33064.0,1083.0,1,2.0679745162226966,10.406200356191569,30.530009233610343
688256,寒武纪,11,44986.0,1658.0,1,2.057213394103638,10.714106609236245,27.132689987937272
688258,卓易信息,18,68451.0,2111.0,6,1.9643064757338125,11.13387343981368,32.42586451918522
688266,泽璟制药,25,99033.0,3283.0,3,1.6562247383766637,11.503208406906847,30.165397502284495
688268,华特气体,20,77316.0,2419.0,6,2.0736820320904763,11.255656198926642,31.961967755270773
688277,天智航,15,59593.0,1892.0,3,1.8183035449323155,10.99529339649126,31.497357293868923
