spec_label,spec_name,variable,N,mean,std,p25,median,p75
primary_best,proxy_tailmerge1600_floor50,Redundancy,288,30.69280339330314,2.537305689046721,29.179392811314635,30.91151633441966,32.27362353634759
primary_best,proxy_tailmerge1600_floor50,lnN_tech,288,11.039747167837433,0.32264172883124775,10.851959392402257,11.05108837544081,11.233760182958356
primary_best,proxy_tailmerge1600_floor50,FInvention,288,2.1285744023806377,1.1337248596133085,1.3862943611198906,2.0794415416798357,2.70805020110221
primary_best,proxy_tailmerge1600_floor50,BHAR,288,-0.06198376400601253,0.5539584803344065,-0.4238403159611805,-0.24710817703242854,0.08605130378970374
primary_best,proxy_tailmerge1600_floor50,FSales_Growth,288,0.3719667387881888,1.0599333156227944,0.0128628859455144,0.21524523351673255,0.4368321054825312
primary_best,proxy_tailmerge1600_floor50,lnN_tech,288,11.039747167837433,0.32264172883124775,10.851959392402257,11.05108837544081,11.233760182958356
primary_best,proxy_tailmerge1600_floor50,Size,288,20.666193389371315,0.9763000904323992,19.98272885785636,20.50699437821637,21.0282406004264
primary_best,proxy_tailmerge1600_floor50,Lev,288,0.34187830980215883,0.16835366796867282,0.2070600619430556,0.3278879950296364,0.4437038990278101
primary_best,proxy_tailmerge1600_floor50,ROA,288,0.11049773601190317,0.14727359916714927,0.07397415596904955,0.1100291361001262,0.16665682031712573
primary_best,proxy_tailmerge1600_floor50,Offerfee,288,18.180987744396333,0.4333538042908793,17.87696074035015,18.140785872291616,18.41715652817502
primary_best,proxy_tailmerge1600_floor50,Underwriter,288,0.5416666666666666,0.49912815975521474,0.0,1.0,1.0
primary_best,proxy_tailmerge1600_floor50,Age,288,2.619421352155252,0.3705715988282754,2.38195979732288,2.669865884453926,2.882085944908016
glm200_primary,proxy_tailmerge1500_floor50,Redundancy,288,30.69280339330314,2.537305689046721,29.179392811314635,30.91151633441966,32.27362353634759
glm200_primary,proxy_tailmerge1500_floor50,lnN_tech,288,11.039747167837433,0.32264172883124775,10.851959392402257,11.05108837544081,11.233760182958356
glm200_primary,proxy_tailmerge1500_floor50,FInvention,288,2.1285744023806377,1.1337248596133085,1.3862943611198906,2.0794415416798357,2.70805020110221
glm200_primary,proxy_tailmerge1500_floor50,BHAR,288,-0.06198376400601253,0.5539584803344065,-0.4238403159611805,-0.24710817703242854,0.08605130378970374
glm200_primary,proxy_tailmerge1500_floor50,FSales_Growth,288,0.3719667387881888,1.0599333156227944,0.0128628859455144,0.21524523351673255,0.4368321054825312
glm200_primary,proxy_tailmerge1500_floor50,lnN_tech,288,11.039747167837433,0.32264172883124775,10.851959392402257,11.05108837544081,11.233760182958356
glm200_primary,proxy_tailmerge1500_floor50,Size,288,20.666193389371315,0.9763000904323992,19.98272885785636,20.50699437821637,21.0282406004264
glm200_primary,proxy_tailmerge1500_floor50,Lev,288,0.34187830980215883,0.16835366796867282,0.2070600619430556,0.3278879950296364,0.4437038990278101
glm200_primary,proxy_tailmerge1500_floor50,ROA,288,0.11049773601190317,0.14727359916714927,0.07397415596904955,0.1100291361001262,0.16665682031712573
glm200_primary,proxy_tailmerge1500_floor50,Offerfee,288,18.180987744396333,0.4333538042908793,17.87696074035015,18.140785872291616,18.41715652817502
glm200_primary,proxy_tailmerge1500_floor50,Underwriter,288,0.5416666666666666,0.49912815975521474,0.0,1.0,1.0
glm200_primary,proxy_tailmerge1500_floor50,Age,288,2.619421352155252,0.3705715988282754,2.38195979732288,2.669865884453926,2.882085944908016
glm100_legacy,proxy_tailmerge1700_floor50,Redundancy,288,30.69280339330314,2.537305689046721,29.179392811314635,30.91151633441966,32.27362353634759
glm100_legacy,proxy_tailmerge1700_floor50,lnN_tech,288,11.039747167837433,0.32264172883124775,10.851959392402257,11.05108837544081,11.233760182958356
glm100_legacy,proxy_tailmerge1700_floor50,FInvention,288,2.1285744023806377,1.1337248596133085,1.3862943611198906,2.0794415416798357,2.70805020110221
glm100_legacy,proxy_tailmerge1700_floor50,BHAR,288,-0.06198376400601253,0.5539584803344065,-0.4238403159611805,-0.24710817703242854,0.08605130378970374
glm100_legacy,proxy_tailmerge1700_floor50,FSales_Growth,288,0.3719667387881888,1.0599333156227944,0.0128628859455144,0.21524523351673255,0.4368321054825312
glm100_legacy,proxy_tailmerge1700_floor50,lnN_tech,288,11.039747167837433,0.32264172883124775,10.851959392402257,11.05108837544081,11.233760182958356
glm100_legacy,proxy_tailmerge1700_floor50,Size,288,20.666193389371315,0.9763000904323992,19.98272885785636,20.50699437821637,21.0282406004264
glm100_legacy,proxy_tailmerge1700_floor50,Lev,288,0.34187830980215883,0.16835366796867282,0.2070600619430556,0.3278879950296364,0.4437038990278101
glm100_legacy,proxy_tailmerge1700_floor50,ROA,288,0.11049773601190317,0.14727359916714927,0.07397415596904955,0.1100291361001262,0.16665682031712573
glm100_legacy,proxy_tailmerge1700_floor50,Offerfee,288,18.180987744396333,0.4333538042908793,17.87696074035015,18.140785872291616,18.41715652817502
glm100_legacy,proxy_tailmerge1700_floor50,Underwriter,288,0.5416666666666666,0.49912815975521474,0.0,1.0,1.0
glm100_legacy,proxy_tailmerge1700_floor50,Age,288,2.619421352155252,0.3705715988282754,2.38195979732288,2.669865884453926,2.882085944908016
