Stkcd,Accper,StateTypeCode,A001,A002,A001219,code,Accper_dt,fin_year,B001101,B0011,B001201,B002,sec_code,sec_name,listing_year,revenue_target_year,pre_target_year,pre_year_gap,strict_lag1
688353,2020-12-31,A,910199795.89,294684371.7,,688353,2020-12-31,2020,444669980.91,444669980.91,269335313.75,77366249.97,688353,华盛锂电,2022.0,525031402.36,2021.0,1.0,False
688353,2019-12-31,A,831433415.32,323493863.33,,688353,2019-12-31,2019,423407307.11,423407307.11,251207073.53,76083374.68,688353,华盛锂电,2022.0,525031402.36,2021.0,2.0,False
688355,2020-12-31,A,783582978.4,329508995.12,,688355,2020-12-31,2020,612474889.72,612474889.72,371147196.25,117693293.73,688355,明志科技,2021.0,612664506.19,2020.0,0.0,True
688355,2019-12-31,A,742814970.57,407463048.61,,688355,2019-12-31,2019,589971600.14,589971600.14,380878799.89,74124804.19,688355,明志科技,2021.0,612664506.19,2020.0,1.0,False
688355,2018-12-31,A,675346641.56,399864934.18,,688355,2018-12-31,2018,470644313.85,470644313.85,294944652.4,28358218.31,688355,明志科技,2021.0,612664506.19,2020.0,2.0,False
688356,2019-12-31,A,268453730.83,48099984.08,,688356,2019-12-31,2019,134319622.35,134319622.35,21082796.32,61543677.14,688356,键凯科技,2020.0,351190577.05,2019.0,0.0,True
688356,2018-12-31,A,216354800.67,47656345.5,,688356,2018-12-31,2018,101268931.67,101268931.67,19034776.93,36269714.23,688356,键凯科技,2020.0,351190577.05,2019.0,1.0,False
688356,2017-12-31,A,169482647.15,29777737.01,,688356,2017-12-31,2017,77090127.34,77090127.34,16119013.72,21171966.02,688356,键凯科技,2020.0,351190577.05,2019.0,2.0,False
688357,2018-12-31,A,605680832.73,390209329.63,,688357,2018-12-31,2018,378213254.46,378213254.46,246240683.11,47072478.07,688357,建龙微纳,2019.0,451549981.64,2018.0,0.0,True
688357,2017-12-31,A,505161827.8,461845202.77,,688357,2017-12-31,2017,244482266.26,244482266.26,166434377.17,-10188209.15,688357,建龙微纳,2019.0,451549981.64,2018.0,1.0,False
688357,2016-12-31,A,464415023.76,410910189.58,,688357,2016-12-31,2016,130008983.99,130008983.99,78875483.28,10395675.47,688357,建龙微纳,2019.0,451549981.64,2018.0,2.0,False
688358,2018-12-31,A,323503314.8,114331737.2,,688358,2018-12-31,2018,326965666.19,326965666.19,127042639.18,95063060.54,688358,祥生医疗,2019.0,333092749.95,2018.0,0.0,True
688358,2017-12-31,A,237789064.8,93613337.06,,688358,2017-12-31,2017,271624445.63,271624445.63,110231794.37,64042774.37,688358,祥生医疗,2019.0,333092749.95,2018.0,1.0,False
688358,2016-12-31,A,153037884.5,76716346.4,,688358,2016-12-31,2016,166950516.3,166950516.3,70963969.24,30465481.3,688358,祥生医疗,2019.0,333092749.95,2018.0,2.0,False
688359,2020-12-31,A,365075609.96,63877394.39,,688359,2020-12-31,2020,286763886.8,286763886.8,170541796.24,55205699.11,688359,三孚新科,2021.0,364624470.89,2020.0,0.0,True
688359,2019-12-31,A,286999927.97,41250261.48,,688359,2019-12-31,2019,221360904.42,221360904.42,129776375.83,38040204.37,688359,三孚新科,2021.0,364624470.89,2020.0,1.0,False
688359,2018-12-31,A,223294429.55,35454449.8,,688359,2018-12-31,2018,188486569.66,188486569.66,102247789.42,33124698.82,688359,三孚新科,2021.0,364624470.89,2020.0,2.0,False
688360,2019-12-31,A,738825543.96,377131554.4,,688360,2019-12-31,2019,789165906.55,789165906.55,570646016.05,64013553.16,688360,德马科技,2020.0,1482689871.86,2019.0,0.0,True
688360,2018-12-31,A,692213998.95,394473431.96,,688360,2018-12-31,2018,721662382.11,721662382.11,521429000.1,58029353.52,688360,德马科技,2020.0,1482689871.86,2019.0,1.0,False
688360,2017-12-31,A,613033122.54,413489160.77,,688360,2017-12-31,2017,604875427.96,604875427.96,443358269.08,41054045.66,688360,德马科技,2020.0,1482689871.86,2019.0,2.0,False
688361,2022-12-31,A,1652375488.59,1083453016.56,,688361,2022-12-31,2022,509235313.9,509235313.9,261382617.7,11743459.61,688361,中科飞测,2023.0,1380378763.53,2022.0,0.0,True
688361,2021-12-31,A,1082757070.52,527993311.25,,688361,2021-12-31,2021,360553447.47,360553447.47,184028754.77,53425858.84,688361,中科飞测,2023.0,1380378763.53,2022.0,1.0,False
688361,2020-12-31,A,652458215.7,155377909.26,,688361,2020-12-31,2020,237587673.47,237587673.47,139885369.86,39585113.87,688361,中科飞测,2023.0,1380378763.53,2022.0,2.0,False
688362,2021-12-31,A,4632186187.28,3259094167.47,,688362,2021-12-31,2021,2054615247.43,2054615247.43,1391779537.38,322074904.59,688362,甬矽电子,2022.0,2390841120.27,2021.0,0.0,True
688362,2020-12-31,A,2666001761.47,2370317816.96,,688362,2020-12-31,2020,748005480.96,748005480.96,593262022.87,27851371.45,688362,甬矽电子,2022.0,2390841120.27,2021.0,1.0,False
688362,2019-12-31,A,1291115076.91,1013874789.81,,688362,2019-12-31,2019,365771691.83,365771691.83,303822647.25,-39603868.06,688362,甬矽电子,2022.0,2390841120.27,2021.0,2.0,False
688363,2018-12-31,A,2071004069.53,353561353.83,,688363,2018-12-31,2018,1263145728.96,1263145728.96,253581645.29,423859977.75,688363,华熙生物,2019.0,2632733956.17,2018.0,0.0,True
688363,2017-12-31,A,1883048535.55,245354698.53,,688363,2017-12-31,2017,818049234.26,818049234.26,200592199.02,222268850.52,688363,华熙生物,2019.0,2632733956.17,2018.0,1.0,False
688363,2016-12-31,A,1684190964.54,423527918.42,,688363,2016-12-31,2016,733122619.92,733122619.92,165972651.19,269429042.37,688363,华熙生物,2019.0,2632733956.17,2018.0,2.0,False
688365,2019-12-31,A,829039546.42,107356187.9,,688365,2019-12-31,2019,464645083.81,464645083.81,168053436.77,96369022.29,688365,光云科技,2020.0,545339075.07,2019.0,0.0,True
688365,2018-12-31,A,707167220.88,98018342.76,,688365,2018-12-31,2018,465493823.07,465493823.07,185682478.58,107109108.29,688365,光云科技,2020.0,545339075.07,2019.0,1.0,False
688365,2017-12-31,A,582019539.07,58179254.06,,688365,2017-12-31,2017,358365763.28,358365763.28,154651832.4,98952843.6,688365,光云科技,2020.0,545339075.07,2019.0,2.0,False
688365,2016-12-31,A,304263736.27,55402782.67,,688365,2016-12-31,2016,262249857.44,262249857.44,115086876.66,21129573.06,688365,光云科技,2020.0,545339075.07,2019.0,3.0,False
688366,2018-12-31,A,4436352586.66,600906578.28,,688366,2018-12-31,2018,1558452694.03,1558452694.03,334385668.15,455079325.96,688366,昊海生科,2019.0,1332427030.95,2018.0,0.0,True
688366,2017-12-31,A,4109322476.13,724060305.94,,688366,2017-12-31,2017,1354447480.2,1354447480.2,288703983.16,400011148.21,688366,昊海生科,2019.0,1332427030.95,2018.0,1.0,False
688366,2016-12-31,A,3693412836.27,707553041.2,,688366,2016-12-31,2016,861212295.78,861212295.78,141551082.9,310626653.48,688366,昊海生科,2019.0,1332427030.95,2018.0,2.0,False
688367,2020-12-31,A,390397030.8,108882557.23,,688367,2020-12-31,2020,210933898.0,210933898.0,130737793.42,48548733.84,688367,工大高科,2021.0,301576413.81,2020.0,0.0,True
688367,2019-12-31,A,330842519.3,84864179.57,,688367,2019-12-31,2019,169427788.27,169427788.27,108518795.67,37211821.46,688367,工大高科,2021.0,301576413.81,2020.0,1.0,False
688367,2018-12-31,A,309296998.66,87517880.39,18870273.36,688367,2018-12-31,2018,126797983.92,126797983.92,92132250.35,20913948.2,688367,工大高科,2021.0,301576413.81,2020.0,2.0,False
688368,2018-12-31,A,392011684.45,139445576.32,,688368,2018-12-31,2018,766591245.41,766591245.41,588688032.05,81331140.3,688368,晶丰明源,2019.0,1102942313.83,2018.0,0.0,True
688368,2017-12-31,A,366664506.79,158511898.02,,688368,2017-12-31,2017,694378490.4,694378490.4,541232376.99,76115902.82,688368,晶丰明源,2019.0,1102942313.83,2018.0,1.0,False
688368,2016-12-31,A,277581624.99,178251908.62,,688368,2016-12-31,2016,567493282.07,567493282.07,452244866.51,29915261.64,688368,晶丰明源,2019.0,1102942313.83,2018.0,2.0,False
688369,2018-12-31,A,759603947.25,447514139.15,,688369,2018-12-31,2018,578092495.02,578092495.02,127899755.48,76012192.84,688369,致远互联,2019.0,763291342.0,2018.0,0.0,True
688369,2017-12-31,A,638515794.12,381127124.34,,688369,2017-12-31,2017,466915161.16,466915161.16,101404779.4,44423806.86,688369,致远互联,2019.0,763291342.0,2018.0,1.0,False
688369,2016-12-31,A,366886865.75,302522002.83,,688369,2016-12-31,2016,376592775.33,376592775.33,90892809.6,18208195.26,688369,致远互联,2019.0,763291342.0,2018.0,2.0,False
688370,2021-12-31,A,2172602632.68,892668391.68,,688370,2021-12-31,2021,666683567.79,666683567.79,339972983.15,182504221.85,688370,丛麟科技,2022.0,634797614.45,2021.0,0.0,True
688370,2020-12-31,A,1825177873.16,746117418.17,,688370,2020-12-31,2020,669495477.3,669495477.3,313571079.57,227700481.71,688370,丛麟科技,2022.0,634797614.45,2021.0,1.0,False
688370,2019-12-31,A,1231364778.4,466863650.07,,688370,2019-12-31,2019,609922201.18,609922201.18,268486185.15,227236373.08,688370,丛麟科技,2022.0,634797614.45,2021.0,2.0,False
688371,2021-12-31,A,732462240.91,278145242.73,,688371,2021-12-31,2021,410400188.58,410400188.58,172032661.67,39315610.66,688371,菲沃泰,2022.0,308905983.79,2021.0,0.0,True
688371,2020-12-31,A,451598513.85,96408781.32,,688371,2020-12-31,2020,237862276.26,237862276.26,52740784.65,55549992.0,688371,菲沃泰,2022.0,308905983.79,2021.0,1.0,False
688371,2019-12-31,A,174899907.85,44711913.81,,688371,2019-12-31,2019,142843712.67,142843712.67,29769973.52,31685657.58,688371,菲沃泰,2022.0,308905983.79,2021.0,2.0,False
688372,2021-12-31,A,1569352952.03,670396901.35,,688372,2021-12-31,2021,493144257.09,493144257.09,244304848.77,132175641.77,688372,伟测科技,2022.0,736524835.36,2021.0,0.0,True
688372,2020-12-31,A,856136189.0,289127516.41,,688372,2020-12-31,2020,161196220.78,161196220.78,79663501.7,34846264.67,688372,伟测科技,2022.0,736524835.36,2021.0,1.0,False
688372,2019-12-31,A,337102544.09,137221821.09,,688372,2019-12-31,2019,77933235.29,77933235.29,37695464.29,11277809.6,688372,伟测科技,2022.0,736524835.36,2021.0,2.0,False
688373,2021-12-31,A,648539320.38,210166885.46,,688373,2021-12-31,2021,7660011.8,7660011.8,578377.42,-226270200.17,688373,盟科药业,2022.0,90776385.24,2021.0,0.0,True
688373,2020-12-31,A,668942143.87,48716463.5,,688373,2020-12-31,2020,,,,-86327234.41,688373,盟科药业,2022.0,90776385.24,2021.0,1.0,False
688373,2019-12-31,A,68792350.13,119488466.16,,688373,2019-12-31,2019,,,,-115371843.35,688373,盟科药业,2022.0,90776385.24,2021.0,2.0,False
688375,2021-12-31,A,5050621965.45,2499664540.92,,688375,2021-12-31,2021,2508813289.85,2508813289.85,1638637612.81,368164795.4,688375,国博电子,2022.0,3566963310.51,2021.0,0.0,True
688375,2020-12-31,A,4000573971.61,1823329511.09,,688375,2020-12-31,2020,2212270074.03,2212270074.03,1553594034.05,308190237.44,688375,国博电子,2022.0,3566963310.51,2021.0,1.0,False
688375,2019-12-31,A,3828515128.77,1121336065.93,,688375,2019-12-31,2019,2225431383.84,2225431383.84,1498028759.05,366915276.35,688375,国博电子,2022.0,3566963310.51,2021.0,2.0,False
688376,2021-12-31,A,1263493371.7,798912235.19,,688376,2021-12-31,2021,1149715618.09,1149715618.09,840331200.3,107557960.34,688376,美埃科技,2022.0,1505309099.95,2021.0,0.0,True
688376,2020-12-31,A,1160337963.01,804352963.38,,688376,2020-12-31,2020,902917287.44,902917287.44,646987420.89,82465417.55,688376,美埃科技,2022.0,1505309099.95,2021.0,1.0,False
688376,2019-12-31,A,967298689.32,696107005.06,,688376,2019-12-31,2019,792452937.75,792452937.75,546561201.36,71283231.08,688376,美埃科技,2022.0,1505309099.95,2021.0,2.0,False
688377,2019-12-31,A,1187927016.5,458578523.13,,688377,2019-12-31,2019,693896449.17,693896449.17,485794304.35,93942180.17,688377,迪威尔,2020.0,527937089.91,2019.0,0.0,True
688377,2018-12-31,A,1003743627.17,386198913.97,,688377,2018-12-31,2018,502533188.29,502533188.29,366941875.51,51877266.7,688377,迪威尔,2020.0,527937089.91,2019.0,1.0,False
688377,2017-12-31,A,895230573.57,330075127.07,,688377,2017-12-31,2017,340121664.39,340121664.39,260219099.82,4165601.15,688377,迪威尔,2020.0,527937089.91,2019.0,2.0,False
688378,2019-12-31,A,824999713.35,373847797.2,,688378,2019-12-31,2019,300664702.66,300664702.66,116082998.13,108668488.09,688378,奥来德,2020.0,405946360.85,2019.0,0.0,True
688378,2018-12-31,A,490594711.84,338237833.78,,688378,2018-12-31,2018,262438310.32,262438310.32,89333088.12,89066358.07,688378,奥来德,2020.0,405946360.85,2019.0,1.0,False
688378,2017-12-31,A,326041470.24,262750950.25,,688378,2017-12-31,2017,41440404.35,41440404.35,19002110.01,-11247470.79,688378,奥来德,2020.0,405946360.85,2019.0,2.0,False
688379,2019-12-31,A,802288882.53,295076253.52,,688379,2019-12-31,2019,767413781.73,767413781.73,615428326.55,59322342.36,688379,华光新材,2020.0,1210951592.6,2019.0,0.0,True
688379,2018-12-31,A,731478751.94,283588465.29,,688379,2018-12-31,2018,670080620.98,670080620.98,544364682.83,49432446.55,688379,华光新材,2020.0,1210951592.6,2019.0,1.0,False
688379,2017-12-31,A,640955431.51,222497591.41,,688379,2017-12-31,2017,622421565.48,622421565.48,507299791.81,41260745.35,688379,华光新材,2020.0,1210951592.6,2019.0,2.0,False
688380,2021-12-31,A,1512492199.47,201815545.88,,688380,2021-12-31,2021,1109030496.41,1109030496.41,344499120.41,785047931.54,688380,中微半导,2022.0,713569748.57,2021.0,0.0,True
688380,2020-12-31,A,632023209.04,95814468.96,,688380,2020-12-31,2020,377633712.55,377633712.55,223957701.12,93689955.57,688380,中微半导,2022.0,713569748.57,2021.0,1.0,False
688380,2019-12-31,A,280293992.55,113725019.3,,688380,2019-12-31,2019,244806513.5,244806513.5,137319568.76,24974906.66,688380,中微半导,2022.0,713569748.57,2021.0,2.0,False
688381,2021-12-31,A,586613153.6,67488745.32,,688381,2021-12-31,2021,507650210.12,507650210.12,235357896.31,165035085.42,688381,帝奥微,2022.0,381403264.23,2021.0,0.0,True
688381,2020-12-31,A,389691044.99,37016829.86,,688381,2020-12-31,2020,247537001.03,247537001.03,155112915.56,40176708.02,688381,帝奥微,2022.0,381403264.23,2021.0,1.0,False
688381,2019-12-31,A,144001442.31,16549779.6,,688381,2019-12-31,2019,136648100.51,136648100.51,82252869.72,2539228.2,688381,帝奥微,2022.0,381403264.23,2021.0,2.0,False
688382,2021-12-31,A,800027158.38,114997432.98,,688382,2021-12-31,2021,,,,-357911474.59,688382,益方生物,2022.0,185526866.85,2021.0,0.0,True
688382,2020-12-31,A,1056976094.05,46688942.01,,688382,2020-12-31,2020,,,,-1053448796.24,688382,益方生物,2022.0,185526866.85,2021.0,1.0,False
688382,2019-12-31,A,54663383.16,56600161.08,,688382,2019-12-31,2019,55300000.0,55300000.0,7807097.49,-94985867.58,688382,益方生物,2022.0,185526866.85,2021.0,2.0,False
688383,2020-12-31,A,1291815214.42,716610222.98,,688383,2020-12-31,2020,704330071.84,704330071.84,448822563.29,107523464.35,688383,新益昌,2021.0,1183655880.89,2020.0,0.0,True
688383,2019-12-31,A,899369148.6,432947136.33,,688383,2019-12-31,2019,655299499.55,655299499.55,418330270.49,87753965.47,688383,新益昌,2021.0,1183655880.89,2020.0,1.0,False
688383,2018-12-31,A,808726475.13,463379945.14,,688383,2018-12-31,2018,698930858.06,698930858.06,474986324.88,102152829.4,688383,新益昌,2021.0,1183655880.89,2020.0,2.0,False
688385,2020-12-31,A,2678603017.23,566551747.02,104875536.15,688385,2020-12-31,2020,1690896813.0,1690896813.0,913783292.11,160282030.02,688385,复旦微电,2021.0,3538908884.94,2020.0,0.0,True
688385,2019-12-31,A,2459127418.08,520019177.94,87101708.57,688385,2019-12-31,2019,1472839381.68,1472839381.68,891660486.32,-149724358.19,688385,复旦微电,2021.0,3538908884.94,2020.0,1.0,False
688385,2018-12-31,A,2546328358.92,437488220.78,50019929.99,688385,2018-12-31,2018,1423791004.48,1423791004.48,760080251.99,127592583.37,688385,复旦微电,2021.0,3538908884.94,2020.0,2.0,False
688386,2019-12-31,A,425051304.49,143102729.96,,688386,2019-12-31,2019,245277977.8,245277977.8,130491594.92,43737343.74,688386,泛亚微透,2020.0,316615240.65,2019.0,0.0,True
688386,2018-12-31,A,344744511.44,86583280.65,,688386,2018-12-31,2018,208796643.88,208796643.88,115214988.47,30867613.65,688386,泛亚微透,2020.0,316615240.65,2019.0,1.0,False
688386,2017-12-31,A,318025305.77,79481688.63,,688386,2017-12-31,2017,183577413.44,183577413.44,102567844.33,21556480.87,688386,泛亚微透,2020.0,316615240.65,2019.0,2.0,False
688387,2021-12-31,A,10804639808.57,7173327011.65,,688387,2021-12-31,2021,5665554372.85,5665554372.85,4897990453.07,-1174214621.65,688387,信科移动,2022.0,7848411380.74,2021.0,0.0,True
688387,2020-12-31,A,10009041846.97,8918921513.3,,688387,2020-12-31,2020,4527169082.71,4527169082.71,4142482438.19,-1750303754.33,688387,信科移动,2022.0,7848411380.74,2021.0,1.0,False
688387,2019-12-31,A,7477890614.05,7896361364.51,,688387,2019-12-31,2019,4488201238.24,4488201238.24,3743576186.94,-1683853526.65,688387,信科移动,2022.0,7848411380.74,2021.0,2.0,False
688389,2018-12-31,A,811926952.37,143534479.91,,688389,2018-12-31,2018,323429252.59,323429252.59,130756652.64,81144019.85,688389,普门科技,2019.0,553823040.26,2018.0,0.0,True
688389,2017-12-31,A,710395674.06,123147221.45,,688389,2017-12-31,2017,250829742.0,250829742.0,97874946.75,47585450.08,688389,普门科技,2019.0,553823040.26,2018.0,1.0,False
688389,2016-12-31,A,497516644.0,126693141.47,,688389,2016-12-31,2016,174536238.68,174536238.68,69208674.4,9879284.68,688389,普门科技,2019.0,553823040.26,2018.0,2.0,False
688390,2019-12-31,A,1013964009.26,593722505.9,,688390,2019-12-31,2019,945354024.96,945354024.96,562453151.09,103126820.87,688390,固德威,2020.0,2678113764.75,2019.0,0.0,True
688390,2018-12-31,A,827856694.06,506418960.04,,688390,2018-12-31,2018,835451887.21,835451887.21,563024897.07,55677239.67,688390,固德威,2020.0,2678113764.75,2019.0,1.0,False
688390,2017-12-31,A,740476423.02,483357478.89,,688390,2017-12-31,2017,1050195781.4,1050195781.4,694262511.74,53125997.64,688390,固德威,2020.0,2678113764.75,2019.0,2.0,False
688391,2021-12-31,A,420497234.93,114763040.17,,688391,2021-12-31,2021,499341627.39,499341627.39,272377384.19,101398941.97,688391,钜泉科技,2022.0,603045632.83,2021.0,0.0,True
688391,2020-12-31,A,323408212.28,75899959.49,,688391,2020-12-31,2020,379019674.07,379019674.07,234098253.99,62107964.29,688391,钜泉科技,2022.0,603045632.83,2021.0,1.0,False
688391,2019-12-31,A,295955595.87,76075896.38,,688391,2019-12-31,2019,300176488.61,300176488.61,190923316.12,38094991.88,688391,钜泉科技,2022.0,603045632.83,2021.0,2.0,False
688392,2021-12-31,A,631574475.67,287192941.79,,688392,2021-12-31,2021,370632844.21,370632844.21,188472689.85,72827256.65,688392,骄成超声,2022.0,525188816.23,2021.0,0.0,True
688392,2020-12-31,A,263686158.45,159973317.47,,688392,2020-12-31,2020,264546745.15,264546745.15,94572165.05,87232959.45,688392,骄成超声,2022.0,525188816.23,2021.0,1.0,False
688392,2019-12-31,A,207784494.67,59562826.47,,688392,2019-12-31,2019,134286809.68,134286809.68,72706428.69,10040412.11,688392,骄成超声,2022.0,525188816.23,2021.0,2.0,False
688393,2019-12-31,A,537961728.25,93334074.16,,688393,2019-12-31,2019,355159969.62,355159969.62,57943096.1,72803987.54,688393,安必平,2020.0,438988843.57,2019.0,0.0,True
688393,2018-12-31,A,476564231.74,87248565.19,,688393,2018-12-31,2018,306296198.63,306296198.63,52174188.52,62419792.05,688393,安必平,2020.0,438988843.57,2019.0,1.0,False
688393,2017-12-31,A,412059220.41,65777981.79,,688393,2017-12-31,2017,260469661.65,260469661.65,43207376.72,49741398.54,688393,安必平,2020.0,438988843.57,2019.0,2.0,False
688395,2020-12-31,A,470351371.23,164874753.33,,688395,2020-12-31,2020,402925066.41,402925066.41,258082099.17,70359468.8,688395,正弦电气,2021.0,347512319.73,2020.0,0.0,True
688395,2019-12-31,A,363726453.88,128609304.78,,688395,2019-12-31,2019,281122605.68,281122605.68,170400196.36,55962754.08,688395,正弦电气,2021.0,347512319.73,2020.0,1.0,False
688395,2018-12-31,A,274749513.77,89145118.75,,688395,2018-12-31,2018,222567997.5,222567997.5,137580008.89,40421960.44,688395,正弦电气,2021.0,347512319.73,2020.0,2.0,False
688395,2017-12-31,A,215978601.72,60798666.14,,688395,2017-12-31,2017,171013867.95,171013867.95,109817536.44,23165643.74,688395,正弦电气,2021.0,347512319.73,2020.0,3.0,False
688396,2018-12-31,A,9992053434.32,4972256746.08,,688396,2018-12-31,2018,6270796546.92,6270796546.92,4690264067.0,537562074.28,688396,华润微,2020.0,9249202849.06,2019.0,1.0,False
688396,2017-12-31,A,9746743266.92,5276221729.64,,688396,2017-12-31,2017,5875589714.46,5875589714.46,4840166389.97,-102688060.0,688396,华润微,2020.0,9249202849.06,2019.0,2.0,False
688396,2016-12-31,A,7496183838.87,4765608516.22,,688396,2016-12-31,2016,4396763349.86,4396763349.86,3759733170.73,-302249732.88,688396,华润微,2020.0,9249202849.06,2019.0,3.0,False
688398,2018-12-31,A,439652506.83,180641338.46,,688398,2018-12-31,2018,307882749.67,307882749.67,183898748.16,40662484.29,688398,赛特新材,2020.0,711291543.48,2019.0,1.0,False
688398,2017-12-31,A,364774881.86,155501197.78,,688398,2017-12-31,2017,205151313.87,205151313.87,142715552.88,5249347.08,688398,赛特新材,2020.0,711291543.48,2019.0,2.0,False
688398,2016-12-31,A,323478143.17,119453806.17,,688398,2016-12-31,2016,112235901.66,112235901.66,70332861.71,6890380.17,688398,赛特新材,2020.0,711291543.48,2019.0,3.0,False
688399,2018-12-31,A,395564054.19,71464335.08,,688399,2018-12-31,2018,230700330.36,230700330.36,42281654.78,63824573.32,688399,硕世生物,2019.0,1739680701.97,2018.0,0.0,True
688399,2017-12-31,A,310644037.63,50368891.84,,688399,2017-12-31,2017,187286185.3,187286185.3,32450929.16,42668448.54,688399,硕世生物,2019.0,1739680701.97,2018.0,1.0,False
688399,2016-12-31,A,285989195.64,34093698.39,,688399,2016-12-31,2016,129141955.34,129141955.34,23660539.53,8360838.02,688399,硕世生物,2019.0,1739680701.97,2018.0,2.0,False
688400,2021-12-31,A,2600315120.91,1033844507.55,,688400,2021-12-31,2021,2436119945.77,2436119945.77,1623001504.88,172996897.33,688400,凌云光,2022.0,2640930848.22,2021.0,0.0,True
688400,2020-12-31,A,2099699779.14,772107047.11,,688400,2020-12-31,2020,1755494885.34,1755494885.34,1148616267.24,130920606.07,688400,凌云光,2022.0,2640930848.22,2021.0,1.0,False
688400,2019-12-31,A,1535746381.92,782182670.54,,688400,2019-12-31,2019,1430674063.65,1430674063.65,940114900.12,39063586.65,688400,凌云光,2022.0,2640930848.22,2021.0,2.0,False
688401,2021-12-31,A,1309440280.43,787102345.61,,688401,2021-12-31,2021,493591729.76,493591729.76,363971545.12,28495389.47,688401,路维光电,2022.0,672394411.13,2021.0,0.0,True
688401,2020-12-31,A,1295365266.38,851105384.95,,688401,2020-12-31,2020,401698599.6,401698599.6,308718356.09,-3684282.56,688401,路维光电,2022.0,672394411.13,2021.0,1.0,False
688401,2019-12-31,A,1293230052.96,922321830.1,,688401,2019-12-31,2019,218284185.42,218284185.42,171524385.23,-46128344.99,688401,路维光电,2022.0,672394411.13,2021.0,2.0,False
688403,2021-12-31,A,2037920157.41,644319048.07,,688403,2021-12-31,2021,795699929.99,795699929.99,560018379.59,140318165.49,688403,汇成股份,2022.0,1238293041.85,2021.0,0.0,True
688403,2020-12-31,A,1749906348.75,607435439.39,,688403,2020-12-31,2020,618926702.71,618926702.71,498798642.77,-4005024.21,688403,汇成股份,2022.0,1238293041.85,2021.0,1.0,False
688403,2019-12-31,A,1551898773.01,1352979784.23,,688403,2019-12-31,2019,394206603.32,394206603.32,374857837.35,-164029486.8,688403,汇成股份,2022.0,1238293041.85,2021.0,2.0,False
688408,2019-12-31,A,2471810329.14,1581987104.54,,688408,2019-12-31,2019,2281771555.41,2281771555.41,1730061715.31,162255722.32,688408,中信博,2020.0,2415358785.16,2019.0,0.0,True
688408,2018-12-31,A,2301311310.5,1544438435.1,,688408,2018-12-31,2018,2073504140.3,2073504140.3,1647605238.07,97251266.92,688408,中信博,2020.0,2415358785.16,2019.0,1.0,False
688408,2017-12-31,A,1441212400.22,781424879.64,,688408,2017-12-31,2017,1580529779.28,1580529779.28,1307797113.27,43222283.17,688408,中信博,2020.0,2415358785.16,2019.0,2.0,False
688409,2021-12-31,A,2486588178.69,1392532058.96,,688409,2021-12-31,2021,843128232.4,843128232.4,573011490.7,121447243.25,688409,富创精密,2022.0,2065755897.63,2021.0,0.0,True
688409,2020-12-31,A,1459150744.29,542212751.42,,688409,2020-12-31,2020,481218477.7,481218477.7,329265785.56,93504971.18,688409,富创精密,2022.0,2065755897.63,2021.0,1.0,False
688409,2019-12-31,A,836134259.82,416154695.2,,688409,2019-12-31,2019,253351200.44,253351200.44,209817708.93,-33343998.53,688409,富创精密,2022.0,2065755897.63,2021.0,2.0,False
688410,2021-12-31,A,555923723.03,166493520.23,11698667.1,688410,2021-12-31,2021,283276780.64,283276780.64,168559873.45,18140902.02,688410,山外山,2022.0,690112369.84,2021.0,0.0,True
688410,2020-12-31,A,593980697.89,224933840.08,1407936.02,688410,2020-12-31,2020,254408318.47,254408318.47,147893346.42,18334096.19,688410,山外山,2022.0,690112369.84,2021.0,1.0,False
688410,2019-12-31,A,271755375.52,138830547.69,3034626.67,688410,2019-12-31,2019,142305644.5,142305644.5,101107177.44,-34933297.78,688410,山外山,2022.0,690112369.84,2021.0,2.0,False
688416,2021-12-31,A,570218057.99,121986921.69,,688416,2021-12-31,2021,575855774.9,575855774.9,340711881.3,147559884.0,688416,恒烁股份,2022.0,305838597.59,2021.0,0.0,True
688416,2020-12-31,A,261028861.31,56024523.96,,688416,2020-12-31,2020,251731453.29,251731453.29,187886245.54,20597101.2,688416,恒烁股份,2022.0,305838597.59,2021.0,1.0,False
688416,2019-12-31,A,120246695.15,42340093.77,,688416,2019-12-31,2019,133638118.81,133638118.81,111353080.6,-5065951.8,688416,恒烁股份,2022.0,305838597.59,2021.0,2.0,False
688418,2019-12-31,A,747559946.04,245900559.37,,688418,2019-12-31,2019,424272295.26,424272295.26,188448433.64,60652852.56,688418,震有科技,2020.0,464294559.75,2019.0,0.0,True
688418,2018-12-31,A,691700328.15,250524751.93,,688418,2018-12-31,2018,478775232.0,478775232.0,276431156.88,60343627.95,688418,震有科技,2020.0,464294559.75,2019.0,1.0,False
688418,2017-12-31,A,521856085.43,228870857.91,,688418,2017-12-31,2017,262356285.14,262356285.14,124706257.3,39119613.82,688418,震有科技,2020.0,464294559.75,2019.0,2.0,False
688419,2021-12-31,A,382884555.72,198465705.2,,688419,2021-12-31,2021,248557633.09,248557633.09,158669016.73,53128497.45,688419,耐科装备,2022.0,197955272.45,2021.0,0.0,True
688419,2020-12-31,A,241519484.56,110229131.49,,688419,2020-12-31,2020,168626108.49,168626108.49,99240849.15,41151785.09,688419,耐科装备,2022.0,197955272.45,2021.0,1.0,False
