Stkcd,Accper,StateTypeCode,A001,A002,A001219,code,Accper_dt,fin_year,B001101,B0011,B001201,B002,sec_code,sec_name,listing_year,revenue_target_year,pre_target_year,pre_year_gap,strict_lag1
688120,2020-12-31,A,1483106095.21,874718272.51,7811354.87,688120,2020-12-31,2020,385891948.61,385891948.61,238605120.75,97787748.58,688120,华海清科,2022.0,2507991057.37,2021.0,1.0,False
688120,2019-12-31,A,530525291.04,424968013.78,,688120,2019-12-31,2019,210927544.93,210927544.93,144967295.54,-154201458.5,688120,华海清科,2022.0,2507991057.37,2021.0,2.0,False
688121,2020-12-31,A,6377677081.43,5523728391.89,,688121,2020-12-31,2020,2727506812.37,2727506812.37,2202492317.93,244136347.04,688121,卓然股份,2021.0,2935720317.83,2020.0,0.0,True
688121,2019-12-31,A,3346039854.21,2921456674.31,,688121,2019-12-31,2019,1395037450.34,1395037450.34,1071172415.45,111803906.14,688121,卓然股份,2021.0,2935720317.83,2020.0,1.0,False
688121,2018-12-31,A,1724842470.22,1414310257.8,,688121,2018-12-31,2018,816071672.17,816071672.17,617973973.21,39660499.89,688121,卓然股份,2021.0,2935720317.83,2020.0,2.0,False
688123,2018-12-31,A,402178891.26,69426079.52,,688123,2018-12-31,2018,432192234.81,432192234.81,233966023.77,76115342.3,688123,聚辰股份,2019.0,493852065.62,2018.0,0.0,True
688123,2017-12-31,A,274338768.58,48359184.96,,688123,2017-12-31,2017,343857919.47,343857919.47,176983452.04,24882165.74,688123,聚辰股份,2019.0,493852065.62,2018.0,1.0,False
688123,2016-12-31,A,222064521.08,51301494.84,,688123,2016-12-31,2016,306753672.57,306753672.57,167278858.39,35119227.71,688123,聚辰股份,2019.0,493852065.62,2018.0,2.0,False
688125,2021-12-31,A,853093219.74,158580820.13,,688125,2021-12-31,2021,628113229.68,628113229.68,239062832.69,152559130.33,688125,安达智能,2022.0,472408434.04,2021.0,0.0,True
688125,2020-12-31,A,670143439.29,139963167.1,,688125,2020-12-31,2020,506690270.62,506690270.62,161080298.35,133401807.7,688125,安达智能,2022.0,472408434.04,2021.0,1.0,False
688125,2019-12-31,A,599799998.48,133855338.84,,688125,2019-12-31,2019,362865456.84,362865456.84,115899031.75,62836653.35,688125,安达智能,2022.0,472408434.04,2021.0,2.0,False
688125,2018-12-31,A,580727860.78,157450145.88,,688125,2018-12-31,2018,447848801.51,447848801.51,134532659.89,130859198.19,688125,安达智能,2022.0,472408434.04,2021.0,3.0,False
688126,2018-12-31,A,6822546904.24,3227518613.23,,688126,2018-12-31,2018,1010445516.72,1010445516.72,788242186.98,9679788.27,688126,沪硅产业,2020.0,2466832248.14,2019.0,1.0,False
688126,2017-12-31,A,5833376480.35,2135788194.99,,688126,2017-12-31,2017,693795944.88,693795944.88,533648508.78,217611168.58,688126,沪硅产业,2020.0,2466832248.14,2019.0,2.0,False
688126,2016-12-31,A,4393004293.53,1837404217.82,,688126,2016-12-31,2016,270065036.65,270065036.65,232715126.78,-91077527.47,688126,沪硅产业,2020.0,2466832248.14,2019.0,3.0,False
688127,2019-12-31,A,873843713.16,227970245.31,,688127,2019-12-31,2019,334088516.03,334088516.03,154692093.76,116104891.79,688127,蓝特光学,2020.0,415483740.36,2019.0,0.0,True
688127,2018-12-31,A,808739230.47,183720654.41,,688127,2018-12-31,2018,394661375.38,394661375.38,175497984.18,113941324.08,688127,蓝特光学,2020.0,415483740.36,2019.0,1.0,False
688127,2017-12-31,A,609551544.56,241518021.4,,688127,2017-12-31,2017,410057777.58,410057777.58,155139178.18,168266654.45,688127,蓝特光学,2020.0,415483740.36,2019.0,2.0,False
688128,2018-12-31,A,2635817725.51,1599163893.53,,688128,2018-12-31,2018,2597796946.03,2597796946.03,1825720027.93,210271851.35,688128,中国电器,2019.0,2519647245.94,2018.0,0.0,True
688128,2017-12-31,A,2390578488.85,1393135705.61,,688128,2017-12-31,2017,1942362593.27,1942362593.27,1371633087.5,111315154.73,688128,中国电器,2019.0,2519647245.94,2018.0,1.0,False
688128,2016-12-31,A,1811231149.79,1429848133.59,,688128,2016-12-31,2016,1581061139.46,1581061139.46,1100375195.4,131644674.76,688128,中国电器,2019.0,2519647245.94,2018.0,2.0,False
688129,2019-12-31,A,400603743.5,98201447.74,,688129,2019-12-31,2019,467597639.41,467597639.41,254983186.13,81987208.24,688129,东来技术,2020.0,493698387.69,2019.0,0.0,True
688129,2018-12-31,A,338543505.91,92677292.46,,688129,2018-12-31,2018,458079656.57,458079656.57,248566471.16,78136701.14,688129,东来技术,2020.0,493698387.69,2019.0,1.0,False
688129,2017-12-31,A,274762397.57,91318605.93,,688129,2017-12-31,2017,436619664.92,436619664.92,226675949.34,73639348.1,688129,东来技术,2020.0,493698387.69,2019.0,2.0,False
688130,2021-12-31,A,383671323.6,20583832.52,,688130,2021-12-31,2021,173411213.21,173411213.21,54425510.77,77351537.44,688130,晶华微,2022.0,126805482.06,2021.0,0.0,True
688130,2020-12-31,A,149645007.08,15934028.15,,688130,2020-12-31,2020,197403076.92,197403076.92,53118524.77,100095736.07,688130,晶华微,2022.0,126805482.06,2021.0,1.0,False
688130,2019-12-31,A,64269671.94,33507175.51,,688130,2019-12-31,2019,59829613.95,59829613.95,22306786.41,11118578.69,688130,晶华微,2022.0,126805482.06,2021.0,2.0,False
688131,2020-12-31,A,856843392.39,329033685.23,,688131,2020-12-31,2020,635100714.5,635100714.5,275163850.35,128433253.88,688131,皓元医药,2021.0,1358053975.22,2020.0,0.0,True
688131,2019-12-31,A,542485829.53,142751993.19,,688131,2019-12-31,2019,408969004.55,408969004.55,175120591.39,73429629.62,688131,皓元医药,2021.0,1358053975.22,2020.0,1.0,False
688131,2018-12-31,A,304477582.24,126822651.8,,688131,2018-12-31,2018,300195129.49,300195129.49,145399066.86,18414159.68,688131,皓元医药,2021.0,1358053975.22,2020.0,2.0,False
688132,2021-12-31,A,1431442180.72,861447706.58,,688132,2021-12-31,2021,308303318.09,308303318.09,84170961.15,81161682.38,688132,邦彦技术,2022.0,178592255.66,2021.0,0.0,True
688132,2020-12-31,A,1168087097.0,679254305.24,,688132,2020-12-31,2020,278577608.64,278577608.64,75552070.56,72760437.85,688132,邦彦技术,2022.0,178592255.66,2021.0,1.0,False
688132,2019-12-31,A,784750572.57,368678218.66,,688132,2019-12-31,2019,270105446.74,270105446.74,95803533.72,25752535.35,688132,邦彦技术,2022.0,178592255.66,2021.0,2.0,False
688133,2019-12-31,A,931209183.74,367581453.74,,688133,2019-12-31,2019,1144096948.96,1144096948.96,870807834.23,73695500.44,688133,泰坦科技,2020.0,2164238364.74,2019.0,0.0,True
688133,2018-12-31,A,654913859.6,268317980.15,,688133,2018-12-31,2018,925611269.94,925611269.94,725803746.41,59666961.79,688133,泰坦科技,2020.0,2164238364.74,2019.0,1.0,False
688133,2017-12-31,A,452542895.8,165196249.82,,688133,2017-12-31,2017,664185800.39,664185800.39,516676965.29,38305166.46,688133,泰坦科技,2020.0,2164238364.74,2019.0,2.0,False
688135,2019-12-31,A,580008177.05,126526500.4,,688135,2019-12-31,2019,232013365.71,232013365.71,109078601.24,60837907.16,688135,利扬芯片,2020.0,391198103.07,2019.0,0.0,True
688135,2018-12-31,A,408571985.53,50945418.16,,688135,2018-12-31,2018,138381415.93,138381415.93,84064083.27,15927095.16,688135,利扬芯片,2020.0,391198103.07,2019.0,1.0,False
688135,2017-12-31,A,383773080.14,42226825.34,,688135,2017-12-31,2017,129320021.49,129320021.49,74149832.57,19463006.55,688135,利扬芯片,2020.0,391198103.07,2019.0,2.0,False
688136,2019-12-31,A,1180011923.69,483669312.06,,688136,2019-12-31,2019,1190766325.95,1190766325.95,219952959.33,159810355.96,688136,科兴制药,2020.0,1285171728.9,2019.0,0.0,True
688136,2018-12-31,A,854328233.87,359868553.22,,688136,2018-12-31,2018,890611692.19,890611692.19,168240269.76,94163686.68,688136,科兴制药,2020.0,1285171728.9,2019.0,1.0,False
688136,2017-12-31,A,743203940.23,530967737.62,,688136,2017-12-31,2017,615840135.44,615840135.44,129122216.61,59391649.85,688136,科兴制药,2020.0,1285171728.9,2019.0,2.0,False
688137,2021-12-31,A,513102737.31,153330102.24,,688137,2021-12-31,2021,341895855.16,341895855.16,42074090.36,149005616.48,688137,近岸蛋白,2022.0,153191370.39,2021.0,0.0,True
688137,2020-12-31,A,171934394.68,68834892.51,,688137,2020-12-31,2020,179841044.15,179841044.15,19323664.43,83046320.66,688137,近岸蛋白,2022.0,153191370.39,2021.0,1.0,False
688137,2019-12-31,A,32012186.88,39681020.99,,688137,2019-12-31,2019,35983211.77,35983211.77,10428107.12,-8498332.95,688137,近岸蛋白,2022.0,153191370.39,2021.0,2.0,False
688138,2018-12-31,A,686745571.77,156075497.35,,688138,2018-12-31,2018,407364436.81,407364436.81,279154781.03,62654771.24,688138,清溢光电,2019.0,487192557.45,2018.0,0.0,True
688138,2017-12-31,A,611849806.73,143834503.55,,688138,2017-12-31,2017,319383652.38,319383652.38,219982918.22,38657970.36,688138,清溢光电,2019.0,487192557.45,2018.0,1.0,False
688138,2016-12-31,A,502857027.88,73895815.54,,688138,2016-12-31,2016,314663246.36,314663246.36,209392636.4,45735954.53,688138,清溢光电,2019.0,487192557.45,2018.0,2.0,False
688139,2018-12-31,A,2227751820.36,1114003813.54,,688139,2018-12-31,2018,841668641.72,841668641.72,414533382.0,114702625.8,688139,海尔生物,2019.0,1402028951.8,2018.0,0.0,True
688139,2017-12-31,A,1190679520.27,575923984.44,,688139,2017-12-31,2017,621407508.62,621407508.62,292854931.88,60391513.68,688139,海尔生物,2019.0,1402028951.8,2018.0,1.0,False
688139,2016-12-31,A,949271370.93,226464771.81,,688139,2016-12-31,2016,481981607.81,481981607.81,227015765.59,123209660.19,688139,海尔生物,2019.0,1402028951.8,2018.0,2.0,False
688141,2021-12-31,A,1171777065.3,234693879.83,,688141,2021-12-31,2021,1041559526.58,1041559526.58,602222883.87,141445879.69,688141,杰华特,2022.0,1296748737.23,2021.0,0.0,True
688141,2020-12-31,A,683010266.29,221062697.04,,688141,2020-12-31,2020,406582613.47,406582613.47,325388445.75,-270061425.11,688141,杰华特,2022.0,1296748737.23,2021.0,1.0,False
688141,2019-12-31,A,264269569.25,240676779.81,,688141,2019-12-31,2019,256843961.12,256843961.12,221595278.97,-79950619.67,688141,杰华特,2022.0,1296748737.23,2021.0,2.0,False
688143,2021-12-31,A,541565240.75,122735090.91,,688143,2021-12-31,2021,261916054.94,261916054.94,102266231.08,76566652.67,688143,长盈通,2022.0,220183692.62,2021.0,0.0,True
688143,2020-12-31,A,463628611.69,125205114.52,,688143,2020-12-31,2020,215453433.36,215453433.36,92887091.93,53929719.33,688143,长盈通,2022.0,220183692.62,2021.0,1.0,False
688143,2019-12-31,A,387340704.52,109432215.71,,688143,2019-12-31,2019,177697182.98,177697182.98,80509304.32,46605498.83,688143,长盈通,2022.0,220183692.62,2021.0,2.0,False
688146,2022-12-31,A,2843387216.31,553259707.52,,688146,2022-12-31,2022,1956462149.13,1956462149.13,1215752092.41,383258419.69,688146,中船特气,2023.0,1928659920.89,2022.0,0.0,True
688146,2021-12-31,A,2413883142.87,506101479.5,,688146,2021-12-31,2021,1732849354.51,1732849354.51,1033464970.96,355299386.59,688146,中船特气,2023.0,1928659920.89,2022.0,1.0,False
688146,2020-12-31,A,2289701031.78,845148710.66,,688146,2020-12-31,2020,1220333146.35,1220333146.35,712224811.41,237608400.23,688146,中船特气,2023.0,1928659920.89,2022.0,2.0,False
688146,2019-12-31,A,2071855543.39,1136212831.78,,688146,2019-12-31,2019,1036909919.57,1036909919.57,590956417.23,195650350.33,688146,中船特气,2023.0,1928659920.89,2022.0,3.0,False
688147,2021-12-31,A,1356913306.92,473413953.79,,688147,2021-12-31,2021,427917135.52,427917135.52,232071979.21,46113669.47,688147,微导纳米,2022.0,1679721346.2,2021.0,0.0,True
688147,2020-12-31,A,1104861136.86,459292024.5,,688147,2020-12-31,2020,312554108.3,312554108.3,150342084.33,57014378.82,688147,微导纳米,2022.0,1679721346.2,2021.0,1.0,False
688147,2019-12-31,A,601038334.19,364295365.77,,688147,2019-12-31,2019,215815556.33,215815556.33,99315354.32,54551094.35,688147,微导纳米,2022.0,1679721346.2,2021.0,2.0,False
688148,2020-12-31,A,1449870483.3,518849678.54,,688148,2020-12-31,2020,992666095.66,992666095.66,839986426.81,59303999.67,688148,芳源股份,2021.0,2935186525.87,2020.0,0.0,True
688148,2019-12-31,A,1317883741.2,437405344.44,,688148,2019-12-31,2019,951142013.88,951142013.88,758253091.38,74525690.69,688148,芳源股份,2021.0,2935186525.87,2020.0,1.0,False
688148,2018-12-31,A,968677982.57,469005276.5,,688148,2018-12-31,2018,771761908.02,771761908.02,638407245.47,24946512.5,688148,芳源股份,2021.0,2935186525.87,2020.0,2.0,False
688150,2020-12-31,A,809631358.66,112945966.75,,688150,2020-12-31,2020,274627850.26,274627850.26,110154629.56,70421170.0,688150,莱特光电,2022.0,300677120.16,2021.0,1.0,False
688150,2019-12-31,A,646119984.94,205592375.99,,688150,2019-12-31,2019,201798623.34,201798623.34,76328912.15,56941285.34,688150,莱特光电,2022.0,300677120.16,2021.0,2.0,False
688150,2018-12-31,A,523717186.63,160130863.02,,688150,2018-12-31,2018,112440379.0,112440379.0,82387903.47,-20529246.86,688150,莱特光电,2022.0,300677120.16,2021.0,3.0,False
688151,2020-12-31,A,2311077088.64,1153008092.74,,688151,2020-12-31,2020,835116530.67,835116530.67,571224236.38,176199637.95,688151,华强科技,2021.0,585679394.08,2020.0,0.0,True
688151,2019-12-31,A,2203250494.53,1253211641.85,,688151,2019-12-31,2019,1647591694.91,1647591694.91,1331099976.36,130077381.26,688151,华强科技,2021.0,585679394.08,2020.0,1.0,False
688151,2018-12-31,A,1762675934.8,927358788.34,,688151,2018-12-31,2018,743421504.02,743421504.02,542654417.92,103209903.62,688151,华强科技,2021.0,585679394.08,2020.0,2.0,False
688152,2021-12-31,A,501527946.02,141453673.86,,688152,2021-12-31,2021,338001156.71,338001156.71,113899014.56,111547427.64,688152,麒麟信安,2022.0,163421088.47,2021.0,0.0,True
688152,2020-12-31,A,410555358.24,221963285.37,,688152,2020-12-31,2020,231238621.25,231238621.25,67205331.6,98906252.92,688152,麒麟信安,2022.0,163421088.47,2021.0,1.0,False
688152,2019-12-31,A,200042979.14,84629357.28,,688152,2019-12-31,2019,141312864.04,141312864.04,30002274.5,20335803.13,688152,麒麟信安,2022.0,163421088.47,2021.0,2.0,False
688153,2021-12-31,A,2039382136.02,940570634.06,,688153,2021-12-31,2021,3508560728.15,3508560728.15,2534483063.05,-68416427.89,688153,唯捷创芯,2022.0,2981525258.85,2021.0,0.0,True
688153,2020-12-31,A,1200329866.46,640107655.14,,688153,2020-12-31,2020,1810446974.3,1810446974.3,1485935595.23,-77729080.06,688153,唯捷创芯,2022.0,2981525258.85,2021.0,1.0,False
688153,2019-12-31,A,435738545.9,259270659.35,,688153,2019-12-31,2019,581422709.54,581422709.54,476520179.68,-29994054.58,688153,唯捷创芯,2022.0,2981525258.85,2021.0,2.0,False
688153,2018-12-31,A,271213878.71,103841440.79,,688153,2018-12-31,2018,284016280.68,284016280.68,221833795.54,-33858834.62,688153,唯捷创芯,2022.0,2981525258.85,2021.0,3.0,False
688155,2019-12-31,A,660127836.93,246625371.27,,688155,2019-12-31,2019,364943926.09,364943926.09,196668370.81,72630703.86,688155,先惠技术,2020.0,1101981198.35,2019.0,0.0,True
688155,2018-12-31,A,438592631.86,117511857.54,,688155,2018-12-31,2018,325257733.27,325257733.27,223977714.99,31122862.81,688155,先惠技术,2020.0,1101981198.35,2019.0,1.0,False
688155,2017-12-31,A,448187656.38,158300461.14,,688155,2017-12-31,2017,290510173.38,290510173.38,200678404.26,7981959.69,688155,先惠技术,2020.0,1101981198.35,2019.0,2.0,False
688156,2019-12-31,A,526872483.0,155419633.65,,688156,2019-12-31,2019,303692127.08,303692127.08,191029602.91,50517703.96,688156,路德环境,2020.0,382000137.03,2019.0,0.0,True
688156,2018-12-31,A,463239169.49,142046444.58,,688156,2018-12-31,2018,225401042.56,225401042.56,154837728.7,23792870.74,688156,路德环境,2020.0,382000137.03,2019.0,1.0,False
688156,2017-12-31,A,421266580.43,214739858.34,,688156,2017-12-31,2017,269172077.86,269172077.86,188463071.22,25055497.75,688156,路德环境,2020.0,382000137.03,2019.0,2.0,False
688157,2019-12-31,A,570786305.96,169909079.31,,688157,2019-12-31,2019,455138283.31,455138283.31,207740519.62,91475818.12,688157,松井股份,2020.0,508232035.36,2019.0,0.0,True
688157,2018-12-31,A,418458727.91,109487826.84,,688157,2018-12-31,2018,262232747.82,262232747.82,120160218.34,51472786.29,688157,松井股份,2020.0,508232035.36,2019.0,1.0,False
688157,2017-12-31,A,317503118.33,75132340.28,,688157,2017-12-31,2017,187399077.76,187399077.76,86798312.96,27035127.78,688157,松井股份,2020.0,508232035.36,2019.0,2.0,False
688158,2018-12-31,A,2155812132.43,434748118.49,,688158,2018-12-31,2018,1187433238.11,1187433238.11,718645385.95,77147992.55,688158,优刻得,2020.0,2901247267.9,2019.0,1.0,False
688158,2017-12-31,A,1638580924.88,463374622.7,,688158,2017-12-31,2017,839799652.68,839799652.68,533559045.28,59279946.95,688158,优刻得,2020.0,2901247267.9,2019.0,2.0,False
688158,2016-12-31,A,1626480081.57,1684999265.8,,688158,2016-12-31,2016,516468365.55,516468365.55,366312679.09,-210861967.83,688158,优刻得,2020.0,2901247267.9,2019.0,3.0,False
688159,2018-12-31,A,745888535.15,319366673.0,,688159,2018-12-31,2018,557135550.87,557135550.87,419322764.29,43495208.68,688159,有方科技,2020.0,1024558178.66,2019.0,1.0,False
688159,2017-12-31,A,459094970.35,228148351.88,,688159,2017-12-31,2017,498969249.87,498969249.87,381950329.9,51577795.7,688159,有方科技,2020.0,1024558178.66,2019.0,2.0,False
688159,2016-12-31,A,286359989.18,106991166.41,,688159,2016-12-31,2016,328037547.25,328037547.25,267025067.26,20947902.0,688159,有方科技,2020.0,1024558178.66,2019.0,3.0,False
688160,2019-12-31,A,314566900.05,71926956.87,,688160,2019-12-31,2019,345323564.33,345323564.33,210791890.58,46684680.29,688160,步科股份,2020.0,537326398.15,2019.0,0.0,True
688160,2018-12-31,A,270918348.07,57577779.21,,688160,2018-12-31,2018,319028512.82,319028512.82,199627030.4,39984162.98,688160,步科股份,2020.0,537326398.15,2019.0,1.0,False
688160,2017-12-31,A,258038371.95,63901966.07,,688160,2017-12-31,2017,308261269.76,308261269.76,189222320.97,32697267.84,688160,步科股份,2020.0,537326398.15,2019.0,2.0,False
688161,2020-12-31,A,3174596918.79,710440679.27,,688161,2020-12-31,2020,1823776334.04,1823776334.04,321729034.17,561720997.95,688161,威高骨科,2021.0,1848116496.02,2020.0,0.0,True
688161,2019-12-31,A,3212624550.47,1333819784.45,,688161,2019-12-31,2019,1574008097.2,1574008097.2,275189740.58,441139123.92,688161,威高骨科,2021.0,1848116496.02,2020.0,1.0,False
688161,2018-12-31,A,2166235136.82,422766065.64,,688161,2018-12-31,2018,1211182161.24,1211182161.24,247708686.03,323943869.09,688161,威高骨科,2021.0,1848116496.02,2020.0,2.0,False
688162,2020-12-31,A,2569199444.5,1662556072.94,,688162,2020-12-31,2020,1494289503.91,1494289503.91,1107569711.35,128260358.52,688162,巨一科技,2021.0,3482838814.47,2020.0,0.0,True
688162,2019-12-31,A,2277148850.48,1593895032.56,,688162,2019-12-31,2019,1431935803.35,1431935803.35,1036475067.35,150798507.97,688162,巨一科技,2021.0,3482838814.47,2020.0,1.0,False
688162,2018-12-31,A,2015855759.15,1524528751.13,,688162,2018-12-31,2018,1260592894.78,1260592894.78,902780660.84,12169147.02,688162,巨一科技,2021.0,3482838814.47,2020.0,2.0,False
688163,2020-12-31,A,312148232.39,17541809.5,,688163,2020-12-31,2020,185562793.03,185562793.03,29547954.77,63173802.3,688163,赛伦生物,2022.0,190144196.65,2021.0,1.0,False
688163,2019-12-31,A,365111966.14,28171345.55,,688163,2019-12-31,2019,188097075.85,188097075.85,25958080.82,65756139.11,688163,赛伦生物,2022.0,190144196.65,2021.0,2.0,False
688163,2018-12-31,A,290906636.09,34022154.61,,688163,2018-12-31,2018,144330935.74,144330935.74,20659883.07,42063232.42,688163,赛伦生物,2022.0,190144196.65,2021.0,3.0,False
688165,2019-12-31,A,2798032932.21,1181671503.21,,688165,2019-12-31,2019,1267797556.74,1267797556.74,1051928066.68,-53187595.93,688165,埃夫特,2020.0,1147089656.34,2019.0,0.0,True
688165,2018-12-31,A,2873687622.94,1215092759.45,,688165,2018-12-31,2018,1313599637.43,1313599637.43,1145427142.49,-25573569.27,688165,埃夫特,2020.0,1147089656.34,2019.0,1.0,False
688165,2017-12-31,A,2737579209.44,1271819705.21,,688165,2017-12-31,2017,781841332.95,781841332.95,693536351.22,-36456374.95,688165,埃夫特,2020.0,1147089656.34,2019.0,2.0,False
688166,2018-12-31,A,875327000.6,105522194.83,,688166,2018-12-31,2018,407503282.58,407503282.58,169301570.28,73202041.22,688166,博瑞医药,2019.0,785382728.73,2018.0,0.0,True
688166,2017-12-31,A,524915428.25,78891890.18,,688166,2017-12-31,2017,316770478.74,316770478.74,130103647.08,45876431.45,688166,博瑞医药,2019.0,785382728.73,2018.0,1.0,False
688166,2016-12-31,A,384194509.4,164047402.78,,688166,2016-12-31,2016,200924791.14,200924791.14,85042347.03,17060971.99,688166,博瑞医药,2019.0,785382728.73,2018.0,2.0,False
688167,2020-12-31,A,820320175.35,185354132.11,,688167,2020-12-31,2020,359877804.39,359877804.39,176301831.06,33582894.64,688167,炬光科技,2021.0,551860209.97,2020.0,0.0,True
688167,2019-12-31,A,606083414.3,179884451.81,,688167,2019-12-31,2019,334983008.09,334983008.09,206817192.97,-80430452.89,688167,炬光科技,2021.0,551860209.97,2020.0,1.0,False
688167,2018-12-31,A,688307816.87,177693768.83,,688167,2018-12-31,2018,354809584.7,354809584.7,206439608.63,18666060.72,688167,炬光科技,2021.0,551860209.97,2020.0,2.0,False
688168,2018-12-31,A,311633724.87,54469954.08,,688168,2018-12-31,2018,195346548.76,195346548.76,66653521.41,59643863.69,688168,安博通,2019.0,262835660.84,2018.0,0.0,True
688168,2017-12-31,A,247366165.91,39766004.31,,688168,2017-12-31,2017,150756321.61,150756321.61,51034317.34,35368815.58,688168,安博通,2019.0,262835660.84,2018.0,1.0,False
688168,2016-12-31,A,123712721.8,20424599.78,,688168,2016-12-31,2016,106337546.51,106337546.51,37643541.43,9768417.71,688168,安博通,2019.0,262835660.84,2018.0,2.0,False
688169,2018-12-31,A,1277151953.0,577764733.0,,688169,2018-12-31,2018,3051250421.0,3051250421.0,2172879248.0,307587781.0,688169,石头科技,2020.0,5837051346.0,2019.0,1.0,False
688169,2017-12-31,A,604359224.0,334962582.0,,688169,2017-12-31,2017,1118817593.0,1118817593.0,876690766.0,66996182.0,688169,石头科技,2020.0,5837051346.0,2019.0,2.0,False
688169,2016-12-31,A,261317118.0,115579757.0,,688169,2016-12-31,2016,183127015.0,183127015.0,147940731.0,-11239935.0,688169,石头科技,2020.0,5837051346.0,2019.0,3.0,False
688170,2021-12-31,A,969930217.47,390466748.38,,688170,2021-12-31,2021,549316370.07,549316370.07,270566941.68,87713713.34,688170,德龙激光,2022.0,581808798.56,2021.0,0.0,True
688170,2020-12-31,A,814771802.61,327394768.81,,688170,2020-12-31,2020,419082725.41,419082725.41,203220999.71,67227208.17,688170,德龙激光,2022.0,581808798.56,2021.0,1.0,False
688170,2019-12-31,A,571950226.26,307169028.94,,688170,2019-12-31,2019,352956884.28,352956884.28,197900448.01,20391497.98,688170,德龙激光,2022.0,581808798.56,2021.0,2.0,False
688171,2020-12-31,A,276954841.4,44737899.72,,688171,2020-12-31,2020,135898857.78,135898857.78,48559081.37,63666916.8,688171,纬德信息,2022.0,120087042.73,2021.0,1.0,False
688171,2019-12-31,A,179133133.96,25583109.08,,688171,2019-12-31,2019,122388712.87,122388712.87,33218968.98,63532925.29,688171,纬德信息,2022.0,120087042.73,2021.0,2.0,False
688171,2018-12-31,A,99079009.45,34357851.86,,688171,2018-12-31,2018,82329578.96,82329578.96,22089129.72,27097067.59,688171,纬德信息,2022.0,120087042.73,2021.0,3.0,False
688172,2021-12-31,A,13072659260.91,2769863305.3,,688172,2021-12-31,2021,2034699554.29,2034699554.29,1178813106.74,569155289.34,688172,燕东微,2022.0,2126903653.81,2021.0,0.0,True
688172,2020-12-31,A,7438766409.16,2231554096.82,,688172,2020-12-31,2020,1030495692.04,1030495692.04,708232621.81,24815725.25,688172,燕东微,2022.0,2126903653.81,2021.0,1.0,False
688172,2019-12-31,A,6407850161.24,1207698891.94,,688172,2019-12-31,2019,1041492983.31,1041492983.31,793163084.78,-176051104.78,688172,燕东微,2022.0,2126903653.81,2021.0,2.0,False
688173,2020-12-31,A,501947554.06,93258654.17,,688173,2020-12-31,2020,228388613.93,228388613.93,119996301.05,-144872467.46,688173,希荻微,2022.0,393632323.78,2021.0,1.0,False
688173,2019-12-31,A,251809792.94,77565928.21,,688173,2019-12-31,2019,115318873.08,115318873.08,66662585.08,-9575246.55,688173,希荻微,2022.0,393632323.78,2021.0,2.0,False
688173,2018-12-31,A,46662080.13,21288443.6,,688173,2018-12-31,2018,68163241.49,68163241.49,48673160.15,-5383973.26,688173,希荻微,2022.0,393632323.78,2021.0,3.0,False
688175,2020-12-31,A,888951378.38,286233224.48,,688175,2020-12-31,2020,397578619.14,397578619.14,145644101.9,109074327.23,688175,高凌信息,2022.0,356394236.5,2021.0,1.0,False
688175,2019-12-31,A,581352672.17,260632229.43,,688175,2019-12-31,2019,252143549.15,252143549.15,113546588.44,39829989.15,688175,高凌信息,2022.0,356394236.5,2021.0,2.0,False
688175,2018-12-31,A,331856061.04,136588187.49,,688175,2018-12-31,2018,175443741.78,175443741.78,87776797.57,20190658.63,688175,高凌信息,2022.0,356394236.5,2021.0,3.0,False
688176,2020-12-31,A,843679348.72,37181889.26,,688176,2020-12-31,2020,,,,-247266724.21,688176,亚虹医药,2022.0,13753343.12,2021.0,1.0,False
688176,2019-12-31,A,72742624.54,43987696.83,,688176,2019-12-31,2019,,,,-172425928.62,688176,亚虹医药,2022.0,13753343.12,2021.0,2.0,False
688176,2018-12-31,A,66075064.73,18862695.3,,688176,2018-12-31,2018,,,,-59935955.42,688176,亚虹医药,2022.0,13753343.12,2021.0,3.0,False
688177,2018-12-31,A,1020759536.09,219436419.59,,688177,2018-12-31,2018,,,,-553111240.98,688177,百奥泰,2020.0,836578620.84,2019.0,1.0,False
688177,2017-12-31,A,618941153.21,271388753.48,,688177,2017-12-31,2017,2008900.0,2008900.0,722666.67,-235509536.12,688177,百奥泰,2020.0,836578620.84,2019.0,2.0,False
688177,2016-12-31,A,708289626.97,173860282.49,,688177,2016-12-31,2016,2763660.38,2763660.38,1921666.66,-136584076.37,688177,百奥泰,2020.0,836578620.84,2019.0,3.0,False
688178,2018-12-31,A,885835803.94,452509962.18,,688178,2018-12-31,2018,492564222.23,492564222.23,315894539.47,77832305.84,688178,万德斯,2020.0,1047475551.97,2019.0,1.0,False
688178,2017-12-31,A,393965940.53,158472404.61,,688178,2017-12-31,2017,282546367.43,282546367.43,176351401.84,69725835.87,688178,万德斯,2020.0,1047475551.97,2019.0,2.0,False
688178,2016-12-31,A,220872486.25,133335343.91,,688178,2016-12-31,2016,146357590.58,146357590.58,88263173.48,14863866.41,688178,万德斯,2020.0,1047475551.97,2019.0,3.0,False
688179,2019-12-31,A,390588213.45,44407196.86,,688179,2019-12-31,2019,209603356.38,209603356.38,61228772.02,63690975.31,688179,阿拉丁,2020.0,287661274.91,2019.0,0.0,True
