Stkcd,Subbgdt,Statrange,Stattype,Emptype,Number,code,Stattype_str,range_priority
688120,2022-05-26,B,3,31-40岁,309.0,688120,3,0
688120,2022-05-26,B,3,41-50岁,27.0,688120,3,0
688120,2022-05-26,B,3,50岁以上,4.0,688120,3,0
688121,2021-08-26,B,2,本科,291.0,688121,2,0
688121,2021-08-26,B,2,大、中专,228.0,688121,2,0
688121,2021-08-26,B,2,中专以下,99.0,688121,2,0
688121,2021-08-26,B,3,51岁及以上,70.0,688121,3,0
688121,2021-08-26,B,3,41-50岁,121.0,688121,3,0
688121,2021-08-26,B,3,31-40岁,285.0,688121,3,0
688121,2021-08-26,B,3,30岁及以下,216.0,688121,3,0
688121,2021-08-26,B,8,研发人员,86.0,688121,8,0
688121,2021-08-26,B,8,技术人员,248.0,688121,8,0
688121,2021-08-26,B,8,生产人员,153.0,688121,8,0
688121,2021-08-26,B,8,销售人员,32.0,688121,8,0
688121,2021-08-26,B,8,财务人员,30.0,688121,8,0
688121,2021-08-26,B,8,行政管理人员,143.0,688121,8,0
688121,2021-08-26,B,0,总人数,692.0,688121,0,0
688121,2021-08-26,B,2,硕士及以上,74.0,688121,2,0
688123,2019-12-12,B,8,研发人员,64.0,688123,8,0
688123,2019-12-12,B,8,销售和市场人员,41.0,688123,8,0
688123,2019-12-12,B,8,行政管理人员,24.0,688123,8,0
688123,2019-12-12,B,8,生产和控制人员,12.0,688123,8,0
688123,2019-12-12,B,8,质量管理人员,10.0,688123,8,0
688123,2019-12-12,B,0,总人数,151.0,688123,0,0
688123,2019-12-12,B,2,硕士及以上,45.0,688123,2,0
688123,2019-12-12,B,2,大学本科,81.0,688123,2,0
688123,2019-12-12,B,2,专科,21.0,688123,2,0
688123,2019-12-12,B,2,中专及以下,4.0,688123,2,0
688123,2019-12-12,B,3,25岁以下,7.0,688123,3,0
688123,2019-12-12,B,3,25-30岁,26.0,688123,3,0
688123,2019-12-12,B,3,30-40岁,73.0,688123,3,0
688123,2019-12-12,B,3,40-50岁,38.0,688123,3,0
688123,2019-12-12,B,3,50岁以上,7.0,688123,3,0
688125,2022-04-06,B,8,研发人员,166.0,688125,8,0
688125,2022-04-06,B,8,销售人员,370.0,688125,8,0
688125,2022-04-06,B,8,管理人员,92.0,688125,8,0
688125,2022-04-06,B,8,生产及技服人员,402.0,688125,8,0
688125,2022-04-06,B,0,总人数,1030.0,688125,0,0
688125,2022-04-06,B,2,硕士及以上,19.0,688125,2,0
688125,2022-04-06,B,2,本科,149.0,688125,2,0
688125,2022-04-06,B,2,大专,382.0,688125,2,0
688125,2022-04-06,B,2,大专以下,480.0,688125,2,0
688125,2022-04-06,B,3,30岁以下,577.0,688125,3,0
688125,2022-04-06,B,3,31-40岁,364.0,688125,3,0
688125,2022-04-06,B,3,40岁以上,89.0,688125,3,0
688126,2020-04-09,B,8,管理人员,145.0,688126,8,0
688126,2020-04-09,B,8,销售人员,63.0,688126,8,0
688126,2020-04-09,B,8,生产人员,681.0,688126,8,0
688126,2020-04-09,B,8,财务人员,27.0,688126,8,0
688126,2020-04-09,B,8,技术研发人员,423.0,688126,8,0
688126,2020-04-09,B,2,硕士及硕士以上学历,149.0,688126,2,0
688126,2020-04-09,B,2,本科学历,333.0,688126,2,0
688126,2020-04-09,B,2,大专及大专以下学历,857.0,688126,2,0
688126,2020-04-09,B,3,50岁以上,153.0,688126,3,0
688126,2020-04-09,B,3,40-49岁,267.0,688126,3,0
688126,2020-04-09,B,3,30-39岁,483.0,688126,3,0
688126,2020-04-09,B,3,30岁以下,436.0,688126,3,0
688126,2020-04-09,B,0,总人数,1339.0,688126,0,0
688127,2020-09-10,B,8,管理人员,31.0,688127,8,0
688127,2020-09-10,B,8,研发人员,87.0,688127,8,0
688127,2020-09-10,B,8,生产人员,484.0,688127,8,0
688127,2020-09-10,B,8,销售人员,13.0,688127,8,0
688127,2020-09-10,B,8,财务人员,11.0,688127,8,0
688127,2020-09-10,B,0,总人数,626.0,688127,0,0
688127,2020-09-10,B,2,本科及以上,67.0,688127,2,0
688127,2020-09-10,B,2,大专,87.0,688127,2,0
688127,2020-09-10,B,2,高中及中专,140.0,688127,2,0
688127,2020-09-10,B,2,初中及以下,332.0,688127,2,0
688128,2019-10-25,B,8,生产人员,1083.0,688128,8,0
688128,2019-10-25,B,8,研发人员,314.0,688128,8,0
688128,2019-10-25,B,8,销售人员,321.0,688128,8,0
688128,2019-10-25,B,8,管理人员,354.0,688128,8,0
688128,2019-10-25,B,0,总人数,2072.0,688128,0,0
688128,2019-10-25,B,2,硕士及以上,200.0,688128,2,0
688128,2019-10-25,B,2,本科,1011.0,688128,2,0
688128,2019-10-25,B,2,大专,597.0,688128,2,0
688128,2019-10-25,B,2,大专以下,264.0,688128,2,0
688128,2019-10-25,B,3,30岁以下,736.0,688128,3,0
688128,2019-10-25,B,3,31-40岁,880.0,688128,3,0
688128,2019-10-25,B,3,41-50岁,273.0,688128,3,0
688128,2019-10-25,B,3,51岁以上,183.0,688128,3,0
688129,2020-10-13,B,8,管理人员,84.0,688129,8,0
688129,2020-10-13,B,2,中专及以下,505.0,688129,2,0
688129,2020-10-13,B,2,大学专科学历,114.0,688129,2,0
688129,2020-10-13,B,2,大学本科学历,129.0,688129,2,0
688129,2020-10-13,B,2,研究生学历及以上,14.0,688129,2,0
688129,2020-10-13,B,0,总人数,762.0,688129,0,0
688129,2020-10-13,B,8,其他人员,55.0,688129,8,0
688129,2020-10-13,B,8,财务人员,18.0,688129,8,0
688129,2020-10-13,B,8,研发人员,90.0,688129,8,0
688129,2020-10-13,B,8,技术支持人员,226.0,688129,8,0
688129,2020-10-13,B,8,生产人员,102.0,688129,8,0
688129,2020-10-13,B,8,销售人员,187.0,688129,8,0
688129,2020-10-13,B,3,45(含)~55岁,55.0,688129,3,0
688129,2020-10-13,B,3,35(含)~45岁,223.0,688129,3,0
688129,2020-10-13,B,3,25(含)~35岁,407.0,688129,3,0
688129,2020-10-13,B,3,25岁以下,72.0,688129,3,0
688129,2020-10-13,B,3,55岁及以上,5.0,688129,3,0
688130,2022-07-20,B,0,总人数,109.0,688130,0,0
688130,2022-07-20,B,8,研发人员,70.0,688130,8,0
688130,2022-07-20,B,8,销售人员,12.0,688130,8,0
688130,2022-07-20,B,8,管理行政及财务人员,27.0,688130,8,0
688130,2022-07-20,B,2,博士,2.0,688130,2,0
688130,2022-07-20,B,2,硕士,13.0,688130,2,0
688130,2022-07-20,B,2,本科,54.0,688130,2,0
688130,2022-07-20,B,2,本科以下,40.0,688130,2,0
688130,2022-07-20,B,3,30岁及以下,54.0,688130,3,0
688130,2022-07-20,B,3,31-40岁,40.0,688130,3,0
688130,2022-07-20,B,3,41-50岁,13.0,688130,3,0
688130,2022-07-20,B,3,50岁以上,2.0,688130,3,0
688131,2021-05-28,B,8,技术人员,472.0,688131,8,0
688131,2021-05-28,B,8,业务辅助人员,131.0,688131,8,0
688131,2021-05-28,B,8,销售人员,125.0,688131,8,0
688131,2021-05-28,B,8,财务人员,17.0,688131,8,0
688131,2021-05-28,B,8,管理人员,132.0,688131,8,0
688131,2021-05-28,B,0,总人数,877.0,688131,0,0
688131,2021-05-28,B,2,博士,19.0,688131,2,0
688131,2021-05-28,B,2,硕士,138.0,688131,2,0
688131,2021-05-28,B,2,本科,399.0,688131,2,0
688131,2021-05-28,B,2,大专及以下,321.0,688131,2,0
688131,2021-05-28,B,3,30岁以下,391.0,688131,3,0
688131,2021-05-28,B,3,31-40岁,407.0,688131,3,0
688131,2021-05-28,B,3,41岁以上,79.0,688131,3,0
688132,2022-09-14,B,0,总人数,358.0,688132,0,0
688132,2022-09-14,B,8,研发人员,140.0,688132,8,0
688132,2022-09-14,B,8,销售人员,70.0,688132,8,0
688132,2022-09-14,B,8,生产人员,71.0,688132,8,0
688132,2022-09-14,B,8,行政管理人员,61.0,688132,8,0
688132,2022-09-14,B,8,财务人员,16.0,688132,8,0
688132,2022-09-14,B,2,硕士及以上,27.0,688132,2,0
688132,2022-09-14,B,2,本科,182.0,688132,2,0
688132,2022-09-14,B,2,专科,72.0,688132,2,0
688132,2022-09-14,B,2,专科以下,77.0,688132,2,0
688132,2022-09-14,B,3,30岁以下,83.0,688132,3,0
688132,2022-09-14,B,3,30-39岁,215.0,688132,3,0
688132,2022-09-14,B,3,40-49岁,51.0,688132,3,0
688132,2022-09-14,B,3,50岁以上,9.0,688132,3,0
688133,2020-10-20,B,8,研发人员,171.0,688133,8,0
688133,2020-10-20,B,8,市场销售人员,199.0,688133,8,0
688133,2020-10-20,B,8,管理支持人员,198.0,688133,8,0
688133,2020-10-20,B,0,总人数,568.0,688133,0,0
688133,2020-10-20,B,2,硕士及以上学历,36.0,688133,2,0
688133,2020-10-20,B,2,本科学历,246.0,688133,2,0
688133,2020-10-20,B,2,大专及以下学历,286.0,688133,2,0
688133,2020-10-20,B,3,40岁(含)以上,55.0,688133,3,0
688133,2020-10-20,B,3,30-39岁(含),254.0,688133,3,0
688133,2020-10-20,B,3,30岁以下,259.0,688133,3,0
688135,2020-10-30,B,8,管理及行政人员,203.0,688135,8,0
688135,2020-10-30,B,8,研发与技术人员,142.0,688135,8,0
688135,2020-10-30,B,8,生产人员,356.0,688135,8,0
688135,2020-10-30,B,8,销售人员,20.0,688135,8,0
688135,2020-10-30,B,8,财务人员,15.0,688135,8,0
688135,2020-10-30,B,0,总人数,736.0,688135,0,0
688135,2020-10-30,B,2,硕士以上,5.0,688135,2,0
688135,2020-10-30,B,2,大学(含大专),347.0,688135,2,0
688135,2020-10-30,B,2,中专(含高中),237.0,688135,2,0
688135,2020-10-30,B,2,中专以下,147.0,688135,2,0
688135,2020-10-30,B,3,50岁以上,9.0,688135,3,0
688135,2020-10-30,B,3,41-50岁,37.0,688135,3,0
688135,2020-10-30,B,3,31-40岁,203.0,688135,3,0
688135,2020-10-30,B,3,30岁以下,487.0,688135,3,0
688136,2020-12-01,B,0,总人数,1303.0,688136,0,0
688136,2020-12-01,B,8,管理人员,135.0,688136,8,0
688136,2020-12-01,B,8,研发人员,169.0,688136,8,0
688136,2020-12-01,B,8,生产人员,509.0,688136,8,0
688136,2020-12-01,B,8,销售人员,490.0,688136,8,0
688136,2020-12-01,B,2,大学及以上,626.0,688136,2,0
688136,2020-12-01,B,2,大专,419.0,688136,2,0
688136,2020-12-01,B,2,中专及以下,258.0,688136,2,0
688136,2020-12-01,B,3,30岁以下,551.0,688136,3,0
688136,2020-12-01,B,3,31-40岁,566.0,688136,3,0
688136,2020-12-01,B,3,41-50岁,156.0,688136,3,0
688136,2020-12-01,B,3,51岁以上,30.0,688136,3,0
688137,2022-09-20,B,0,总人数,502.0,688137,0,0
688137,2022-09-20,B,8,研发人员,116.0,688137,8,0
688137,2022-09-20,B,8,生产人员,114.0,688137,8,0
688137,2022-09-20,B,8,质控人员,138.0,688137,8,0
688137,2022-09-20,B,8,管理及行政人员,56.0,688137,8,0
688137,2022-09-20,B,8,市场人员,65.0,688137,8,0
688137,2022-09-20,B,8,财务人员,13.0,688137,8,0
688137,2022-09-20,B,2,硕士及以上,121.0,688137,2,0
688137,2022-09-20,B,2,大学本科,210.0,688137,2,0
688137,2022-09-20,B,2,大专,145.0,688137,2,0
688137,2022-09-20,B,2,大专及以下,26.0,688137,2,0
688137,2022-09-20,B,3,30岁以下,304.0,688137,3,0
688137,2022-09-20,B,3,31-40岁,173.0,688137,3,0
688137,2022-09-20,B,3,41岁以上,25.0,688137,3,0
688138,2019-11-11,B,8,财务、管理人员,39.0,688138,8,0
688138,2019-11-11,B,8,研发人员,56.0,688138,8,0
688138,2019-11-11,B,8,销售人员,34.0,688138,8,0
688138,2019-11-11,B,8,生产人员,261.0,688138,8,0
688138,2019-11-11,B,0,合计,390.0,688138,0,0
688139,2019-10-16,B,8,科技与研发,201.0,688139,8,0
688139,2019-10-16,B,8,销售与推广,126.0,688139,8,0
688139,2019-10-16,B,8,采购与质量控制,32.0,688139,8,0
688139,2019-10-16,B,8,售后服务,40.0,688139,8,0
688139,2019-10-16,B,8,综合管理,42.0,688139,8,0
688139,2019-10-16,B,8,生产,361.0,688139,8,0
688139,2019-10-16,B,0,总人数,802.0,688139,0,0
688139,2019-10-16,B,2,博士,1.0,688139,2,0
688139,2019-10-16,B,2,硕士,68.0,688139,2,0
688139,2019-10-16,B,2,本科,295.0,688139,2,0
688139,2019-10-16,B,2,专科,123.0,688139,2,0
688139,2019-10-16,B,2,其他,315.0,688139,2,0
688141,2022-12-14,B,0,总人数,579.0,688141,0,0
688141,2022-12-14,B,8,管理人员,143.0,688141,8,0
688141,2022-12-14,B,8,研发人员,341.0,688141,8,0
688141,2022-12-14,B,8,销售人员,95.0,688141,8,0
688141,2022-12-14,B,3,30岁以下,255.0,688141,3,0
688141,2022-12-14,B,3,30-40岁,254.0,688141,3,0
688141,2022-12-14,B,3,40-50岁,62.0,688141,3,0
688141,2022-12-14,B,3,50岁以上,8.0,688141,3,0
688141,2022-12-14,B,2,研究生及以上,242.0,688141,2,0
688141,2022-12-14,B,2,本科,236.0,688141,2,0
688141,2022-12-14,B,2,大专,76.0,688141,2,0
688141,2022-12-14,B,2,中专及其他,25.0,688141,2,0
688143,2022-11-29,B,8,管理人员,79.0,688143,8,0
688143,2022-11-29,B,8,财务人员,11.0,688143,8,0
688143,2022-11-29,B,8,销售人员,21.0,688143,8,0
688143,2022-11-29,B,8,技术人员,94.0,688143,8,0
688143,2022-11-29,B,8,生产人员,277.0,688143,8,0
688143,2022-11-29,B,0,总人数,482.0,688143,0,0
688143,2022-11-29,B,2,博士,5.0,688143,2,0
688143,2022-11-29,B,2,硕士,38.0,688143,2,0
688143,2022-11-29,B,2,本科,131.0,688143,2,0
688143,2022-11-29,B,2,大专,202.0,688143,2,0
688143,2022-11-29,B,2,中专/高中及以下,106.0,688143,2,0
688143,2022-11-29,B,3,30岁及以下,269.0,688143,3,0
688143,2022-11-29,B,3,31-40岁,141.0,688143,3,0
688143,2022-11-29,B,3,41-50岁,33.0,688143,3,0
688143,2022-11-29,B,3,51岁及以上,39.0,688143,3,0
688146,2023-04-11,B,0,总人数,603.0,688146,0,0
688146,2023-04-11,B,8,管理人员,117.0,688146,8,0
688146,2023-04-11,B,8,销售人员,60.0,688146,8,0
688146,2023-04-11,B,8,研发人员,81.0,688146,8,0
688146,2023-04-11,B,8,生产人员,345.0,688146,8,0
688146,2023-04-11,B,2,研究生,166.0,688146,2,0
688146,2023-04-11,B,2,本科,167.0,688146,2,0
688146,2023-04-11,B,2,大专,186.0,688146,2,0
688146,2023-04-11,B,2,大专以下,84.0,688146,2,0
688146,2023-04-11,B,3,未满30岁,143.0,688146,3,0
688146,2023-04-11,B,3,30-40岁,353.0,688146,3,0
688146,2023-04-11,B,3,41-50岁,74.0,688146,3,0
688146,2023-04-11,B,3,超过50岁,33.0,688146,3,0
688147,2022-12-14,B,8,行政管理人员,81.0,688147,8,0
688147,2022-12-14,B,8,生产人员,355.0,688147,8,0
688147,2022-12-14,B,8,销售及支持人员,166.0,688147,8,0
688147,2022-12-14,B,8,研发人员,206.0,688147,8,0
688147,2022-12-14,B,0,总人数,808.0,688147,0,0
688147,2022-12-14,B,2,博士及以上,11.0,688147,2,0
688147,2022-12-14,B,2,硕士,53.0,688147,2,0
688147,2022-12-14,B,2,本科,285.0,688147,2,0
688147,2022-12-14,B,2,大专及以下,459.0,688147,2,0
688147,2022-12-14,B,3,30岁以下,317.0,688147,3,0
688147,2022-12-14,B,3,41~50岁,421.0,688147,3,0
688147,2022-12-14,B,3,31~40岁,54.0,688147,3,0
688147,2022-12-14,B,3,51岁及以上,16.0,688147,3,0
688148,2021-07-28,B,0,总人数,740.0,688148,0,0
688148,2021-07-28,B,8,生产人员,512.0,688148,8,0
688148,2021-07-28,B,8,采购人员,7.0,688148,8,0
688148,2021-07-28,B,8,研发人员,90.0,688148,8,0
688148,2021-07-28,B,8,管理与行政人员,111.0,688148,8,0
688148,2021-07-28,B,8,财务人员,14.0,688148,8,0
688148,2021-07-28,B,8,销售人员,6.0,688148,8,0
688148,2021-07-28,B,2,博士,2.0,688148,2,0
688148,2021-07-28,B,2,硕士,4.0,688148,2,0
688148,2021-07-28,B,2,本科,59.0,688148,2,0
688148,2021-07-28,B,2,大专,84.0,688148,2,0
688148,2021-07-28,B,2,大专以下学历,591.0,688148,2,0
688150,2022-03-08,B,0,总人数,307.0,688150,0,0
688150,2022-03-08,B,8,管理及行政类人员,83.0,688150,8,0
688150,2022-03-08,B,8,生产制造类人员,121.0,688150,8,0
688150,2022-03-08,B,8,研发与技术人员,80.0,688150,8,0
688150,2022-03-08,B,8,销售人员,23.0,688150,8,0
688150,2022-03-08,B,2,本科及以上,200.0,688150,2,0
688150,2022-03-08,B,2,大专,48.0,688150,2,0
688150,2022-03-08,B,2,高中、中专及以下,59.0,688150,2,0
688150,2022-03-08,B,3,30岁及以下,128.0,688150,3,0
688150,2022-03-08,B,3,31-40岁,137.0,688150,3,0
688150,2022-03-08,B,3,41-50岁,38.0,688150,3,0
688150,2022-03-08,B,3,51岁及以上,4.0,688150,3,0
688151,2021-11-25,B,8,管理人员,199.0,688151,8,0
688151,2021-11-25,B,8,销售人员,34.0,688151,8,0
688151,2021-11-25,B,8,生产人员,352.0,688151,8,0
688151,2021-11-25,B,8,技术研发人员,124.0,688151,8,0
688151,2021-11-25,B,0,总人数,709.0,688151,0,0
688151,2021-11-25,B,2,硕士及以上,54.0,688151,2,0
688151,2021-11-25,B,2,大学本科,193.0,688151,2,0
688151,2021-11-25,B,2,本科以下,462.0,688151,2,0
688151,2021-11-25,B,3,30岁及以下,101.0,688151,3,0
688151,2021-11-25,B,3,31岁至40岁,213.0,688151,3,0
688151,2021-11-25,B,3,41岁至50岁,266.0,688151,3,0
688151,2021-11-25,B,3,50岁以上,129.0,688151,3,0
688152,2022-10-14,B,0,总人数,507.0,688152,0,0
688152,2022-10-14,B,8,管理人员,55.0,688152,8,0
688152,2022-10-14,B,8,生产与技术人员,128.0,688152,8,0
688152,2022-10-14,B,8,研发人员,217.0,688152,8,0
688152,2022-10-14,B,8,销售人员,107.0,688152,8,0
688152,2022-10-14,B,2,本科及本科以上,429.0,688152,2,0
688152,2022-10-14,B,2,大专,69.0,688152,2,0
688152,2022-10-14,B,2,大专以下,9.0,688152,2,0
688152,2022-10-14,B,3,30岁以下,251.0,688152,3,0
688152,2022-10-14,B,3,31-40岁,202.0,688152,3,0
688152,2022-10-14,B,3,41-50岁,38.0,688152,3,0
688152,2022-10-14,B,3,51岁以上,16.0,688152,3,0
688153,2022-03-30,B,8,管理人员,19.0,688153,8,0
688153,2022-03-30,B,8,研发人员,171.0,688153,8,0
688153,2022-03-30,B,8,销售人员,15.0,688153,8,0
688153,2022-03-30,B,8,职能人员,66.0,688153,8,0
688153,2022-03-30,B,8,生产人员,51.0,688153,8,0
688153,2022-03-30,B,0,总人数,322.0,688153,0,0
688155,2020-07-30,B,8,研发人员,280.0,688155,8,0
688155,2020-07-30,B,8,生产人员,277.0,688155,8,0
688155,2020-07-30,B,8,销售人员,5.0,688155,8,0
688155,2020-07-30,B,8,采购人员,24.0,688155,8,0
688155,2020-07-30,B,8,行政人员,39.0,688155,8,0
688155,2020-07-30,B,8,财务人员,14.0,688155,8,0
688155,2020-07-30,B,0,总人数,639.0,688155,0,0
688156,2020-09-10,B,0,总人数,335.0,688156,0,0
688156,2020-09-10,B,8,销售推广人员,8.0,688156,8,0
688156,2020-09-10,B,8,生产运营人员,224.0,688156,8,0
688156,2020-09-10,B,8,研发技术人员,46.0,688156,8,0
688156,2020-09-10,B,8,行政管理人员,43.0,688156,8,0
688156,2020-09-10,B,8,财务人员,14.0,688156,8,0
688157,2020-05-27,B,3,30岁以下,61.0,688157,3,0
688157,2020-05-27,B,3,30岁-40岁,208.0,688157,3,0
688157,2020-05-27,B,0,总人数,367.0,688157,0,0
688157,2020-05-27,B,8,技术研发人员,110.0,688157,8,0
688157,2020-05-27,B,8,管理人员,46.0,688157,8,0
688157,2020-05-27,B,8,生产人员,136.0,688157,8,0
688157,2020-05-27,B,8,销售人员,75.0,688157,8,0
688157,2020-05-27,B,3,40岁-50岁,86.0,688157,3,0
688157,2020-05-27,B,3,50岁以上,12.0,688157,3,0
688157,2020-05-27,B,2,本科及以上,103.0,688157,2,0
688157,2020-05-27,B,2,专科,80.0,688157,2,0
688157,2020-05-27,B,2,专科以下,184.0,688157,2,0
688158,2020-01-08,B,8,管理人员,22.0,688158,8,0
688158,2020-01-08,B,8,研发人员,539.0,688158,8,0
688158,2020-01-08,B,8,销售人员,293.0,688158,8,0
688158,2020-01-08,B,8,中后台职能人员,120.0,688158,8,0
688158,2020-01-08,B,8,运维人员,72.0,688158,8,0
688158,2020-01-08,B,0,总人数,1046.0,688158,0,0
688159,2020-01-14,B,8,管理人员,65.0,688159,8,0
688159,2020-01-14,B,8,研发人员,248.0,688159,8,0
688159,2020-01-14,B,8,销售人员,72.0,688159,8,0
688159,2020-01-14,B,8,采购及生产控制人员,70.0,688159,8,0
688159,2020-01-14,B,0,总人数,455.0,688159,0,0
688160,2020-11-02,B,8,研发人员,143.0,688160,8,0
688160,2020-11-02,B,8,生产人员,220.0,688160,8,0
688160,2020-11-02,B,8,销售人员,96.0,688160,8,0
688160,2020-11-02,B,8,管理人员,43.0,688160,8,0
688160,2020-11-02,B,8,财务人员,13.0,688160,8,0
688160,2020-11-02,B,0,总人数,515.0,688160,0,0
688161,2021-06-21,B,8,生产人员,987.0,688161,8,0
688161,2021-06-21,B,8,销售人员,621.0,688161,8,0
688161,2021-06-21,B,8,研发人员,233.0,688161,8,0
688161,2021-06-21,B,8,管理人员,148.0,688161,8,0
688161,2021-06-21,B,0,总人数,1989.0,688161,0,0
688162,2021-11-01,B,8,生产技术人员,1238.0,688162,8,0
688162,2021-11-01,B,8,销售人员,140.0,688162,8,0
688162,2021-11-01,B,8,研发人员,427.0,688162,8,0
688162,2021-11-01,B,8,管理人员,205.0,688162,8,0
688162,2021-11-01,B,0,总人数,2010.0,688162,0,0
688162,2021-11-01,B,2,硕士及以上,157.0,688162,2,0
688162,2021-11-01,B,2,本科,914.0,688162,2,0
688162,2021-11-01,B,2,本科以下,939.0,688162,2,0
688162,2021-11-01,B,3,41岁及以上,160.0,688162,3,0
688162,2021-11-01,B,3,31-40岁,814.0,688162,3,0
688162,2021-11-01,B,3,30岁及以下,1036.0,688162,3,0
688163,2022-02-28,B,8,研发及技术人员,40.0,688163,8,0
688163,2022-02-28,B,8,生产及质控人员,109.0,688163,8,0
688163,2022-02-28,B,8,销售人员,87.0,688163,8,0
688163,2022-02-28,B,8,管理人员,41.0,688163,8,0
688163,2022-02-28,B,0,总人数,277.0,688163,0,0
688163,2022-02-28,B,2,硕士及以上,19.0,688163,2,0
688163,2022-02-28,B,2,本科,63.0,688163,2,0
688163,2022-02-28,B,2,大专及以下,195.0,688163,2,0
688163,2022-02-28,B,3,30岁以下,34.0,688163,3,0
688163,2022-02-28,B,3,31岁-39岁,88.0,688163,3,0
688163,2022-02-28,B,3,40岁-49岁,72.0,688163,3,0
688163,2022-02-28,B,3,50岁以上,83.0,688163,3,0
688165,2020-07-03,B,8,技术人员,481.0,688165,8,0
688165,2020-07-03,B,8,销售人员,92.0,688165,8,0
688165,2020-07-03,B,8,管理人员,325.0,688165,8,0
688165,2020-07-03,B,8,生产人员,553.0,688165,8,0
688165,2020-07-03,B,0,总人数,1451.0,688165,0,0
688165,2020-07-03,B,2,博士,6.0,688165,2,0
688165,2020-07-03,B,2,硕士,158.0,688165,2,0
688165,2020-07-03,B,2,本科,415.0,688165,2,0
688165,2020-07-03,B,2,技术专科,84.0,688165,2,0
688165,2020-07-03,B,2,大专,243.0,688165,2,0
688165,2020-07-03,B,2,高中及以下,545.0,688165,2,0
688165,2020-07-03,B,3,51岁以上,143.0,688165,3,0
688165,2020-07-03,B,3,41-50岁,291.0,688165,3,0
688165,2020-07-03,B,3,31-40岁,458.0,688165,3,0
688165,2020-07-03,B,3,30岁以下,559.0,688165,3,0
688166,2019-10-25,B,8,研发人员,202.0,688166,8,0
688166,2019-10-25,B,8,销售人员,11.0,688166,8,0
688166,2019-10-25,B,8,生产人员,224.0,688166,8,0
688166,2019-10-25,B,8,财务人员,15.0,688166,8,0
688166,2019-10-25,B,8,其他管理及行政人员,106.0,688166,8,0
688166,2019-10-25,B,0,合计,558.0,688166,0,0
688166,2019-10-25,B,2,大专及以下,282.0,688166,2,0
688166,2019-10-25,B,2,本科,220.0,688166,2,0
688166,2019-10-25,B,2,硕士,54.0,688166,2,0
688166,2019-10-25,B,2,博士及以上,2.0,688166,2,0
688166,2019-10-25,B,3,30岁及以下,227.0,688166,3,0
688166,2019-10-25,B,3,31-40,191.0,688166,3,0
688166,2019-10-25,B,3,41-50,94.0,688166,3,0
688166,2019-10-25,B,3,51岁及以上,46.0,688166,3,0
688167,2021-12-15,B,8,管理人员,126.0,688167,8,0
688167,2021-12-15,B,8,生产人员,345.0,688167,8,0
688167,2021-12-15,B,8,销售人员,43.0,688167,8,0
688167,2021-12-15,B,8,研发人员,154.0,688167,8,0
688167,2021-12-15,B,0,总人数,668.0,688167,0,0
688168,2019-08-28,B,8,研发人员,88.0,688168,8,0
688168,2019-08-28,B,8,技术支持人员,21.0,688168,8,0
688168,2019-08-28,B,8,销售人员,28.0,688168,8,0
688168,2019-08-28,B,8,采购及生产人员,3.0,688168,8,0
688168,2019-08-28,B,8,管理及行政人员,26.0,688168,8,0
688168,2019-08-28,B,0,总人数,166.0,688168,0,0
688168,2019-08-28,B,2,硕士及以上,20.0,688168,2,0
688168,2019-08-28,B,2,本科,116.0,688168,2,0
688168,2019-08-28,B,2,专科,30.0,688168,2,0
688168,2019-08-28,B,3,25岁以下,10.0,688168,3,0
688168,2019-08-28,B,3,26-30岁,62.0,688168,3,0
688168,2019-08-28,B,3,31-35岁,44.0,688168,3,0
688168,2019-08-28,B,3,36-40岁,34.0,688168,3,0
688168,2019-08-28,B,3,40岁以上,16.0,688168,3,0
688169,2020-02-11,B,8,管理和行政人员,50.0,688169,8,0
688169,2020-02-11,B,8,销售人员,160.0,688169,8,0
688169,2020-02-11,B,8,采购人员,16.0,688169,8,0
688169,2020-02-11,B,8,财务人员,18.0,688169,8,0
688169,2020-02-11,B,8,技术人员,246.0,688169,8,0
688169,2020-02-11,B,2,本科及以上,291.0,688169,2,0
688169,2020-02-11,B,2,专科,84.0,688169,2,0
688169,2020-02-11,B,2,中专、高中及以下,115.0,688169,2,0
688169,2020-02-11,B,3,30岁以下,177.0,688169,3,0
688169,2020-02-11,B,3,30-39岁,269.0,688169,3,0
688169,2020-02-11,B,3,40-49岁,42.0,688169,3,0
688169,2020-02-11,B,3,50岁及以上,2.0,688169,3,0
688169,2020-02-11,B,0,总人数,490.0,688169,0,0
688170,2022-04-20,B,8,生产人员,177.0,688170,8,0
688170,2022-04-20,B,8,研发人员,149.0,688170,8,0
688170,2022-04-20,B,8,技术人员,180.0,688170,8,0
688170,2022-04-20,B,8,管理人员,95.0,688170,8,0
688170,2022-04-20,B,8,销售人员,69.0,688170,8,0
688170,2022-04-20,B,0,总人数,670.0,688170,0,0
688170,2022-04-20,B,3,30岁及以下,311.0,688170,3,0
688170,2022-04-20,B,3,31-40岁,298.0,688170,3,0
688170,2022-04-20,B,3,41-50岁,47.0,688170,3,0
688170,2022-04-20,B,3,50岁以上,14.0,688170,3,0
688170,2022-04-20,B,2,博士研究生,4.0,688170,2,0
688170,2022-04-20,B,2,硕士研究生,38.0,688170,2,0
688170,2022-04-20,B,2,本科,316.0,688170,2,0
688170,2022-04-20,B,2,大专及以下,312.0,688170,2,0
688171,2022-01-18,B,8,管理及职能人员,23.0,688171,8,0
