Stkcd,Subbgdt,Statrange,Stattype,Emptype,Number,code,Stattype_str,range_priority
688004,2020-06-03,B,8,研发人员,131.0,688004,8,0
688004,2020-06-03,B,8,销售人员,88.0,688004,8,0
688004,2020-06-03,B,8,技术服务人员,42.0,688004,8,0
688004,2020-06-03,B,8,生产人员,19.0,688004,8,0
688004,2020-06-03,B,8,采购仓储人员,13.0,688004,8,0
688004,2020-06-03,B,8,财务人员,9.0,688004,8,0
688004,2020-06-03,B,8,行政管理人员,24.0,688004,8,0
688004,2020-06-03,B,0,总人数,326.0,688004,0,0
688004,2020-06-03,B,2,硕士及以上,27.0,688004,2,0
688004,2020-06-03,B,2,本科,223.0,688004,2,0
688004,2020-06-03,B,2,大专,53.0,688004,2,0
688004,2020-06-03,B,2,中专,9.0,688004,2,0
688004,2020-06-03,B,2,高中,14.0,688004,2,0
688004,2020-06-03,B,3,30-40岁(含),88.0,688004,3,0
688004,2020-06-03,B,3,40-50岁(含),44.0,688004,3,0
688004,2020-06-03,B,3,50岁及以上,7.0,688004,3,0
688004,2020-06-03,B,3,30岁及以下,187.0,688004,3,0
688013,2020-09-17,B,2,硕士,13.0,688013,2,0
688013,2020-09-17,B,2,本科,66.0,688013,2,0
688013,2020-09-17,B,2,专科及以下,99.0,688013,2,0
688013,2020-09-17,B,0,总人数,178.0,688013,0,0
688013,2020-09-17,B,8,研发人员,30.0,688013,8,0
688013,2020-09-17,B,8,生产技术人员,79.0,688013,8,0
688013,2020-09-17,B,8,销售人员,39.0,688013,8,0
688013,2020-09-17,B,8,财务人员,8.0,688013,8,0
688013,2020-09-17,B,8,行政管理人员,22.0,688013,8,0
688013,2020-09-17,B,3,30岁以下,17.0,688013,3,0
688013,2020-09-17,B,3,31-40岁,107.0,688013,3,0
688013,2020-09-17,B,3,41-50岁,36.0,688013,3,0
688013,2020-09-17,B,3,50岁以上,18.0,688013,3,0
688017,2020-08-19,B,0,总人数,570.0,688017,0,0
688017,2020-08-19,B,8,管理、行政人员,30.0,688017,8,0
688017,2020-08-19,B,8,研发及技术人员,89.0,688017,8,0
688017,2020-08-19,B,8,销售、采购人员,18.0,688017,8,0
688017,2020-08-19,B,8,生产人员,433.0,688017,8,0
688017,2020-08-19,B,2,研究生及以上,12.0,688017,2,0
688017,2020-08-19,B,2,本科,47.0,688017,2,0
688017,2020-08-19,B,2,大专,103.0,688017,2,0
688017,2020-08-19,B,2,大专以下,408.0,688017,2,0
688017,2020-08-19,B,3,30岁及以下,235.0,688017,3,0
688017,2020-08-19,B,3,31-40岁,225.0,688017,3,0
688017,2020-08-19,B,3,41-50岁,91.0,688017,3,0
688017,2020-08-19,B,3,50岁以上,19.0,688017,3,0
688021,2019-10-25,B,8,生产人员,409.0,688021,8,0
688021,2019-10-25,B,8,管理人员,60.0,688021,8,0
688021,2019-10-25,B,8,销售人员,17.0,688021,8,0
688021,2019-10-25,B,8,研发人员,75.0,688021,8,0
688021,2019-10-25,B,0,合计,561.0,688021,0,0
688023,2019-10-25,B,8,研发人员,511.0,688023,8,0
688023,2019-10-25,B,8,销售人员,453.0,688023,8,0
688023,2019-10-25,B,8,技术支持,294.0,688023,8,0
688023,2019-10-25,B,8,管理及行政,93.0,688023,8,0
688023,2019-10-25,B,8,生产人员,20.0,688023,8,0
688023,2019-10-25,B,0,总人数,1568.0,688023,0,0
688023,2019-10-25,B,2,硕士及以上,107.0,688023,2,0
688023,2019-10-25,B,2,本科,1013.0,688023,2,0
688023,2019-10-25,B,2,大专,416.0,688023,2,0
688023,2019-10-25,B,2,高中及以下,32.0,688023,2,0
688023,2019-10-25,B,3,30岁及以下,893.0,688023,3,0
688023,2019-10-25,B,3,31-40岁,576.0,688023,3,0
688023,2019-10-25,B,3,41-50岁,93.0,688023,3,0
688023,2019-10-25,B,3,51岁及以上,6.0,688023,3,0
688023,2019-10-25,B,8,安全服务,197.0,688023,8,0
688025,2019-10-22,B,8,市场人员,108.0,688025,8,0
688025,2019-10-22,B,8,研发技术人员,328.0,688025,8,0
688025,2019-10-22,B,8,生产人员,322.0,688025,8,0
688025,2019-10-22,B,8,采购人员,12.0,688025,8,0
688025,2019-10-22,B,8,管理人员,72.0,688025,8,0
688025,2019-10-22,B,0,总人数,842.0,688025,0,0
688025,2019-10-22,B,2,博士,13.0,688025,2,0
688025,2019-10-22,B,2,硕士,32.0,688025,2,0
688025,2019-10-22,B,2,本科,239.0,688025,2,0
688025,2019-10-22,B,2,大专,194.0,688025,2,0
688025,2019-10-22,B,2,大专以下学历,364.0,688025,2,0
688026,2020-01-13,B,3,41岁-50岁,67.0,688026,3,0
688026,2020-01-13,B,2,大专及以下,469.0,688026,2,0
688026,2020-01-13,B,0,总人数,530.0,688026,0,0
688026,2020-01-13,B,2,本科,47.0,688026,2,0
688026,2020-01-13,B,8,生产人员,403.0,688026,8,0
688026,2020-01-13,B,8,行政管理人员,34.0,688026,8,0
688026,2020-01-13,B,2,硕士及以上,14.0,688026,2,0
688026,2020-01-13,B,8,研发技术人员,55.0,688026,8,0
688026,2020-01-13,B,8,销售人员,38.0,688026,8,0
688026,2020-01-13,B,3,30岁及以下,250.0,688026,3,0
688026,2020-01-13,B,3,31岁-40岁,201.0,688026,3,0
688026,2020-01-13,B,3,51岁及以上,12.0,688026,3,0
688027,2020-06-24,B,3,30岁及以下,151.0,688027,3,0
688027,2020-06-24,B,8,研发人员,193.0,688027,8,0
688027,2020-06-24,B,8,生产人员,42.0,688027,8,0
688027,2020-06-24,B,8,销售人员,91.0,688027,8,0
688027,2020-06-24,B,8,财务人员,25.0,688027,8,0
688027,2020-06-24,B,8,管理人员,74.0,688027,8,0
688027,2020-06-24,B,0,总人数,425.0,688027,0,0
688027,2020-06-24,B,2,博士,30.0,688027,2,0
688027,2020-06-24,B,2,硕士,101.0,688027,2,0
688027,2020-06-24,B,2,本科,232.0,688027,2,0
688027,2020-06-24,B,2,本科以下,62.0,688027,2,0
688027,2020-06-24,B,3,41岁及以上,46.0,688027,3,0
688027,2020-06-24,B,3,31~40岁,228.0,688027,3,0
688030,2019-09-18,B,8,产品研发,350.0,688030,8,0
688030,2019-09-18,B,8,销售市场,443.0,688030,8,0
688030,2019-09-18,B,8,生产运营,75.0,688030,8,0
688030,2019-09-18,B,8,管理支持,53.0,688030,8,0
688030,2019-09-18,B,0,总人数,921.0,688030,0,0
688031,2022-09-30,B,0,总人数,1024.0,688031,0,0
688031,2022-09-30,B,8,研发人员,271.0,688031,8,0
688031,2022-09-30,B,8,技术支持与服务人员,445.0,688031,8,0
688031,2022-09-30,B,8,销售人员,167.0,688031,8,0
688031,2022-09-30,B,8,行政及管理人员,141.0,688031,8,0
688031,2022-09-30,B,2,博士,13.0,688031,2,0
688031,2022-09-30,B,2,硕士,317.0,688031,2,0
688031,2022-09-30,B,2,本科,633.0,688031,2,0
688031,2022-09-30,B,2,专科及以下,61.0,688031,2,0
688032,2021-12-09,B,0,总人数,571.0,688032,0,0
688032,2021-12-09,B,8,研发与技术人员,157.0,688032,8,0
688032,2021-12-09,B,8,生产人员,260.0,688032,8,0
688032,2021-12-09,B,8,管理与行政人员,103.0,688032,8,0
688032,2021-12-09,B,8,销售人员,51.0,688032,8,0
688032,2021-12-09,B,2,硕士及以上,27.0,688032,2,0
688032,2021-12-09,B,2,大学本科,110.0,688032,2,0
688032,2021-12-09,B,2,大专及以下,434.0,688032,2,0
688032,2021-12-09,B,3,29岁及以下,104.0,688032,3,0
688032,2021-12-09,B,3,30-39岁,233.0,688032,3,0
688032,2021-12-09,B,3,40-49岁,153.0,688032,3,0
688032,2021-12-09,B,3,50岁以上,81.0,688032,3,0
688035,2022-09-07,B,0,总人数,569.0,688035,0,0
688035,2022-09-07,B,8,生产人员,263.0,688035,8,0
688035,2022-09-07,B,8,研发人员,81.0,688035,8,0
688035,2022-09-07,B,8,销售人员,98.0,688035,8,0
688035,2022-09-07,B,8,管理及行政人员,127.0,688035,8,0
688036,2019-09-19,B,8,管理及职能人员,2516.0,688036,8,0
688036,2019-09-19,B,8,研发人员,1559.0,688036,8,0
688036,2019-09-19,B,8,生产人员,5586.0,688036,8,0
688036,2019-09-19,B,8,销售及售后人员,5024.0,688036,8,0
688036,2019-09-19,B,8,采购及质量管理人员,472.0,688036,8,0
688036,2019-09-19,B,0,总人数,15157.0,688036,0,0
688037,2019-12-04,B,8,管理人员,64.0,688037,8,0
688037,2019-12-04,B,8,技术人员,89.0,688037,8,0
688037,2019-12-04,B,8,生产人员,66.0,688037,8,0
688037,2019-12-04,B,8,销售及售后支持人员,34.0,688037,8,0
688037,2019-12-04,B,0,总人数,253.0,688037,0,0
688038,2021-07-01,B,8,行政人员,81.0,688038,8,0
688038,2021-07-01,B,8,技术人员,161.0,688038,8,0
688038,2021-07-01,B,8,市场人员,31.0,688038,8,0
688038,2021-07-01,B,8,项目人员,151.0,688038,8,0
688038,2021-07-01,B,0,总人数,424.0,688038,0,0
688039,2019-12-02,B,8,管理人员,29.0,688039,8,0
688039,2019-12-02,B,8,研发人员,155.0,688039,8,0
688039,2019-12-02,B,8,生产人员,2.0,688039,8,0
688039,2019-12-02,B,8,销售人员,40.0,688039,8,0
688039,2019-12-02,B,0,总人数,226.0,688039,0,0
688039,2019-12-02,B,3,30岁以下,80.0,688039,3,0
688039,2019-12-02,B,3,30-40岁,107.0,688039,3,0
688039,2019-12-02,B,3,40-50岁,37.0,688039,3,0
688039,2019-12-02,B,3,50岁以上,2.0,688039,3,0
688039,2019-12-02,B,2,研究生及以上,27.0,688039,2,0
688039,2019-12-02,B,2,本科,155.0,688039,2,0
688039,2019-12-02,B,2,大专,41.0,688039,2,0
688039,2019-12-02,B,2,中专及其他,3.0,688039,2,0
688041,2022-08-03,B,0,总人数,1143.0,688041,0,0
688041,2022-08-03,B,2,博士,31.0,688041,2,0
688041,2022-08-03,B,2,硕士,755.0,688041,2,0
688041,2022-08-03,B,3,40岁(含)以上,180.0,688041,3,0
688041,2022-08-03,B,3,30-39岁(含),625.0,688041,3,0
688041,2022-08-03,B,3,30岁以下,338.0,688041,3,0
688041,2022-08-03,B,8,研发技术人员,1031.0,688041,8,0
688041,2022-08-03,B,8,管理行政人员,62.0,688041,8,0
688041,2022-08-03,B,8,市场销售人员,50.0,688041,8,0
688041,2022-08-03,B,2,本科及以下,357.0,688041,2,0
688045,2022-05-17,B,8,管理人员,45.0,688045,8,0
688045,2022-05-17,B,8,销售人员,22.0,688045,8,0
688045,2022-05-17,B,0,总人数,215.0,688045,0,0
688045,2022-05-17,B,8,研发人员,148.0,688045,8,0
688046,2022-04-12,B,3,41-50岁,121.0,688046,3,0
688046,2022-04-12,B,3,51岁以上,32.0,688046,3,0
688046,2022-04-12,B,8,管理人员,114.0,688046,8,0
688046,2022-04-12,B,8,研发人员,117.0,688046,8,0
688046,2022-04-12,B,0,总人数,838.0,688046,0,0
688046,2022-04-12,B,2,博士,31.0,688046,2,0
688046,2022-04-12,B,2,本科,294.0,688046,2,0
688046,2022-04-12,B,2,硕士,128.0,688046,2,0
688046,2022-04-12,B,2,大专,129.0,688046,2,0
688046,2022-04-12,B,3,31-40岁,318.0,688046,3,0
688046,2022-04-12,B,3,30岁以下,367.0,688046,3,0
688046,2022-04-12,B,2,中专及以下,256.0,688046,2,0
688046,2022-04-12,B,8,营销人员,97.0,688046,8,0
688046,2022-04-12,B,8,生产人员,483.0,688046,8,0
688046,2022-04-12,B,8,财务人员,27.0,688046,8,0
688047,2022-06-15,B,8,行政管理人员,124.0,688047,8,0
688047,2022-06-15,B,8,研发技术人员,539.0,688047,8,0
688047,2022-06-15,B,8,生产及辅助人员,18.0,688047,8,0
688047,2022-06-15,B,8,销售人员,127.0,688047,8,0
688047,2022-06-15,B,8,财务人员,14.0,688047,8,0
688047,2022-06-15,B,0,总人数,822.0,688047,0,0
688048,2022-03-23,B,8,管理人员,29.0,688048,8,0
688048,2022-03-23,B,8,研发人员,106.0,688048,8,0
688048,2022-03-23,B,8,生产人员,203.0,688048,8,0
688048,2022-03-23,B,8,销售人员,10.0,688048,8,0
688048,2022-03-23,B,0,总人数,348.0,688048,0,0
688048,2022-03-23,B,2,硕士及以上,41.0,688048,2,0
688048,2022-03-23,B,2,本科,94.0,688048,2,0
688048,2022-03-23,B,2,专科及以下,213.0,688048,2,0
688048,2022-03-23,B,3,30及30岁以下,177.0,688048,3,0
688048,2022-03-23,B,3,31岁至40岁,128.0,688048,3,0
688048,2022-03-23,B,3,41岁至50岁,34.0,688048,3,0
688048,2022-03-23,B,3,50岁以上,9.0,688048,3,0
688049,2021-11-18,B,0,总人数,311.0,688049,0,0
688049,2021-11-18,B,8,研发人员,222.0,688049,8,0
688049,2021-11-18,B,8,销售人员,21.0,688049,8,0
688049,2021-11-18,B,8,管理人员,68.0,688049,8,0
688050,2020-07-20,B,8,管理人员,63.0,688050,8,0
688050,2020-07-20,B,8,销售人员,70.0,688050,8,0
688050,2020-07-20,B,8,研发人员,75.0,688050,8,0
688050,2020-07-20,B,8,生产人员,185.0,688050,8,0
688050,2020-07-20,B,0,总人数,393.0,688050,0,0
688051,2020-03-10,B,8,行政管理人员,94.0,688051,8,0
688051,2020-03-10,B,8,生产人员,22.0,688051,8,0
688051,2020-03-10,B,8,采购人员,10.0,688051,8,0
688051,2020-03-10,B,8,销售人员,51.0,688051,8,0
688051,2020-03-10,B,8,技术人员,444.0,688051,8,0
688051,2020-03-10,B,8,财务人员,25.0,688051,8,0
688051,2020-03-10,B,8,后勤服务人员,11.0,688051,8,0
688051,2020-03-10,B,2,博士,4.0,688051,2,0
688051,2020-03-10,B,2,硕士,62.0,688051,2,0
688051,2020-03-10,B,2,大学本科,400.0,688051,2,0
688051,2020-03-10,B,2,大学专科及以下,400.0,688051,2,0
688051,2020-03-10,B,3,31-40岁,321.0,688051,3,0
688051,2020-03-10,B,3,41-50岁,57.0,688051,3,0
688051,2020-03-10,B,3,50岁以上,16.0,688051,3,0
688051,2020-03-10,B,8,研发人员,209.0,688051,8,0
688051,2020-03-10,B,3,30岁以下,472.0,688051,3,0
688051,2020-03-10,B,0,总人数,866.0,688051,0,0
688052,2022-04-12,B,8,生产人员,68.0,688052,8,0
688052,2022-04-12,B,8,运营人员,34.0,688052,8,0
688052,2022-04-12,B,8,销售人员,47.0,688052,8,0
688052,2022-04-12,B,8,研发及技术人员,127.0,688052,8,0
688052,2022-04-12,B,8,综合管理人员,31.0,688052,8,0
688052,2022-04-12,B,0,总人数,307.0,688052,0,0
688052,2022-04-12,B,2,博士/硕士,98.0,688052,2,0
688052,2022-04-12,B,2,本科,104.0,688052,2,0
688052,2022-04-12,B,2,专科,41.0,688052,2,0
688052,2022-04-12,B,2,中专及以下,64.0,688052,2,0
688052,2022-04-12,B,3,30岁及以下,106.0,688052,3,0
688052,2022-04-12,B,3,31-40岁,176.0,688052,3,0
688052,2022-04-12,B,3,41-50岁,21.0,688052,3,0
688052,2022-04-12,B,3,51岁以上,4.0,688052,3,0
688053,2022-06-29,B,8,研发人员,70.0,688053,8,0
688053,2022-06-29,B,8,生产人员,239.0,688053,8,0
688053,2022-06-29,B,8,销售人员,27.0,688053,8,0
688053,2022-06-29,B,8,行政管理人员,52.0,688053,8,0
688053,2022-06-29,B,0,总人数,388.0,688053,0,0
688053,2022-06-29,B,2,硕士及以上,10.0,688053,2,0
688053,2022-06-29,B,2,大学本科,121.0,688053,2,0
688053,2022-06-29,B,2,大学专科,136.0,688053,2,0
688053,2022-06-29,B,2,高中及以下,121.0,688053,2,0
688053,2022-06-29,B,3,30岁以下,178.0,688053,3,0
688053,2022-06-29,B,3,30-40岁,155.0,688053,3,0
688053,2022-06-29,B,3,41-50岁,33.0,688053,3,0
688053,2022-06-29,B,3,50岁以上,22.0,688053,3,0
688055,2020-08-06,B,8,行政管理人员,338.0,688055,8,0
688055,2020-08-06,B,8,生产仓储人员,1734.0,688055,8,0
688055,2020-08-06,B,8,技术人员,758.0,688055,8,0
688055,2020-08-06,B,8,研发人员,458.0,688055,8,0
688055,2020-08-06,B,8,销售及售后服务人员,179.0,688055,8,0
688055,2020-08-06,B,2,大学专科,610.0,688055,2,0
688055,2020-08-06,B,2,专科以下,1371.0,688055,2,0
688055,2020-08-06,B,3,31~40周岁,1003.0,688055,3,0
688055,2020-08-06,B,3,41~50周岁,89.0,688055,3,0
688055,2020-08-06,B,3,51周岁及以上,13.0,688055,3,0
688055,2020-08-06,B,0,总人数,3467.0,688055,0,0
688055,2020-08-06,B,2,大学本科及以上,1486.0,688055,2,0
688055,2020-08-06,B,3,30周岁及以下,2362.0,688055,3,0
688056,2020-08-21,B,8,管理人员,64.0,688056,8,0
688056,2020-08-21,B,8,研发人员,77.0,688056,8,0
688056,2020-08-21,B,8,技术服务人员,47.0,688056,8,0
688056,2020-08-21,B,8,生产人员,86.0,688056,8,0
688056,2020-08-21,B,8,销售人员,110.0,688056,8,0
688056,2020-08-21,B,0,总人数,384.0,688056,0,0
688056,2020-08-21,B,2,硕士及以上,46.0,688056,2,0
688056,2020-08-21,B,2,本科,147.0,688056,2,0
688056,2020-08-21,B,2,专科,127.0,688056,2,0
688056,2020-08-21,B,2,其他,64.0,688056,2,0
688056,2020-08-21,B,3,30岁以下,77.0,688056,3,0
688056,2020-08-21,B,3,31-40岁,204.0,688056,3,0
688056,2020-08-21,B,3,41-50岁,73.0,688056,3,0
688056,2020-08-21,B,3,50岁以上,30.0,688056,3,0
688057,2020-11-02,B,8,行政管理人员,103.0,688057,8,0
688057,2020-11-02,B,8,生产运营人员,218.0,688057,8,0
688057,2020-11-02,B,8,销售人员,61.0,688057,8,0
688057,2020-11-02,B,8,技术人员,259.0,688057,8,0
688057,2020-11-02,B,8,财务人员,20.0,688057,8,0
688057,2020-11-02,B,0,总人数,661.0,688057,0,0
688057,2020-11-02,B,2,硕士及以上,47.0,688057,2,0
688057,2020-11-02,B,2,本科,190.0,688057,2,0
688057,2020-11-02,B,2,专科,136.0,688057,2,0
688057,2020-11-02,B,2,专科以下,288.0,688057,2,0
688057,2020-11-02,B,3,30岁及30岁以下,247.0,688057,3,0
688057,2020-11-02,B,3,31-45岁,250.0,688057,3,0
688057,2020-11-02,B,3,46及46岁以上,164.0,688057,3,0
688058,2019-10-23,B,8,研发人员,132.0,688058,8,0
688058,2019-10-23,B,8,销售人员,75.0,688058,8,0
688058,2019-10-23,B,8,管理人员,28.0,688058,8,0
688058,2019-10-23,B,0,合计,235.0,688058,0,0
688059,2021-01-28,B,0,总人数,378.0,688059,0,0
688059,2021-01-28,B,8,生产人员,224.0,688059,8,0
688059,2021-01-28,B,8,研发人员,76.0,688059,8,0
688059,2021-01-28,B,8,销售人员,38.0,688059,8,0
688059,2021-01-28,B,8,管理人员,40.0,688059,8,0
688059,2021-01-28,B,2,博士,1.0,688059,2,0
688059,2021-01-28,B,2,硕士,11.0,688059,2,0
688059,2021-01-28,B,2,本科,88.0,688059,2,0
688059,2021-01-28,B,2,大专,87.0,688059,2,0
688059,2021-01-28,B,2,中专及以下,191.0,688059,2,0
688059,2021-01-28,B,3,50岁及以上,18.0,688059,3,0
688059,2021-01-28,B,3,40岁~49岁,90.0,688059,3,0
688059,2021-01-28,B,3,30岁~39岁,179.0,688059,3,0
688059,2021-01-28,B,3,30岁以下,91.0,688059,3,0
688060,2020-07-01,B,8,管理人员,18.0,688060,8,0
688060,2020-07-01,B,8,研发人员,48.0,688060,8,0
688060,2020-07-01,B,8,销售人员,21.0,688060,8,0
688060,2020-07-01,B,8,生产人员,50.0,688060,8,0
688060,2020-07-01,B,0,总人数,137.0,688060,0,0
688060,2020-07-01,B,2,硕士及以上,11.0,688060,2,0
688060,2020-07-01,B,2,本科,58.0,688060,2,0
688060,2020-07-01,B,2,专科,48.0,688060,2,0
688060,2020-07-01,B,2,高中及以下,20.0,688060,2,0
688060,2020-07-01,B,3,30岁及以下,43.0,688060,3,0
688060,2020-07-01,B,3,31-40岁,71.0,688060,3,0
688060,2020-07-01,B,3,41-50岁,16.0,688060,3,0
688060,2020-07-01,B,3,51岁以上,7.0,688060,3,0
688061,2022-09-30,B,8,管理人员,78.0,688061,8,0
688061,2022-09-30,B,8,生产人员,58.0,688061,8,0
688061,2022-09-30,B,8,销售人员,34.0,688061,8,0
688061,2022-09-30,B,8,财务人员,11.0,688061,8,0
688061,2022-09-30,B,8,研发人员,114.0,688061,8,0
688061,2022-09-30,B,0,总人数,295.0,688061,0,0
688061,2022-09-30,B,2,硕士及以上,41.0,688061,2,0
688061,2022-09-30,B,2,本科,99.0,688061,2,0
688061,2022-09-30,B,2,大专,75.0,688061,2,0
688061,2022-09-30,B,2,大专以下,80.0,688061,2,0
688061,2022-09-30,B,3,50岁以上,9.0,688061,3,0
688061,2022-09-30,B,3,40-50岁(含50岁),28.0,688061,3,0
688061,2022-09-30,B,3,30-40岁(含40岁),132.0,688061,3,0
688061,2022-09-30,B,3,30岁及以下,126.0,688061,3,0
688062,2022-01-04,B,2,大专及以下其他,97.0,688062,2,0
688062,2022-01-04,B,8,生产人员,16.0,688062,8,0
688062,2022-01-04,B,8,技术研发人员,429.0,688062,8,0
688062,2022-01-04,B,8,行政管理人员,115.0,688062,8,0
688062,2022-01-04,B,8,销售人员,12.0,688062,8,0
688062,2022-01-04,B,0,总人数,572.0,688062,0,0
688062,2022-01-04,B,2,博士,39.0,688062,2,0
688062,2022-01-04,B,2,本科,290.0,688062,2,0
688062,2022-01-04,B,2,硕士,146.0,688062,2,0
688063,2020-12-18,B,8,管理人员,55.0,688063,8,0
688063,2020-12-18,B,8,生产人员,466.0,688063,8,0
688063,2020-12-18,B,8,销售人员,17.0,688063,8,0
688063,2020-12-18,B,8,研发人员,154.0,688063,8,0
688063,2020-12-18,B,8,财务人员,11.0,688063,8,0
688063,2020-12-18,B,0,总人数,703.0,688063,0,0
688063,2020-12-18,B,2,硕士及以上,33.0,688063,2,0
688063,2020-12-18,B,2,本科,140.0,688063,2,0
688063,2020-12-18,B,2,本科以下,530.0,688063,2,0
688063,2020-12-18,B,3,40岁-49岁,93.0,688063,3,0
688063,2020-12-18,B,3,50岁及以上,25.0,688063,3,0
688063,2020-12-18,B,3,30岁以下,286.0,688063,3,0
688063,2020-12-18,B,3,30岁(含)-39岁,299.0,688063,3,0
688065,2020-08-03,B,8,管理人员,104.0,688065,8,0
688065,2020-08-03,B,8,技术人员,247.0,688065,8,0
688065,2020-08-03,B,8,财务人员,26.0,688065,8,0
688065,2020-08-03,B,8,生产人员,828.0,688065,8,0
688065,2020-08-03,B,8,销售人员,36.0,688065,8,0
688065,2020-08-03,B,0,总人数,1364.0,688065,0,0
688065,2020-08-03,B,8,后勤人员,123.0,688065,8,0
688067,2021-06-03,B,8,行政管理人员,40.0,688067,8,0
688067,2021-06-03,B,8,生产人员,163.0,688067,8,0
688067,2021-06-03,B,8,销售人员,151.0,688067,8,0
688067,2021-06-03,B,8,技术人员,123.0,688067,8,0
688067,2021-06-03,B,0,总人数,477.0,688067,0,0
688067,2021-06-03,B,2,硕士及以上,20.0,688067,2,0
688067,2021-06-03,B,2,本科,125.0,688067,2,0
688067,2021-06-03,B,2,大专,193.0,688067,2,0
688067,2021-06-03,B,2,大专以下,139.0,688067,2,0
688067,2021-06-03,B,3,30岁及以下,141.0,688067,3,0
688067,2021-06-03,B,3,31-40岁,261.0,688067,3,0
688067,2021-06-03,B,3,41-50岁,58.0,688067,3,0
688067,2021-06-03,B,3,51岁以上,17.0,688067,3,0
688068,2019-09-18,B,8,生产运营中心人员,204.0,688068,8,0
688068,2019-09-18,B,8,营销中心人员,208.0,688068,8,0
688068,2019-09-18,B,8,研发中心人员,116.0,688068,8,0
688068,2019-09-18,B,8,行政管理人员,45.0,688068,8,0
688068,2019-09-18,B,0,总人数,573.0,688068,0,0
688068,2019-09-18,B,2,硕士、博士,53.0,688068,2,0
688068,2019-09-18,B,2,大学本科学历,172.0,688068,2,0
688068,2019-09-18,B,2,大专学历,159.0,688068,2,0
688068,2019-09-18,B,2,大专以下学历,189.0,688068,2,0
688068,2019-09-18,B,3,51岁以上,23.0,688068,3,0
688068,2019-09-18,B,3,41-50岁,46.0,688068,3,0
688068,2019-09-18,B,3,31-40岁,242.0,688068,3,0
688068,2019-09-18,B,3,30岁以下,262.0,688068,3,0
688069,2020-07-13,B,0,总人数,298.0,688069,0,0
688069,2020-07-13,B,8,行政管理人员,32.0,688069,8,0
688069,2020-07-13,B,8,销售人员,2.0,688069,8,0
688069,2020-07-13,B,8,研发人员,37.0,688069,8,0
688069,2020-07-13,B,8,项目人员,214.0,688069,8,0
688069,2020-07-13,B,8,财务人员,13.0,688069,8,0
688070,2021-01-29,B,8,管理人员,79.0,688070,8,0
688070,2021-01-29,B,8,研发人员,103.0,688070,8,0
688070,2021-01-29,B,8,生产人员,129.0,688070,8,0
688070,2021-01-29,B,8,销售人员,145.0,688070,8,0
688070,2021-01-29,B,0,总人数,456.0,688070,0,0
688070,2021-01-29,B,2,博士,3.0,688070,2,0
688070,2021-01-29,B,2,硕士,55.0,688070,2,0
688070,2021-01-29,B,2,本科,168.0,688070,2,0
688070,2021-01-29,B,2,大专及以下,230.0,688070,2,0
688070,2021-01-29,B,3,50岁(不含)以上,6.0,688070,3,0
688070,2021-01-29,B,3,41~50岁,37.0,688070,3,0
688070,2021-01-29,B,3,31~40岁,130.0,688070,3,0
688070,2021-01-29,B,3,30岁(含)以下,283.0,688070,3,0
688071,2021-07-19,B,8,管理行政人员,91.0,688071,8,0
688071,2021-07-19,B,8,研发人员,89.0,688071,8,0
688071,2021-07-19,B,8,销售人员,20.0,688071,8,0
688071,2021-07-19,B,8,生产人员,118.0,688071,8,0
688071,2021-07-19,B,0,总人数,318.0,688071,0,0
688071,2021-07-19,B,2,硕士及以上学历,21.0,688071,2,0
688071,2021-07-19,B,2,本科学历,161.0,688071,2,0
688071,2021-07-19,B,2,大专学历,89.0,688071,2,0
688071,2021-07-19,B,2,大专以下学历,47.0,688071,2,0
688071,2021-07-19,B,3,30岁以下,103.0,688071,3,0
688071,2021-07-19,B,3,31-40岁,139.0,688071,3,0
688071,2021-07-19,B,3,41-50岁,46.0,688071,3,0
688071,2021-07-19,B,3,51岁以上,30.0,688071,3,0
688072,2022-04-08,B,8,技术研发人员,189.0,688072,8,0
688072,2022-04-08,B,8,技术支持人员,129.0,688072,8,0
688072,2022-04-08,B,8,行政管理人员,36.0,688072,8,0
688072,2022-04-08,B,8,财务人员,10.0,688072,8,0
688072,2022-04-08,B,8,生产人员,41.0,688072,8,0
688072,2022-04-08,B,8,采购人员,14.0,688072,8,0
688072,2022-04-08,B,8,销售人员,10.0,688072,8,0
688072,2022-04-08,B,0,总人数,429.0,688072,0,0
688072,2022-04-08,B,2,硕士研究生及以上学历,135.0,688072,2,0
688072,2022-04-08,B,2,本科学历,201.0,688072,2,0
688072,2022-04-08,B,2,大专学历,85.0,688072,2,0
688072,2022-04-08,B,2,大专以下学历,8.0,688072,2,0
688072,2022-04-08,B,3,51岁以上,16.0,688072,3,0
688072,2022-04-08,B,3,41至50岁(含),41.0,688072,3,0
688072,2022-04-08,B,3,31至40岁,166.0,688072,3,0
688072,2022-04-08,B,3,30岁(含)以下,206.0,688072,3,0
688073,2022-09-23,B,8,研发、技术人员,144.0,688073,8,0
688073,2022-09-23,B,8,销售人员,245.0,688073,8,0
688073,2022-09-23,B,8,管理、支持人员,133.0,688073,8,0
688073,2022-09-23,B,8,财务人员,12.0,688073,8,0
688073,2022-09-23,B,0,总人数,534.0,688073,0,0
688073,2022-09-23,B,2,硕士及以上,57.0,688073,2,0
688073,2022-09-23,B,2,本科,236.0,688073,2,0
688073,2022-09-23,B,2,大专,87.0,688073,2,0
688073,2022-09-23,B,2,高中及以下,154.0,688073,2,0
