candidate,chunk_n,chunk_n_gap,cap_applied_n,Chunk_num_mean,Text_len_mean,Text_len_std,Summary_len_mean,Summary_len_std,Red_mean,Red_std,Red_p75,FirmRed_mean,FirmRed_std,FirmRed_p75,paper_chunk_n,gap_chunk_n,paper_Chunk_num_mean,gap_Chunk_num_mean,paper_Text_len_mean,gap_Text_len_mean,paper_Text_len_std,gap_Text_len_std,paper_Summary_len_mean,gap_Summary_len_mean,paper_Summary_len_std,gap_Summary_len_std,paper_Red_mean,gap_Red_mean,paper_Red_std,gap_Red_std,paper_Red_p75,gap_Red_p75,paper_FirmRed_mean,gap_FirmRed_mean,paper_FirmRed_std,gap_FirmRed_std,paper_FirmRed_p75,gap_FirmRed_p75
tailmerge1700_score18_cap80,8679,-4,1564,17.220532319391634,3892.579329415831,335.40357529928326,129.00622191496717,38.515208119814545,32.94333933521025,10.776059262929074,36.90697473174109,30.21047070613377,2.3731531307453957,31.796025014490304,8683,-4,18.191,-0.9704676806083654,3866.817,25.76232941583112,343.868,-8.464424700716734,132.678,-3.6717780850328268,39.683,-1.1677918801854545,32.176,0.7673393352102451,11.73,-0.9539407370709263,37.037,-0.1300252682589118,29.074,1.1364707061337675,2.63,-0.2568468692546042,30.795,1.0010250144903026
tailmerge1700_highshare10_cap80,8679,-4,1541,17.220532319391634,3892.579329415831,335.40357529928326,129.6854476322157,38.21404954800439,32.70086624795036,10.618892119345515,36.236363636363635,30.050421658119607,2.3642627006450208,31.531585015322133,8683,-4,18.191,-0.9704676806083654,3866.817,25.76232941583112,343.868,-8.464424700716734,132.678,-2.992552367784299,39.683,-1.4689504519956103,32.176,0.5248662479503565,11.73,-1.111107880654485,37.037,-0.8006363636363645,29.074,0.9764216581196052,2.63,-0.26573729935497914,30.795,0.7365850153221309
