candidate,dep_var,N,coef,se_HC1,t_HC1,p_HC1,adj_r2,paper_coef,paper_t,paper_N,sign_match,error,baseline_coef,baseline_t,baseline_p,coef_delta_vs_baseline,abs_gap_to_paper_coef,abs_gap_baseline_to_paper_coef,gap_improved_vs_baseline
baseline_original_x,FInvention,471,-0.029091619821975948,0.025161800981664526,-1.156181937977138,0.2476067461690401,0.3270300600837074,-0.0316,-1.72,471,True,,-0.029091619821975948,-1.156181937977138,0.2476067461690401,0.0,0.002508380178024055,0.002508380178024055,False
baseline_original_x,BHAR,471,0.0033078817824742576,0.011176991850109886,0.295954566920592,0.7672647782089828,0.022668290188465057,-0.0188,-2.14,471,False,,0.0033078817824742576,0.295954566920592,0.7672647782089828,0.0,0.02210788178247426,0.02210788178247426,False
baseline_original_x,FSales_Growth,471,0.014119148049983016,0.022599842906912745,0.6247454067773325,0.5321381665075261,0.12898674039409797,-0.0373,-2.02,471,False,,0.014119148049983016,0.6247454067773325,0.5321381665075261,0.0,0.051419148049983016,0.051419148049983016,False
tailmerge1700_score18_cap80,FInvention,471,-0.023126416629220707,0.02337065253933071,-0.989549461244226,0.3223943827822944,0.3262537907724594,-0.0316,-1.72,471,True,,-0.029091619821975948,-1.156181937977138,0.2476067461690401,0.005965203192755241,0.008473583370779296,0.002508380178024055,False
tailmerge1700_score18_cap80,BHAR,471,0.01333974827573315,0.010276742912665475,1.2980521541793852,0.1942694139009602,0.025723549795596545,-0.0188,-2.14,471,False,,0.0033078817824742576,0.295954566920592,0.7672647782089828,0.010031866493258892,0.032139748275733154,0.02210788178247426,False
tailmerge1700_score18_cap80,FSales_Growth,471,0.011585661588369548,0.01782644938344318,0.6499141438187943,0.5157476815060309,0.1288005537969874,-0.0373,-2.02,471,False,,0.014119148049983016,0.6247454067773325,0.5321381665075261,-0.0025334864616134677,0.048885661588369544,0.051419148049983016,True
tailmerge1700_highshare10_cap80,FInvention,471,-0.028053495754003867,0.02306395474945298,-1.2163350153411667,0.22385732802000524,0.3271532476105061,-0.0316,-1.72,471,True,,-0.029091619821975948,-1.156181937977138,0.2476067461690401,0.0010381240679720807,0.0035465042459961356,0.002508380178024055,False
tailmerge1700_highshare10_cap80,BHAR,471,0.006211974796458927,0.010047484034478166,0.6182617235461532,0.5364028287303779,0.02321160522328447,-0.0188,-2.14,471,False,,0.0033078817824742576,0.295954566920592,0.7672647782089828,0.0029040930139846693,0.025011974796458926,0.02210788178247426,False
tailmerge1700_highshare10_cap80,FSales_Growth,471,0.007870676979737999,0.01619470693697306,0.4860030508961529,0.6269650028355627,0.1285304716022031,-0.0373,-2.02,471,False,,0.014119148049983016,0.6247454067773325,0.5321381665075261,-0.006248471070245017,0.045170676979738,0.051419148049983016,True
