code,sec_code,sec_name,first_trade_date,listing_year,chunk_count,FInvention,BHAR,FSales_Growth
688281,688281,华秦科技,2022-03-07,2022,13,2.6390573296152584,0.2872344615081297,0.3644583316879452
688115,688115,思林杰,2022-03-14,2022,13,1.6094379124341005,-0.3311607961275502,-0.3055487234147427
688175,688175,高凌信息,2022-03-15,2022,19,3.9889840465642745,-0.2777499218977923,-0.311254364432163
688102,688102,斯瑞新材,2022-03-16,2022,16,3.610917912644224,-0.3765130553187322,0.1871043107225031
688207,688207,格灵深瞳,2022-03-17,2022,9,2.302585092994046,0.0540717403071584,-0.258353573193182
688282,688282,理工导航,2022-03-18,2022,14,1.791759469228055,-0.2529237916141886,-0.5902465738445307
688238,688238,和元生物,2022-03-22,2022,12,0.6931471805599453,-0.2410704237900549,-0.2969378592009788
688306,688306,均普智能,2022-03-22,2022,16,2.1972245773362196,-0.3796171218421431,0.0503375550418025
688197,688197,首药控股,2022-03-23,2022,13,3.332204510175204,0.2087119246397397,1.8618381267501127
688193,688193,仁度生物,2022-03-30,2022,18,1.6094379124341005,-0.4352637124837516,-0.4589008250098549
688331,688331,荣昌生物,2022-03-31,2022,25,3.332204510175204,0.4967021201939083,0.4025915617550737
688295,688295,中复神鹰,2022-04-06,2022,14,2.8903717578961645,-0.075207866553719,0.1325052334690298
688337,688337,普源精电,2022-04-08,2022,15,2.833213344056216,1.271229125778882,0.0633816349746689
688153,688153,唯捷创芯,2022-04-12,2022,8,3.044522437723423,0.3087519322392182,0.3031847509844481
688125,688125,安达智能,2022-04-15,2022,13,3.044522437723423,-0.229663366946957,-0.2746857471354297
688209,688209,英集芯,2022-04-19,2022,13,3.295836866004329,-0.4347375079147121,0.4018554031674114
688326,688326,经纬恒润,2022-04-19,2022,13,4.804021044733257,0.0616760897791766,0.1630061815846898
688072,688072,拓荆科技,2022-04-20,2022,8,4.204692619390966,1.918154954299888,0.585971596178878
688279,688279,峰岹科技,2022-04-20,2022,9,1.9459101490553132,-0.0529215263276203,0.2736646124437872
688052,688052,纳芯微,2022-04-22,2022,13,3.218875824868201,-0.2090194495052211,-0.2151982093732352
688325,688325,赛微微电,2022-04-22,2022,8,0.6931471805599453,-0.5270071851174927,0.247639191774998
688046,688046,药康生物,2022-04-25,2022,14,2.3978952727983707,-0.2272009405428046,0.2045105213310124
688320,688320,禾川科技,2022-04-28,2022,14,2.4849066497880004,0.2802254177541057,0.1823518556496119
688170,688170,德龙激光,2022-04-29,2022,16,1.6094379124341005,0.0138024814605741,0.0234950429459058
688290,688290,景业智能,2022-04-29,2022,14,3.091042453358316,1.0397350577951774,-0.4488736688521743
688213,688213,思特威,2022-05-20,2022,11,2.833213344056216,-0.2078732434152757,0.1507683669827534
688045,688045,必易微,2022-05-26,2022,10,3.367295829986474,-0.3194499576485757,0.1001390779145958
688327,688327,云从科技,2022-05-27,2022,18,3.49650756146648,0.068668341541269,0.1932733149707782
688119,688119,中钢洛耐,2022-06-06,2022,17,3.8501476017100584,-0.6284097280058132,-0.0652819188214238
688251,688251,井松智能,2022-06-06,2022,10,1.9459101490553132,-0.5633629237051854,0.1368753971988547
688120,688120,华海清科,2022-06-08,2022,13,3.4011973816621555,0.4185290494501632,0.5210654949776967
