sec_code,sec_name,chunk_n,text_sum,summary_sum,floor_applied_n,relevant_score_mean,tech_text_glm4_tokens,lnN_tech,Redundancy
688036,传音控股,23,89683.0,3357.0,0,2.346391211150103,89692,11.404036509461282,26.715221924337207
688038,中科通达,16,61022.0,2227.0,0,2.0379913678723685,61026,11.018989733872505,27.400987876066456
688070,纵横股份,20,78149.0,2576.0,0,1.9580383236834848,78154,11.266372539862443,30.337344720496894
688073,毕得医药,18,68729.0,2608.0,0,1.9171158685344065,68735,11.137926514322622,26.353144171779142
688078,龙软科技,22,84630.0,3335.0,0,2.197006629325792,84644,11.346044092664151,25.37631184407796
688081,兴图新科,18,70886.0,2581.0,0,2.0738484146656444,70893,11.168828231809211,27.464548624564124
688098,申联生物,14,52823.0,2071.0,0,2.099637483825272,52829,10.874701980906183,25.506035731530663
688099,晶晨股份,10,37830.0,1324.0,0,1.7866387056614759,37833,10.540857717627075,28.57250755287009
688105,诺唯赞,17,66099.0,2087.0,0,2.1279583344045196,66108,11.098908897132299,31.671777671298514
688118,普元信息,15,59073.0,2209.0,0,2.412158546352095,59081,10.98652924621328,26.741964689904933
688123,聚辰股份,19,72690.0,3049.0,0,1.9892471420357951,72696,11.193959102478681,23.84060347654969
688128,中国电器,33,129845.0,5026.0,0,1.974762981157741,129860,11.774096710381096,25.834659769200158
688133,泰坦科技,13,51860.0,1738.0,0,1.9072076740083928,51868,10.856303059092655,29.838895281933258
688150,莱特光电,16,62027.0,2234.0,0,2.2111177544933307,62032,11.035325053102616,27.764995523724263
688157,松井股份,18,69661.0,2619.0,0,2.0573033753040426,69664,11.151395899257666,26.59831996945399
688159,有方科技,23,90277.0,3316.0,0,2.299769807634827,90283,11.410638000428083,27.224668275030158
688172,燕东微,13,50643.0,2293.0,0,1.9962559248070129,50646,10.832556296769498,22.08591365023986
688206,概伦电子,9,33548.0,1391.0,0,1.853403441465574,33551,10.420732528104303,24.117900790797986
688216,气派科技,19,72672.0,2704.0,0,2.2614322073575046,72681,11.193711444905285,26.875739644970412
688218,江苏北人,17,65846.0,2362.0,0,2.12100670246215,65851,11.095073961211014,27.87722269263336
688221,前沿生物,20,76846.0,3005.0,0,1.5511215158795804,76853,11.249558698165147,25.572712146422628
688234,天岳先进,9,34804.0,1329.0,0,2.0456697126051964,34806,10.457487601685916,26.18811136192626
688283,坤恒顺维,13,50746.0,2104.0,0,2.245004506961463,50750,10.834588076063763,24.118821292775664
688288,鸿泉物联,19,75718.0,2760.0,0,2.0068230283891793,75723,11.234771191873529,27.434057971014493
688293,奥浦迈,11,42857.0,1425.0,0,1.7423889276343594,42861,10.665624271244136,30.075087719298246
688301,奕瑞科技,12,45330.0,1698.0,0,2.1936179915514593,45333,10.721724343934895,26.69611307420495
688311,盟升电子,16,63238.0,2550.0,0,2.184766249707337,63244,11.054660665269862,24.79921568627451
688313,仕佳光子,16,62999.0,2588.0,0,2.298276956391876,63006,11.050874132231819,24.34273570324575
688336,三生国健,35,138081.0,4939.0,0,1.7701669079741276,138096,11.835595748469478,27.9572788013768
688343,云天励飞,25,96271.0,2973.0,0,2.468895510600814,96284,11.474922410170022,32.381769256643125
688349,三一重能,34,129834.0,4147.0,0,2.3924600816717905,129855,11.774011990399837,31.30793344586448
688375,国博电子,12,46574.0,1687.0,0,1.8248860187588403,46577,10.748797724493182,27.607587433313576
688376,美埃科技,2,6622.0,292.0,0,1.8013440860215053,6622,8.798152718107191,22.67808219178082
688392,骄成超声,14,56665.0,2504.0,0,2.115189138154855,56668,10.944912015167048,22.62979233226837
688433,华曙高科,12,45357.0,1569.0,0,2.1980742960376127,45362,10.72231979864831,28.908221797323137
688450,光格科技,2,8987.0,435.0,0,1.9422268907563027,8988,9.103534367658373,20.65977011494253
688469,中芯集成,11,40753.0,1453.0,0,2.1261891695677773,40759,10.615284735591118,28.0474879559532
688472,阿特斯,14,53999.0,2133.0,0,1.6402099728780402,54002,10.896720806856424,25.315986872948898
688486,龙迅股份,17,65780.0,2531.0,0,2.4493572173837825,65785,11.094071119743049,25.989727380482023
688548,广钢气体,9,34192.0,1547.0,0,1.9701363998407007,34193,10.43974697755893,22.10213316095669
688595,芯海科技,15,57948.0,2728.0,0,2.838339429028059,57955,10.967301335661542,21.241935483870968
688621,阳光诺和,13,51664.0,1924.0,0,1.6300738450880767,51669,10.852516492998056,26.85239085239085
688667,菱电电控,16,61271.0,2298.0,0,2.0559191237220573,61276,11.02306192678775,26.662750217580506
688678,福立旺,5,21320.0,937.0,0,2.0907001216909054,21322,9.967400878279781,22.753468516542156
688685,迈信林,12,44855.0,1519.0,0,2.083325321643619,44859,10.711190343993383,29.529295589203425
688693,锴威特,13,50351.0,2275.0,0,1.9093254473217252,50357,10.82677375892267,22.13230769230769
688719,爱科赛博,16,61177.0,2160.0,0,1.90088371632796,61181,11.021526580870049,28.322685185185186
688720,艾森股份,13,50266.0,1864.0,0,1.9496322099920116,50272,10.825084183200465,26.966738197424892
688786,悦安新材,15,56794.0,2211.0,0,1.9662946782290405,56799,10.947185965326783,25.687019448213476
688799,华纳药厂,30,118409.0,4769.0,0,1.8627517415761343,118421,11.681900012056674,24.828894946529672
