sec_code,sec_name,chunk_n,chunk_glm4_tokens_sum,summary_proxy_sum,summary_glm4_sum,relevant_score_mean,red_chunk_proxy_mean,red_chunk_glm4_mean,announcement_date,chunk_count,tech_text_glm4_tokens,lnN_tech,Redundancy_proxy,Redundancy_glm4
688343,云天励飞,25,96271,2822,3274,2.30192235826634,41.47649467814461,34.426006602320406,2023-03-30,25,96284,11.475057436526333,34.1144578313253,29.40470372632865
688105,诺唯赞,18,66099,1958,2336,2.3955596981867875,37.294835502624146,31.282848784352463,2021-11-09,18,66108,11.099045047260717,33.758426966292134,28.29580479452055
688786,悦安新材,15,56794,1729,2213,2.255470866644103,35.94537164216714,28.706498780762093,2021-08-20,15,56799,10.947273998920458,32.84788895315211,25.663804789877993
688111,金山办公,23,85327,2624,2981,2.663989000567711,35.83133418595212,31.30495492022193,2019-11-13,23,85339,11.354386838838792,32.51791158536585,28.623616236162363
688297,中无人机,12,45890,1416,1679,2.38803704076719,33.69896700220515,28.24530375124631,2022-06-21,12,45892,10.734046088919033,32.40819209039548,27.33174508636093
688557,兰剑智能,19,72675,2259,2801,2.398257295226204,33.062337050999304,27.038343812078622,2020-11-27,19,72679,11.193807763472138,32.17131474103586,25.94609068189932
688221,前沿生物,20,76846,2403,2947,2.192947124877876,34.02450923187651,27.893712610023737,2020-10-22,20,76853,11.249649785290046,31.97919267582189,26.07600950118765
688021,奥福环保,19,74095,2343,2951,2.04237629419435,32.39974199921379,25.731905123771423,2019-10-31,19,74101,11.21318430646977,31.623986342296202,25.10843781768892
688667,菱电电控,16,61271,1940,2322,2.1312478218553865,32.69117528975123,27.2995109492858,2021-03-05,16,61276,11.023143528132588,31.58298969072165,26.387166236003445
688349,三一重能,35,129834,4132,5074,2.700903712503624,34.26799137383489,27.58084731536798,2022-06-17,35,129855,11.774173722317984,31.421587608906098,25.588096176586518
688621,阳光诺和,14,51664,1645,1943,2.0587979918422694,33.826038578184814,29.066513140892145,2021-06-16,14,51669,10.852613267503855,31.406686930091187,26.589809572825526
688293,奥浦迈,11,42857,1366,1589,2.012814453374822,32.58540116432168,28.084403211291672,2022-08-30,11,42861,10.665717600533268,31.374084919472914,26.97105097545626
688336,三生国健,36,138081,4425,5423,2.043015446447705,33.07569792067799,27.082100321490294,2020-07-17,36,138096,11.83570437445944,31.204745762711866,25.462105845472987
688380,中微半导,9,34489,1111,1325,2.26023927481023,31.93603659253661,26.87047725526008,2022-08-02,9,34492,10.448482692072215,31.043204320432043,26.02943396226415
688610,埃科光电,15,56570,1824,2219,2.3601534520514256,34.95958423145314,29.370620067682545,2023-07-12,15,56574,10.943304794693733,31.01425438596491,25.493465525011267
